name,num_ordered,window,num_repeated,order_code_description,price_description,min_price,max_price,mean_price,median_price,min_volume_charge,max_volume_charge,mean_volume_charge,median_volume_charge
LABFOL,3642,1,152,Folic Acid (Folate),HC FOLATE-SERUM,274,274,274,274,41648,41648,41648,41648
LABFOL,3642,3,201,Folic Acid (Folate),HC FOLATE-SERUM,274,274,274,274,55074,55074,55074,55074
LABFOL,3642,7,222,Folic Acid (Folate),HC FOLATE-SERUM,274,274,274,274,60828,60828,60828,60828
LABFPARVD,81,1,4,"PARVOVIRUS B19 REALTIME PCR,QL",HC 6942 PARVOVIR (B19) PCR,127,127,127,127,508,508,508,508
LABFPARVD,81,3,7,"PARVOVIRUS B19 REALTIME PCR,QL",HC 6942 PARVOVIR (B19) PCR,127,127,127,127,889,889,889,889
LABFPARVD,81,7,7,"PARVOVIRUS B19 REALTIME PCR,QL",HC 6942 PARVOVIR (B19) PCR,127,127,127,127,889,889,889,889
LABFPLTS,3,1,1,"PLATELET COUNT, FLUID","HC PLATELET COUNT, AUTOMATED",138,138,138,138,138,138,138,138
LABFPLTS,3,3,1,"PLATELET COUNT, FLUID","HC PLATELET COUNT, AUTOMATED",138,138,138,138,138,138,138,138
LABFPLTS,3,7,1,"PLATELET COUNT, FLUID","HC PLATELET COUNT, AUTOMATED",138,138,138,138,138,138,138,138
LABFQFVR,183,1,6,COXIELLA BURNETII AB W/RFLX,HC 6942 Q FEVER ANTIBODY,16,16,16,16,96,96,96,96
LABFQFVR,183,3,7,COXIELLA BURNETII AB W/RFLX,HC 6942 Q FEVER ANTIBODY,16,16,16,16,112,112,112,112
LABFQFVR,183,7,10,COXIELLA BURNETII AB W/RFLX,HC 6942 Q FEVER ANTIBODY,16,16,16,16,160,160,160,160
LABFSYN,9,1,1,FUNGAL SYNERGY,HC 6939 FUNGAL SYNERGY,93,93,93,93,93,93,93,93
LABFSYN,9,3,1,FUNGAL SYNERGY,HC 6939 FUNGAL SYNERGY,93,93,93,93,93,93,93,93
LABFSYN,9,7,1,FUNGAL SYNERGY,HC 6939 FUNGAL SYNERGY,93,93,93,93,93,93,93,93
LABFT4,8884,1,463,Free T4,HC FREE T4,246,246,246,246,113898,113898,113898,113898
LABFT4,8884,3,639,Free T4,HC FREE T4,246,246,246,246,157194,157194,157194,157194
LABFT4,8884,7,820,Free T4,HC FREE T4,246,246,246,246,201720,201720,201720,201720
LABFT4ED,20,1,1,"FREE T4, EQUILIBRIUM DIALYSIS",HC 6959 FREE T4 EQUILIB DIALYSIS,40,40,40,40,40,40,40,40
LABFT4ED,20,3,1,"FREE T4, EQUILIBRIUM DIALYSIS",HC 6959 FREE T4 EQUILIB DIALYSIS,40,40,40,40,40,40,40,40
LABFT4ED,20,7,1,"FREE T4, EQUILIBRIUM DIALYSIS",HC 6959 FREE T4 EQUILIB DIALYSIS,40,40,40,40,40,40,40,40
LABFTBLYM,49,1,4,"T SUBSETS AND B LYMPHS, FLUID","HC FLOW:T-CELLS,TOTAL COUNT",422,575,520.75,543,1688,2300,2083,2172
LABFTBLYM,49,1,4,"T SUBSETS AND B LYMPHS, FLUID",HC FLOW:ABSLUTE CD4-CD8 CNTRATIO,422,575,520.75,543,1688,2300,2083,2172
LABFTBLYM,49,1,4,"T SUBSETS AND B LYMPHS, FLUID","HC FLOW:B CELLS, TOTAL COUNT",422,575,520.75,543,1688,2300,2083,2172
LABFTBLYM,49,1,4,"T SUBSETS AND B LYMPHS, FLUID","HC FLOW:NK CELLS, TOTAL COUNT",422,575,520.75,543,1688,2300,2083,2172
LABFTBLYM,49,3,4,"T SUBSETS AND B LYMPHS, FLUID","HC FLOW:T-CELLS,TOTAL COUNT",422,575,520.75,543,1688,2300,2083,2172
LABFTBLYM,49,3,4,"T SUBSETS AND B LYMPHS, FLUID",HC FLOW:ABSLUTE CD4-CD8 CNTRATIO,422,575,520.75,543,1688,2300,2083,2172
LABFTBLYM,49,3,4,"T SUBSETS AND B LYMPHS, FLUID","HC FLOW:B CELLS, TOTAL COUNT",422,575,520.75,543,1688,2300,2083,2172
LABFTBLYM,49,3,4,"T SUBSETS AND B LYMPHS, FLUID","HC FLOW:NK CELLS, TOTAL COUNT",422,575,520.75,543,1688,2300,2083,2172
LABFTBLYM,49,7,4,"T SUBSETS AND B LYMPHS, FLUID","HC FLOW:T-CELLS,TOTAL COUNT",422,575,520.75,543,1688,2300,2083,2172
LABFTBLYM,49,7,4,"T SUBSETS AND B LYMPHS, FLUID",HC FLOW:ABSLUTE CD4-CD8 CNTRATIO,422,575,520.75,543,1688,2300,2083,2172
LABFTBLYM,49,7,4,"T SUBSETS AND B LYMPHS, FLUID","HC FLOW:B CELLS, TOTAL COUNT",422,575,520.75,543,1688,2300,2083,2172
LABFTBLYM,49,7,4,"T SUBSETS AND B LYMPHS, FLUID","HC FLOW:NK CELLS, TOTAL COUNT",422,575,520.75,543,1688,2300,2083,2172
LABFTP,2359,1,86,"PROTEIN, TOTAL, FLUID",HC PROTN TOTL BDY FLUD,229,229,229,229,19694,19694,19694,19694
LABFTP,2359,3,165,"PROTEIN, TOTAL, FLUID",HC PROTN TOTL BDY FLUD,229,229,229,229,37785,37785,37785,37785
LABFTP,2359,7,281,"PROTEIN, TOTAL, FLUID",HC PROTN TOTL BDY FLUD,229,229,229,229,64349,64349,64349,64349
LABFTRIGA,187,1,12,"TRIGLYCERIDES, FLUID","HC 6959 TRIGLYCERIDES, NON PLEU",9,9,9,9,108,108,108,108
LABFTRIGA,187,3,16,"TRIGLYCERIDES, FLUID","HC 6959 TRIGLYCERIDES, NON PLEU",9,9,9,9,144,144,144,144
LABFTRIGA,187,7,21,"TRIGLYCERIDES, FLUID","HC 6959 TRIGLYCERIDES, NON PLEU",9,9,9,9,189,189,189,189
LABFTRPL,562,1,61,"TRIGLYCERIDES, PLEURAL",HC TRIGLYCERIDES FLUID,175,175,175,175,10675,10675,10675,10675
LABFTRPL,562,3,105,"TRIGLYCERIDES, PLEURAL",HC TRIGLYCERIDES FLUID,175,175,175,175,18375,18375,18375,18375
LABFTRPL,562,7,161,"TRIGLYCERIDES, PLEURAL",HC TRIGLYCERIDES FLUID,175,175,175,175,28175,28175,28175,28175
LABFUNIDS,23,3,1,"FUNGAL ID BY SEQUENCING, SPECIMEN",HC FUNIDS FUNGUS ID NA SEQ EA,1653,1653,1653,1653,1653,1653,1653,1653
LABFUNIDS,23,7,4,"FUNGAL ID BY SEQUENCING, SPECIMEN",HC FUNIDS FUNGUS ID NA SEQ EA,1653,1653,1653,1653,6612,6612,6612,6612
LABFURICA,24,1,1,"URIC ACID, BODY FLUID","HC 6959 URIC ACID, FLUID",9,9,9,9,9,9,9,9
LABFURICA,24,3,1,"URIC ACID, BODY FLUID","HC 6959 URIC ACID, FLUID",9,9,9,9,9,9,9,9
LABFURICA,24,7,2,"URIC ACID, BODY FLUID","HC 6959 URIC ACID, FLUID",9,9,9,9,18,18,18,18
LABFVARZ,342,1,19,"VARICELLA ZOSTER VIR. DNA,QUAL",HC 6942 VZ DNA PCR,147,147,147,147,2793,2793,2793,2793
LABFVARZ,342,3,25,"VARICELLA ZOSTER VIR. DNA,QUAL",HC 6942 VZ DNA PCR,147,147,147,147,3675,3675,3675,3675
LABFVARZ,342,7,31,"VARICELLA ZOSTER VIR. DNA,QUAL",HC 6942 VZ DNA PCR,147,147,147,147,4557,4557,4557,4557
LABG6PD,95,1,5,G6PD Screen,HC G-6PD H SCREEN,176,176,176,176,880,880,880,880
LABG6PD,95,3,7,G6PD Screen,HC G-6PD H SCREEN,176,176,176,176,1232,1232,1232,1232
LABG6PD,95,7,7,G6PD Screen,HC G-6PD H SCREEN,176,176,176,176,1232,1232,1232,1232
LABG6PDQT,27,1,2,"G6PD, QUANTITATIVE",HC G6 PD QUANT,199,199,199,199,398,398,398,398
LABG6PDQT,27,3,2,"G6PD, QUANTITATIVE",HC G6 PD QUANT,199,199,199,199,398,398,398,398
LABG6PDQT,27,7,4,"G6PD, QUANTITATIVE",HC G6 PD QUANT,199,199,199,199,796,796,796,796
LABGASBLD,237,1,8,"Occult Blood, Gastric","HC OCCULT BLOOD, GASTRIC FLUID",101,101,101,101,808,808,808,808
LABGASBLD,237,3,12,"Occult Blood, Gastric","HC OCCULT BLOOD, GASTRIC FLUID",101,101,101,101,1212,1212,1212,1212
LABGASBLD,237,7,13,"Occult Blood, Gastric","HC OCCULT BLOOD, GASTRIC FLUID",101,101,101,101,1313,1313,1313,1313
LABGASPH,10,1,1,"pH, Gastric",HC GASTRIC PH,50,50,50,50,50,50,50,50
LABGASPH,10,3,2,"pH, Gastric",HC GASTRIC PH,50,50,50,50,100,100,100,100
LABGASPH,10,7,2,"pH, Gastric",HC GASTRIC PH,50,50,50,50,100,100,100,100
LABGBMIFA,50,1,1,"GBM ABS, IGA & IGG (IFA)",HC 6959 GMBIFA AB IGA IGG,64,64,64,64,64,64,64,64
LABGBMIFA,50,3,2,"GBM ABS, IGA & IGG (IFA)",HC 6959 GMBIFA AB IGA IGG,64,64,64,64,128,128,128,128
LABGBMIFA,50,7,3,"GBM ABS, IGA & IGG (IFA)",HC 6959 GMBIFA AB IGA IGG,64,64,64,64,192,192,192,192
LABGCCR2,64,3,1,GC molec detection,"HC NEISSERIA GONORRHOEAE, GC LCR",566,566,566,566,566,566,566,566
LABGCCR2,64,7,2,GC molec detection,"HC NEISSERIA GONORRHOEAE, GC LCR",566,566,566,566,1132,1132,1132,1132
LABGENC,67,1,1,Genital Culture,HC GENITAL CULT,302,302,302,302,302,302,302,302
LABGENC,67,3,2,Genital Culture,HC GENITAL CULT,302,302,302,302,604,604,604,604
LABGENC,67,7,2,Genital Culture,HC GENITAL CULT,302,302,302,302,604,604,604,604
LABGGT,3876,1,1006,Gamma-Glutamyl Trans (GGT),HC GAMMA GLUTAMYL TRAN,204,204,204,204,205224,205224,205224,205224
LABGGT,3876,3,1869,Gamma-Glutamyl Trans (GGT),HC GAMMA GLUTAMYL TRAN,204,204,204,204,381276,381276,381276,381276
LABGGT,3876,7,1953,Gamma-Glutamyl Trans (GGT),HC GAMMA GLUTAMYL TRAN,204,204,204,204,398412,398412,398412,398412
LABGH,86,1,14,Growth Hormone,HC GROWTH HORMONE,238,238,238,238,3332,3332,3332,3332
LABGH,86,3,27,Growth Hormone,HC GROWTH HORMONE,238,238,238,238,6426,6426,6426,6426
LABGH,86,7,27,Growth Hormone,HC GROWTH HORMONE,238,238,238,238,6426,6426,6426,6426
LABGIARS,386,1,17,Giardia screen,HC GIARDIA SCREEN,282,282,282,282,4794,4794,4794,4794
LABGIARS,386,3,22,Giardia screen,HC GIARDIA SCREEN,282,282,282,282,6204,6204,6204,6204
LABGIARS,386,7,37,Giardia screen,HC GIARDIA SCREEN,282,282,282,282,10434,10434,10434,10434
LABGLF,448,1,131,"Glucose, Fasting","HC GLUCOSE, SERUM/PLASMA",159,159,159,159,20829,20829,20829,20829
LABGLF,448,3,153,"Glucose, Fasting","HC GLUCOSE, SERUM/PLASMA",159,159,159,159,24327,24327,24327,24327
LABGLF,448,7,158,"Glucose, Fasting","HC GLUCOSE, SERUM/PLASMA",159,159,159,159,25122,25122,25122,25122
LABGLNF,757,1,193,"Glucose, Nonfasting, Ser/Plas","HC GLUCOSE, SERUM/PLASMA",159,159,159,159,30687,30687,30687,30687
LABGLNF,757,3,212,"Glucose, Nonfasting, Ser/Plas","HC GLUCOSE, SERUM/PLASMA",159,159,159,159,33708,33708,33708,33708
LABGLNF,757,7,216,"Glucose, Nonfasting, Ser/Plas","HC GLUCOSE, SERUM/PLASMA",159,159,159,159,34344,34344,34344,34344
LABGLWB,52,1,16,"GLUCOSE, WHOLE BLOOD","HC GLUCOSE, SERUM/PLASMA",159,159,159,159,2544,2544,2544,2544
LABGLWB,52,3,16,"GLUCOSE, WHOLE BLOOD","HC GLUCOSE, SERUM/PLASMA",159,159,159,159,2544,2544,2544,2544
LABGLWB,52,7,16,"GLUCOSE, WHOLE BLOOD","HC GLUCOSE, SERUM/PLASMA",159,159,159,159,2544,2544,2544,2544
LABGNTPOL,238,1,35,"GENTAMICIN, PEAK",HC GENTAMICIN,319,319,319,319,11165,11165,11165,11165
LABGNTPOL,238,3,92,"GENTAMICIN, PEAK",HC GENTAMICIN,319,319,319,319,29348,29348,29348,29348
LABGNTPOL,238,7,116,"GENTAMICIN, PEAK",HC GENTAMICIN,319,319,319,319,37004,37004,37004,37004
LABGNTPRL,675,1,164,"GENTAMICIN, TROUGH",HC GENTAMICIN,319,319,319,319,52316,52316,52316,52316
LABGNTPRL,675,3,367,"GENTAMICIN, TROUGH",HC GENTAMICIN,319,319,319,319,117073,117073,117073,117073
LABGNTPRL,675,7,415,"GENTAMICIN, TROUGH",HC GENTAMICIN,319,319,319,319,132385,132385,132385,132385
LABGNTUNL,7,3,1,"GENTAMICIN, SINGLE DAILY DOSE",HC GENTAMICIN,319,319,319,319,319,319,319,319
LABGNTUNL,7,7,1,"GENTAMICIN, SINGLE DAILY DOSE",HC GENTAMICIN,319,319,319,319,319,319,319,319
LABGRAM,11526,1,1277,Gram Stain,HC GRAM STAIN,150,150,150,150,191550,191550,191550,191550
LABGRAM,11526,3,2496,Gram Stain,HC GRAM STAIN,150,150,150,150,374400,374400,374400,374400
LABGRAM,11526,7,3631,Gram Stain,HC GRAM STAIN,150,150,150,150,544650,544650,544650,544650
LABGTT,30,1,1,TRADITIONAL GLUCOSE TOLERANCE,HC TRAD GLUC TOLER(100G),789,789,789,789,789,789,789,789
LABGTT,30,3,1,TRADITIONAL GLUCOSE TOLERANCE,HC TRAD GLUC TOLER(100G),789,789,789,789,789,789,789,789
LABGTT,30,7,1,TRADITIONAL GLUCOSE TOLERANCE,HC TRAD GLUC TOLER(100G),789,789,789,789,789,789,789,789
LABH1N1PC,83,1,7,"2009 H1N1 PCR, H275Y MUTATION",HC H1N1PC H275Y MUT RT AMP,1180,1180,1180,1180,8260,8260,8260,8260
LABH1N1PC,83,3,7,"2009 H1N1 PCR, H275Y MUTATION",HC H1N1PC H275Y MUT RT AMP,1180,1180,1180,1180,8260,8260,8260,8260
LABH1N1PC,83,7,9,"2009 H1N1 PCR, H275Y MUTATION",HC H1N1PC H275Y MUT RT AMP,1180,1180,1180,1180,10620,10620,10620,10620
LABHAP,5750,1,635,Haptoglobin,HC HAPTOGLOBIN,258,258,258,258,163830,163830,163830,163830
LABHAP,5750,3,1246,Haptoglobin,HC HAPTOGLOBIN,258,258,258,258,321468,321468,321468,321468
LABHAP,5750,7,1905,Haptoglobin,HC HAPTOGLOBIN,258,258,258,258,491490,491490,491490,491490
LABHATA,27,7,1,Hepatitis A Total AB,HC HAV AB TOTAL(HATA),231,231,231,231,231,231,231,231
LABHAV,24,1,1,Hepatitis A Ab-IgM:,HC HAV IGM (HAV),268,268,268,268,268,268,268,268
LABHAV,24,3,1,Hepatitis A Ab-IgM:,HC HAV IGM (HAV),268,268,268,268,268,268,268,268
LABHAV,24,7,1,Hepatitis A Ab-IgM:,HC HAV IGM (HAV),268,268,268,268,268,268,268,268
LABHAVM,582,1,14,IGM ANTI-HAV,HC HAV IGM (HAV),268,268,268,268,3752,3752,3752,3752
LABHAVM,582,3,24,IGM ANTI-HAV,HC HAV IGM (HAV),268,268,268,268,6432,6432,6432,6432
LABHAVM,582,7,26,IGM ANTI-HAV,HC HAV IGM (HAV),268,268,268,268,6968,6968,6968,6968
LABHAVT,718,1,11,ANTI-HAV,HC HAV AB TOTAL(HATA),231,231,231,231,2541,2541,2541,2541
LABHAVT,718,3,17,ANTI-HAV,HC HAV AB TOTAL(HATA),231,231,231,231,3927,3927,3927,3927
LABHAVT,718,7,20,ANTI-HAV,HC HAV AB TOTAL(HATA),231,231,231,231,4620,4620,4620,4620
LABHB,41,1,1,Hepatitis B Surf Ag:,HC HEPAT BS AG-EIA,38,220,129,129,38,220,129,129
LABHB,41,1,1,Hepatitis B Surf Ag:,HC VIRAL EIA SINGLE TEST,38,220,129,129,38,220,129,129
LABHB,41,3,1,Hepatitis B Surf Ag:,HC HEPAT BS AG-EIA,38,220,129,129,38,220,129,129
LABHB,41,3,1,Hepatitis B Surf Ag:,HC VIRAL EIA SINGLE TEST,38,220,129,129,38,220,129,129
LABHB,41,7,1,Hepatitis B Surf Ag:,HC HEPAT BS AG-EIA,38,220,129,129,38,220,129,129
LABHB,41,7,1,Hepatitis B Surf Ag:,HC VIRAL EIA SINGLE TEST,38,220,129,129,38,220,129,129
LABHBCA,251,1,3,IGM ANTI-HBC,HC HBV CORE IGM (HBC),248,248,248,248,744,744,744,744
LABHBCA,251,3,8,IGM ANTI-HBC,HC HBV CORE IGM (HBC),248,248,248,248,1984,1984,1984,1984
LABHBCA,251,7,11,IGM ANTI-HBC,HC HBV CORE IGM (HBC),248,248,248,248,2728,2728,2728,2728
LABHBCT,556,1,12,ANTI-HBc,HC HEP B CR TOTAL AB,189,189,189,189,2268,2268,2268,2268
LABHBCT,556,3,21,ANTI-HBc,HC HEP B CR TOTAL AB,189,189,189,189,3969,3969,3969,3969
LABHBCT,556,7,24,ANTI-HBc,HC HEP B CR TOTAL AB,189,189,189,189,4536,4536,4536,4536
LABHBODY,19,1,4,Heinz Body Prep,HC HEINZ BODY PREP,66,66,66,66,264,264,264,264
LABHBODY,19,3,4,Heinz Body Prep,HC HEINZ BODY PREP,66,66,66,66,264,264,264,264
LABHBODY,19,7,5,Heinz Body Prep,HC HEINZ BODY PREP,66,66,66,66,330,330,330,330
LABHBPQ,451,1,20,Hep B PCR Quant                          NONORDERABLE,HC HBV PCR QUANTIFICATION,794,794,794,794,15880,15880,15880,15880
LABHBPQ,451,3,25,Hep B PCR Quant                          NONORDERABLE,HC HBV PCR QUANTIFICATION,794,794,794,794,19850,19850,19850,19850
LABHBPQ,451,7,42,Hep B PCR Quant                          NONORDERABLE,HC HBV PCR QUANTIFICATION,794,794,794,794,33348,33348,33348,33348
LABHBPQD,7,1,2,"Hep B PCR Quant, Dil. Protocol            NONORDERABLE",HC HBV PCR QUANTIFICATION,794,794,794,794,1588,1588,1588,1588
LABHBPQD,7,3,2,"Hep B PCR Quant, Dil. Protocol            NONORDERABLE",HC HBV PCR QUANTIFICATION,794,794,794,794,1588,1588,1588,1588
LABHBPQD,7,7,2,"Hep B PCR Quant, Dil. Protocol            NONORDERABLE",HC HBV PCR QUANTIFICATION,794,794,794,794,1588,1588,1588,1588
LABHBSAG,3786,1,218,HBSAG,HC HEPAT BS AG-EIA,220,220,220,220,47960,47960,47960,47960
LABHBSAG,3786,3,259,HBSAG,HC HEPAT BS AG-EIA,220,220,220,220,56980,56980,56980,56980
LABHBSAG,3786,7,286,HBSAG,HC HEPAT BS AG-EIA,220,220,220,220,62920,62920,62920,62920
LABHBSQL,577,1,24,ANTI-HBS QUAL,HC HEPAT BS AB-EIA,197,197,197,197,4728,4728,4728,4728
LABHBSQL,577,3,29,ANTI-HBS QUAL,HC HEPAT BS AB-EIA,197,197,197,197,5713,5713,5713,5713
LABHBSQL,577,7,34,ANTI-HBS QUAL,HC HEPAT BS AB-EIA,197,197,197,197,6698,6698,6698,6698
LABHBSQT,268,1,13,HEP B SURF AB QUANT,HC HBSQT HEP B SURF AB QUANT,197,197,197,197,2561,2561,2561,2561
LABHBSQT,268,3,18,HEP B SURF AB QUANT,HC HBSQT HEP B SURF AB QUANT,197,197,197,197,3546,3546,3546,3546
LABHBSQT,268,7,34,HEP B SURF AB QUANT,HC HBSQT HEP B SURF AB QUANT,197,197,197,197,6698,6698,6698,6698
LABHCPQ,780,1,28,Hep C PCR Quant                          NONORDERABLE,HC HCV RNA QUANT ASSAY,874,874,874,874,24472,24472,24472,24472
LABHCPQ,780,3,38,Hep C PCR Quant                          NONORDERABLE,HC HCV RNA QUANT ASSAY,874,874,874,874,33212,33212,33212,33212
LABHCPQ,780,7,55,Hep C PCR Quant                          NONORDERABLE,HC HCV RNA QUANT ASSAY,874,874,874,874,48070,48070,48070,48070
LABHCTX,32757,1,14608,HEMATOCRIT,HC HEMATOCRIT,217,217,217,217,3169936,3169936,3169936,3169936
LABHCTX,32757,3,18749,HEMATOCRIT,HC HEMATOCRIT,217,217,217,217,4068533,4068533,4068533,4068533
LABHCTX,32757,7,19138,HEMATOCRIT,HC HEMATOCRIT,217,217,217,217,4152946,4152946,4152946,4152946
LABHCVA,2271,1,51,HEPATITIS C AB IGG,HC HCVA HEPATITIS C AB,193,193,193,193,9843,9843,9843,9843
LABHCVA,2271,3,77,HEPATITIS C AB IGG,HC HCVA HEPATITIS C AB,193,193,193,193,14861,14861,14861,14861
LABHCVA,2271,7,91,HEPATITIS C AB IGG,HC HCVA HEPATITIS C AB,193,193,193,193,17563,17563,17563,17563
LABHCVGEN,92,1,1,HCV GENOTYPE BACKUP TEST,HC HCV GENOTYPE,2847,2847,2847,2847,2847,2847,2847,2847
LABHCVGEN,92,3,2,HCV GENOTYPE BACKUP TEST,HC HCV GENOTYPE,2847,2847,2847,2847,5694,5694,5694,5694
LABHCVGEN,92,7,4,HCV GENOTYPE BACKUP TEST,HC HCV GENOTYPE,2847,2847,2847,2847,11388,11388,11388,11388
LABHCVGTP,4,1,1,HEPATITIS C (HCV) GENOTYPE,HC HCV GENOTYPE GENMARK,2847,2847,2847,2847,2847,2847,2847,2847
LABHCVGTP,4,3,1,HEPATITIS C (HCV) GENOTYPE,HC HCV GENOTYPE GENMARK,2847,2847,2847,2847,2847,2847,2847,2847
LABHCVGTP,4,7,2,HEPATITIS C (HCV) GENOTYPE,HC HCV GENOTYPE GENMARK,2847,2847,2847,2847,5694,5694,5694,5694
LABHELAG,525,1,22,"Helicob. Ag, Stool",HC HELI PYL AG STOOL,376,376,376,376,8272,8272,8272,8272
LABHELAG,525,3,22,"Helicob. Ag, Stool",HC HELI PYL AG STOOL,376,376,376,376,8272,8272,8272,8272
LABHELAG,525,7,23,"Helicob. Ag, Stool",HC HELI PYL AG STOOL,376,376,376,376,8648,8648,8648,8648
LABHELI,926,1,47,HELICOB. PYLORI IgG AB,HC HELICOBACTER EIA,206,206,206,206,9682,9682,9682,9682
LABHELI,926,3,49,HELICOB. PYLORI IgG AB,HC HELICOBACTER EIA,206,206,206,206,10094,10094,10094,10094
LABHELI,926,7,55,HELICOB. PYLORI IgG AB,HC HELICOBACTER EIA,206,206,206,206,11330,11330,11330,11330
LABHEPAR,39437,1,31016,"Heparin,Unfractionated,Anti XA",HC HEPARIN CONCENTRATN,466,466,466,466,14453456,14453456,14453456,14453456
LABHEPAR,39437,3,33673,"Heparin,Unfractionated,Anti XA",HC HEPARIN CONCENTRATN,466,466,466,466,15691618,15691618,15691618,15691618
LABHEPAR,39437,7,33967,"Heparin,Unfractionated,Anti XA",HC HEPARIN CONCENTRATN,466,466,466,466,15828622,15828622,15828622,15828622
LABHEPC,68,1,1,Hepatitis C Ab,HC HCVA HEPATITIS C AB,38,193,115.5,115.5,38,193,115.5,115.5
LABHEPC,68,1,1,Hepatitis C Ab,HC VIRAL EIA SINGLE TEST,38,193,115.5,115.5,38,193,115.5,115.5
LABHEPC,68,3,2,Hepatitis C Ab,HC HCVA HEPATITIS C AB,38,193,115.5,115.5,76,386,231,231
LABHEPC,68,3,2,Hepatitis C Ab,HC VIRAL EIA SINGLE TEST,38,193,115.5,115.5,76,386,231,231
LABHEPC,68,7,2,Hepatitis C Ab,HC HCVA HEPATITIS C AB,38,193,115.5,115.5,76,386,231,231
LABHEPC,68,7,2,Hepatitis C Ab,HC VIRAL EIA SINGLE TEST,38,193,115.5,115.5,76,386,231,231
LABHEPDAB,47,1,2,HEPATITIS D AB TOTAL,HC 6942 DELTA HEPAT AGENT,62,62,62,62,124,124,124,124
LABHEPDAB,47,3,3,HEPATITIS D AB TOTAL,HC 6942 DELTA HEPAT AGENT,62,62,62,62,186,186,186,186
LABHEPDAB,47,7,6,HEPATITIS D AB TOTAL,HC 6942 DELTA HEPAT AGENT,62,62,62,62,372,372,372,372
LABHEVG,16,1,1,HEPATITIS E AB IgG,HC 6942 HEVG HEP E AB IGG,35,35,35,35,35,35,35,35
LABHEVG,16,3,1,HEPATITIS E AB IgG,HC 6942 HEVG HEP E AB IGG,35,35,35,35,35,35,35,35
LABHEVG,16,7,1,HEPATITIS E AB IgG,HC 6942 HEVG HEP E AB IGG,35,35,35,35,35,35,35,35
LABHEVM,22,1,1,HEPATITIS E AB IgM,HC 6942 HEVM HEP E VRS AB IGM,52,52,52,52,52,52,52,52
LABHEVM,22,3,1,HEPATITIS E AB IgM,HC 6942 HEVM HEP E VRS AB IGM,52,52,52,52,52,52,52,52
LABHEVM,22,7,1,HEPATITIS E AB IgM,HC 6942 HEVM HEP E VRS AB IGM,52,52,52,52,52,52,52,52
LABHFP,55643,1,19033,HEPATIC FUNCTION PANEL A,HC HEPATIC FXN PANEL,342,342,342,342,6509286,6509286,6509286,6509286
LABHFP,55643,3,36340,HEPATIC FUNCTION PANEL A,HC HEPATIC FXN PANEL,342,342,342,342,12428280,12428280,12428280,12428280
LABHFP,55643,7,38441,HEPATIC FUNCTION PANEL A,HC HEPATIC FXN PANEL,342,342,342,342,13146822,13146822,13146822,13146822
LABHGBSQ,62,1,16,"HGB S, QUANTITATIVE",HC HCB S QUANT,257,257,257,257,4112,4112,4112,4112
LABHGBSQ,62,3,18,"HGB S, QUANTITATIVE",HC HCB S QUANT,257,257,257,257,4626,4626,4626,4626
LABHGBSQ,62,7,23,"HGB S, QUANTITATIVE",HC HCB S QUANT,257,257,257,257,5911,5911,5911,5911
LABHGBX,2671,1,839,HEMOGLOBIN,HC HEMOGLOBIN,48,48,48,48,40272,40272,40272,40272
LABHGBX,2671,3,1012,HEMOGLOBIN,HC HEMOGLOBIN,48,48,48,48,48576,48576,48576,48576
LABHGBX,2671,7,1039,HEMOGLOBIN,HC HEMOGLOBIN,48,48,48,48,49872,49872,49872,49872
LABHGHPLC,131,1,11,HEMOGLOBIN QUANT/FRACT BY HPLC,HC HEMOGLOBIN QUANT AND FRACT,257,257,257,257,2827,2827,2827,2827
LABHGHPLC,131,3,15,HEMOGLOBIN QUANT/FRACT BY HPLC,HC HEMOGLOBIN QUANT AND FRACT,257,257,257,257,3855,3855,3855,3855
LABHGHPLC,131,7,19,HEMOGLOBIN QUANT/FRACT BY HPLC,HC HEMOGLOBIN QUANT AND FRACT,257,257,257,257,4883,4883,4883,4883
LABHHV6QL,62,3,4,HHV-6 DNA PCR QUAL,HC HHV6QL IAD NA HV6 APTPCR QL,497,497,497,497,1988,1988,1988,1988
LABHHV6QL,62,7,6,HHV-6 DNA PCR QUAL,HC HHV6QL IAD NA HV6 APTPCR QL,497,497,497,497,2982,2982,2982,2982
LABHHV6QT,218,1,9,HHV-6 PCR QUANT,HC HHV6QT IAD NA HRP VRS6 QNT,591,591,591,591,5319,5319,5319,5319
LABHHV6QT,218,3,20,HHV-6 PCR QUANT,HC HHV6QT IAD NA HRP VRS6 QNT,591,591,591,591,11820,11820,11820,11820
LABHHV6QT,218,7,41,HHV-6 PCR QUANT,HC HHV6QT IAD NA HRP VRS6 QNT,591,591,591,591,24231,24231,24231,24231
LABHIAB,421,1,37,HEPARIN-INDUCED ANTIBODY,HC HEPARIN-INDUCED ANTIBODYT,231,231,231,231,8547,8547,8547,8547
LABHIAB,421,3,74,HEPARIN-INDUCED ANTIBODY,HC HEPARIN-INDUCED ANTIBODYT,231,231,231,231,17094,17094,17094,17094
LABHIAB,421,7,91,HEPARIN-INDUCED ANTIBODY,HC HEPARIN-INDUCED ANTIBODYT,231,231,231,231,21021,21021,21021,21021
LABHIBCV,45,1,1,"DONOR,HIV-1/HCV/HBV NAT W/REFL",HC 6911 DONOR HIVI/HCV,410,410,410,410,410,410,410,410
