"","protocol_id","protocol_name","ct_orderset","order_id","description","ct_dw30m","ct_order","prob_order","ct_dw30m_noorderset","ct_med_noorderset","rate_dw30m_orderset","rate_dw30m_noorderset","RR_dw30m","ct_nodw30m_orderset","ct_nodw30m_noorderset","RR_pvalue"
"1428",978,"IP NSR ICU NEUROSURGERY POSTOPERATIVE",12217,"222567","LEVETIRACETAM IN NACL (ISO-OS) 500 MG/100 ML IV PGBK",3,63,0.00515674879266596,50,1098,0.0476190476190476,0.0455373406193078,1.04571428571429,60,1048,0.999999999999986
"1429",978,"IP NSR ICU NEUROSURGERY POSTOPERATIVE",12217,"229762","DEXMEDETOMIDINE IN 0.9 % NACL 400 MCG/100 ML (4 MCG/ML) IV SOLN",2,53,0.00433821723827454,291,6612,0.0377358490566038,0.044010889292196,0.857420735265513,51,6321,0.99999999999985
"1430",978,"IP NSR ICU NEUROSURGERY POSTOPERATIVE",12217,"230362","NIMODIPINE 60 MG/20 ML PO SOLN",1,43,0.00351968568388311,12,316,0.0232558139534884,0.0379746835443038,0.612403100775194,42,304,0.960374476934782
"1431",978,"IP NSR ICU NEUROSURGERY POSTOPERATIVE",12217,"236263","CEFAZOLIN IN DEXTROSE (ISO-OS) 2 GRAM/100 ML IV PGBK",1,29,0.00237374150773512,111,2584,0.0344827586206897,0.0429566563467492,0.80273376825101,28,2473,0.999999999999865
"1432",978,"IP NSR ICU NEUROSURGERY POSTOPERATIVE",12217,"520064","CEFAZOLIN 2 G IVPB",2,27,0.00221003519685684,109,2674,0.0740740740740741,0.0407629020194465,1.81719334012912,25,2565,0.703652146706697
"1433",978,"IP NSR ICU NEUROSURGERY POSTOPERATIVE",12217,"520068","PHENYTOIN IVPB (500 MG OR LESS)",4,14,0.00114594417614799,153,533,0.285714285714286,0.287054409005629,0.995331465919701,10,380,0.999999999999993
"1434",978,"IP NSR ICU NEUROSURGERY POSTOPERATIVE",12217,"520301","CEFTRIAXONE 1 GRAM/50 ML NS IVPB",22,1388,0.113612179749529,3,146,0.015850144092219,0.0205479452054795,0.771373679154659,1366,143,0.933954713653156
"1435",978,"IP NSR ICU NEUROSURGERY POSTOPERATIVE",12217,"530008","NITROPRUSSIDE IV INFUSION",36,1685,0.137922566914955,79,2082,0.0213649851632047,0.0379442843419789,0.563062014048004,1649,2003,0.00443099950431445
"1436",978,"IP NSR ICU NEUROSURGERY POSTOPERATIVE",12217,"530010","NICARDIPINE IV INFUSION",14,45,0.0036833919947614,257,676,0.311111111111111,0.380177514792899,0.818331171638565,31,419,0.442896914856134
"1437",978,"IP NSR ICU NEUROSURGERY POSTOPERATIVE",12217,"530011","NOREPINEPHRINE IV INFUSION",1,13,0.00106409102070885,92,2909,0.0769230769230769,0.0316259883121348,2.43227424749164,12,2817,0.89137470465442
"1438",978,"IP NSR ICU NEUROSURGERY POSTOPERATIVE",12217,"530012","PHENYLEPHRINE IV INFUSION",1,75,0.00613898665793566,61,2180,0.0133333333333333,0.0279816513761468,0.476502732240437,74,2119,0.686441233729763
"1439",978,"IP NSR ICU NEUROSURGERY POSTOPERATIVE",12217,"530025","DEXMEDETOMIDINE IV INFUSION",1,6,0.000491118932634853,530,2902,0.166666666666667,0.18263266712612,0.912578616352201,5,2372,0.999999999999906
"1440",978,"IP NSR ICU NEUROSURGERY POSTOPERATIVE",12217,"540106","FENTANYL (PF) 50 MCG/ML INJECTION",44,3100,0.253744781861341,461,18637,0.0141935483870968,0.0247357407308043,0.573807291302218,3056,18176,0.000394776050842226
"1441",978,"IP NSR ICU NEUROSURGERY POSTOPERATIVE",12217,"540301","POTASSIUM CHLORIDE ORAL SCALE",5,1212,0.0992060243922403,105,3653,0.00412541254125413,0.0287434984943882,0.143525066792394,1207,3548,1.03822160800388e-06
"1442",978,"IP NSR ICU NEUROSURGERY POSTOPERATIVE",12217,"540302","POTASSIUM CHLORIDE IV SCALE",6,1585,0.12973725137104,150,4660,0.00378548895899054,0.0321888412017167,0.117602523659306,1579,4510,7.00893255161969e-10
"1443",978,"IP NSR ICU NEUROSURGERY POSTOPERATIVE",12217,"540304","MAGNESIUM SULFATE IV SCALE ",6,2137,0.174920193173447,78,4104,0.00280767430978007,0.0190058479532164,0.147726863683813,2131,4026,2.55238263847669e-07
"1444",978,"IP NSR ICU NEUROSURGERY POSTOPERATIVE",12217,"541524","CEFAZOLIN IN NS IVPB (COMPOUNDED)",10,330,0.0270115412949169,1,61,0.0303030303030303,0.0163934426229508,1.84848484848485,320,60,0.855463074100031
"1445",980,"IP TRS LUNG, HEART-LUNG TRANSPLANT PREOP",309,"9626","CLINDAMYCIN IN 5 % DEXTROSE 600 MG/50 ML IV PGBK",1,6,0.0194174757281553,70,1432,0.166666666666667,0.0488826815642458,3.40952380952381,5,1362,0.700417481270438
"1446",980,"IP TRS LUNG, HEART-LUNG TRANSPLANT PREOP",309,"25365","CEFAZOLIN IN DEXTROSE (ISO-OS) 1 GRAM/50 ML IV PGBK",1,25,0.0809061488673139,258,5335,0.04,0.0483598875351453,0.827131782945737,24,5077,0.999999999999747
"1447",980,"IP TRS LUNG, HEART-LUNG TRANSPLANT PREOP",309,"27838","SODIUM CHLORIDE 0.9 % 0.9 % IV SOLP",2,54,0.174757281553398,692,19620,0.037037037037037,0.0352701325178389,1.05009633911368,52,18928,0.999999999999991
"1448",980,"IP TRS LUNG, HEART-LUNG TRANSPLANT PREOP",309,"96559","PIPERACILLIN-TAZOBACTAM-DEXTRS 3.375 GRAM/50 ML IV PGBK",2,58,0.187702265372168,1067,10067,0.0344827586206897,0.105989867885169,0.325340141550593,56,9000,0.12046861892082
"1449",980,"IP TRS LUNG, HEART-LUNG TRANSPLANT PREOP",309,"110888","ENOXAPARIN 30 MG/0.3 ML SC SYRG",1,1,0.00323624595469256,73,1394,1,0.0523672883787661,19.0958904109589,0,1321,0.0460518955900975
"1450",980,"IP TRS LUNG, HEART-LUNG TRANSPLANT PREOP",309,"124216","VANCOMYCIN IN D5W 1 GRAM/200 ML IV PGBK",4,117,0.378640776699029,1951,16917,0.0341880341880342,0.115327776792576,0.296442324120438,113,14966,0.00936334181490198
"1451",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"464","AMPHOTERICIN B 50 MG INJ SOLR",1,38,0.0548340548340548,4,131,0.0263157894736842,0.0305343511450382,0.861842105263158,37,127,0.999999999999998
"1452",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"2365","DEXTROSE 50 % IN WATER (D50W) IV SYRG",5,98,0.141414141414141,134,3551,0.0510204081632653,0.0377358490566038,1.35204081632653,93,3417,0.681612643367292
"1453",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"5751","NYSTATIN 100,000 UNIT/ML PO SUSP",1,10,0.0144300144300144,68,4056,0.1,0.0167652859960552,5.96470588235294,9,3988,0.418118011459487
"1454",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"6492","PREDNISONE 5 MG/5 ML PO SOLN",1,1,0.00144300144300144,72,1096,1,0.0656934306569343,15.2222222222222,0,1024,0.0818675297324781
"1455",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"7555","SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS",1,9,0.012987012987013,273,6399,0.111111111111111,0.0426629160806376,2.6043956043956,8,6126,0.849398398069859
"1456",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"9644","CLOTRIMAZOLE 10 MG MM TROC",1,12,0.0173160173160173,29,2750,0.0833333333333333,0.0105454545454545,7.90229885057471,11,2721,0.302183507116337
"1457",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"10607","MIDAZOLAM 1 MG/ML INJ SOLN",1,2,0.00288600288600289,155,5616,0.5,0.0275997150997151,18.1161290322581,1,5461,0.0557324080954827
"1458",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"27838","SODIUM CHLORIDE 0.9 % 0.9 % IV SOLP",2,6,0.00865800865800866,692,19620,0.333333333333333,0.0352701325178389,9.45086705202312,4,18928,0.0044118382989373
"1459",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"82544","ITRACONAZOLE 10 MG/ML PO SOLN",3,14,0.0202020202020202,27,1462,0.214285714285714,0.0184678522571819,11.6031746031746,11,1435,2.48589772422308e-05
"1460",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"96559","PIPERACILLIN-TAZOBACTAM-DEXTRS 3.375 GRAM/50 ML IV PGBK",1,2,0.00288600288600289,1067,10067,0.5,0.105989867885169,4.7174320524836,1,9000,0.508544984834858
"1461",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"124216","VANCOMYCIN IN D5W 1 GRAM/200 ML IV PGBK",10,104,0.15007215007215,1951,16917,0.0961538461538462,0.115327776792576,0.833744036588732,94,14966,0.648009707065288
"1462",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"198509","ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN",5,105,0.151515151515152,705,36939,0.0476190476190476,0.0190855193697718,2.49503546099291,100,36234,0.0762198324783069
"1463",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"209037","ACETAMINOPHEN 650 MG/20.3 ML PO SOLN",9,110,0.158730158730159,192,8611,0.0818181818181818,0.0222970618975729,3.66946022727273,101,8419,0.000136641588029632
"1464",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"209509","METHYLPREDNISOLONE SOD SUC(PF) 125 MG/2 ML INJ SOLR",6,97,0.13997113997114,275,8000,0.0618556701030928,0.034375,1.79943767572634,91,7725,0.233729188766881
"1465",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"212945","HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML INJ SOLN",1,6,0.00865800865800866,452,13480,0.166666666666667,0.0335311572700297,4.97050147492625,5,13028,0.498774860641588
"1466",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"229762","DEXMEDETOMIDINE IN 0.9 % NACL 400 MCG/100 ML (4 MCG/ML) IV SOLN",1,38,0.0548340548340548,291,6612,0.0263157894736842,0.044010889292196,0.597938144329897,37,6321,0.893524076248935
"1467",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"520055","GANCICLOVIR IVPB",4,105,0.151515151515152,62,1312,0.0380952380952381,0.0472560975609756,0.806144393241167,101,1250,0.850882253038808
"1468",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"530006","EPINEPHRINE IV INFUSION",1,35,0.0505050505050505,99,2540,0.0285714285714286,0.0389763779527559,0.733044733044733,34,2441,0.999999999999966
"1469",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"530025","DEXMEDETOMIDINE IV INFUSION",1,12,0.0173160173160173,530,2902,0.0833333333333333,0.18263266712612,0.456289308176101,11,2372,0.606854534700818
"1470",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"530031","VASOPRESSIN 1 UNIT/ML IV INFUSION",2,14,0.0202020202020202,215,4489,0.142857142857143,0.0478948540877701,2.98272425249169,12,4274,0.302282910915641
"1471",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"530049","INSULIN REGULAR 1 UNIT/ML IV INFUSION (NEW)",4,88,0.126984126984127,23,2672,0.0454545454545455,0.00860778443113772,5.28063241106719,84,2649,0.00367119062010235
"1472",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"540129","TACROLIMUS 1 MG/ML ORAL SUSPENSION",2,17,0.0245310245310245,147,4881,0.117647058823529,0.0301167793484942,3.90636254501801,15,4734,0.164404887473504
"1473",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"540302","POTASSIUM CHLORIDE IV SCALE",2,45,0.0649350649350649,150,4660,0.0444444444444444,0.0321888412017167,1.38074074074074,43,4510,0.968760915256859
"1474",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"540304","MAGNESIUM SULFATE IV SCALE ",3,43,0.062049062049062,78,4104,0.0697674418604651,0.0190058479532164,3.67084078711986,40,4026,0.0659191769968006
"1475",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"540321","MYCOPHENOLATE MOFETIL 200 MG/ML ORAL SUSP",4,88,0.126984126984127,49,786,0.0454545454545455,0.0623409669211196,0.7291280148423,84,737,0.693638135329594
"1476",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"540492","SHC TRANSPLANT BEDSIDE MEDS HELP ORDER",1,9,0.012987012987013,3,27,0.111111111111111,0.111111111111111,1,8,24,1
"1477",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"541098","CEFEPIME 1 GRAM/50 ML MINI-BAG PLUS",9,55,0.0793650793650794,199,1387,0.163636363636364,0.143475126171593,1.14052078574692,46,1188,0.824535439194576
"1478",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"541271","PIPERACILLIN-TAZOBACTAM 3.375 GRAM/50 ML IVPB EXTENDED INFUSION",3,5,0.00721500721500722,466,8270,0.6,0.0563482466747279,10.6480686695279,2,7804,1.79894491474564e-05
"1479",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"541285","AMPHOTERICIN B 20 MG/4ML NEB SOLUTION",3,50,0.0721500721500721,2,126,0.06,0.0158730158730159,3.78,47,124,0.277449367755867
"1480",981,"IP TRS LUNG, HEART-LUNG TRANSPLANT POSTOP",693,"541543","CEFEPIME 1 G/50 ML EXTENDED INFUSION MINI-BAG PLUS",6,17,0.0245310245310245,39,371,0.352941176470588,0.105121293800539,3.35746606334842,11,332,0.006274241137796
"1481",982,"IP TRS HEART TRANSPLANT PREOP",441,"25365","CEFAZOLIN IN DEXTROSE (ISO-OS) 1 GRAM/50 ML IV PGBK",2,39,0.0884353741496599,258,5335,0.0512820512820513,0.0483598875351453,1.06042536275094,37,5077,0.999999999999991
"1482",982,"IP TRS HEART TRANSPLANT PREOP",441,"96559","PIPERACILLIN-TAZOBACTAM-DEXTRS 3.375 GRAM/50 ML IV PGBK",5,112,0.253968253968254,1067,10067,0.0446428571428571,0.105989867885169,0.421199290400321,107,9000,0.0513406024347579
"1483",982,"IP TRS HEART TRANSPLANT PREOP",441,"124216","VANCOMYCIN IN D5W 1 GRAM/200 ML IV PGBK",6,170,0.385487528344671,1951,16917,0.0352941176470588,0.115327776792576,0.306033105194923,164,14966,0.00169281603350242
"1484",982,"IP TRS HEART TRANSPLANT PREOP",441,"540965","PIPERACILLIN-TAZOBACTAM 3.375 GRAM/50 ML MINI-BAG PLUS",1,16,0.036281179138322,235,4195,0.0625,0.0560190703218117,1.1156914893617,15,3960,0.99999999999999
"1485",1049,"IP/ED GENERAL TRANSFUSION",52260,"101","ACETAMINOPHEN 325 MG PO TABS",16,1345,0.0257367011098354,981,42092,0.0118959107806691,0.0233060914187969,0.51042066929656,1329,41111,0.00785482005932001
"1486",1049,"IP/ED GENERAL TRANSFUSION",52260,"2509","DIPHENHYDRAMINE HCL 25 MG PO CAPS",23,1270,0.0243015690776885,356,12049,0.0181102362204724,0.0295460204166321,0.6129501017429,1247,11693,0.0249258068818054
"1487",1049,"IP/ED GENERAL TRANSFUSION",52260,"3291","FUROSEMIDE 10 MG/ML INJ SOLN",19,600,0.0114810562571757,1985,57715,0.0316666666666667,0.0343931386987785,0.920726280436608,581,55730,0.800971723559704
"1488",1049,"IP/ED GENERAL TRANSFUSION",52260,"540148","NS FLUSH BAG",2,53,0.00101415996938385,4,133,0.0377358490566038,0.0300751879699248,1.25471698113208,51,129,0.999999999999994
"1489",1096,"CDU HEADACHE OBSERVATION",61,"34505","HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS",1,5,0.0819672131147541,603,24164,0.2,0.0249544777354743,8.01459369817579,4,23561,0.282548586581163
"1490",1098,"CDU GASTROENTERITIS OBSERVATION",62,"198509","ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN",1,26,0.419354838709677,705,36939,0.0384615384615385,0.0190855193697718,2.0152209492635,25,36234,0.996086325541603
"1491",1136,"IP ANE ANESTHESIA PREOP",340,"202606","FAMOTIDINE (PF) 20 MG/2 ML IV SOLN",1,60,0.176470588235294,288,4280,0.0166666666666667,0.0672897196261682,0.247685185185185,59,3992,0.19318824784803
"1492",1157,"RETIRED IP NEU ICU STATUS EPILEPTICUS ",25,"11150","PROPOFOL 10 MG/ML IV EMUL",1,1,0.04,135,3592,1,0.0375835189309577,26.6074074074074,0,3457,0.0154339194241659
"1493",1157,"RETIRED IP NEU ICU STATUS EPILEPTICUS ",25,"82384","PANTOPRAZOLE 40 MG IV SOLR",1,5,0.2,688,12925,0.2,0.0532301740812379,3.75726744186047,4,12237,0.641827997743328
"1494",1157,"RETIRED IP NEU ICU STATUS EPILEPTICUS ",25,"530004","MIDAZOLAM 50 MG IN D5W 100 ML IV INFUSION",1,2,0.08,65,1105,0.5,0.0588235294117647,8.5,1,1040,0.255081467105994
"1495",1161,"IP NEU SHIVERING PROTOCOL",102,"9323","BUSPIRONE 10 MG PO TABS",5,46,0.450980392156863,12,457,0.108695652173913,0.0262582056892779,4.13949275362319,41,445,0.0116957790189496
"1496",1161,"IP NEU SHIVERING PROTOCOL",102,"203672","MAGNESIUM SULFATE IN WATER 20 GRAM/500 ML (4 %) IV SOLP",4,16,0.156862745098039,16,65,0.25,0.246153846153846,1.015625,12,49,0.999999999999998
"1497",1238,"IP/ED NEU TPA  ALTEPLASE PROTOCOL",532,"10372","LABETALOL 5 MG/ML IV SOLN",2,77,0.144736842105263,370,5898,0.025974025974026,0.0627331298745337,0.414040014040014,75,5528,0.276167024896776
"1498",1238,"IP/ED NEU TPA  ALTEPLASE PROTOCOL",532,"27838","SODIUM CHLORIDE 0.9 % 0.9 % IV SOLP",2,27,0.0507518796992481,692,19620,0.0740740740740741,0.0352701325178389,2.10019267822736,25,18928,0.568745291136034
"1499",1238,"IP/ED NEU TPA  ALTEPLASE PROTOCOL",532,"86145","ALTEPLASE 100 MG IV SOLR",15,191,0.359022556390977,1,14,0.0785340314136126,0.0714285714285714,1.09947643979058,176,13,0.999999999999999
"1500",1273,"IP POST PROCEDURE ORDERS PARACENTESIS",1054,"8981","ALBUMIN, HUMAN 25 % 25 % IV SOLP",2,119,0.112903225806452,341,9016,0.0168067226890756,0.0378216503992901,0.444367776436088,117,8675,0.339402903091301
"1501",1280,"IP NEU LUMBAR PUNCTURE",367,"126992","LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN",1,53,0.14441416893733,457,11068,0.0188679245283019,0.0412902059992772,0.456958837372528,52,10611,0.636173839296513
"1502",1289,"IP GEN VTE PROPHYLAXIS",1541,"110888","ENOXAPARIN 30 MG/0.3 ML SC SYRG",1,25,0.0162232316677482,73,1394,0.04,0.0523672883787661,0.763835616438356,24,1321,0.99999999999998
"1503",1289,"IP GEN VTE PROPHYLAXIS",1541,"110892","ENOXAPARIN 40 MG/0.4 ML SC SYRG",21,334,0.216742375081116,499,13896,0.062874251497006,0.0359096142774899,1.75090300361201,313,13397,0.0143734137641049
"1504",1289,"IP GEN VTE PROPHYLAXIS",1541,"212945","HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML INJ SOLN",18,368,0.238805970149254,452,13480,0.0489130434782609,0.0335311572700297,1.45873412851097,350,13028,0.143771588777915
"1505",1289,"IP GEN VTE PROPHYLAXIS",1541,"540493","WARFARIN PER PHARMACY PROTOCOL",1,8,0.00519143413367943,218,6316,0.125,0.0345155161494617,3.62155963302752,7,6098,0.66617469253489
"1506",1307,"IP BMT ALLOGENEIC READMISSION",2258,"101","ACETAMINOPHEN 325 MG PO TABS",16,672,0.297608503100089,981,42092,0.0238095238095238,0.0233060914187969,1.02160089316053,656,41111,0.999999999999996
"1507",1307,"IP BMT ALLOGENEIC READMISSION",2258,"2508","DIPHENHYDRAMINE HCL 50 MG/ML INJ SOLN",10,635,0.281222320637733,399,16019,0.015748031496063,0.0249079218428117,0.632249916128905,625,15620,0.182889829985637
"1508",1307,"IP BMT ALLOGENEIC READMISSION",2258,"2509","DIPHENHYDRAMINE HCL 25 MG PO CAPS",12,645,0.285651018600531,356,12049,0.0186046511627907,0.0295460204166321,0.629683825450745,633,11693,0.135400259955151
"1509",1307,"IP BMT ALLOGENEIC READMISSION",2258,"4560","LOPERAMIDE 2 MG PO CAPS",10,641,0.283879539415412,119,5178,0.015600624024961,0.0229818462726922,0.678823791607126,631,5059,0.291366133601707
"1510",1307,"IP BMT ALLOGENEIC READMISSION",2258,"4572","LORAZEPAM 0.5 MG PO TABS",14,619,0.274136403897254,349,13238,0.0226171243941842,0.0263634990179785,0.857895394642435,605,12889,0.658731815180138
"1511",1307,"IP BMT ALLOGENEIC READMISSION",2258,"6494","PREDNISONE 10 MG PO TABS",1,10,0.00442869796279894,104,4234,0.1,0.0245630609352858,4.07115384615385,9,4130,0.606671125930196
"1512",1307,"IP BMT ALLOGENEIC READMISSION",2258,"6496","PREDNISONE 20 MG PO TABS",2,24,0.0106288751107174,276,7517,0.0833333333333333,0.0367167753092989,2.26962560386473,22,7241,0.504427230065266
"1513",1307,"IP BMT ALLOGENEIC READMISSION",2258,"6497","PREDNISONE 5 MG PO TABS",1,5,0.00221434898139947,108,4678,0.2,0.023086789226165,8.66296296296296,4,4570,0.254933830423203
"1514",1307,"IP BMT ALLOGENEIC READMISSION",2258,"7555","SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS",2,33,0.0146147032772365,273,6399,0.0606060606060606,0.0426629160806376,1.42057942057942,31,6126,0.938740084001063
"1515",1307,"IP BMT ALLOGENEIC READMISSION",2258,"7557","SULFAMETHOXAZOLE-TRIMETHOPRIM 400-80 MG PO TABS",1,27,0.0119574844995571,112,3269,0.037037037037037,0.0342612419700214,1.08101851851852,26,3157,0.999999999999994
"1516",1307,"IP BMT ALLOGENEIC READMISSION",2258,"8085","TRAZODONE 50 MG PO TABS",2,121,0.0535872453498671,334,11344,0.0165289256198347,0.0294428772919605,0.561389617459296,119,11010,0.570823799990368
"1517",1307,"IP BMT ALLOGENEIC READMISSION",2258,"9644","CLOTRIMAZOLE 10 MG MM TROC",1,23,0.0101860053144376,29,2750,0.0434782608695652,0.0105454545454545,4.12293853073463,22,2721,0.611183754823578
"1518",1307,"IP BMT ALLOGENEIC READMISSION",2258,"10011","FAMOTIDINE 20 MG PO TABS",31,371,0.164304694419841,472,16960,0.0835579514824798,0.0278301886792453,3.00242130750605,340,16488,6.87182853963978e-10
"1519",1307,"IP BMT ALLOGENEIC READMISSION",2258,"10467","LORAZEPAM 2 MG/ML INJ SOLN",15,631,0.279450841452613,749,20621,0.0237717908082409,0.0363221958197954,0.654470091130488,616,19872,0.118856867997309
"1520",1307,"IP BMT ALLOGENEIC READMISSION",2258,"11624","URSODIOL 300 MG PO CAPS",3,30,0.0132860938883968,49,2387,0.1,0.0205278592375367,4.87142857142857,27,2338,0.0188590604912754
"1521",1307,"IP BMT ALLOGENEIC READMISSION",2258,"14863","POTASSIUM CHLORID-D5-0.45%NACL 20 MEQ/L IV SOLP",5,94,0.04162976085031,314,8762,0.0531914893617021,0.035836566993837,1.4842797126982,89,8448,0.535300369913008
"1522",1307,"IP BMT ALLOGENEIC READMISSION",2258,"15065","FAMOTIDINE 10 MG PO TABS",1,2,0.000885739592559787,11,326,0.5,0.0337423312883436,14.8181818181818,1,315,0.106847309250935
"1523",1307,"IP BMT ALLOGENEIC READMISSION",2258,"16426","NS WITH POTASSIUM CHLORIDE 20 MEQ/L IV SOLP",5,195,0.0863596102745793,118,4415,0.0256410256410256,0.026727066817667,0.959365493263798,190,4297,0.999999999999877
"1524",1307,"IP BMT ALLOGENEIC READMISSION",2258,"16427","POTASSIUM CHLORIDE IN 0.9%NACL 40 MEQ/L IV SOLP",1,20,0.00885739592559787,32,752,0.05,0.0425531914893617,1.175,19,720,1
"1525",1307,"IP BMT ALLOGENEIC READMISSION",2258,"17362","HEPARIN, PORCINE (PF) 100 UNIT/ML IV SYRG",8,621,0.275022143489814,202,8865,0.0128824476650564,0.0227862380146644,0.565360883914478,613,8663,0.138736107205413
"1526",1307,"IP BMT ALLOGENEIC READMISSION",2258,"25119","CIPROFLOXACIN 500 MG PO TABS",1,35,0.0155004428697963,442,10593,0.0285714285714286,0.0417256678938922,0.684744667097608,34,10151,0.999999999999496
"1527",1307,"IP BMT ALLOGENEIC READMISSION",2258,"38285","ALUM-MAG HYDROXIDE-SIMETH 200-200-20 MG/5 ML PO SUSP",9,653,0.289193976970771,71,5546,0.0137825421133231,0.0128020194734944,1.07659124733085,644,5475,0.978700211134168
"1528",1307,"IP BMT ALLOGENEIC READMISSION",2258,"80562","MYCOPHENOLATE MOFETIL 250 MG PO CAPS",1,21,0.00930026572187777,120,3882,0.0476190476190476,0.0309119010819165,1.54047619047619,20,3762,0.999999999999939
"1529",1307,"IP BMT ALLOGENEIC READMISSION",2258,"85078","MYCOPHENOLATE MOFETIL 500 MG PO TABS",1,20,0.00885739592559787,45,1479,0.05,0.0304259634888438,1.64333333333333,19,1434,0.999999999999998
"1530",1307,"IP BMT ALLOGENEIC READMISSION",2258,"92173","ZOLPIDEM 5 MG PO TABS",16,489,0.216563330380868,159,8203,0.032719836400818,0.019383152505181,1.68805545909377,473,8044,0.0609188299254834
"1531",1307,"IP BMT ALLOGENEIC READMISSION",2258,"94670","TACROLIMUS 1 MG PO CAPS",2,53,0.0234720992028344,322,9479,0.0377358490566038,0.0339698280409326,1.1108637056135,51,9157,0.999999999999745
"1532",1307,"IP BMT ALLOGENEIC READMISSION",2258,"95354","ATOVAQUONE 750 MG/5 ML PO SUSP",1,42,0.0186005314437555,36,1709,0.0238095238095238,0.0210649502633119,1.13029100529101,41,1673,0.999999999999965
"1533",1307,"IP BMT ALLOGENEIC READMISSION",2258,"96559","PIPERACILLIN-TAZOBACTAM-DEXTRS 3.375 GRAM/50 ML IV PGBK",5,24,0.0106288751107174,1067,10067,0.208333333333333,0.105989867885169,1.96559668853483,19,9000,0.195810777381399
"1534",1307,"IP BMT ALLOGENEIC READMISSION",2258,"96560","PIPERACILLIN-TAZOBACTAM-DEXTRS 4.5 GRAM/100 ML IV PGBK",2,15,0.00664304694419841,290,2601,0.133333333333333,0.111495578623606,1.19586206896552,13,2311,0.999999999999874
"1535",1307,"IP BMT ALLOGENEIC READMISSION",2258,"110892","ENOXAPARIN 40 MG/0.4 ML SC SYRG",1,9,0.00398582816651904,499,13896,0.111111111111111,0.0359096142774899,3.09418837675351,8,13397,0.752100320369339
"1536",1307,"IP BMT ALLOGENEIC READMISSION",2258,"115288","LEVOFLOXACIN IN D5W 750 MG/150 ML IV PGBK",1,16,0.0070859167404783,208,3699,0.0625,0.0562314138956475,1.11147836538462,15,3491,0.999999999999879
"1537",1307,"IP BMT ALLOGENEIC READMISSION",2258,"117152","GLYCERIN-DIMETHICONE-PETRO, WH TP CREA",8,648,0.286979627989371,19,1429,0.0123456790123457,0.013296011196641,0.928525016244314,640,1410,0.999999999999991
"1538",1307,"IP BMT ALLOGENEIC READMISSION",2258,"124216","VANCOMYCIN IN D5W 1 GRAM/200 ML IV PGBK",1,17,0.00752878653675819,1951,16917,0.0588235294117647,0.115327776792576,0.510055175324871,16,14966,0.726914034307092
"1539",1307,"IP BMT ALLOGENEIC READMISSION",2258,"200345","MAGNESIUM SULFATE IN 0.9 %NACL 1 GRAM/50 ML IV SOLN",10,678,0.300265721877768,410,20810,0.0147492625368732,0.019702066314272,0.748615008273977,668,20400,0.437853390705382
