protocol_name,frac_out,n_pat_out,no_ttt_out,n_pres_out,frac_not,n_pat_not,no_ttt_not,n_pres_not,odds_ratio,fisher_pval,pval_str,drg_no,outlier,drg
IP GEN ORAL STEROID TAPERS,0.217,26,94,194,0.17,80,390,554,1.35,0.233399843383934,0.233,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
ED PSYCH DRUG AGITATION TREATMENT,0.011,1,89,1,0.04,24,579,31,0.27,0.2334702585660265,0.233,2259,hi,PSYCHOSES
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.016,3,184,6,0.035,23,627,53,0.44,0.2342263517252652,0.234,2460,lo,KNEE JOINT REPLACEMENT
IP TRS LIVER GENERAL ADMIT,0.003,1,300,9,0.013,21,1611,94,0.26,0.2343968600667534,0.234,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP MED GENERAL ADMIT,0.017,1,59,3,0.002,1,419,6,7.1,0.2346033402922755,0.235,1749,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
ED AMI-STEMI PROTOCOL,0.013,1,76,1,0.002,1,534,4,7.03,0.2359840826674368,0.236,2404,lo,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
SHC IP ECHO EXERCISE STRESS TEST,0.013,1,76,4,0.002,1,534,5,7.03,0.2359840826674368,0.236,2404,lo,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
SHC IP GEN BRONCHOSCOPY PRE/INTRA/POST,0.018,1,55,10,0.003,1,387,9,7.04,0.2365932523946067,0.237,6427,hi,OTHER CHEMOTHERAPY
SHC IP RAD INTERVENTIONAL RADIOLOGY PRE-PROCEDURE,0.018,1,55,3,0.003,1,387,2,7.04,0.2365932523946067,0.237,6427,hi,OTHER CHEMOTHERAPY
SHC IP GEN COVID-19 EVALUATION/MANAGEMENT (NON-ICU),0.156,12,65,42,0.223,129,450,375,0.64,0.2366269395397967,0.237,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
"SHC IP TRS LUNG, HEART-LUNG TRANSPLANT READMISSION",0.007,2,299,7,0.002,4,1628,28,2.72,0.2368793739904129,0.237,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP BMT AUTOLOGOUS READMISSION ORDERS,0.014,3,216,56,0.007,12,1702,256,1.97,0.2368851386399957,0.237,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP SUBCUTANEOUS INSULIN,0.018,1,56,6,0.065,33,478,271,0.26,0.2370980761783926,0.237,1712,lo,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
IP CTS LUNG RESECTION POSTOP,0.617,29,18,496,0.709,278,114,5075,0.66,0.2379710853964057,0.238,2376,lo,OTHER RESPIRATORY AND CHEST PROCEDURES
SHC ANE PACU,0.878,86,12,1065,0.827,425,89,5007,1.5,0.2380446125530796,0.238,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
IP CTS ICU CARDIAC SURGERY POSTOP,0.026,2,74,39,0.009,3,324,52,2.92,0.2389018083445351,0.239,5613,hi,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC
IP TRS LIVER GENERAL ADMIT,0.026,2,75,13,0.01,6,573,24,2.55,0.2394412069370253,0.239,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.779,67,19,172,0.715,338,135,711,1.41,0.2397119629705422,0.24,6268,hi,MAJOR LARGE BOWEL PROCEDURES
ED QUICKLIST - ADULTS,0.022,4,181,4,0.009,7,754,7,2.38,0.2402460794733435,0.24,2459,hi,HIP JOINT REPLACEMENT
SHC IP GEN TPN/PPN ADULT PROTOCOL,0.004,1,229,3,0.018,22,1213,48,0.24,0.2405734295157441,0.241,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP NAP (NOCTURNAL AWAKENING PREVENTION) IN THE ICU,0.042,4,92,4,0.018,9,489,10,2.36,0.2416495002404997,0.242,1836,hi,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
SHC CDU CHEST PAIN,0.013,1,78,3,0.002,1,532,4,6.82,0.2416910026421916,0.242,2418,lo,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
SHC IP PSY SCHEDULE ECT,0.011,1,89,2,0.002,1,602,4,6.76,0.2430373095112979,0.243,2259,hi,PSYCHOSES
SHC IP PSY ASC ECT,0.011,1,89,2,0.002,1,602,1,6.76,0.2430373095112979,0.243,2259,hi,PSYCHOSES
SVC IP ANE ANESTHESIA PREOP,0.02,2,100,4,0.007,3,428,4,2.85,0.2446965406814973,0.245,6267,hi,MAJOR SMALL BOWEL PROCEDURES
SHC RIS CT CONTRAST ORDER SET,0.281,16,41,16,0.362,185,326,219,0.69,0.2454373716676337,0.245,1712,lo,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
IP SUR DAY OF SURGERY ORDERS,0.012,3,245,9,0.026,27,1024,61,0.46,0.2459408166179204,0.246,1946,hi,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC
IP CAR CIED PRE-PROCEDURE,0.014,1,71,1,0.002,1,472,1,6.65,0.2469778737182947,0.247,1806,lo,HEART FAILURE AND SHOCK WITH MCC
IP TRS LIVER GENERAL ADMIT,0.014,1,71,3,0.002,1,472,4,6.65,0.2469778737182947,0.247,1806,lo,HEART FAILURE AND SHOCK WITH MCC
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.014,2,143,5,0.004,2,453,4,3.17,0.2473526082907824,0.247,1601,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
SHC ED NURSING TRIAGE CARDIAC PROTOCOL,0.017,2,116,4,0.006,3,491,6,2.82,0.2476829936718322,0.248,2418,hi,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
IP CAR CARDIOLOGY POST PROCEDURE - INPATIENT,0.017,2,116,5,0.006,3,491,11,2.82,0.2476829936718322,0.248,2418,hi,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
SHC IP ICU END OF LIFE CARE,0.036,4,106,28,0.016,11,656,45,2.25,0.2492592783844978,0.249,2412,hi,HEART FAILURE
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.821,46,10,149,0.748,308,104,722,1.55,0.2502201179520693,0.25,1930,hi,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC
IP VAS ICU VASCULAR ,0.01,1,95,7,0.002,1,618,11,6.51,0.2506669800787447,0.251,2392,lo,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
IP RXWARFARIN PROTOCOL (PHARMACY USE ONLY),0.01,1,95,4,0.002,1,618,3,6.51,0.2506669800787447,0.251,2392,lo,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
IP CAR PERIPHERAL AMIODARONE IV,0.022,5,225,14,0.04,49,1186,130,0.54,0.2512443860129921,0.251,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP GEN TPN/PPN ADULT PROTOCOL,0.026,1,38,1,0.005,2,384,3,5.05,0.2513409056918632,0.251,2638,lo,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP RESP INHALED MEDICATION NEBULIZER/MDI,0.026,1,38,1,0.005,2,384,3,5.05,0.2513409056918632,0.251,2638,lo,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
ED/IP MEDICATION ADMINISTRATION - URETHRAL ANESTHETIC FOR URINARY CATHETER INSERTION,0.015,1,67,1,0.002,1,436,1,6.51,0.2514065692283514,0.251,2448,lo,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
IP SUR COLON/RECTAL/SMALL BOWEL RESECTION POSTOP,0.016,1,61,6,0.003,1,397,12,6.51,0.2516529317040826,0.252,2447,lo,OTHER DIGESTIVE SYSTEM DIAGNOSES
RETIRED IP MED ALCOHOL WITHDRAWAL TREATMENT PROTOCOL,0.016,1,61,13,0.003,1,397,8,6.51,0.2516529317040826,0.252,2447,lo,OTHER DIGESTIVE SYSTEM DIAGNOSES
IP RAD NEURORADIOLOGY PRE-PROCEDURE,0.034,2,57,2,0.014,5,361,5,2.53,0.2517887899504019,0.252,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP CAR CARDIOLOGY POST PROCEDURE - INPATIENT,0.043,4,89,14,0.02,11,539,34,2.2,0.2521750442810698,0.252,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
IP GENERAL INSULIN AND DIABETES DISCHARGE ORDER SET,0.005,1,218,5,0.018,31,1683,198,0.25,0.2522820641261644,0.252,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP CAR CARDIOLOGY PRE PROCEDURE,0.031,3,93,12,0.065,40,579,119,0.47,0.2528296727775219,0.253,2392,lo,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.968,90,3,305,0.929,511,39,1452,2.29,0.2530640641503321,0.253,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.107,6,50,24,0.063,26,386,112,1.78,0.2530777546721656,0.253,1930,hi,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC
IP GEN ORAL STEROID TAPERS,0.071,4,52,40,0.034,14,398,102,2.19,0.2532045541337243,0.253,1930,hi,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC
ED QUICKLIST - ADULTS,0.053,4,72,5,0.025,9,354,10,2.19,0.2534598561503697,0.253,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.023,3,126,10,0.049,37,713,84,0.46,0.2534732570728317,0.253,2462,lo,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.022,5,225,18,0.04,50,1185,205,0.53,0.2541086991301536,0.254,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
IP MED GENERAL ADMIT,0.092,9,89,33,0.136,70,444,394,0.64,0.2546414368985275,0.255,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
IP SUR DAY OF SURGERY ORDERS,0.021,3,143,7,0.045,36,764,90,0.45,0.2548800103429485,0.255,2459,lo,HIP JOINT REPLACEMENT
SHC ANE PACU,0.526,41,37,690,0.596,201,136,2891,0.75,0.25495422847304,0.255,1600,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
IP RAD NEURORADIOLOGY POST-PROCEDURE,0.052,4,73,13,0.025,9,355,37,2.16,0.2556031811588984,0.256,2344,hi,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
IP INSULIN TRANSITION OFF IV INFUSION,0.638,44,25,208,0.709,278,114,1500,0.72,0.2556922005300347,0.256,1748,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
SHC RIS DIAG/FLUORO SMART SET,0.05,2,38,6,0.022,8,360,26,2.37,0.2557299594493573,0.256,6164,hi,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
SHC ANE PACU,0.554,31,25,444,0.471,184,207,2551,1.4,0.2560499112176554,0.256,2337,lo,OPEN EXTRACRANIAL VASCULAR PROCEDURES
SHC IP SUBCUTANEOUS INSULIN,0.11,9,73,50,0.071,27,352,109,1.61,0.2560556141976167,0.256,1748,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
SHC IP/ED/CDU GEN RADIOLOGY CONTRAST DYE ALLERGY (PREMEDICATION),0.008,2,239,6,0.003,4,1220,11,2.55,0.2578728555785656,0.258,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
PRE-ADMISSION/PRE-OP ORDERS,0.008,2,239,5,0.003,4,1220,9,2.55,0.2578728555785656,0.258,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
RETIRE IP RAD INTERVENTIONAL RADIOLOGY POST TACE (WITH OR WITHOUT) ADMISSION,0.008,2,239,10,0.003,4,1220,20,2.55,0.2578728555785656,0.258,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
IP MED ALCOHOL WITHDRAWAL,0.017,1,58,4,0.003,1,365,10,6.29,0.2586570477247503,0.259,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP GENERAL INSULIN AND DIABETES DISCHARGE ORDER SET,0.017,1,58,14,0.003,1,365,5,6.29,0.2586570477247503,0.259,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
SHC IP GEN COVID-19 EVALUATION/MANAGEMENT (NON-ICU),0.017,1,58,2,0.003,1,365,1,6.29,0.2586570477247503,0.259,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
SHC IP TRS KIDNEY AND/-OR  PANCREAS RECIPIENT POSTOP,0.017,1,58,29,0.003,1,365,28,6.29,0.2586570477247503,0.259,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.042,4,92,22,0.02,10,488,19,2.12,0.2588495932796827,0.259,1836,hi,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
SHC IP SUBCUTANEOUS INSULIN,0.107,6,50,18,0.065,27,390,108,1.73,0.259959629085882,0.26,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC IP NEU LUMBAR PUNCTURE,0.018,1,56,1,0.003,1,350,1,6.25,0.2601893337187455,0.26,6164,lo,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
IP CAR PERIPHERAL AMIODARONE IV,0.018,1,56,2,0.003,1,350,2,6.25,0.2601893337187455,0.26,6164,lo,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
IP INSULIN TRANSITION OFF IV INFUSION,0.018,1,56,5,0.003,1,350,9,6.25,0.2601893337187455,0.26,6164,lo,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
SHC IP SUBCUTANEOUS INSULIN,0.083,25,276,158,0.065,106,1526,597,1.3,0.2610061558088978,0.261,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP BMT ALLOGENEIC READMISSION,0.02,6,295,178,0.012,19,1613,372,1.73,0.2620723087665271,0.262,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC RIS DIAG/FLUORO SMART SET,0.048,4,79,12,0.024,11,451,34,2.08,0.2628970150103617,0.263,1806,hi,HEART FAILURE AND SHOCK WITH MCC
IP CTS CARDIAC SURGERY TRANSFER,0.009,1,109,16,0.001,1,666,17,6.11,0.2632547864506627,0.263,2412,hi,HEART FAILURE
IP ATIC EPOETIN ALFA (PROCRIT),0.009,1,109,1,0.001,1,666,1,6.11,0.2632547864506627,0.263,2412,hi,HEART FAILURE
IP BMT ALLOGENEIC READMISSION,0.009,1,109,23,0.001,1,666,24,6.11,0.2632547864506627,0.263,2412,hi,HEART FAILURE
IP ICU SEDATION MANAGEMENT FOR MECHANICALLY VENTILATED PATIENTS,0.009,1,109,1,0.001,1,666,1,6.11,0.2632547864506627,0.263,2412,hi,HEART FAILURE
SHC IP PSY PSYCHIATRY ADMIT,0.009,1,109,3,0.001,1,666,3,6.11,0.2632547864506627,0.263,2412,hi,HEART FAILURE
SHC IP ICU VOLUME BASED TUBE FEEDING (ICU ONLY),0.009,1,109,8,0.001,1,666,1,6.11,0.2632547864506627,0.263,2412,hi,HEART FAILURE
SHC IP SUBCUTANEOUS INSULIN,0.095,4,38,18,0.049,22,430,129,2.06,0.2638049490517605,0.264,8873,lo,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
SHC IP/ED/CDU GEN COMFORT CARE - NON ICU UNITS,0.036,4,106,23,0.018,12,655,52,2.06,0.2642533004199681,0.264,2412,hi,HEART FAILURE
SHC IP NSR NEUROSURGERY ADMISSION/POST-OP,0.101,13,116,306,0.14,105,645,2407,0.69,0.264409071607142,0.264,2462,lo,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
SHC IP SUBCUTANEOUS INSULIN,0.022,4,181,25,0.011,8,753,67,2.08,0.2647806669544485,0.265,2459,hi,HIP JOINT REPLACEMENT
SHC IP SUBCUTANEOUS INSULIN,0.028,4,141,21,0.013,6,449,26,2.12,0.2648114491127091,0.265,1601,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
IP REN CONTINUOUS RENAL REPLACEMENT THERAPY(CRRT),0.023,5,214,31,0.041,71,1643,601,0.54,0.264833990158946,0.265,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP CTS TAVR CV POSTOP,0.541,53,45,1013,0.601,309,205,5763,0.78,0.2650467881139525,0.265,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
ED QUICKLIST - ADULTS,0.059,4,64,4,0.03,21,688,23,2.05,0.265255677557106,0.265,2412,lo,HEART FAILURE
SHC IP VAD HEPARIN IV INFUSION LVAD PROTOCOLS,0.022,2,91,3,0.008,3,364,3,2.67,0.2667455681366847,0.267,2447,hi,OTHER DIGESTIVE SYSTEM DIAGNOSES
RETIRED NURSING TRIAGE ADULT NAUSEA/VOMITING  PROTOCOL,0.022,2,91,2,0.008,3,364,6,2.67,0.2667455681366847,0.267,2447,hi,OTHER DIGESTIVE SYSTEM DIAGNOSES
SHC IP CTS TAVR CV POSTOP,0.532,41,36,714,0.6,321,214,6062,0.76,0.2668620038280219,0.267,2404,lo,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
SHC IP PAI EPIDURAL ANALGESIA,0.118,9,67,52,0.08,29,334,159,1.55,0.2672786354623155,0.267,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
ED/IP MEDICATION ADMINISTRATION - URETHRAL ANESTHETIC FOR URINARY CATHETER INSERTION,0.011,1,92,1,0.002,1,549,1,5.97,0.2685426083923198,0.269,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
SHC IP CAR EPS/ABLATION PRE-PROCEDURE,0.011,1,92,1,0.002,1,549,1,5.97,0.2685426083923198,0.269,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
IP CAR CONGESTIVE HEART FAILURE,0.054,2,35,11,0.025,11,425,59,2.21,0.2701717560086145,0.27,2398,lo,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
IP CTS LUNG RESECTION POSTOP,0.054,2,35,37,0.025,11,425,185,2.21,0.2701717560086145,0.27,2398,lo,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC IP REN HEMODIALYSIS,0.007,2,274,10,0.003,4,1345,16,2.45,0.2707922977687584,0.271,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.029,2,66,6,0.012,4,328,8,2.48,0.2708139515269112,0.271,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
SHC AMB OPIOID REVERSAL AGENT OFFER DOCUMENTATION AND EDUCATION,0.012,1,82,1,0.002,1,484,2,5.9,0.2711205504632734,0.271,1712,hi,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
RETIRE IP RAD INTERVENTIONAL RADIOLOGY POSTOP (SAME DAY DISCHARGE),0.012,1,82,1,0.002,1,484,1,5.9,0.2711205504632734,0.271,1712,hi,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
SHC IP REN HEMODIALYSIS/PUF,0.012,1,82,2,0.002,1,484,1,5.9,0.2711205504632734,0.271,1712,hi,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
IP CAR CARDIOLOGY PRE PROCEDURE,0.012,1,82,2,0.002,1,484,3,5.9,0.2711205504632734,0.271,1712,hi,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
IP BONE MARROW BIOPSY AND ASPIRATE,0.012,1,82,1,0.002,1,484,2,5.9,0.2711205504632734,0.271,1712,hi,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
PRE-ADMISSION/PRE-OP ORDERS,0.517,31,29,69,0.44,185,235,434,1.36,0.2711996925734524,0.271,1749,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
IP GENERAL INSULIN AND DIABETES DISCHARGE ORDER SET,0.048,4,79,30,0.025,12,473,50,2.0,0.2712055499768285,0.271,1712,hi,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
IP GEN IV STEROID TAPERS,0.082,16,179,70,0.061,87,1343,434,1.38,0.2712254243443249,0.271,2334,lo,OPEN CRANIOTOMY EXCEPT TRAUMA
SHC IP/ED/CDU GEN COMFORT CARE - NON ICU UNITS,0.073,16,203,98,0.054,92,1622,542,1.39,0.2718370085145236,0.272,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.021,4,183,18,0.042,27,623,111,0.5,0.271855917563398,0.272,2460,lo,KNEE JOINT REPLACEMENT
RETIRED ED PNEUMONIA,0.018,1,56,3,0.004,2,509,4,4.54,0.2722854928287168,0.272,1712,lo,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
ED SEPSIS PROTOCOL,0.018,1,56,2,0.004,2,509,2,4.54,0.2722854928287168,0.272,1712,lo,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
IP ICU/CCU GENERAL ADMIT,0.043,4,89,40,0.022,8,359,34,2.02,0.2730163613432224,0.273,2447,hi,OTHER DIGESTIVE SYSTEM DIAGNOSES
ED QUICKLIST - ADULTS,0.068,4,55,7,0.036,13,353,17,1.97,0.2734957047276167,0.273,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP SUR DAY OF SURGERY ORDERS,0.069,4,54,4,0.037,15,395,30,1.95,0.2756874194645941,0.276,1930,lo,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC
IP GEN ALBUMIN,0.667,40,20,93,0.738,310,110,690,0.71,0.2768801538174062,0.277,1749,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
PRE-ADMISSION/PRE-OP ORDERS,0.243,9,28,22,0.342,149,287,387,0.62,0.2770930401840585,0.277,2398,lo,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
IP REN CAPD MANUAL EXCHANGE PERITONEAL DIALYSIS,0.014,1,68,1,0.003,1,391,12,5.75,0.2772234273318872,0.277,1748,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
PRE-ADMISSION/PRE-OP ORDERS,0.897,61,7,239,0.838,366,71,1417,1.69,0.2782200786525655,0.278,2448,lo,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
"SHC IP TRS LUNG, HEART-LUNG TRANSPLANT READMISSION",0.026,2,74,6,0.011,4,359,14,2.43,0.2784636614247598,0.278,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
SHC RIS DIAG/FLUORO SMART SET,0.065,4,58,6,0.116,46,352,74,0.53,0.2785230249738971,0.279,2447,lo,OTHER DIGESTIVE SYSTEM DIAGNOSES
SHC IP NSR PITUITARY POSTOP,0.082,16,179,280,0.062,89,1341,1399,1.35,0.2786621271250238,0.279,2334,lo,OPEN CRANIOTOMY EXCEPT TRAUMA
IP MED ALCOHOL WITHDRAWAL,0.016,1,62,9,0.003,1,351,14,5.66,0.2808800419067574,0.281,1600,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
IP MED GENERAL ADMIT,0.717,157,62,892,0.68,1166,548,7281,1.19,0.2809417598776749,0.281,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
SVC SUR PRE-ADMISSION/PRE-OP,0.023,2,86,5,0.01,4,413,8,2.4,0.281288851292769,0.281,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
IP GENERAL INSULIN AND DIABETES DISCHARGE ORDER SET,0.023,2,86,9,0.01,4,413,17,2.4,0.281288851292769,0.281,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
IP NEU ICU STROKE ISCHEMIC/INTRACEREBRAL HEMORRHAGE ADMIT,0.292,21,51,206,0.363,134,235,1511,0.72,0.2813479584050783,0.281,2344,lo,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.115,21,161,104,0.151,99,556,528,0.73,0.2814678412307325,0.281,2460,hi,KNEE JOINT REPLACEMENT
SHC IP/ED ADULT DKA/HHS INSULIN CONTINUOUS IV INFUSION,0.012,1,82,3,0.002,1,461,2,5.62,0.2816311386940098,0.282,1806,hi,HEART FAILURE AND SHOCK WITH MCC
IP INSULIN TRANSITION OFF IV INFUSION,0.012,1,82,22,0.002,1,461,8,5.62,0.2816311386940098,0.282,1806,hi,HEART FAILURE AND SHOCK WITH MCC
SHC IP POST PROCEDURE ORDERS PARACENTESIS,0.012,1,82,1,0.002,1,461,1,5.62,0.2816311386940098,0.282,1806,hi,HEART FAILURE AND SHOCK WITH MCC
RETIRED ED SHORTNESS OF BREATH,0.012,1,82,1,0.002,1,461,1,5.62,0.2816311386940098,0.282,1806,hi,HEART FAILURE AND SHOCK WITH MCC
IP ICU SEDATION MANAGEMENT FOR MECHANICALLY VENTILATED PATIENTS,0.012,1,82,1,0.002,1,461,1,5.62,0.2816311386940098,0.282,1806,hi,HEART FAILURE AND SHOCK WITH MCC
IP CAR CIED PRE-PROCEDURE,0.012,1,82,1,0.002,1,461,1,5.62,0.2816311386940098,0.282,1806,hi,HEART FAILURE AND SHOCK WITH MCC
ED/IP MEDICATION ADMINISTRATION - URETHRAL ANESTHETIC FOR URINARY CATHETER INSERTION,0.026,2,75,2,0.011,4,360,4,2.4,0.2820873331837427,0.282,2344,hi,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
IP INSULIN TRANSITION OFF IV INFUSION,0.026,2,75,23,0.011,4,360,25,2.4,0.2820873331837427,0.282,2344,hi,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
