protocol_name,frac_out,n_pat_out,no_ttt_out,n_pres_out,frac_not,n_pat_not,no_ttt_not,n_pres_not,odds_ratio,fisher_pval,pval_str,drg_no,outlier,drg
IP MED GI BLEED UPPER,0.026,1,38,2,0.005,2,384,10,5.05,0.2513409056918632,0.251,2638,lo,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP ICU SEDATION MANAGEMENT FOR MECHANICALLY VENTILATED PATIENTS,0.026,1,38,3,0.005,2,384,4,5.05,0.2513409056918632,0.251,2638,lo,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP RESP INHALED MEDICATION NEBULIZER/MDI,0.026,1,38,1,0.005,2,384,2,5.05,0.2513409056918632,0.251,2638,lo,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
ED/IP MEDICATION ADMINISTRATION - URETHRAL ANESTHETIC FOR URINARY CATHETER INSERTION,0.015,1,67,3,0.002,1,436,3,6.51,0.2514065692283514,0.251,2448,lo,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
RETIRED IP MED ALCOHOL WITHDRAWAL TREATMENT PROTOCOL,0.016,1,61,6,0.003,1,397,6,6.51,0.2516529317040826,0.252,2447,lo,OTHER DIGESTIVE SYSTEM DIAGNOSES
"IP LAB SPECIMEN TESTING, STOOL",0.016,1,61,1,0.003,1,397,1,6.51,0.2516529317040826,0.252,2447,lo,OTHER DIGESTIVE SYSTEM DIAGNOSES
SHC ED NURSING TRIAGE STROKE PROTOCOL,0.016,1,61,20,0.003,1,397,20,6.51,0.2516529317040826,0.252,2447,lo,OTHER DIGESTIVE SYSTEM DIAGNOSES
SHC ED NURSING TRIAGE NEUROLOGICAL PROTOCOL,0.016,1,61,10,0.003,1,397,7,6.51,0.2516529317040826,0.252,2447,lo,OTHER DIGESTIVE SYSTEM DIAGNOSES
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.107,6,50,35,0.063,26,386,131,1.78,0.2530777546721656,0.253,1930,hi,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC
IP ORT TOTAL JOINT REPLACEMENT,0.071,4,52,75,0.034,14,398,324,2.19,0.2532045541337243,0.253,1930,hi,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC
SHC IP ANE ANESTHESIA PREOP,0.011,2,183,6,0.004,3,758,3,2.76,0.253417703681713,0.253,2459,hi,HIP JOINT REPLACEMENT
"IP LAB SPECIMEN TESTING, BLOOD CULTURE - INFECTIOUS AGENT DETECTION",0.048,4,79,12,0.023,11,474,24,2.18,0.2535479929313411,0.254,1712,hi,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
IP ICU/CCU GENERAL ADMIT,0.087,6,63,199,0.143,56,336,1702,0.57,0.2536241316761044,0.254,1748,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
IP INSULIN TRANSITION OFF IV INFUSION,0.638,44,25,307,0.712,279,113,2092,0.71,0.2538403467154086,0.254,1748,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
SHC IP GEN DELIRIUM (FOR NON-ICU PATIENTS ONLY),0.157,39,209,47,0.128,135,916,160,1.27,0.2538791638758056,0.254,1946,hi,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC
RETIRE IP RAD INTERVENTIONAL RADIOLOGY POSTOP (SAME DAY DISCHARGE),0.102,6,53,75,0.06,22,344,177,1.77,0.2543214766579628,0.254,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
RETIRED ED ADMIT,0.102,6,53,8,0.06,22,344,28,1.77,0.2543214766579628,0.254,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
SHC ANE PACU,0.526,41,37,398,0.596,201,136,1879,0.75,0.25495422847304,0.255,1600,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
SHC ANE PACU,0.129,12,81,81,0.091,50,500,328,1.48,0.2550497608855318,0.255,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
SHC IP PAI EPIDURAL ANALGESIA,0.118,9,67,101,0.077,28,335,236,1.61,0.2559526765884264,0.256,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
SHC ANE PACU,0.554,31,25,200,0.471,184,207,1179,1.4,0.2560499112176554,0.256,2337,lo,OPEN EXTRACRANIAL VASCULAR PROCEDURES
SHC IP/ED/CDU GEN RADIOLOGY CONTRAST DYE ALLERGY (PREMEDICATION),0.008,2,239,3,0.003,4,1220,6,2.55,0.2578728555785656,0.258,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SVC PULM/CARD BRONCHOSCOPY LABS,0.008,2,239,14,0.003,4,1220,16,2.55,0.2578728555785656,0.258,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
RETIRE IP RAD INTERVENTIONAL RADIOLOGY POST TACE (WITH OR WITHOUT) ADMISSION,0.008,2,239,16,0.003,4,1220,38,2.55,0.2578728555785656,0.258,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
PRE-ADMISSION/PRE-OP ORDERS,0.008,2,239,14,0.003,4,1220,28,2.55,0.2578728555785656,0.258,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
IP KID HLA RECIPIENT HISTOCOMPATIBILITY TESTING,0.017,1,58,3,0.003,1,365,6,6.29,0.2586570477247503,0.259,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP GEN ARGATROBAN IV INFUSION,0.017,1,58,10,0.003,1,365,14,6.29,0.2586570477247503,0.259,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP MED ALCOHOL WITHDRAWAL,0.017,1,58,5,0.003,1,365,5,6.29,0.2586570477247503,0.259,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
SHC IP TRS KIDNEY AND/-OR  PANCREAS RECIPIENT POSTOP,0.017,1,58,31,0.003,1,365,33,6.29,0.2586570477247503,0.259,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
SHC IP ICU SEPSIS MANAGEMENT,0.017,1,58,2,0.003,1,365,1,6.29,0.2586570477247503,0.259,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
SHC IP TRS KIDNEY/PANCREASE TRANSPLANT RECIPIENT PREOP,0.017,1,58,27,0.003,1,365,32,6.29,0.2586570477247503,0.259,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
SHC NURSING ED SEPSIS PROTOCOL,0.017,1,58,19,0.003,1,365,4,6.29,0.2586570477247503,0.259,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
ED SEPSIS PROTOCOL,0.017,1,58,7,0.003,1,365,1,6.29,0.2586570477247503,0.259,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP HEM / ONC HYPERCOAGUABILITY,0.017,1,58,14,0.003,1,365,9,6.29,0.2586570477247503,0.259,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
SHC ED NURSING TRIAGE STROKE PROTOCOL,0.017,1,58,17,0.003,1,365,26,6.29,0.2586570477247503,0.259,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
ED TRAUMA 97 ADULT,0.079,6,70,50,0.047,17,346,152,1.74,0.2587417556917383,0.259,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.042,4,92,184,0.02,10,488,204,2.12,0.2588495932796827,0.259,1836,hi,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.173,17,81,463,0.128,66,448,1499,1.42,0.258981912383718,0.259,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
SHC IP GEN DELIRIUM (FOR NON-ICU PATIENTS ONLY),0.034,4,114,6,0.016,8,486,15,2.13,0.2593472738126122,0.259,2418,hi,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
"IP LAB SPECIMEN TESTING, BLOOD CULTURE - INFECTIOUS AGENT DETECTION",0.018,2,108,4,0.007,5,662,10,2.45,0.2596716784443107,0.26,2412,hi,HEART FAILURE
SHC IP VAD GENERAL ADMIT,0.018,2,108,45,0.007,5,662,92,2.45,0.2596716784443107,0.26,2412,hi,HEART FAILURE
SHC IP TRANSESOPHAGEAL ECHO (TEE) ORDER SET,0.018,1,56,15,0.003,1,350,1,6.25,0.2601893337187455,0.26,6164,lo,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
IP INSULIN TRANSITION OFF IV INFUSION,0.018,1,56,7,0.003,1,350,6,6.25,0.2601893337187455,0.26,6164,lo,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
RETIRE IP RAD INTERVENTIONAL RADIOLOGY POSTOP (SAME DAY DISCHARGE),0.018,1,56,7,0.003,1,350,3,6.25,0.2601893337187455,0.26,6164,lo,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
RETIRED IP POST PROCEDURE ORDERS LUMBAR PUNCTURE,0.018,1,56,7,0.003,1,350,5,6.25,0.2601893337187455,0.26,6164,lo,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
SHC IP ICU VOLUME BASED TUBE FEEDING (ICU ONLY),0.018,1,56,16,0.003,1,350,1,6.25,0.2601893337187455,0.26,6164,lo,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
SHC IP NEU LUMBAR PUNCTURE,0.018,1,56,7,0.003,1,350,8,6.25,0.2601893337187455,0.26,6164,lo,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
SHC ED NURSING TRIAGE PEDIATRIC FEVER PROTOCOL,0.018,4,215,14,0.009,15,1699,49,2.11,0.2607371103653084,0.261,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP GENERAL DISCHARGE ORDER SET,0.914,64,6,291,0.949,591,32,2805,0.58,0.2610743028465355,0.261,2259,lo,PSYCHOSES
IP REN CONTINUOUS RENAL REPLACEMENT THERAPY(CRRT),0.023,5,214,37,0.04,69,1645,763,0.56,0.2618924961224069,0.262,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP BMT ALLOGENEIC READMISSION,0.02,6,295,144,0.012,19,1613,344,1.73,0.2620723087665271,0.262,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP PSY PSYCHIATRY ADMIT,0.009,1,109,5,0.001,1,666,17,6.11,0.2632547864506627,0.263,2412,hi,HEART FAILURE
"IP LAB SPECIMEN TESTING, URINE",0.009,1,109,14,0.001,1,666,1,6.11,0.2632547864506627,0.263,2412,hi,HEART FAILURE
IP CTS CARDIAC SURGERY TRANSFER,0.009,1,109,25,0.001,1,666,26,6.11,0.2632547864506627,0.263,2412,hi,HEART FAILURE
SHC ED NURSING TRIAGE STROKE PROTOCOL,0.009,1,109,26,0.001,1,666,27,6.11,0.2632547864506627,0.263,2412,hi,HEART FAILURE
IP CAR CARDIOLOGY POST PROCEDURE - INPATIENT,0.009,1,109,9,0.001,1,666,16,6.11,0.2632547864506627,0.263,2412,hi,HEART FAILURE
IP BMT ALLOGENEIC READMISSION,0.009,1,109,19,0.001,1,666,15,6.11,0.2632547864506627,0.263,2412,hi,HEART FAILURE
SVC IP CAR TRANSESOPHAGEAL ECHO (TEE),0.009,1,109,1,0.001,1,666,1,6.11,0.2632547864506627,0.263,2412,hi,HEART FAILURE
SHC IP GEN DELIRIUM (FOR NON-ICU PATIENTS ONLY),0.052,4,73,6,0.026,15,564,21,2.06,0.2638086110985075,0.264,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
SHC IP NSR NEUROSURGERY ADMISSION/POST-OP,0.101,13,116,300,0.141,106,644,2298,0.68,0.2646844702019558,0.265,2462,lo,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
PRE-ADMISSION/PRE-OP ORDERS,0.697,136,59,1262,0.735,1051,379,11448,0.83,0.2647101185566842,0.265,2334,lo,OPEN CRANIOTOMY EXCEPT TRAUMA
SHC IP SUBCUTANEOUS INSULIN,0.022,4,181,25,0.011,8,753,70,2.08,0.2647806669544485,0.265,2459,hi,HIP JOINT REPLACEMENT
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.028,4,141,26,0.055,25,430,110,0.49,0.2648094992945853,0.265,1601,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
SHC IP SUBCUTANEOUS INSULIN,0.028,4,141,24,0.013,6,449,33,2.12,0.2648114491127091,0.265,1601,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
SHC IP SUR GENERAL ADMIT/POSTOP,0.191,13,55,154,0.137,60,377,855,1.49,0.2650992494894343,0.265,2448,lo,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
SHC IP CTS TAVR CV POSTOP,0.532,41,36,1778,0.602,322,213,14807,0.75,0.2652632238176406,0.265,2404,lo,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
SHC IP VAD HEPARIN IV INFUSION LVAD PROTOCOLS,0.022,2,91,41,0.008,3,364,48,2.67,0.2667455681366847,0.267,2447,hi,OTHER DIGESTIVE SYSTEM DIAGNOSES
"IP LAB SPECIMEN TESTING, PLEURAL FLUID",0.025,1,39,5,0.005,2,366,15,4.69,0.2668136643795873,0.267,6164,hi,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
SHC IP GEN TUBE FEEDING,0.014,2,146,5,0.005,4,727,9,2.49,0.2671239831229837,0.267,2462,hi,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
ED QUICKLIST - ADULTS,0.15,18,102,111,0.111,52,418,338,1.42,0.2674170176664577,0.267,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
SHC ED ADULT CONSULT QUICKLIST,0.086,6,64,6,0.14,87,536,101,0.58,0.2674601893062277,0.267,2259,lo,PSYCHOSES
SHC IP GENERAL DISCHARGE ORDER SET,0.843,70,13,378,0.889,431,54,1862,0.67,0.2676935590719717,0.268,1712,hi,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
IP NEU STROKE ADMISSION,0.025,2,77,20,0.01,4,385,103,2.5,0.2679731022237487,0.268,2352,hi,SEIZURE
IP MED GENERAL ADMIT,0.613,57,36,964,0.678,249,118,3764,0.75,0.2681921167779152,0.268,2447,hi,OTHER DIGESTIVE SYSTEM DIAGNOSES
SHC IP CAR EPS/ABLATION PRE-PROCEDURE,0.011,1,92,9,0.002,1,549,17,5.97,0.2685426083923198,0.269,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
"IP LAB SPECIMEN TESTING, URINE",0.011,1,92,4,0.002,1,549,6,5.97,0.2685426083923198,0.269,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
SHC IP GEN DELIRIUM (FOR NON-ICU PATIENTS ONLY),0.011,1,92,1,0.002,1,549,3,5.97,0.2685426083923198,0.269,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
ED/IP MEDICATION ADMINISTRATION - URETHRAL ANESTHETIC FOR URINARY CATHETER INSERTION,0.011,1,92,3,0.002,1,549,3,5.97,0.2685426083923198,0.269,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
RETIRE IP RAD INTERVENTIONAL RADIOLOGY POSTOP (SAME DAY DISCHARGE),0.011,1,92,8,0.002,1,549,4,5.97,0.2685426083923198,0.269,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
IP GEN NEUTROPENIC FEVER,0.088,6,62,22,0.054,18,314,70,1.69,0.268893350733168,0.269,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
"IP LAB SPECIMEN TESTING, BLOOD CULTURE - INFECTIOUS AGENT DETECTION",0.024,2,83,4,0.009,3,330,6,2.65,0.2691277184202295,0.269,2474,hi,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
IP RAD NEURORADIOLOGY PRE-PROCEDURE,0.024,2,83,19,0.009,3,330,28,2.65,0.2691277184202295,0.269,2474,hi,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
SVC IP ANE ANESTHESIA PREOP,0.017,2,118,11,0.006,3,467,15,2.64,0.2693484848720971,0.269,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
ED TRAUMA 97 ADULT,0.017,2,118,21,0.006,3,467,22,2.64,0.2693484848720971,0.269,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
IP CTS LUNG RESECTION POSTOP,0.054,2,35,61,0.025,11,425,322,2.21,0.2701717560086145,0.27,2398,lo,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
ED QUICKLIST - ADULTS,0.054,2,35,13,0.025,11,425,56,2.21,0.2701717560086145,0.27,2398,lo,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
IP CAR CONGESTIVE HEART FAILURE,0.054,2,35,44,0.025,11,425,195,2.21,0.2701717560086145,0.27,2398,lo,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
"IP LAB SPECIMEN TESTING, CSF",0.012,1,82,4,0.002,1,484,6,5.9,0.2711205504632734,0.271,1712,hi,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
IP BONE MARROW BIOPSY AND ASPIRATE,0.012,1,82,4,0.002,1,484,5,5.9,0.2711205504632734,0.271,1712,hi,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
"SHC IP TRS LUNG, HEART-LUNG TRANSPLANT READMISSION",0.012,1,82,14,0.002,1,484,19,5.9,0.2711205504632734,0.271,1712,hi,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
IP LAB COAGULATION TESTING,0.012,1,82,2,0.002,1,484,2,5.9,0.2711205504632734,0.271,1712,hi,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
"IP LAB SPECIMEN TESTING, URINE",0.012,1,82,1,0.002,1,484,1,5.9,0.2711205504632734,0.271,1712,hi,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
"SHC IP TRS LUNG, HEART-LUNG PRE EVALUATION LABS AND STUDIES",0.012,1,82,32,0.002,1,484,7,5.9,0.2711205504632734,0.271,1712,hi,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
SHC IP GEN DELIRIUM (FOR NON-ICU PATIENTS ONLY),0.048,4,79,8,0.025,12,473,13,2.0,0.2712055499768285,0.271,1712,hi,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
SHC ED ADULT CONSULT QUICKLIST,0.059,4,64,4,0.111,37,295,44,0.5,0.271563306207673,0.272,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.021,4,183,26,0.042,27,623,140,0.5,0.271855917563398,0.272,2460,lo,KNEE JOINT REPLACEMENT
IP CAR CARDIOLOGY PRE PROCEDURE,0.429,42,56,402,0.49,252,262,2442,0.78,0.2720708025110979,0.272,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
SHC IP GEN COVID-19 EVALUATION/MANAGEMENT (NON-ICU),0.066,16,225,130,0.05,61,1163,472,1.36,0.2728252971944306,0.273,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
INTRA-OPERATIVE BLOOD PRODUCT AND TRANSFUSION ORDERS,0.043,4,89,7,0.022,8,359,18,2.02,0.2730163613432224,0.273,2447,hi,OTHER DIGESTIVE SYSTEM DIAGNOSES
ED TRAUMA RADIOLOGY,0.047,4,81,19,0.024,8,325,33,2.01,0.2745906075197004,0.275,2474,hi,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
IP REN CAPD MANUAL EXCHANGE PERITONEAL DIALYSIS,0.014,1,68,2,0.003,1,391,20,5.75,0.2772234273318872,0.277,1748,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
IP/ED MASSIVE TRANSFUSION ADULT (>50 KG),0.014,1,68,8,0.003,1,391,8,5.75,0.2772234273318872,0.277,1748,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
SHC ED RAD QUICKLIST,0.13,10,67,12,0.085,31,333,44,1.6,0.2775127253289194,0.278,2344,hi,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
SHC IP NSR PITUITARY POSTOP,0.051,4,74,62,0.027,9,328,177,1.97,0.2777538036929999,0.278,1600,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
SHC CARDIAC EVENT MONITORS,0.203,24,94,55,0.162,80,414,176,1.32,0.2777677682338338,0.278,2418,hi,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
SHC IP/ED GENERAL/EMERGENCY/MASSIVE TRANSFUSION,0.085,4,43,19,0.158,62,330,871,0.5,0.27792396440612,0.278,2376,lo,OTHER RESPIRATORY AND CHEST PROCEDURES
IP CTS CARDIAC SURGERY TRANSFER,0.041,4,94,85,0.021,11,503,223,1.95,0.2781533995473468,0.278,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
IP NEU STROKE ADMISSION,0.025,2,79,54,0.01,4,383,69,2.42,0.2783806869598018,0.278,2352,lo,SEIZURE
"SHC IP TRS LUNG, HEART-LUNG TRANSPLANT READMISSION",0.026,2,74,49,0.011,4,359,73,2.43,0.2784636614247598,0.278,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
IP ICU SUR/TRAUMA  ADMIT,0.022,2,88,15,0.01,6,597,16,2.26,0.2788214974093336,0.279,2259,hi,PSYCHOSES
SHC IP/ED GENERAL/EMERGENCY/MASSIVE TRANSFUSION,0.033,4,119,8,0.017,8,469,26,1.97,0.2790937077133706,0.279,1601,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
IP MED ALCOHOL WITHDRAWAL,0.016,1,62,8,0.003,1,351,10,5.66,0.2808800419067574,0.281,1600,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
IP NEU ICU STROKE ISCHEMIC/INTRACEREBRAL HEMORRHAGE ADMIT,0.292,21,51,811,0.366,135,234,6024,0.71,0.2810595551691758,0.281,2344,lo,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
SVC SUR PRE-ADMISSION/PRE-OP,0.023,2,86,6,0.01,4,413,10,2.4,0.281288851292769,0.281,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.115,21,161,124,0.151,99,556,653,0.73,0.2814678412307325,0.281,2460,hi,KNEE JOINT REPLACEMENT
"IP LAB SPECIMEN TESTING, URINE",0.012,1,82,1,0.002,1,461,14,5.62,0.2816311386940098,0.282,1806,hi,HEART FAILURE AND SHOCK WITH MCC
IP INSULIN TRANSITION OFF IV INFUSION,0.012,1,82,7,0.002,1,461,8,5.62,0.2816311386940098,0.282,1806,hi,HEART FAILURE AND SHOCK WITH MCC
IP MED COMMUNITY ACQUIRED PNEUMONIA,0.012,1,82,1,0.002,1,461,2,5.62,0.2816311386940098,0.282,1806,hi,HEART FAILURE AND SHOCK WITH MCC
SHC IP/ED ADULT DKA/HHS INSULIN CONTINUOUS IV INFUSION,0.012,1,82,13,0.002,1,461,11,5.62,0.2816311386940098,0.282,1806,hi,HEART FAILURE AND SHOCK WITH MCC
IP CAR CIED PRE-PROCEDURE,0.012,1,82,6,0.002,1,461,12,5.62,0.2816311386940098,0.282,1806,hi,HEART FAILURE AND SHOCK WITH MCC
IP RESP INHALED MEDICATION NEBULIZER/MDI,0.025,6,235,18,0.016,19,1205,31,1.62,0.2819835550724233,0.282,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
ED/IP MEDICATION ADMINISTRATION - URETHRAL ANESTHETIC FOR URINARY CATHETER INSERTION,0.026,2,75,6,0.011,4,360,12,2.4,0.2820873331837427,0.282,2344,hi,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
SHC IP NSR ICU STROKE: SUBARACHANOID HEMORRHAGE,0.026,2,75,67,0.011,4,360,119,2.4,0.2820873331837427,0.282,2344,hi,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
SHC ED ADULT CONSULT QUICKLIST,0.029,2,67,2,0.013,5,387,8,2.31,0.2821889496057534,0.282,1748,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
SHC IP ICU END OF LIFE CARE,0.036,4,106,25,0.019,13,654,76,1.9,0.2830327908670146,0.283,2412,hi,HEART FAILURE
SHC IP GEN SBO GASTROGRAFIN STUDY,0.012,1,85,9,0.002,1,472,8,5.55,0.2842569616763165,0.284,6268,hi,MAJOR LARGE BOWEL PROCEDURES
IP ORT TRAUMA,0.012,1,85,24,0.002,1,472,14,5.55,0.2842569616763165,0.284,6268,hi,MAJOR LARGE BOWEL PROCEDURES
SHC IP ICU END OF LIFE CARE,0.012,1,85,7,0.002,1,472,5,5.55,0.2842569616763165,0.284,6268,hi,MAJOR LARGE BOWEL PROCEDURES
IP/ED MASSIVE TRANSFUSION ADULT (>50 KG),0.012,1,85,8,0.002,1,472,15,5.55,0.2842569616763165,0.284,6268,hi,MAJOR LARGE BOWEL PROCEDURES
SHC IP PAI KETAMINE IV INFUSION,0.012,1,85,2,0.002,1,472,2,5.55,0.2842569616763165,0.284,6268,hi,MAJOR LARGE BOWEL PROCEDURES
SHC IP GEN TUBE FEEDING,0.012,1,85,2,0.002,1,472,6,5.55,0.2842569616763165,0.284,6268,hi,MAJOR LARGE BOWEL PROCEDURES
