name,order_code_description,Orderable,LabDept,billing_code,Option,Version,FeeSchedCode,qty
KDP,ADDITIONAL KIDNEY PANEL,Y,CH,50411081,0,8,SHS,1
KDP,ADDITIONAL KIDNEY PANEL,Y,CH,50411099,0,8,SHS,1
KDP,ADDITIONAL KIDNEY PANEL,Y,CH,50411107,0,8,SHS,1
KDP,ADDITIONAL KIDNEY PANEL,Y,CH,50411115,0,8,SHS,1
KDP,ADDITIONAL KIDNEY PANEL,Y,CH,50411123,0,8,SHS,1
KENDNA,KENNEDY'S DISEASE DNA TEST,Y,SOM,50788855,0,8,SHS,1
KGS,Ketogenic Steroids,N,SOF,50742097,0,8,SHS,1
KIT,HLA KIT,Y,HLA,00000544,0,8,SHS,1
KLFREE,KAPPA/LAMBDA FREE LIGHT CHAINS                ARUP,N,SOR,50753383,0,8,SHS,1
KLFREE,KAPPA/LAMBDA FREE LIGHT CHAINS                ARUP,N,SOR,50753383,0,8,SHS,1
KOHP,KOH Prep,Y,MC,55090559,0,8,SHS,1
KRAS,KRAS MUTATION DETECTION,Y,MDX,50806988,0,8,SHS,1
KSF,STONE FORMATION PANEL                    NONORDERABLE,N,SOM,50722990,0,8,SHS,1
KWB,"POTASSIUM, WHOLE BLOOD",Y,CH,50403153,0,8,SHS,1
K,"Potassium, Ser/Plas",Y,CH,50403153,0,8,SHS,1
LACWB,"LACTATE, WHOLE BLOOD",Y,CH,50470145,0,8,SHS,1
LAC,Lactic Acid,Y,CH,50462571,0,8,SHS,1
LALBO,LAL assay Bill Only,B,MC,50730662,0,8,SHS,1
LAMOL,LAMOTRIGINE LEVEL,Y,CHTD,51565695,0,8,SHS,1
LAMOT,Lamotrigine                                     ARUP,N,SOR,50722966,0,8,SHS,1
LAP,"Alk P'tase, Leukocyte",N,AH,50300953,0,8,SHS,1
LASAPD,LASAP,Y,SOM,50722735,0,8,SHS,1
LAS,LYMPHOCYTE ANTIGEN STIMULATION SCREEN,N,FOCA,50782408,0,8,SHS,1
LAS,LYMPHOCYTE ANTIGEN STIMULATION SCREEN,N,FOCA,50782408,0,8,SHS,1
LAS,LYMPHOCYTE ANTIGEN STIMULATION SCREEN,N,FOCA,50782416,0,8,SHS,1
LBC,LAMELLAR BODIES COUNT,Y,AH,50393867,0,8,SHS,1
LC3,"COMPLEMENT C3, SERUM                            LPCH",N,CHIM,49000359,0,8,SHS,1
LC4,"COMPLEMENT C4, SERUM                            LPCH",N,CHIM,49000904,0,8,SHS,1
LCFA,Long Chain Fatty Acids                       KKI,N,SOM,50790450,0,8,SHS,1
LCYCWB,"CYCLOSPORINE, WHOLE BLOOD                LPCH",N,CH,50746759,0,8,SHS,1
LDH,"LDH, Total, Ser/Plas",Y,CH,50402551,0,8,SHS,1
LDISO,LD ISOENZYMES                             ARUP,N,SOR,50751767,0,8,SHS,1
LDLD,LDL Cholesterol,Y,CH,50464569,0,8,SHS,1
LDLGGE,LDL GRADIENT GEL ELECTROPHORESIS,Y,SOM,50742964,0,8,SHS,1
LDLHDL,LDL Chol/HDL Chol ratio,Y,CH,00000078,0,8,SHS,1
LDLPHN,LDL Phenotype Battery,N,CH,51565232,0,8,SHS,1
LDLPHN,LDL Phenotype Battery,N,CH,50401157,0,8,SHS,1
LDL,LDL (Calculated),Y,CH,00000039,0,8,SHS,1
LDONOR,DONOR PANEL (LPCH),N,,46160578,0,8,SHS,1
LDONOR,DONOR PANEL (LPCH),N,,46160289,0,8,SHS,1
LDONOR,DONOR PANEL (LPCH),N,,46160297,0,8,SHS,1
LDONOR,DONOR PANEL (LPCH),N,,55030621,0,8,SHS,1
LDONOR,DONOR PANEL (LPCH),N,,46160586,0,8,SHS,1
LDONOR,DONOR PANEL (LPCH),N,,51500759,0,8,SHS,1
LDONOR,DONOR PANEL (LPCH),N,,46100012,0,8,SHS,1
LDONOR,DONOR PANEL (LPCH),N,,46140463,0,8,SHS,1
LDONOR,DONOR PANEL (LPCH),N,,50731116,0,8,SHS,1
LDONOR,DONOR PANEL (LPCH),N,,46120887,0,8,SHS,1
LDONOR,DONOR PANEL (LPCH),N,,50730589,0,8,SHS,1
LDONOR,DONOR PANEL (LPCH),N,,46160271,0,8,SHS,1
LEADBL,"LEAD, BLOOD",Y,CH,51580025,0,8,SHS,1
LEA,"Lead, Blood",N,CHTO,50405646,0,8,SHS,1
LEF,LEFLUNOMIDE METABOLITE,Y,CHSP,51565315,0,8,SHS,1
LEGA,Legionella/Acid,Y,MC,55090658,0,8,SHS,1
LEGDA,Legionella Cult/DirA,Y,MC,55090757,0,8,SHS,1
LEGDD,Legionella Cult/D&D,Y,MC,55090807,0,8,SHS,1
LEGD,Legionella Cult/Dir,Y,MC,55090708,0,8,SHS,1
LEGS,"LEGIONELLA AB,PNL,IFA",Y,FOCA,50782424,0,8,SHS,1
LEGS,"LEGIONELLA AB,PNL,IFA",Y,FOCA,50782432,0,8,SHS,1
LEGU,LEGIONELLA AG URINE,Y,MSO,50731025,0,8,SHS,1
LEID,FACTOR V LEIDEN,Y,MDX,50806996,0,8,SHS,1
LEISAB,"LEISHMANIA ANTIBODY, IFA",Y,MSO,50731033,0,8,SHS,1
LEISAB,"LEISHMANIA ANTIBODY, IFA",Y,MSO,50731033,0,8,SHS,1
LEISAB,"LEISHMANIA ANTIBODY, IFA",Y,MSO,50731033,0,8,SHS,1
LEISAB,"LEISHMANIA ANTIBODY, IFA",Y,MSO,50731033,0,8,SHS,1
LEISAB,"LEISHMANIA ANTIBODY, IFA",Y,MSO,50731033,0,8,SHS,1
LEISAB,"LEISHMANIA ANTIBODY, IFA",Y,MSO,50731033,0,8,SHS,1
LEISAB,"LEISHMANIA ANTIBODY, IFA",Y,MSO,50731033,0,8,SHS,1
LEISAB,"LEISHMANIA ANTIBODY, IFA",Y,MSO,50782441,0,8,SHS,1
LEISH,LEISHMANIASIS,N,MSO,55032452,0,8,SHS,1
LEMSAB,LEMS ANTIBODY TEST,Y,SOM,50743160,0,8,SHS,1
LEPT,Leptospira Ab Screen,N,FOCA,55030233,0,8,SHS,1
LEVETL,LEVETIRACETAM LEVEL,Y,CHTD,51565703,0,8,SHS,1
LFK506,"TACROLIMUS, (FK506)                      LPCH",N,CH,51805653,0,8,SHS,1
LGLHB,HEMOGLOBIN A1c,N,CH,50747435,0,8,SHS,1
LHCCRM,LH                                              CCRM,N,SOM,50742675,0,8,SHS,1
LHFSH,LH/FSH                                          ARUP,N,SOF,50741495,0,8,SHS,1
LHGBEP,HGB ELECTROPHORESIS                      LPCH,N,AH,50393214,0,8,SHS,1
LHOR,LH,N,CH,50410018,0,8,SHS,1
LH,LH                                              ARUP,N,SOF,50721067,0,8,SHS,1
LIDOL,LIDOCAINE,Y,CHTD,51860708,0,8,SHS,1
LIDO,Lidocaine,N,CHTD,51860708,0,8,SHS,1
LIDX,Lipemia Index,N,CH,00000040,0,8,SHS,1
LIL,LITHIUM,Y,CHTD,51802858,0,8,SHS,1
LIPASE,Lipase                                          ARUP,N,SOR,50721091,0,8,SHS,1
LIPID,LIPID PROFILE                       OUTREACH ONLY,N,,50401157,0,8,SHS,1
LIPID,LIPID PROFILE                       OUTREACH ONLY,N,,50401181,0,8,SHS,1
LIPID,LIPID PROFILE                       OUTREACH ONLY,N,,50403708,0,8,SHS,1
LIPID,LIPID PROFILE                       OUTREACH ONLY,N,,00000039,0,8,SHS,1
LIPID,LIPID PROFILE                       OUTREACH ONLY,N,,00000069,0,8,SHS,1
LIPLAB,TEST(S) FOR LIPID LAB,B,PARA,00000083,0,8,SHS,1
LIPS,Lipase,Y,CH,51864601,0,8,SHS,1
LIVER1,Pre Liver TX panel,Y,,51565711,0,8,SHS,1
LIVER1,Pre Liver TX panel,Y,,51565034,0,8,SHS,1
LIVER1,Pre Liver TX panel,Y,,51565166,0,8,SHS,1
LIVER1,Pre Liver TX panel,Y,,51565539,0,8,SHS,1
LIVER1,Pre Liver TX panel,Y,,51565158,0,8,SHS,1
LIVER1,Pre Liver TX panel,Y,,51565588,0,8,SHS,1
LIVER1,Pre Liver TX panel,Y,,50730464,0,8,SHS,1
LIVER1,Pre Liver TX panel,Y,,46100012,0,8,SHS,1
LIVER1,Pre Liver TX panel,Y,,55080568,0,8,SHS,1
LIVERP,Pre Liver TX panel,N,,51565026,0,8,SHS,1
LIVERP,Pre Liver TX panel,N,,51565034,0,8,SHS,1
LIVERP,Pre Liver TX panel,N,,51565166,0,8,SHS,1
LIVERP,Pre Liver TX panel,N,,51565539,0,8,SHS,1
LIVERP,Pre Liver TX panel,N,,51565158,0,8,SHS,1
LIVERP,Pre Liver TX panel,N,,51565588,0,8,SHS,1
LIVERP,Pre Liver TX panel,N,,50730464,0,8,SHS,1
LIVERP,Pre Liver TX panel,N,,46100012,0,8,SHS,1
LIVERP,Pre Liver TX panel,N,,55080568,0,8,SHS,1
LIVER,Pre Liver TX panel,N,,51565026,0,8,SHS,1
LIVER,Pre Liver TX panel,N,,51565034,0,8,SHS,1
LIVER,Pre Liver TX panel,N,,51565166,0,8,SHS,1
LIVER,Pre Liver TX panel,N,,51565174,0,8,SHS,1
LIVER,Pre Liver TX panel,N,,51565158,0,8,SHS,1
LIVER,Pre Liver TX panel,N,,51565588,0,8,SHS,1
LIVER,Pre Liver TX panel,N,,50730464,0,8,SHS,1
LIVER,Pre Liver TX panel,N,,46100012,0,8,SHS,1
LIVER,Pre Liver TX panel,N,,55080568,0,8,SHS,1
LI,Lithium,N,CHTD,51802858,0,8,SHS,1
LKM1AB,"LIVER-KIDNEY MICROSOME -1 Ab,IgG",Y,SOR,50753391,0,8,SHS,1
LMS,LYMPHOCYTE MITOGEN SCREEN,Y,FOCA,50774710,0,8,SHS,1
LMS,LYMPHOCYTE MITOGEN SCREEN,Y,FOCA,50774710,0,8,SHS,1
LMS,LYMPHOCYTE MITOGEN SCREEN,Y,FOCA,50774710,0,8,SHS,1
LMTX,METHOTREXATE                            LPCH,N,CHTD,50746742,0,8,SHS,1
LORAZ,Lorazepam,N,SOR,50723675,0,8,SHS,1
LPA,Lipoprotein (a),Y,CH,51564524,0,8,SHS,1
LPDC,LIPID PANEL W/ CALCULATED LDL,Y,CH,50402403,0,8,SHS,1
LPDPC,LIPID PLUS RISK W/ CALC. LDL,Y,CH,50402403,0,8,SHS,1
LPDPC,LIPID PLUS RISK W/ CALC. LDL,Y,CH,51564573,0,8,SHS,1
LPDPC,LIPID PLUS RISK W/ CALC. LDL,Y,CH,51564524,0,8,SHS,1
LPDPC,LIPID PLUS RISK W/ CALC. LDL,Y,CH,51562874,0,8,SHS,1
LPDP,LIPID PLUS RISK W/ DIRECT LDL,Y,CH,50402403,0,8,SHS,1
LPDP,LIPID PLUS RISK W/ DIRECT LDL,Y,CH,50464569,0,8,SHS,1
LPDP,LIPID PLUS RISK W/ DIRECT LDL,Y,CH,51562874,0,8,SHS,1
LPDP,LIPID PLUS RISK W/ DIRECT LDL,Y,CH,51564524,0,8,SHS,1
LPDP,LIPID PLUS RISK W/ DIRECT LDL,Y,CH,51564573,0,8,SHS,1
LPDRAC,Cardiac Risk Assured,N,CH,50402403,0,8,SHS,1
LPDRAC,Cardiac Risk Assured,N,CH,51564573,0,8,SHS,1
LPDRAC,Cardiac Risk Assured,N,CH,51564524,0,8,SHS,1
LPDRAC,Cardiac Risk Assured,N,CH,51562874,0,8,SHS,1
LPDRAC,Cardiac Risk Assured,N,CH,51565232,0,8,SHS,1
LPDRAC,Cardiac Risk Assured,N,CH,51565240,0,8,SHS,1
LPDRAD,Lipid Plus Assured w/Dir LDL,N,CH,50402403,0,8,SHS,1
LPDRAD,Lipid Plus Assured w/Dir LDL,N,CH,50464569,0,8,SHS,1
LPDRAD,Lipid Plus Assured w/Dir LDL,N,CH,50464577,0,8,SHS,1
LPDRAD,Lipid Plus Assured w/Dir LDL,N,CH,50464528,0,8,SHS,1
LPDRAD,Lipid Plus Assured w/Dir LDL,N,CH,50462878,0,8,SHS,1
LPDRAD,Lipid Plus Assured w/Dir LDL,N,CH,51565232,0,8,SHS,1
LPDRAD,Lipid Plus Assured w/Dir LDL,N,CH,50465244,0,8,SHS,1
LPD,LIPID PANEL W/ DIRECT LDL,Y,CH,50402403,0,8,SHS,1
LPD,LIPID PANEL W/ DIRECT LDL,Y,CH,50464569,0,8,SHS,1
LPLA2,Lp-PLA2,N,CH,51565240,0,8,SHS,1
LPPLA2,Lp-PLA2                                  BHL,N,SOM,50753995,0,8,SHS,1
LPSTGS,OR LPCH STAT GRAM STAIN,Y,MC,50393750,0,8,SHS,1
LSD,LSD IMMUNOREATIVES                        ARUP,N,SOR,00040319,0,8,SHS,1
LTYPE2,Legionella serotyping,B,MC,50731231,0,8,SHS,1
LUGPCR,"SLUG PCR ID, Cult",B,MC,55092159,0,8,SHS,1
LUPUS,LUPUS ANTICOAGULANT,Y,CG,00000130,0,8,SHS,1
LUT,LH,Y,CH,51510014,0,8,SHS,1
LWBCC,LYME CSF WEST BLOT,N,MSO,55034326,0,8,SHS,1
LWBCS2,LYME SERUM WESTERN BLOT,Y,FOCR,50780980,0,8,SHS,1
LWBCS2,LYME SERUM WESTERN BLOT,Y,FOCR,50731264,0,8,SHS,1
LWBCS,LYME SERUM WEST BLOT,N,MSO,55034318,0,8,SHS,1
LXIDX,LX INDICES,Y,CH,00000041,0,8,SHS,1
LYMEC,LYME CSF SCREEN,N,MSO,55030290,0,8,SHS,1
LYMES2,LYME SERUM SCREEN                      NONORDERABLE,N,FOCR,50731371,0,8,SHS,1
LYMES,LYME SERUM SCREEN,N,MSO,55091987,0,8,SHS,1
LYMEX,LYME CSF & SERUM SCREEN,N,MSO,55030266,0,8,SHS,1
LYMPHO,"LYMPHOCYTE PHENOTYPING, COMPLETE       NON-ORD 11/13/03",N,SOM,50748086,0,8,SHS,1
LYSO,Lysozyme                                        ARUP,N,SOR,50724731,0,8,SHS,1
LYTES,ELECTROLYTE PROFILE                    OUTREACH ONLY      NON ORD 040213,N,,50401207,0,8,SHS,1
LYTES,ELECTROLYTE PROFILE                    OUTREACH ONLY      NON ORD 040213,N,,50470061,0,8,SHS,1
LYTES,ELECTROLYTE PROFILE                    OUTREACH ONLY      NON ORD 040213,N,,50403153,0,8,SHS,1
LYTES,ELECTROLYTE PROFILE                    OUTREACH ONLY      NON ORD 040213,N,,50403559,0,8,SHS,1
LYTES,ELECTROLYTE PROFILE                    OUTREACH ONLY      NON ORD 040213,N,,00000007,0,8,SHS,1
MABCT,AUTOMATED BLOOD COUNT {MENLO},N,AH,00985027,0,8,SHS,1
MACMIC,M AVIUM MIC PANEL,Y,MC,00000685,0,8,SHS,1
MACRB,Macro MIC/MBC,N,MC,55090856,0,8,SHS,1
MADIFF,DIFFERENTIAL {MENLO},N,AH,00985007,0,8,SHS,1
MAGABS,"MAG ANTIBODY, DUAL ELISA                     ARUP",N,SOR,50724780,0,8,SHS,1
MAGATH,MAG AUTOANTIBODY,Y,SOM,50749399,0,8,SHS,1
MAGATH,MAG AUTOANTIBODY,Y,SOM,50749407,0,8,SHS,1
MALAB,"MALARIA AB SCREEN, IFA (SERUM)",N,MSO,50731041,0,8,SHS,1
MALAR,MALARIA PREP,Y,AH,50393784,0,8,SHS,1
MALA,MALARIA,N,MSO,55032601,0,8,SHS,1
MALL10,Misc. Allergen 10,N,CHIM,50464080,0,8,SHS,1
MALL1,MISC. ALLERGEN 1,Y,CHIM,51563997,0,8,SHS,1
MALL2,Misc. Allergen 2,Y,CHIM,51564003,0,8,SHS,1
MALL3,Misc. Allergen 3,Y,CHIM,51564011,0,8,SHS,1
MALL4,Misc. Allergen 4,Y,CHIM,51564029,0,8,SHS,1
MALL5,Misc. Allergen 5,Y,CHIM,51564037,0,8,SHS,1
MALL6,Misc. Allergen 6,Y,CHIM,51564045,0,8,SHS,1
MALL7,Misc. Allergen 7,Y,CHIM,51564052,0,8,SHS,1
MALL8,Misc. Allergen 8,Y,CHIM,51564060,0,8,SHS,1
MALL9,Misc. Allergen 9,Y,CHIM,51564078,0,8,SHS,1
MALPCR,MALARIA PCR,Y,MC,55092639,0,8,SHS,1
MALSC,MALARIA PREP and ANTIGEN SCREEN,Y,AH,50393925,0,8,SHS,1
MANG,"Manganese, Serum                                ARUP",N,SOR,50725472,0,8,SHS,1
MB2CUL,"BLOOD CULTURES, PAIRED {MENLO}",N,MB,00987040,0,8,SHS,1
MB2CUL,"BLOOD CULTURES, PAIRED {MENLO}",N,MB,00987040,0,8,SHS,1
MBLCUL,BLOOD CULTURE {MENLO},N,MB,00987040,0,8,SHS,1
MBT,BLEEDING TIME {MENLO},N,CG,00985002,0,8,SHS,1
MB,CK-MB,Y,CH,51801546,0,8,SHS,1
MCAD,MCAD                              NON-ORD 4/13/06,N,MDX,50803154,0,8,SHS,1
MCAD,MCAD                              NON-ORD 4/13/06,N,MDX,50802768,0,8,SHS,1
MCAD,MCAD                              NON-ORD 4/13/06,N,MDX,50802982,0,8,SHS,1
MCAD,MCAD                              NON-ORD 4/13/06,N,MDX,50802982,0,8,SHS,1
MCAD,MCAD                              NON-ORD 4/13/06,N,MDX,50802818,0,8,SHS,1
MCALL,CALL REQUEST (MICRO),N,MC,00000097,0,8,SHS,1
MCBC,CBC {MENLO},N,,00985025,0,8,SHS,1
MCC,MCC MATERNAL SAMPLE,Y,MDX,00000688,0,8,SHS,1
MCRY,"CRYSTALS, FLUID {MENLO}",N,AH,00989060,0,8,SHS,1
MCSFCT,"CELL COUNT & DIFF, CSF {MENLO}",N,AH,00989050,0,8,SHS,1
MCSFD,CSF DIFF {MENLO},N,AH,00985007,0,8,SHS,1
MCULGC,GC CULTURE {MENLO},N,MB,00987070,0,8,SHS,1
MCULNA,NASAL CULTURE {MENLO},N,MB,00987070,0,8,SHS,1
MCULTH,THROAT CULTURE {MENLO},N,MB,00987070,0,8,SHS,1
MCUL,ROUTINE CULTURE {MENLO},N,MB,00987070,0,8,SHS,1
MDSP,MALE DONOR SCREEN PAN,Y,,51565166,0,8,SHS,1
MDSP,MALE DONOR SCREEN PAN,Y,,51565158,0,8,SHS,1
MDSP,MALE DONOR SCREEN PAN,Y,,51565588,0,8,SHS,1
MDSP,MALE DONOR SCREEN PAN,Y,,50730464,0,8,SHS,1
MDSP,MALE DONOR SCREEN PAN,Y,,55080568,0,8,SHS,1
MDT,MEDITECH ORDER,N,CH,00000042,0,8,SHS,1
MDXMIS,MOLECULAR PATH MISC TEST,Y,MDX,00041000,0,8,SHS,1
MEAIGG,MEASLES IgG,Y,V,46120762,0,8,SHS,1
MEARC,MEASLES RAPID CULTURE,Y,V,46161386,0,8,SHS,1
MECAPC,mecA by PCR,Y,MO,55092498,0,8,SHS,1
MECA,MRSA by MecA LA,B,MC,55091813,0,8,SHS,1
MECON,MECONIUM TOX SCREEN                       NONORDERABLE,N,SOM,50753797,0,8,SHS,1
MECPC2,"mecA PCR ID, culture 2 orgs",B,MC,55092142,0,8,SHS,1
MECPC2,"mecA PCR ID, culture 2 orgs",B,MC,55092142,0,8,SHS,1
MECPC3,"mecA PCR ID, culture 3 orgs",B,MC,55092142,0,8,SHS,1
MECPC3,"mecA PCR ID, culture 3 orgs",B,MC,55092142,0,8,SHS,1
MECPC3,"mecA PCR ID, culture 3 orgs",B,MC,55092142,0,8,SHS,1
MECPCR,"mecA PCR ID, cult",B,MC,55092142,0,8,SHS,1
MED45,Meditech Entry,N,CH,00000043,0,8,SHS,1
MED54,Meditech Entry,N,CH,00000044,0,8,SHS,1
MED59,Meditech Entry,N,CH,00000045,0,8,SHS,1
MELAS,MELAS mtDNA PROFILE,Y,SOM,50788863,0,8,SHS,1
MELI,MELIOIDOSIS,N,MSO,55032650,0,8,SHS,1
MEM,Measles (Rubeola) IgM,N,V,46160552,0,8,SHS,1
MEP,MEDICAL EMERGENCY PANEL,Y,CH,50411289,0,8,SHS,1
MEP,MEDICAL EMERGENCY PANEL,Y,CH,50411297,0,8,SHS,1
MEP,MEDICAL EMERGENCY PANEL,Y,CH,50411305,0,8,SHS,1
MEP,MEDICAL EMERGENCY PANEL,Y,CH,50411313,0,8,SHS,1
MEP,MEDICAL EMERGENCY PANEL,Y,CH,50411321,0,8,SHS,1
MEP,MEDICAL EMERGENCY PANEL,Y,CH,50411339,0,8,SHS,1
MERCUB,"Mercury, Blood                                  ARUP",N,SOR,50722289,0,8,SHS,1
MERC,Mercury Whole Blood,Y,CHTO,51565356,0,8,SHS,1
MERSIT,MERS INFECTION TEST PANEL,Y,,00042114,0,8,SHS,1
MESEN,ENTEROCOCCUS SENSI {MENLO},N,MB,00987184,0,8,SHS,1
MESR,SED RATE {MENLO},N,AH,00985651,0,8,SHS,1
MESS,SPECIAL MESSENGER,N,MSO,55030639,0,8,SHS,1
METB,"METABOLIC PANEL, BASIC",Y,CH,50463447,0,8,SHS,1
METC,"METABOLIC PANEL, COMPREHENSIVE",Y,CH,50463454,0,8,SHS,1
METHAD,Methadone                                       ARUP,N,SOR,50741685,0,8,SHS,1
METHB,Methemoglobin,Y,CH,51864841,0,8,SHS,1
METHI,"Methionine, Plasma                              ARUP",N,SOF,50741693,0,8,SHS,1
METHSU,METHSUXIMIDE/NORMETHSUXIMIDE                    ARUP,N,SOR,50723212,0,8,SHS,1
MEXIL,Mexiletine                                      ARUP,N,SOR,50721208,0,8,SHS,1
MEXT,EXTRA TUBE{MENLO},N,MCSO,00000105,0,8,SHS,1
ME,VIRAL AB: RUBEOLA,N,V,46120762,0,8,SHS,1
MFAX,FAX REQUEST (MICRO),N,MC,00000097,0,8,SHS,1
MFCC,FLUID CELL COUNT {MENLO},N,AH,00989050,0,8,SHS,1
MFDIFF,FLUID DIFF {MENLO},N,AH,00985007,0,8,SHS,1
MFRZH,MICRO FROZEN HANDLING FEE,N,MC,55030613,0,8,SHS,1
MGIA,GIARDIA SCRN {MENLO},N,U,00987449,0,8,SHS,1
MGMTB,"MGMT, METHYLATION SPEC,PCR,BLD",Y,MDX,50808616,0,8,SHS,1
MGMT,"MGMT, METHYLATION SPECIFIC PCR",Y,MDX,50808624,0,8,SHS,1
MGNSEN,GRAM NEGATIVE SENSI {MENLO},N,MB,00987184,0,8,SHS,1
MGN,"Magnesium, Ser/Plas",Y,CH,50402908,0,8,SHS,1
MGPSEN,GRAM POSITIVE SENSI {MENLO},N,MB,00987184,0,8,SHS,1
MGRAM,GRAM STAIN {MENLO},N,MB,00987205,0,8,SHS,1
MG,"Magnesium, Ser/Plas",N,CH,50402908,0,8,SHS,1
MHFE,HANDLING FEE {MENLO},N,MCSO,00999000,0,8,SHS,1
MHF,MICRO HANDLING FEE,B,MC,55030621,0,8,SHS,1
MHGMPL,HEMOGRAM AND PLTS {MENLO},N,AH,00985027,0,8,SHS,1
MHSEN,HEMOPHILUS SENSI {MENLO},N,MB,00987184,0,8,SHS,1
MICB,MIC Battery,Y,MC,00000046,0,8,SHS,1
MICB,MIC Battery,Y,MC,55090955,3,8,SHS,1
MIL,Milk,N,CHIM,50463835,0,8,SHS,1
MISCH,"MISCELLANEOUS, HEM.",Y,AH,00000047,0,8,SHS,1
MISCH,"MISCELLANEOUS, HEM.",Y,AH,00000000,2,8,SHS,1
MISLAB,"MISLABELED, IDENTIFIED BY               MADE NON-ORDERABLE 7/9/04 BY SJUDKINS",N,PARA,00000048,0,8,SHS,1
MISLAB,"MISLABELED, IDENTIFIED BY               MADE NON-ORDERABLE 7/9/04 BY SJUDKINS",N,PARA,00000000,2,8,SHS,1
MISPRO,MISCELLANEOUS PROCESSING,Y,SOM,50730050,0,8,SHS,1
MKOH,KOH {MENLO},N,U,00987220,0,8,SHS,1
MMASER,Methylmalonic Acid                              ARUP,N,SOF,52725504,0,8,SHS,1
MMAS,"Methylmalonic Acid, Serum",Y,BCG,52725504,0,8,SHS,1
MMCBC,CBC W/MANUAL DIFF {MENLO},N,,00985027,0,8,SHS,1
MMCBC,CBC W/MANUAL DIFF {MENLO},N,,00985007,0,8,SHS,1
MMDIF,MANUAL DIFF {MENLO},N,AH,00985007,0,8,SHS,1
MMESS,MICRO SPEC MESSENGER,N,MC,55030639,0,8,SHS,1
MMIC,Misc. Microbiology,Y,MC,55090955,0,8,SHS,1
MMIC,Misc. Microbiology,Y,MC,55080006,12,8,SHS,1
MMISCB,MISCELLANEOUS BATTERY {MENLO},N,MCSO,00000106,0,8,SHS,1
MMIST,MISC. TRANSFUSION,N,MCSO,00000107,0,8,SHS,1
MMISV,MISC. MICRO/VIRO,N,MCSO,00000108,0,8,SHS,1
MMISV,MISC. MICRO/VIRO,N,MCSO,00000000,2,8,SHS,1
MMSCN,MONO SCREEN {MENLO},N,U,00986308,0,8,SHS,1
MNAS,"NASAL SMEAR,EOS/PMNS {MENLO}",N,AH,00989190,0,8,SHS,1
MOAP,O & P {MENLO},N,U,00987177,0,8,SHS,1
MOAP,O & P {MENLO},N,U,00987209,0,8,SHS,1
MOCC,HEMOCCULTS {MENLO},N,U,00982270,0,8,SHS,1
MODY,MONOGENIC DIABETES (MODY) EVAL,Y,SOM,50790011,0,8,SHS,2
MODY,MONOGENIC DIABETES (MODY) EVAL,Y,SOM,50790012,0,8,SHS,2
MODY,MONOGENIC DIABETES (MODY) EVAL,Y,SOM,50790014,0,8,SHS,2
MODY,MONOGENIC DIABETES (MODY) EVAL,Y,SOM,50790015,0,8,SHS,1
MOID2,MOLD I.D. x 2,B,MC,55091425,0,8,SHS,1
MOID2,MOLD I.D. x 2,B,MC,55091425,0,8,SHS,1
MOID3,MOLD I.D. x 3,B,MC,55091425,0,8,SHS,1
MOID3,MOLD I.D. x 3,B,MC,55091425,0,8,SHS,1
MOID3,MOLD I.D. x 3,B,MC,55091425,0,8,SHS,1
MOID4,MOLD I.D. x 4,B,MC,55091425,0,8,SHS,1
MOID4,MOLD I.D. x 4,B,MC,55091425,0,8,SHS,1
MOID4,MOLD I.D. x 4,B,MC,55091425,0,8,SHS,1
MOID4,MOLD I.D. x 4,B,MC,55091425,0,8,SHS,1
MOID,MOLD I.D. ONLY,B,MC,55091425,0,8,SHS,1
MOLDS,MOLDS ALLERGY SCREEN,Y,CHIM,51564086,0,8,SHS,1
MOLDS,MOLDS ALLERGY SCREEN,Y,CHIM,51564086,0,8,SHS,1
MOLDS,MOLDS ALLERGY SCREEN,Y,CHIM,51564086,0,8,SHS,1
MOLDS,MOLDS ALLERGY SCREEN,Y,CHIM,51564086,0,8,SHS,1
MOLDS,MOLDS ALLERGY SCREEN,Y,CHIM,51564086,0,8,SHS,1
MOLDS,MOLDS ALLERGY SCREEN,Y,CHIM,51564086,0,8,SHS,1
MOLDS,MOLDS ALLERGY SCREEN,Y,CHIM,51564086,0,8,SHS,1
MOLDS,MOLDS ALLERGY SCREEN,Y,CHIM,51564086,0,8,SHS,1
MOLDS,MOLDS ALLERGY SCREEN,Y,CHIM,51564086,0,8,SHS,1
MOLDS,MOLDS ALLERGY SCREEN,Y,CHIM,51564086,0,8,SHS,1
MOLDS,MOLDS ALLERGY SCREEN,Y,CHIM,51564086,0,8,SHS,1
MOLDS,MOLDS ALLERGY SCREEN,Y,CHIM,51564086,0,8,SHS,1
MOLY,Molybdenum                                      ARUP,N,SOR,50742360,0,8,SHS,1
MONEBV,MONO SCREEN W/REFLEX EBV ANTIBODY,Y,AH,51823003,0,8,SHS,1
MONOSC,Infectious Mono Screen,Y,U,51823003,0,8,SHS,1
MOTOR,MOTOR NEUROPATHY PANEL,Y,SOM,50774728,0,8,SHS,1
MOTOR,MOTOR NEUROPATHY PANEL,Y,SOM,50774728,0,8,SHS,1
MOTOR,MOTOR NEUROPATHY PANEL,Y,SOM,50774728,0,8,SHS,1
MOTOR,MOTOR NEUROPATHY PANEL,Y,SOM,50774728,0,8,SHS,1
MOTOR,MOTOR NEUROPATHY PANEL,Y,SOM,50774736,0,8,SHS,1
