clinical_item_id,name,description,count,order_code_description,min_price,max_price,mean_price,median_price,min_volume_charge,max_volume_charge,mean_volume_charge,median_volume_charge
49506,LABFACT8,FACTOR VIII ASSAY,559,Factor VIII Assay,375.0,375.0,375.0,375.0,209625.0,209625.0,209625.0,209625.0
49510,LABCZPL,"CARBAMAZEPINE, SERUM",373,CARBAMAZEPINE,352.0,352.0,352.0,352.0,131296.0,131296.0,131296.0,131296.0
49516,LABAFBC,"AFB CULTURE, RESPIRATORY",7402,AFB Culture/Conc.,153.0,337.0,217.333333333,162.0,1132506.0,2494474.0,1608701.33333,1199124.0
49520,LABB2GPCO,BETA - 2 - GLYCOPROTEIN,187,BETA-2 GLYCOPROTEIN,40.0,40.0,40.0,40.0,7480.0,7480.0,7480.0,7480.0
49523,LAB11124R,COCCI CF,1184,COCCI CF,40.0,40.0,40.0,40.0,47360.0,47360.0,47360.0,47360.0
49524,LABYINFAB,INFLUENZA AB PANEL,75,INFLUENZA AB PANEL                   NONORDERABLE,12.0,12.0,12.0,12.0,900.0,900.0,900.0,900.0
49526,LABMETHB,METHEMOGLOBIN,240,Methemoglobin,81.0,81.0,81.0,81.0,19440.0,19440.0,19440.0,19440.0
49528,LABAFBCF,"AFB CULTURE, RESPIRATORY FOR CYSTIC FIBROSIS",995,AFB Culture/Conc/CF,153.0,337.0,217.333333333,162.0,152235.0,335315.0,216246.666667,161190.0
49534,LABUTPRAN,"PROTEIN WITH CREATININE, URINE (RANDOM)",1821,"PROTEIN, UR (RANDOM) W/CREAT",103.0,103.0,103.0,103.0,187563.0,187563.0,187563.0,187563.0
49536,LABYAMEB,E. HISTOLYTICA AB,26,E. HISTOLYTICA AB,27.0,27.0,27.0,27.0,702.0,702.0,702.0,702.0
49538,LAB11028R,"ACE, CSF",137,"ACE, CSF",24.0,24.0,24.0,24.0,3288.0,3288.0,3288.0,3288.0
49549,LABASQ,ACETONE SEMI QUALITATIVE,766,Ketones Semi Quant,243.0,243.0,243.0,243.0,186138.0,186138.0,186138.0,186138.0
49550,LABANERB,ANAEROBIC CULTURE BB,94,Anaerobic Culture/BB,544.0,544.0,544.0,544.0,51136.0,51136.0,51136.0,51136.0
49580,LABKOHP,KOH / CALCOFLUOR,459,KOH Prep,270.0,270.0,270.0,270.0,123930.0,123930.0,123930.0,123930.0
49594,LABCRPLC,"CRYPTOCOCCAL AG LATEX, CSF",1141,Latex Crypto Ag - CSF,309.0,309.0,309.0,309.0,352569.0,352569.0,352569.0,352569.0
49609,LABUUNT,"UREA NITROGEN, URINE (TIMED)",1017,"UREA, URINE (TIMED)",93.0,93.0,93.0,93.0,94581.0,94581.0,94581.0,94581.0
49613,LABYGLUC,GLUCAGON,27,GLUCAGON,19.0,19.0,19.0,19.0,513.0,513.0,513.0,513.0
49614,LABUAMY,"AMYLASE WITH CREATININE, URINE (RANDOM)",186,"AMYLASE, UR (RANDOM) W/CREAT",395.0,395.0,395.0,395.0,73470.0,73470.0,73470.0,73470.0
49657,LABCRYO,CRYOPROTEIN SEMI - QUANTITATIVE,342,CRYOPROTEIN,229.0,229.0,229.0,229.0,78318.0,78318.0,78318.0,78318.0
49659,LABHIVDS,HIV - 1 AG DONOR SCREEN QUALITATIVE,62,HIV-1 AG DONON SCRN QUAL.,110.0,110.0,110.0,110.0,6820.0,6820.0,6820.0,6820.0
49664,LABADAM13,ADAMTS-13 ACTIVITY AND ANTIGEN TESTING,17,ADAMTS-13 ACTIVITY AND ANTIGEN TESTING,427.0,427.0,427.0,427.0,7259.0,7259.0,7259.0,7259.0
49666,LABVSTLC,VIRAL STOOL CULTURE,389,Viral Stool Culture,484.0,484.0,484.0,484.0,188276.0,188276.0,188276.0,188276.0
49676,LAB11023R,EB NUCLEAR AG AB,263,EB NUCLEAR AG AB,47.0,47.0,47.0,47.0,12361.0,12361.0,12361.0,12361.0
49687,LABYPTHRP,"PTH-RELATED PEPTIDE, PLASMA",323,PTH-RELATED PEPTIDE,14.0,14.0,14.0,14.0,4522.0,4522.0,4522.0,4522.0
49689,LABDFA,DENGUE FEVER AB,89,"DENGUE FEVER AB IgG, IgM",30.0,30.0,30.0,30.0,2670.0,2670.0,2670.0,2670.0
49694,LABFDP,FIBRIN DEGRADATION PRODUCTS,223,Fibrin Degradation Products,107.0,107.0,107.0,107.0,23861.0,23861.0,23861.0,23861.0
49700,LABSPAGD,S. PNEUMONIAE AG DETECTION LA,147,"S. PNEUMONIAE AG DETECTION,LA",55.0,55.0,55.0,55.0,8085.0,8085.0,8085.0,8085.0
49702,LABYCOPPR,"COPPER, SERUM",304,COPPER,24.0,24.0,24.0,24.0,7296.0,7296.0,7296.0,7296.0
49709,LAB11070R,ALDOSTERONE,243,ALDOSTERONE,33.0,33.0,33.0,33.0,8019.0,8019.0,8019.0,8019.0
49714,LABEP1,ELECTROLYTE PANEL,1096,ELECTROLYTE PANEL,342.0,342.0,342.0,342.0,374832.0,374832.0,374832.0,374832.0
49721,LABLEID,FACTOR V LEIDEN,678,FACTOR V LEIDEN,578.0,578.0,578.0,578.0,391884.0,391884.0,391884.0,391884.0
49729,LABIGET,TOTAL IGE,925,Total IgE,379.0,379.0,379.0,379.0,350575.0,350575.0,350575.0,350575.0
49747,LABYUFCAT,"CATECHOLAMINES FRACTIONATED FREE, URINE",135,"CATECHOLAMINE FRACT, FREE, UR",23.0,23.0,23.0,23.0,3105.0,3105.0,3105.0,3105.0
49752,LABACTHO,ADRENOCORTICOTROPIC HORMONE (ACTH),462,ACTH,551.0,551.0,551.0,551.0,254562.0,254562.0,254562.0,254562.0
49784,LABCHOL,"CHOLESTEROL TOTAL, SERUM/PLASMA",269,"Cholesterol, Total",145.0,145.0,145.0,145.0,39005.0,39005.0,39005.0,39005.0
49791,LABFHV12,"HSV 1 AND 2 PCR, NON CSF",669,"HSV 1/2 PCR, NON CSF",63.0,63.0,63.0,63.0,42147.0,42147.0,42147.0,42147.0
65811,LABFHV12,"HSV 1/2 PCR, NON CSF",3,"HSV 1/2 PCR, NON CSF",63.0,63.0,63.0,63.0,189.0,189.0,189.0,189.0
49802,LABYHABQ,ANTI HBS QUANT,57,"HEP B SURFACE AB, QUAL/QUANT",10.0,10.0,10.0,10.0,570.0,570.0,570.0,570.0
62074,LABYHABQ,HEP B SURF AB QUANT,249,"HEP B SURFACE AB, QUAL/QUANT",10.0,10.0,10.0,10.0,2490.0,2490.0,2490.0,2490.0
49806,LABGBMIFA,GBM IGA AND IGG AB,57,"GBM ABS, IGA & IGG (IFA)",64.0,64.0,64.0,64.0,3648.0,3648.0,3648.0,3648.0
49809,LABDWNIL,"DONOR, WEST NILE VIRUS NAT",34,"DONOR, WEST NILE VIRUS NAT",290.0,290.0,290.0,290.0,9860.0,9860.0,9860.0,9860.0
49822,LABFADAG,"ADENOVIRUS AG, STOOL",419,ADENOVIRUS AG,52.0,52.0,52.0,52.0,21788.0,21788.0,21788.0,21788.0
49826,LABYUCOP,"COPPER, URINE",121,"COPPER, URINE",11.0,11.0,11.0,11.0,1331.0,1331.0,1331.0,1331.0
49833,LAB11134R,DONOR HCV AB,37,DONOR HCV AB,63.0,63.0,63.0,63.0,2331.0,2331.0,2331.0,2331.0
49841,LAB11030R,EB VIRAL CAPSID AG IGG AB,256,EB VIRAL CAPSID AG IGG AB,32.0,32.0,32.0,32.0,8192.0,8192.0,8192.0,8192.0
49844,LABIGA,"IGA, SERUM",257,"IgA, Serum",213.0,213.0,213.0,213.0,54741.0,54741.0,54741.0,54741.0
49848,LABUCAT,"CALCIUM, URINE (TIMED)",60,"CALCIUM, URINE (TIMED)",149.0,149.0,149.0,149.0,8940.0,8940.0,8940.0,8940.0
49849,LAB11122R,"TOXOPLASMA AB, IGM",42,TOXOPLASMA IgM ELISA,121.0,121.0,121.0,121.0,5082.0,5082.0,5082.0,5082.0
63788,LAB11122R,TOXOPLASMA IGM ELISA,3,TOXOPLASMA IgM ELISA,121.0,121.0,121.0,121.0,363.0,363.0,363.0,363.0
49864,LABMONEBV,MONO SCREEN WITH REFLEX EBV AB,240,MONO SCREEN W/REFLEX EBV ANTIBODY,199.0,199.0,199.0,199.0,47760.0,47760.0,47760.0,47760.0
49871,LABYIGF1,INSULIN LIKE GROWTH FACTOR I,19,Insulin Like Growth Factor 1            MAYO,28.0,28.0,28.0,28.0,532.0,532.0,532.0,532.0
49876,LABFADA,"ADENOSINE DEAMINASE, FLUID",395,"ADENOSINE DEAMINASE,BODY FLUID",40.0,40.0,40.0,40.0,15800.0,15800.0,15800.0,15800.0
49878,LABHIVQ2,HIV QUANTITATIVE PCR,276,HIV Quantitative PCR,1377.0,1377.0,1377.0,1377.0,380052.0,380052.0,380052.0,380052.0
62011,LABHIVQ2,HIV-1 RNA PCR QUANTITATIVE,441,HIV Quantitative PCR,1377.0,1377.0,1377.0,1377.0,607257.0,607257.0,607257.0,607257.0
49904,LABP20210,PROTHROMBIN 20210A,628,PROTHROMBIN-20210A,578.0,578.0,578.0,578.0,362984.0,362984.0,362984.0,362984.0
49909,LABYEBPCR,"EBV BY RAPID PCR, CSF",41,"EPSTEIN BARR VIRUS PCR, FLUIDS",85.0,85.0,85.0,85.0,3485.0,3485.0,3485.0,3485.0
62158,LABYEBPCR,"EPSTEIN BARR VIRUS PCR, FLUIDS",65,"EPSTEIN BARR VIRUS PCR, FLUIDS",85.0,85.0,85.0,85.0,5525.0,5525.0,5525.0,5525.0
63806,LABYEBPCR,"EPSTEIN-BARR VIRUS PCR, NON-BLOOD",158,"EPSTEIN BARR VIRUS PCR, FLUIDS",85.0,85.0,85.0,85.0,13430.0,13430.0,13430.0,13430.0
68319,LABYEBPCR,"EPSTEIN-BARR VIRUS PCR, CSF",101,"EPSTEIN BARR VIRUS PCR, FLUIDS",85.0,85.0,85.0,85.0,8585.0,8585.0,8585.0,8585.0
49918,LABRITUX,RITUXAN PANEL,658,RITUXAN PANEL,4363.0,4363.0,4363.0,4363.0,2870854.0,2870854.0,2870854.0,2870854.0
49982,LABUNAT,"SODIUM, URINE (TIMED)",297,"SODIUM, URINE (TIMED)",134.0,134.0,134.0,134.0,39798.0,39798.0,39798.0,39798.0
49984,LABSTFAT,"FAT STAIN, STOOL",299,"Fat Stain, Stool",303.0,303.0,303.0,303.0,90597.0,90597.0,90597.0,90597.0
49992,LABUALB,"ALBUMIN WITH CREATININE, URINE (RANDOM)",380,"ALBUMIN, UR (RANDOM) W/CREAT",126.0,126.0,126.0,126.0,47880.0,47880.0,47880.0,47880.0
50003,LAB11440R,H. PYLORI UREA BREATH TEST,19,H.PYLORI UREA BREATH TEST,180.0,180.0,180.0,180.0,3420.0,3420.0,3420.0,3420.0
50009,LABANTITG,ANTI - THYROGLOBULIN AB,204,Anti-Thyroglobulin AB,227.0,227.0,227.0,227.0,46308.0,46308.0,46308.0,46308.0
50010,LABHIVDAG,HIV - 1 DIRECT AG (ICD),28,HIV-1 DIRECT AG (ICD),150.0,150.0,150.0,150.0,4200.0,4200.0,4200.0,4200.0
50022,LABUPHOS,"PHOSPHATE WITH CREATININE, URINE (RANDOM)",46,"PHOSPHATE, UR (RANDOM) W/CREAT",115.0,115.0,115.0,115.0,5290.0,5290.0,5290.0,5290.0
50054,LABFQFVR,COXIELLA BURNETII AB,218,COXIELLA BURNETII AB W/RFLX,16.0,16.0,16.0,16.0,3488.0,3488.0,3488.0,3488.0
50065,LABLUT,LEUTEINIZING HORMONE,105,LH,344.0,344.0,344.0,344.0,36120.0,36120.0,36120.0,36120.0
63847,LABLUT,LUTEINIZING HORMONE,68,LH,344.0,344.0,344.0,344.0,23392.0,23392.0,23392.0,23392.0
50072,LABTHEOL,THEOPHYLLINE LEVEL,195,THEOPHYLLINE,275.0,275.0,275.0,275.0,53625.0,53625.0,53625.0,53625.0
50079,LAB11024R,EB VIRAL CAPSID AG IGM AB,257,EB VIRAL CAPSID AG IGM AB,47.0,47.0,47.0,47.0,12079.0,12079.0,12079.0,12079.0
50082,LABYA1AS,ALPHA - 1 - ANTITRYPSIN,484,ALPHA-1-ANTITRYPSIN,12.0,12.0,12.0,12.0,5808.0,5808.0,5808.0,5808.0
50087,LABTOTALS,"PROTEIN S AG, TOTAL",37,"PROTEIN S AG, TOTAL",269.0,269.0,269.0,269.0,9953.0,9953.0,9953.0,9953.0
50091,LABYSDA,"DRUG SCREEN, PLASMA",120,"DRUG SCRN, PRESCRIPTION",27.0,28.0,27.5,27.5,3240.0,3360.0,3300.0,3300.0
50101,LABUCL,"CHLORIDE WITH CREATININE, URINE (RANDOM)",109,"CHLORIDE, UR (RANDOM) W/CREAT",131.0,131.0,131.0,131.0,14279.0,14279.0,14279.0,14279.0
50109,LABHBSQL,ANTI-HBS QUAL,764,ANTI-HBS QUAL,197.0,197.0,197.0,197.0,150508.0,150508.0,150508.0,150508.0
50115,LABDVEMPV,DIRECT VIRAL EXAM MPV,8,DIRECT VIRAL EXAM MPV,190.0,190.0,190.0,190.0,1520.0,1520.0,1520.0,1520.0
50126,LABBMC,BONE MARROW CULTURE,59,Bone Marrow Cult/GS,150.0,302.0,226.0,226.0,8850.0,17818.0,13334.0,13334.0
50163,LABAST,"AST, SERUM/PLASMA",869,"AST (SGOT), Ser/Plas",180.0,180.0,180.0,180.0,156420.0,156420.0,156420.0,156420.0
50174,LABAS4I,AB SCREEN,32,ANTIBODY SCREEN (GALILEO),325.0,325.0,325.0,325.0,10400.0,10400.0,10400.0,10400.0
50187,LABUPIET,URINE PROTEIN IMMUNOFIXATION ELECTROPHORESIS (TIMED),82,"URINE PROTEIN IMMUNOFIX ELECT, TIMED",376.0,376.0,376.0,376.0,30832.0,30832.0,30832.0,30832.0
50189,LABASTRO,ANTI STREPTOLYSIN O,111,Anti Streptolysin O,186.0,186.0,186.0,186.0,20646.0,20646.0,20646.0,20646.0
50194,LAB11068R,ACE,420,ACE,15.0,15.0,15.0,15.0,6300.0,6300.0,6300.0,6300.0
50201,LABIGP,"IG PANEL, SERUM",580,"Ig PANEL, SER",639.0,639.0,639.0,639.0,370620.0,370620.0,370620.0,370620.0
50203,LABYSTOSM,"OSMOLALITY, STOOL",316,"OSMOLALITY, STOOL",41.0,41.0,41.0,41.0,12956.0,12956.0,12956.0,12956.0
50204,LABANTNEU,ANTI - NEUTROPHIL AB,87,ANTI-NEUTROPHIL AB,92.0,92.0,92.0,92.0,8004.0,8004.0,8004.0,8004.0
50206,LABCD34,"CD34 PANEL, BLOOD",87,"CD34 PANEL, BLD",699.0,699.0,699.0,699.0,60813.0,60813.0,60813.0,60813.0
50211,LABYUOPC,"OPIATE CONFIRMATION, URINE",98,"OPIATE CONFIRMATION, UR",24.0,24.0,24.0,24.0,2352.0,2352.0,2352.0,2352.0
50219,LABYSTK,"POTASSIUM, STOOL",237,"POTASSIUM, RANDOM STOOL",34.0,34.0,34.0,34.0,8058.0,8058.0,8058.0,8058.0
63802,LABYSTK,"POTASSIUM, RANDOM STOOL",100,"POTASSIUM, RANDOM STOOL",34.0,34.0,34.0,34.0,3400.0,3400.0,3400.0,3400.0
50224,LABBARSAB,BARTONELLA SPECIES AB,140,BARTONELLA SPECIES AB W/RFLX,28.0,28.0,28.0,28.0,3920.0,3920.0,3920.0,3920.0
50240,LABFTRIGA,"TRIGLYCERIDES, NON-PLEURAL",319,"TRIGLYCERIDES, FLUID",9.0,9.0,9.0,9.0,2871.0,2871.0,2871.0,2871.0
50252,LAB11107R,HBE ANTIGEN,146,HBE AG,18.0,18.0,18.0,18.0,2628.0,2628.0,2628.0,2628.0
50253,LABPCCG4O,"ISTAT CG4, OTHER",4112,"ISTAT CG4, OTHER",330.0,815.0,572.5,572.5,1356960.0,3351280.0,2354120.0,2354120.0
50254,LABSCHIG,SCHISTOSOMA IGG AB ELISA,63,"SCHISTOSOMA IGG AB, FMI(SERUM)",77.0,77.0,77.0,77.0,4851.0,4851.0,4851.0,4851.0
50263,LABAVRT,HIV - 1 GENOTYPING,9,HIV-1 Genotyping,2847.0,2847.0,2847.0,2847.0,25623.0,25623.0,25623.0,25623.0
62096,LABAVRT,HIV-1 GENOTYPE & ANTIVIR RESIST,120,HIV-1 Genotyping,2847.0,2847.0,2847.0,2847.0,341640.0,341640.0,341640.0,341640.0
68268,LABAVRT,HIV GENO EXPR ANTIVIR RESIST,19,HIV-1 Genotyping,2847.0,2847.0,2847.0,2847.0,54093.0,54093.0,54093.0,54093.0
50272,LABTBLYM,"T SUBSETS AND B LYMPHOCYTES, BLOOD",433,"T SUBSETS AND B LYMPHS, BLD",422.0,575.0,520.75,543.0,182726.0,248975.0,225484.75,235119.0
50282,LABROPK,ISOSPORA/CYCLOSPORA SCREEN,315,R/O ISOSPORA CYCLOSPORA,162.0,162.0,162.0,162.0,51030.0,51030.0,51030.0,51030.0
50290,LABYMETFF,"METANEPHRINES FRACTIONATED FREE, PLASMA",263,"METANEPHRINES, FRACT. FREE",68.0,68.0,68.0,68.0,17884.0,17884.0,17884.0,17884.0
50291,LABUCA,"CALCIUM WITH CREATININE, URINE (RANDOM)",48,"CALCIUM, UR (RANDOM) W/CREAT",149.0,149.0,149.0,149.0,7152.0,7152.0,7152.0,7152.0
50298,LABCORTS,"CORTISOL, POST OP",719,"Cortisol, Post Op",374.0,374.0,374.0,374.0,268906.0,268906.0,268906.0,268906.0
50299,LABANTIM,ANTI - TPO AB,383,Anti-TPO Antibody,270.0,270.0,270.0,270.0,103410.0,103410.0,103410.0,103410.0
50304,LAB11085R,MPO AB,58,MPO AB,28.0,28.0,28.0,28.0,1624.0,1624.0,1624.0,1624.0
63732,LAB11085R,MYELOPEROXIDASE ANTIBODY,171,MPO AB,28.0,28.0,28.0,28.0,4788.0,4788.0,4788.0,4788.0
50305,LABYANTJO,AUTOANTIBODIES TO JO1,25,"JO 1 AB, IGG",17.0,17.0,17.0,17.0,425.0,425.0,425.0,425.0
50309,LAB11234R,VZV TOTAL AND IGM AB PANEL,275,VZV TOTAL AND IGM AB PANEL,42.0,42.0,42.0,42.0,11550.0,11550.0,11550.0,11550.0
50329,LABYFT3,"T3, FREE",973,"T3, FREE",4.0,4.0,4.0,4.0,3892.0,3892.0,3892.0,3892.0
50350,LAB11075R,SMOOTH MUSCLE AB,647,SMOOTH MUSCLE AB,15.0,15.0,15.0,15.0,9705.0,9705.0,9705.0,9705.0
50358,LABFLCR,FREE LIGHT CHAIN RATIO,527,FREE LIGHT CHAIN RATIO,189.0,189.0,189.0,189.0,99603.0,99603.0,99603.0,99603.0
50360,LABADPCRQ,"ADENOVIRUS REAL TIME PCR,QUANTITATIVE",299,"ADENOVIRUS,QUANT REAL TIME PCR",152.0,152.0,152.0,152.0,45448.0,45448.0,45448.0,45448.0
50367,LABCOXPNL,COXSACKIE A AB PANEL,81,COXSACKIE A AB,17.0,17.0,17.0,17.0,1377.0,1377.0,1377.0,1377.0
50373,LABCRPLB,"CRYPTOCOCCAL AG LATEX, BLOOD",893,Latex Crypto Ag-Bld,309.0,309.0,309.0,309.0,275937.0,275937.0,275937.0,275937.0
50376,LABFCYST,CYSTICERCUS IGG AB,15,CYSTICERCUS IgG ANTIBODY,107.0,107.0,107.0,107.0,1605.0,1605.0,1605.0,1605.0
50379,LAB11242R,VZV QUANT,349,VZV QUANT,262.0,262.0,262.0,262.0,91438.0,91438.0,91438.0,91438.0
50393,LABBKVQU,BK VIRUS DNA QUANTITATION,64,"BK VIRUS DNA, QUANT RT PCR",150.0,150.0,150.0,150.0,9600.0,9600.0,9600.0,9600.0
50425,LABHV6DNA,HERPES VIRAL 6 DNA QUALITATIVE,931,"HERPES VIRAL 6 DNA, QUAL",107.0,107.0,107.0,107.0,99617.0,99617.0,99617.0,99617.0
50442,LABSTOBGC,"OCCULT BLD, GUAIAC, STOOL, COLORECTAL SC.",901,"OCCULT BLD, GUAIAC, STOOL, COLORECTAL SC.",101.0,101.0,101.0,101.0,91001.0,91001.0,91001.0,91001.0
50452,LAB11556R,BLASTOMYCES SEROLOGIES,130,BLASTOMYCES SEROLOGIES,49.0,49.0,49.0,49.0,6370.0,6370.0,6370.0,6370.0
50477,LABLWBCS2,"LYME WESTERN BLOT, SERUM",83,LYME SERUM WESTERN BLOT,32.0,32.0,32.0,32.0,2656.0,2656.0,2656.0,2656.0
50490,LABYTOPIR,TOPIRAMATE,93,TOPIRAMATE,28.0,28.0,28.0,28.0,2604.0,2604.0,2604.0,2604.0
50499,LABLYMES2,"LYME SCREEN, SERUM",131,LYME SERUM SCREEN                      NONORDERABLE,55.0,55.0,55.0,55.0,7205.0,7205.0,7205.0,7205.0
50504,LABCO2,"CO2, SERUM/PLASMA",430,"CO2, Ser/Plas",95.0,95.0,95.0,95.0,40850.0,40850.0,40850.0,40850.0
50510,LABCLACT,"LACTIC ACID, CSF",1530,"Lactic Acid, CSF",330.0,330.0,330.0,330.0,504900.0,504900.0,504900.0,504900.0
50511,LABDVERSV,DIRECT VIRAL EXAM RSV,91,DIRECT VIRAL EXAM RSV,249.0,249.0,249.0,249.0,22659.0,22659.0,22659.0,22659.0
50512,LABYUARS,"ARSENIC FRACTIONATION, URINE",11,"ARSENIC FRACTIONATION, URINE",55.0,55.0,55.0,55.0,605.0,605.0,605.0,605.0
50516,LABTEGCP,THROMBELASTOGRAPH CLOTTING PROFILE,736,THROMBELASTOGRAPH CLOT. PROF.,747.0,747.0,747.0,747.0,549792.0,549792.0,549792.0,549792.0
50520,LABYHISTU,"HISTOPLASMA AG, URINE",1361,"HISTOPLASMA AG, URINE",109.0,109.0,109.0,109.0,148349.0,148349.0,148349.0,148349.0
50529,LABFTRPL,"TRIGLYCERIDES, PLEURAL",1022,"TRIGLYCERIDES, PLEURAL",175.0,175.0,175.0,175.0,178850.0,178850.0,178850.0,178850.0
50535,LAB11106R,HBE AB,132,HBE AB,20.0,20.0,20.0,20.0,2640.0,2640.0,2640.0,2640.0
50542,LABCSFLD,"LDH, CSF",276,"LDH, CSF",193.0,193.0,193.0,193.0,53268.0,53268.0,53268.0,53268.0
50557,LABYTESFT,"TESTOSTERONE, TOTAL AND FREE",141,"TESTOSTERONE, TOTAL & FREE",11.0,11.0,11.0,11.0,1551.0,1551.0,1551.0,1551.0
50562,LABCD4CT,CD4 COUNT,249,CD4 COUNT,522.0,522.0,522.0,522.0,129978.0,129978.0,129978.0,129978.0
50579,LABYUTHC,"TETRAHYDROCANNABINOL, URINE",57,"TETRAHYDROCANNABINOL, URINE",13.0,13.0,13.0,13.0,741.0,741.0,741.0,741.0
50585,LABHCVGE,HEPATITIS C VIRUS GENOTYPING,26,HEPATITIS C (HCV) GENOTYPE               NONORDERABLE,2847.0,2847.0,2847.0,2847.0,74022.0,74022.0,74022.0,74022.0
50588,LABTT,THROMBIN TIME,673,Thrombin Time,167.0,167.0,167.0,167.0,112391.0,112391.0,112391.0,112391.0
50607,LABUOROT,"OROTIC ACID, URINE",15,"OROTIC ACID, URINE",200.0,200.0,200.0,200.0,3000.0,3000.0,3000.0,3000.0
50608,LABHA1C,HGB A1C W/ EST MEAN GLUCOSE,183,HEMOGLOBIN A1C W/ EST MEAN GLUCOSE,145.0,145.0,145.0,145.0,26535.0,26535.0,26535.0,26535.0
50627,LABHSAB,HSV VIRAL AB,189,VIRAL AB: HSV,226.0,240.0,233.0,233.0,42714.0,45360.0,44037.0,44037.0
50638,LABFLUAPX,FLU A PCR REFLEX TO 2009 H1N1,742,FLU A PCR REFLEX TO 2009 H1N1,651.0,651.0,651.0,651.0,483042.0,483042.0,483042.0,483042.0
50639,LABYMEXIL,MEXILETINE,21,MEXILETINE,90.0,90.0,90.0,90.0,1890.0,1890.0,1890.0,1890.0
50642,LABCRYST,"CRYSTAL ANALYSIS, SYNOVIAL FLUID",702,"CRYSTAL ANALYSIS, SYN FLD",244.0,244.0,244.0,244.0,171288.0,171288.0,171288.0,171288.0
50648,LAB11265R,ENTAMOEBA HISTOLYTICA AG,128,ENTAMOEBA HISTOLYTICA AG,65.0,65.0,65.0,65.0,8320.0,8320.0,8320.0,8320.0
50651,LABTOXO,TOXOPLASMA SEROLOGY,134,TOXOPLASMA IgG:,231.0,231.0,231.0,231.0,30954.0,30954.0,30954.0,30954.0
62106,LABTOXO,TOXOPLASMA IGG,83,TOXOPLASMA IgG:,231.0,231.0,231.0,231.0,19173.0,19173.0,19173.0,19173.0
50654,LABWNVAB,"WEST NILE VIRUS AB PANEL, CSF",566,"WEST NILE VIRUS AB PANEL,CSF",107.0,107.0,107.0,107.0,60562.0,60562.0,60562.0,60562.0
50662,LABB2M,"BETA - 2 - MICROGLOBULIN, SERUM",241,"Beta-2-Microglobulin,Ser",178.0,178.0,178.0,178.0,42898.0,42898.0,42898.0,42898.0
50665,LAB11179R,"NICOTINE & METABOLITES, U",35,"NICOTINE & METABOLITES, URINE",23.0,23.0,23.0,23.0,805.0,805.0,805.0,805.0
50666,LABIFEDE,"IMMUNOFIXATION IGD AND IGE, SERUM",17,"IMMUNOFIXATION, IgD & IgE",151.0,151.0,151.0,151.0,2567.0,2567.0,2567.0,2567.0
50675,LABYWNILE,"WEST NILE VIRUS AB, IGG AND IGM",341,"WEST NILE VIRUS AB, IGG & IGM",47.0,47.0,47.0,47.0,16027.0,16027.0,16027.0,16027.0
50678,LABPROTS,PROTEIN S ACTIVITY,431,Protein S Activity,282.0,282.0,282.0,282.0,121542.0,121542.0,121542.0,121542.0
50685,LABGCCR2,GC MOLECULAR DETECTION,281,GC molec detection,566.0,566.0,566.0,566.0,159046.0,159046.0,159046.0,159046.0
50692,LABOLIG,CSF PROTEIN & IMMUNOFIX ELECT.,514,"OLIGOCLONAL BANDING, CSF",374.0,374.0,374.0,374.0,192236.0,192236.0,192236.0,192236.0
50711,LABDRPRS,"DONOR, RPR",31,DONOR SYPHILIS SCREEN,29.0,29.0,29.0,29.0,899.0,899.0,899.0,899.0
65814,LABDRPRS,DONOR SYPHILIS SCREEN,3,DONOR SYPHILIS SCREEN,29.0,29.0,29.0,29.0,87.0,87.0,87.0,87.0
50734,LABYLEVT,LEVETIRACETAM,89,LEVETIRACETAM,22.0,22.0,22.0,22.0,1958.0,1958.0,1958.0,1958.0
50748,LABFENTA,ENTAMOEBA HISTOLYTICA AB,97,ENTAMOEBA HISTOLYTICA IGG,61.0,61.0,61.0,61.0,5917.0,5917.0,5917.0,5917.0
50765,LABDHIVB,DONOR HIV AB,34,Donor HIV Ab,51.0,51.0,51.0,51.0,1734.0,1734.0,1734.0,1734.0
50785,LABIGGSUB,IGG  SUBCLASSES,96,IGG SUBCLASSES,186.0,213.0,199.5,199.5,17856.0,20448.0,19152.0,19152.0
50792,LABHBPQ,HEPATITIS B PCR QUANTITATIVE,522,Hep B PCR Quant                          NONORDERABLE,794.0,794.0,794.0,794.0,414468.0,414468.0,414468.0,414468.0
50793,LABYKLFRE,IMMUNO FREE LIGHT CHAINS,10,IMMUNO FREE LIGHT CHAINS                 NONORDERABLE,13.0,13.0,13.0,13.0,130.0,130.0,130.0,130.0
50809,LABDVEAB,RAPID FLU A/B EIA,63,Rapid Flu A/B EIA,111.0,111.0,111.0,111.0,6993.0,6993.0,6993.0,6993.0
50822,LABYCENT,CENTROMERE ANTIBODIES,86,"CENTROMERE ABS, IGG",18.0,18.0,18.0,18.0,1548.0,1548.0,1548.0,1548.0
50833,LAB11562R,LYMPHOCYTIC CHORIOMENINGITI AB,29,LYMPHOCYTIC CHORIOMENINGITI AB,50.0,50.0,50.0,50.0,1450.0,1450.0,1450.0,1450.0
50850,LABYBOH,BETA-HYDROXYBUTYRATE,352,BETA-HYDROXYBUTYRATE,27.0,27.0,27.0,27.0,9504.0,9504.0,9504.0,9504.0
50865,LABATTG,IGA ANTI  TTG,172,IGA ANTI-TTG,273.0,273.0,273.0,273.0,46956.0,46956.0,46956.0,46956.0
