procedure_cat,reference_code_set,code,proc_simple,proc_simple_comment,reference_description
NEPH,ICD-10-PCS,0TP542Z,Retroperitoneal surgery,,"Removal of Monitoring Device from Kidney, Percutaneous Endoscopic Approach"
NEPH,ICD-10-PCS,0TP50KZ,Retroperitoneal surgery,,"Removal of Nonautologous Tissue Substitute from Kidney, Open Approach"
NEPH,ICD-10-PCS,0TP54KZ,Retroperitoneal surgery,,"Removal of Nonautologous Tissue Substitute from Kidney, Percutaneous Endoscopic Approach"
NEPH,ICD-10-PCS,0TP50YZ,Retroperitoneal surgery,,"Removal of Other Device from Kidney, Open Approach"
NEPH,ICD-10-PCS,0TP54YZ,Retroperitoneal surgery,,"Removal of Other Device from Kidney, Percutaneous Endoscopic Approach"
NEPH,ICD-10-PCS,0TP50JZ,Retroperitoneal surgery,,"Removal of Synthetic Substitute from Kidney, Open Approach"
NEPH,ICD-10-PCS,0TP54JZ,Retroperitoneal surgery,,"Removal of Synthetic Substitute from Kidney, Percutaneous Endoscopic Approach"
NEPH,ICD-10-PCS,0TT20ZZ,Retroperitoneal surgery,,"Resection of Bilateral Kidneys, Open Approach"
NEPH,ICD-10-PCS,0TT24ZZ,Retroperitoneal surgery,,"Resection of Bilateral Kidneys, Percutaneous Endoscopic Approach"
NEPH,ICD-10-PCS,0TT40ZZ,Retroperitoneal surgery,,"Resection of Left Kidney Pelvis, Open Approach"
NEPH,ICD-10-PCS,0TT44ZZ,Retroperitoneal surgery,,"Resection of Left Kidney Pelvis, Percutaneous Endoscopic Approach"
NEPH,ICD-10-PCS,0TT10ZZ,Retroperitoneal surgery,,"Resection of Left Kidney, Open Approach"
NEPH,ICD-10-PCS,0TT14ZZ,Retroperitoneal surgery,,"Resection of Left Kidney, Percutaneous Endoscopic Approach"
NEPH,ICD-10-PCS,0TT30ZZ,Retroperitoneal surgery,,"Resection of Right Kidney Pelvis, Open Approach"
NEPH,ICD-10-PCS,0TT34ZZ,Retroperitoneal surgery,,"Resection of Right Kidney Pelvis, Percutaneous Endoscopic Approach"
NEPH,ICD-10-PCS,0TT00ZZ,Retroperitoneal surgery,,"Resection of Right Kidney, Open Approach"
NEPH,ICD-10-PCS,0TT04ZZ,Retroperitoneal surgery,,"Resection of Right Kidney, Percutaneous Endoscopic Approach"
NEPH,ICD-10-PCS,0TW50YZ,Retroperitoneal surgery,,"Revision of Other Device in Kidney, Open Approach"
NEPH,ICD-10-PCS,0TW54YZ,Retroperitoneal surgery,,"Revision of Other Device in Kidney, Percutaneous Endoscopic Approach"
OVRY,CPT,58900,Pelvic surgery,,"Biopsy of ovary, unilateral or bilateral (separate procedure)  "
OVRY,CPT,58822,Pelvic surgery,,Drainage of ovarian abscess; abdominal approach  
OVRY,CPT,58820,Pelvic surgery,,"Drainage of ovarian abscess; vaginal approach, open  "
OVRY,CPT,58805,Pelvic surgery,,"Drainage of ovarian cyst(s), unilateral or bilateral (separate procedure); abdominal approach  "
OVRY,CPT,58800,Pelvic surgery,,"Drainage of ovarian cyst(s), unilateral or bilateral (separate procedure); vaginal approach  "
OVRY,CPT,58970,Pelvic surgery,,"Follicle puncture for oocyte retrieval, any method  "
OVRY,CPT,58662,Pelvic surgery,,"Laparoscopy, surgical; with fulguration or excision of lesions of the ovary, pelvic viscera, or peritoneal surface by any method "
OVRY,CPT,58660,Pelvic surgery,,"Laparoscopy, surgical; with lysis of adhesions (salpingolysis, ovariolysis) (separate procedure) "
OVRY,CPT,58661,Pelvic surgery,,"Laparoscopy, surgical; with removal of adnexal structures (partial or total oophorectomy and/or salpingectomy)  "
OVRY,CPT,58740,Pelvic surgery,,"Lysis of adhesions (salpingolysis, ovariolysis) "
OVRY,CPT,58940,Pelvic surgery,,"Oophorectomy, partial or total, unilateral or bilateral;"
OVRY,CPT,58943,Pelvic surgery,,"Oophorectomy, partial or total, unilateral or bilateral; for ovarian, tubal or primary peritoneal malignancy, with para-aortic and pelvic lymph node biopsies, peritoneal washings, peritoneal biopsies, diaphragmatic assessments, with or without salpingectomy(s), with or without omentectomy  "
OVRY,CPT,58925,Pelvic surgery,,"Ovarian cystectomy, unilateral or bilateral  "
OVRY,CPT,58950,Pelvic surgery,,"Resection (initial) of ovarian, tubal or primary peritoneal malignancy with bilateral salpingo-oophorectomy and omentectomy;  "
OVRY,CPT,58952,Pelvic surgery,,"Resection (initial) of ovarian, tubal or primary peritoneal malignancy with bilateral salpingo-oophorectomy and omentectomy; with radical dissection for debulking (i.e., radical excision or destruction, intra-abdominal or retroperitoneal tumors)  "
OVRY,CPT,58720,Pelvic surgery,,"Salpingo-oophorectomy, complete or partial, unilateral or bilateral (separate procedure)  "
OVRY,CPT,58825,Pelvic surgery,,"Transposition, ovary(s)  "
OVRY,CPT,58679,Pelvic surgery,,"Unlisted laparoscopy procedure, oviduct, ovary  "
OVRY,CPT,58920,Pelvic surgery,,"Wedge resection or bisection of ovary, unilateral or bilateral  "
OVRY,ICD-10-PCS,0U520ZZ,Pelvic surgery,,"Destruction of Bilateral Ovaries, Open Approach"
OVRY,ICD-10-PCS,0U524ZZ,Pelvic surgery,,"Destruction of Bilateral Ovaries, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0U510ZZ,Pelvic surgery,,"Destruction of Left Ovary, Open Approach"
OVRY,ICD-10-PCS,0U514ZZ,Pelvic surgery,,"Destruction of Left Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0U500ZZ,Pelvic surgery,,"Destruction of Right Ovary, Open Approach"
OVRY,ICD-10-PCS,0U504ZZ,Pelvic surgery,,"Destruction of Right Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0U820ZZ,Pelvic surgery,,"Division of Bilateral Ovaries, Open Approach"
OVRY,ICD-10-PCS,0U824ZZ,Pelvic surgery,,"Division of Bilateral Ovaries, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0U810ZZ,Pelvic surgery,,"Division of Left Ovary, Open Approach"
OVRY,ICD-10-PCS,0U814ZZ,Pelvic surgery,,"Division of Left Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0U800ZZ,Pelvic surgery,,"Division of Right Ovary, Open Approach"
OVRY,ICD-10-PCS,0U804ZZ,Pelvic surgery,,"Division of Right Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0U9200Z,Pelvic surgery,,"Drainage of Bilateral Ovaries with Drainage Device, Open Approach"
OVRY,ICD-10-PCS,0U9240Z,Pelvic surgery,,"Drainage of Bilateral Ovaries with Drainage Device, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0U920ZZ,Pelvic surgery,,"Drainage of Bilateral Ovaries, Open Approach"
OVRY,ICD-10-PCS,0U920ZX,Pelvic surgery,,"Drainage of Bilateral Ovaries, Open Approach, Diagnostic"
OVRY,ICD-10-PCS,0U924ZZ,Pelvic surgery,,"Drainage of Bilateral Ovaries, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0U924ZX,Pelvic surgery,,"Drainage of Bilateral Ovaries, Percutaneous Endoscopic Approach, Diagnostic"
OVRY,ICD-10-PCS,0U9100Z,Pelvic surgery,,"Drainage of Left Ovary with Drainage Device, Open Approach"
OVRY,ICD-10-PCS,0U9140Z,Pelvic surgery,,"Drainage of Left Ovary with Drainage Device, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0U910ZZ,Pelvic surgery,,"Drainage of Left Ovary, Open Approach"
OVRY,ICD-10-PCS,0U910ZX,Pelvic surgery,,"Drainage of Left Ovary, Open Approach, Diagnostic"
OVRY,ICD-10-PCS,0U914ZZ,Pelvic surgery,,"Drainage of Left Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0U914ZX,Pelvic surgery,,"Drainage of Left Ovary, Percutaneous Endoscopic Approach, Diagnostic"
OVRY,ICD-10-PCS,0U9000Z,Pelvic surgery,,"Drainage of Right Ovary with Drainage Device, Open Approach"
OVRY,ICD-10-PCS,0U9040Z,Pelvic surgery,,"Drainage of Right Ovary with Drainage Device, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0U900ZZ,Pelvic surgery,,"Drainage of Right Ovary, Open Approach"
OVRY,ICD-10-PCS,0U900ZX,Pelvic surgery,,"Drainage of Right Ovary, Open Approach, Diagnostic"
OVRY,ICD-10-PCS,0U904ZZ,Pelvic surgery,,"Drainage of Right Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0U904ZX,Pelvic surgery,,"Drainage of Right Ovary, Percutaneous Endoscopic Approach, Diagnostic"
OVRY,ICD-10-PCS,0UB20ZZ,Pelvic surgery,,"Excision of Bilateral Ovaries, Open Approach"
OVRY,ICD-10-PCS,0UB20ZX,Pelvic surgery,,"Excision of Bilateral Ovaries, Open Approach, Diagnostic"
OVRY,ICD-10-PCS,0UB24ZZ,Pelvic surgery,,"Excision of Bilateral Ovaries, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0UB24ZX,Pelvic surgery,,"Excision of Bilateral Ovaries, Percutaneous Endoscopic Approach, Diagnostic"
OVRY,ICD-10-PCS,0UB10ZZ,Pelvic surgery,,"Excision of Left Ovary, Open Approach"
OVRY,ICD-10-PCS,0UB10ZX,Pelvic surgery,,"Excision of Left Ovary, Open Approach, Diagnostic"
OVRY,ICD-10-PCS,0UB14ZZ,Pelvic surgery,,"Excision of Left Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0UB14ZX,Pelvic surgery,,"Excision of Left Ovary, Percutaneous Endoscopic Approach, Diagnostic"
OVRY,ICD-10-PCS,0UB00ZZ,Pelvic surgery,,"Excision of Right Ovary, Open Approach"
OVRY,ICD-10-PCS,0UB00ZX,Pelvic surgery,,"Excision of Right Ovary, Open Approach, Diagnostic"
OVRY,ICD-10-PCS,0UB04ZZ,Pelvic surgery,,"Excision of Right Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0UB04ZX,Pelvic surgery,,"Excision of Right Ovary, Percutaneous Endoscopic Approach, Diagnostic"
OVRY,ICD-10-PCS,0UC20ZZ,Pelvic surgery,,"Extirpation of Matter from Bilateral Ovaries, Open Approach"
OVRY,ICD-10-PCS,0UC24ZZ,Pelvic surgery,,"Extirpation of Matter from Bilateral Ovaries, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0UC10ZZ,Pelvic surgery,,"Extirpation of Matter from Left Ovary, Open Approach"
OVRY,ICD-10-PCS,0UC14ZZ,Pelvic surgery,,"Extirpation of Matter from Left Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0UC00ZZ,Pelvic surgery,,"Extirpation of Matter from Right Ovary, Open Approach"
OVRY,ICD-10-PCS,0UC04ZZ,Pelvic surgery,,"Extirpation of Matter from Right Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0UH30YZ,Pelvic surgery,,"Insertion of Other Device into Ovary, Open Approach"
OVRY,ICD-10-PCS,0UH34YZ,Pelvic surgery,,"Insertion of Other Device into Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0UM20ZZ,Pelvic surgery,,"Reattachment of Bilateral Ovaries, Open Approach"
OVRY,ICD-10-PCS,0UM24ZZ,Pelvic surgery,,"Reattachment of Bilateral Ovaries, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0UM10ZZ,Pelvic surgery,,"Reattachment of Left Ovary, Open Approach"
OVRY,ICD-10-PCS,0UM14ZZ,Pelvic surgery,,"Reattachment of Left Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0UM00ZZ,Pelvic surgery,,"Reattachment of Right Ovary, Open Approach"
OVRY,ICD-10-PCS,0UM04ZZ,Pelvic surgery,,"Reattachment of Right Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0UN20ZZ,Pelvic surgery,,"Release Bilateral Ovaries, Open Approach"
OVRY,ICD-10-PCS,0UN24ZZ,Pelvic surgery,,"Release Bilateral Ovaries, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0UN10ZZ,Pelvic surgery,,"Release Left Ovary, Open Approach"
OVRY,ICD-10-PCS,0UN14ZZ,Pelvic surgery,,"Release Left Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0UN00ZZ,Pelvic surgery,,"Release Right Ovary, Open Approach"
OVRY,ICD-10-PCS,0UN04ZZ,Pelvic surgery,,"Release Right Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0UP30YZ,Pelvic surgery,,"Removal of Other Device from Ovary, Open Approach"
OVRY,ICD-10-PCS,0UP34YZ,Pelvic surgery,,"Removal of Other Device from Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0UQ20ZZ,Pelvic surgery,,"Repair Bilateral Ovaries, Open Approach"
OVRY,ICD-10-PCS,0UQ24ZZ,Pelvic surgery,,"Repair Bilateral Ovaries, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0UQ10ZZ,Pelvic surgery,,"Repair Left Ovary, Open Approach"
OVRY,ICD-10-PCS,0UQ14ZZ,Pelvic surgery,,"Repair Left Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0UQ00ZZ,Pelvic surgery,,"Repair Right Ovary, Open Approach"
OVRY,ICD-10-PCS,0UQ04ZZ,Pelvic surgery,,"Repair Right Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0US20ZZ,Pelvic surgery,,"Reposition Bilateral Ovaries, Open Approach"
OVRY,ICD-10-PCS,0US24ZZ,Pelvic surgery,,"Reposition Bilateral Ovaries, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0US10ZZ,Pelvic surgery,,"Reposition Left Ovary, Open Approach"
OVRY,ICD-10-PCS,0US14ZZ,Pelvic surgery,,"Reposition Left Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0US00ZZ,Pelvic surgery,,"Reposition Right Ovary, Open Approach"
OVRY,ICD-10-PCS,0US04ZZ,Pelvic surgery,,"Reposition Right Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0UT20ZZ,Pelvic surgery,,"Resection of Bilateral Ovaries, Open Approach"
OVRY,ICD-10-PCS,0UT24ZZ,Pelvic surgery,,"Resection of Bilateral Ovaries, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0UT2FZZ,Pelvic surgery,,"Resection of Bilateral Ovaries, Via Natural or Artificial Opening With Percutaneous Endoscopic Assistance"
OVRY,ICD-10-PCS,0UT10ZZ,Pelvic surgery,,"Resection of Left Ovary, Open Approach"
OVRY,ICD-10-PCS,0UT14ZZ,Pelvic surgery,,"Resection of Left Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0UT1FZZ,Pelvic surgery,,"Resection of Left Ovary, Via Natural or Artificial Opening With Percutaneous Endoscopic Assistance"
OVRY,ICD-10-PCS,0UT00ZZ,Pelvic surgery,,"Resection of Right Ovary, Open Approach"
OVRY,ICD-10-PCS,0UT04ZZ,Pelvic surgery,,"Resection of Right Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0UT0FZZ,Pelvic surgery,,"Resection of Right Ovary, Via Natural or Artificial Opening With Percutaneous Endoscopic Assistance"
OVRY,ICD-10-PCS,0UW30YZ,Pelvic surgery,,"Revision of Other Device in Ovary, Open Approach"
OVRY,ICD-10-PCS,0UW34YZ,Pelvic surgery,,"Revision of Other Device in Ovary, Percutaneous Endoscopic Approach"
OVRY,ICD-10-PCS,0UY10Z0,Pelvic surgery,,"Transplantation of Left Ovary, Allogeneic, Open Approach"
OVRY,ICD-10-PCS,0UY10Z1,Pelvic surgery,,"Transplantation of Left Ovary, Syngeneic, Open Approach"
OVRY,ICD-10-PCS,0UY10Z2,Pelvic surgery,,"Transplantation of Left Ovary, Zooplastic, Open Approach"
OVRY,ICD-10-PCS,0UY00Z0,Pelvic surgery,,"Transplantation of Right Ovary, Allogeneic, Open Approach"
OVRY,ICD-10-PCS,0UY00Z1,Pelvic surgery,,"Transplantation of Right Ovary, Syngeneic, Open Approach"
OVRY,ICD-10-PCS,0UY00Z2,Pelvic surgery,,"Transplantation of Right Ovary, Zooplastic, Open Approach"
PACE,CPT,33217,Cardiac surgery,Pacemaker,"Insertion of 2 transvenous electrodes, permanent pacemaker or implantable defibrillator "
PACE,CPT,33216,Cardiac surgery,Pacemaker,"Insertion of a single transvenous electrode, permanent pacemaker or implantable defibrillator "
PACE,CPT,33203,Cardiac surgery,Pacemaker,"Insertion of epicardial electrode(s); endoscopic approach (e.g., thoracoscopy, pericardioscopy)"
PACE,CPT,33202,Cardiac surgery,Pacemaker,"Insertion of epicardial electrode(s); open incision (e.g., thoracotomy, median sternotomy, subxiphoid approach)"
PACE,CPT,33230,Cardiac surgery,Pacemaker,Insertion of implantable defibrillator pulse generator only; with existing dual leads 
PACE,CPT,33231,Cardiac surgery,Pacemaker,Insertion of implantable defibrillator pulse generator only; with existing multiple leads 
PACE,CPT,33240,Cardiac surgery,Pacemaker,Insertion of implantable defibrillator pulse generator only; with existing single lead 
PACE,CPT,33206,Cardiac surgery,Pacemaker,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); atrial 
PACE,CPT,33208,Cardiac surgery,Pacemaker,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); atrial and ventricular 
PACE,CPT,33207,Cardiac surgery,Pacemaker,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); ventricular 
PACE,CPT,33213,Cardiac surgery,Pacemaker,Insertion of pacemaker pulse generator only; with existing dual leads 
PACE,CPT,33221,Cardiac surgery,Pacemaker,Insertion of pacemaker pulse generator only; with existing multiple leads 
PACE,CPT,33212,Cardiac surgery,Pacemaker,Insertion of pacemaker pulse generator only; with existing single lead 
PACE,CPT,33225,Cardiac surgery,Pacemaker,"Insertion of pacing electrode, cardiac venous system, for left ventricular pacing, at time of insertion of implantable defibrillator or pacemaker pulse generator (e.g., for upgrade to dual chamber system) (List separately in No changeition to code for primary procedure)"
PACE,CPT,33224,Cardiac surgery,Pacemaker,"Insertion of pacing electrode, cardiac venous system, for left ventricular pacing, with attachment to previously placed pacemaker or implantable defibrillator pulse generator (including revision of pocket, removal, insertion, and/or replacement of existing generator)"
PACE,CPT,33271,Cardiac surgery,Pacemaker,Insertion of subcutaneous implantable defibrillator electrode
PACE,CPT,0572T,Cardiac surgery,Pacemaker,Insertion of substernal implantable defibrillation electrode 
PACE,CPT,0571T,Cardiac surgery,Pacemaker,"Insertion or replacement of implantable cardioverter-defibrillation system with substernal electrode(s), including all imaging guidance and electrophysiological evaluation (includes defibrillation threshold evaluation, induction of arrhythmia, evaluation of sensing for arrhythmia termination, and programming or reprogramming of sensing or therapeutic parameters), when performed"
PACE,CPT,33249,Cardiac surgery,Pacemaker,"Insertion or replacement of permanent implantable defibrillator system, with transvenous lead(s), single or dual chamber "
PACE,CPT,33270,Cardiac surgery,Pacemaker,"Insertion or replacement of permanent subcutaneous implantable defibrillator system, with subcutaneous electrode, including defibrillation threshold evaluation, induction of arrhythmia, evaluation of sensing for arrhythmia termination, and programming or reprogramming of sensing or therapeutic parameters, when performed"
PACE,CPT,33223,Cardiac surgery,Pacemaker,Relocation of skin pocket for implantable defibrillator 
PACE,CPT,33222,Cardiac surgery,Pacemaker,Relocation of skin pocket for pacemaker 
PACE,CPT,33241,Cardiac surgery,Pacemaker,Removal of implantable defibrillator pulse generator only 
PACE,CPT,33244,Cardiac surgery,Pacemaker,Removal of implantable defibrillator pulse generator with replacement of implantable defibrillator pulse generator; by transvenous extraction 
PACE,CPT,33263,Cardiac surgery,Pacemaker,Removal of implantable defibrillator pulse generator with replacement of implantable defibrillator pulse generator; dual lead system 
PACE,CPT,33264,Cardiac surgery,Pacemaker,Removal of implantable defibrillator pulse generator with replacement of implantable defibrillator pulse generator; multiple lead system 
PACE,CPT,33262,Cardiac surgery,Pacemaker,Removal of implantable defibrillator pulse generator with replacement of implantable defibrillator pulse generator; single lead system 
PACE,CPT,33237,Cardiac surgery,Pacemaker,Removal of permanent epicardial pacemaker and electrodes by thoracotomy; dual lead system
PACE,CPT,33236,Cardiac surgery,Pacemaker,"Removal of permanent epicardial pacemaker and electrodes by thoracotomy; single lead system, atrial or ventricular"
PACE,CPT,33233,Cardiac surgery,Pacemaker,Removal of permanent pacemaker pulse generator only 
PACE,CPT,33228,Cardiac surgery,Pacemaker,Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator; dual lead system 
PACE,CPT,33229,Cardiac surgery,Pacemaker,Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator; multiple lead system 
PACE,CPT,33227,Cardiac surgery,Pacemaker,Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator; single lead system 
PACE,CPT,33238,Cardiac surgery,Pacemaker,Removal of permanent transvenous electrode(s) by thoracotomy
PACE,CPT,33243,Cardiac surgery,Pacemaker,Removal of single or dual chamber implantable defibrillator electrode(s); by thoracotomy
PACE,CPT,33272,Cardiac surgery,Pacemaker,Removal of subcutaneous implantable defibrillator electrode
PACE,CPT,0573T,Cardiac surgery,Pacemaker,Removal of substernal implantable defibrillation electrode
PACE,CPT,33235,Cardiac surgery,Pacemaker,Removal of transvenous pacemaker electrode(s); dual lead system 
PACE,CPT,33234,Cardiac surgery,Pacemaker,"Removal of transvenous pacemaker electrode(s); single lead system, atrial or ventricular "
PACE,CPT,33220,Cardiac surgery,Pacemaker,Repair of 2 transvenous electrodes for permanent pacemaker or implantable defibrillator 
PACE,CPT,33218,Cardiac surgery,Pacemaker,"Repair of single transvenous electrode, permanent pacemaker or implantable defibrillator "
PACE,CPT,33226,Cardiac surgery,Pacemaker,"Repositioning of previously implanted cardiac venous system (left ventricular) electrode (including removal, insertion and/or replacement of existing generator)"
PACE,CPT,33273,Cardiac surgery,Pacemaker,Repositioning of previously implanted subcutaneous implantable defibrillator electrode
PACE,CPT,0574T,Cardiac surgery,Pacemaker,Repositioning of previously implanted substernal implantable defibrillator-pacing electrode
PACE,CPT,33215,Cardiac surgery,Pacemaker,Repositioning of previously implanted transvenous pacemaker or implantable defibrillator (right atrial or right ventricular) electrode
PACE,CPT,33214,Cardiac surgery,Pacemaker,"Upgrade of implanted pacemaker system, conversion of single chamber system to dual chamber system (includes removal of previously placed pulse generator, testing of existing lead, insertion of new lead, insertion of new pulse generator) "
PACE,ICD-10-PCS,02H40MZ,Cardiac surgery,Pacemaker,"Insertion of Cardiac Lead into Coronary Vein, Open Approach"
PACE,ICD-10-PCS,02H44MZ,Cardiac surgery,Pacemaker,"Insertion of Cardiac Lead into Coronary Vein, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,02H70MZ,Cardiac surgery,Pacemaker,"Insertion of Cardiac Lead into Left Atrium, Open Approach"
PACE,ICD-10-PCS,02H74MZ,Cardiac surgery,Pacemaker,"Insertion of Cardiac Lead into Left Atrium, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,02HL0MZ,Cardiac surgery,Pacemaker,"Insertion of Cardiac Lead into Left Ventricle, Open Approach"
PACE,ICD-10-PCS,02HL4MZ,Cardiac surgery,Pacemaker,"Insertion of Cardiac Lead into Left Ventricle, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,02HN0MZ,Cardiac surgery,Pacemaker,"Insertion of Cardiac Lead into Pericardium, Open Approach"
PACE,ICD-10-PCS,02HN4MZ,Cardiac surgery,Pacemaker,"Insertion of Cardiac Lead into Pericardium, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,02H60MZ,Cardiac surgery,Pacemaker,"Insertion of Cardiac Lead into Right Atrium, Open Approach"
PACE,ICD-10-PCS,02H64MZ,Cardiac surgery,Pacemaker,"Insertion of Cardiac Lead into Right Atrium, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,02HK0MZ,Cardiac surgery,Pacemaker,"Insertion of Cardiac Lead into Right Ventricle, Open Approach"
PACE,ICD-10-PCS,02HK4MZ,Cardiac surgery,Pacemaker,"Insertion of Cardiac Lead into Right Ventricle, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,0JH809Z,Cardiac surgery,Pacemaker,"Insertion of Cardiac Resynchronization Defibrillator Pulse Generator into Abdomen Subcutaneous Tissue and Fascia, Open Approach"
PACE,ICD-10-PCS,0JH609Z,Cardiac surgery,Pacemaker,"Insertion of Cardiac Resynchronization Defibrillator Pulse Generator into Chest Subcutaneous Tissue and Fascia, Open Approach"
PACE,ICD-10-PCS,0JH807Z,Cardiac surgery,Pacemaker,"Insertion of Cardiac Resynchronization Pacemaker Pulse Generator into Abdomen Subcutaneous Tissue and Fascia, Open Approach"
PACE,ICD-10-PCS,0JH607Z,Cardiac surgery,Pacemaker,"Insertion of Cardiac Resynchronization Pacemaker Pulse Generator into Chest Subcutaneous Tissue and Fascia, Open Approach"
PACE,ICD-10-PCS,0JH80PZ,Cardiac surgery,Pacemaker,"Insertion of Cardiac Rhythm Related Device into Abdomen Subcutaneous Tissue and Fascia, Open Approach"
PACE,ICD-10-PCS,0JH60PZ,Cardiac surgery,Pacemaker,"Insertion of Cardiac Rhythm Related Device into Chest Subcutaneous Tissue and Fascia, Open Approach"
PACE,ICD-10-PCS,0JH80AZ,Cardiac surgery,Pacemaker,"Insertion of Contractility Modulation Device into Abdomen Subcutaneous Tissue and Fascia, Open Approach"
PACE,ICD-10-PCS,0JH60AZ,Cardiac surgery,Pacemaker,"Insertion of Contractility Modulation Device into Chest Subcutaneous Tissue and Fascia, Open Approach"
PACE,ICD-10-PCS,0JH808Z,Cardiac surgery,Pacemaker,"Insertion of Defibrillator Generator into Abdomen Subcutaneous Tissue and Fascia, Open Approach"
PACE,ICD-10-PCS,0JH608Z,Cardiac surgery,Pacemaker,"Insertion of Defibrillator Generator into Chest Subcutaneous Tissue and Fascia, Open Approach"
PACE,ICD-10-PCS,02H40KZ,Cardiac surgery,Pacemaker,"Insertion of Defibrillator Lead into Coronary Vein, Open Approach"
PACE,ICD-10-PCS,02H44KZ,Cardiac surgery,Pacemaker,"Insertion of Defibrillator Lead into Coronary Vein, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,02H70KZ,Cardiac surgery,Pacemaker,"Insertion of Defibrillator Lead into Left Atrium, Open Approach"
PACE,ICD-10-PCS,02H74KZ,Cardiac surgery,Pacemaker,"Insertion of Defibrillator Lead into Left Atrium, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,02HL0KZ,Cardiac surgery,Pacemaker,"Insertion of Defibrillator Lead into Left Ventricle, Open Approach"
PACE,ICD-10-PCS,02HL4KZ,Cardiac surgery,Pacemaker,"Insertion of Defibrillator Lead into Left Ventricle, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,02HN0KZ,Cardiac surgery,Pacemaker,"Insertion of Defibrillator Lead into Pericardium, Open Approach"
PACE,ICD-10-PCS,02HN4KZ,Cardiac surgery,Pacemaker,"Insertion of Defibrillator Lead into Pericardium, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,02H60KZ,Cardiac surgery,Pacemaker,"Insertion of Defibrillator Lead into Right Atrium, Open Approach"
PACE,ICD-10-PCS,02H64KZ,Cardiac surgery,Pacemaker,"Insertion of Defibrillator Lead into Right Atrium, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,02HK0KZ,Cardiac surgery,Pacemaker,"Insertion of Defibrillator Lead into Right Ventricle, Open Approach"
PACE,ICD-10-PCS,02HK4KZ,Cardiac surgery,Pacemaker,"Insertion of Defibrillator Lead into Right Ventricle, Percutaneous Endoscopic Approach"
