med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
LIDOCAINE (PF) 100 MG/5 ML (2 %) IV SYRG,0.018867924528301886,1,52,2,0.015873015873015872,1,62,1,1.0
FUROSEMIDE IVPB,0.018867924528301886,1,52,2,0.015873015873015872,1,62,2,1.0
FLUTICASONE PROPIONATE 50 MCG/ACTUATION NASAL SPSN,0.03773584905660377,2,51,3,0.031746031746031744,2,61,2,1.0
GABAPENTIN 250 MG/5 ML PO SOLN,0.03773584905660377,2,51,5,0.031746031746031744,2,61,4,1.0
FLUMAZENIL 0.1 MG/ML IV SOLN,0.05660377358490566,3,50,3,0.047619047619047616,3,60,3,1.0
GABAPENTIN 800 MG PO TABS,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
NORMOSOL-R IV BOLUS - 30 ML/KG,0.03773584905660377,2,51,2,0.047619047619047616,3,60,3,1.0
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG PO TABS,0.018867924528301886,1,52,3,0.015873015873015872,1,62,2,1.0
ALPRAZOLAM 0.25 MG PO TABS,0.018867924528301886,1,52,1,0.015873015873015872,1,62,2,1.0
MISCELLANEOUS MEDICATION HELP ORDER,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
MONTELUKAST 10 MG PO TABS,0.018867924528301886,1,52,1,0.015873015873015872,1,62,3,1.0
HYDROCHLOROTHIAZIDE 25 MG PO TABS,0.05660377358490566,3,50,7,0.047619047619047616,3,60,4,1.0
MUPIROCIN 2 % TP OINT,0.018867924528301886,1,52,2,0.015873015873015872,1,62,1,1.0
HYDRALAZINE 100 MG PO TABS,0.018867924528301886,1,52,1,0.015873015873015872,1,62,2,1.0
NALOXONE 0.4 MG/ML INJ SOLN,1.0,53,0,139,1.0,63,0,136,1.0
NS IV BOLUS - 1000 ML,0.03773584905660377,2,51,2,0.031746031746031744,2,61,2,1.0
"HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML SC SYRG",0.3018867924528302,16,37,32,0.2857142857142857,18,45,22,1.0
NICOTINE 7 MG/24 HR TD PT24,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
HEPARIN IV INFUSION (HIGH BLEEDING RISK PROTOCOL),0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
"HEPARIN IV BOLUS (A-FIB PROTOCOL, A-FIB & INR < 2)",0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
NITROGLYCERIN IN 5 % DEXTROSE 50 MG/250 ML (200 MCG/ML) IV SOLN,0.5471698113207547,29,24,32,0.5555555555555556,35,28,39,1.0
NITROGLYCERIN IN D5W 50 MG/250 ML (MCG/MIN) INFUSION,0.05660377358490566,3,50,3,0.06349206349206349,4,59,4,1.0
NON-FORMULARY MEDICATION HELP ORDER,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
"HEPARIN (PORCINE) 1,000 UNIT/ML INJ SOLN",0.09433962264150944,5,48,5,0.07936507936507936,5,58,6,1.0
GLYCOPYRROLATE 0.2 MG/ML INJ SOLN,0.018867924528301886,1,52,1,0.031746031746031744,2,61,3,1.0
NICARDIPINE IV INFUSION,0.018867924528301886,1,52,1,0.015873015873015872,1,62,2,1.0
ARFORMOTEROL 15 MCG/2 ML INH NEBU,0.018867924528301886,1,52,2,0.031746031746031744,2,61,3,1.0
