proc_code	description	base_name	component_name	count
LAB11562R	LYMPHOCYTIC CHORIOMENINGITI AB	11672R	LCM IGG	19
LAB11562R	LYMPHOCYTIC CHORIOMENINGITI AB	11673R	LCM IGM	19
LAB11562R	LYMPHOCYTIC CHORIOMENINGITI AB	11674R	INTERPRETATION	19
LABPLTAGG	PLATELET AGGREGATION	AGGINT	INTERPRETATION	19
LABSNA	SPECIFIC ANA PANEL	ASMINT	ANTI-SM INTERPRETATION	19
LABSNA	SPECIFIC ANA PANEL	ASMQUL	ANTI-SM RESULT	19
210993283	"ICD DEVICE EVAL,DUAL,W/REPROGRAMMING"	ATACHTADTI	ATACH TACHY ZONE DETECTION INTERVAL	19
LABADIFF	DIFFERENTIAL	BASO	"BASO, %"	19
LABADIFF	DIFFERENTIAL	BASOAB	"BASOS, ABS"	19
LABBM1418	"T(14	18), BONE MARROW"	BM14CT	COMMENT	19
LABBM1418	"T(14	18), BONE MARROW"	BM14DR	INTERPRETED BY	19
LABBM1418	"T(14	18), BONE MARROW"	BM14DS	DISCLAIMER	19
LABBM1418	"T(14	18), BONE MARROW"	BM14MT	METHOD	19
LABBM1418	"T(14	18), BONE MARROW"	BM14PM	PRIMERS	19
LABBM1418	"T(14	18), BONE MARROW"	BM14RS	RESULTS	19
LABC153	CANCER AG 15-3	C153	CANCER ANTIGEN 15-3	19
LABSNA	SPECIFIC ANA PANEL	CENINT	ANTI-CENTROMERE INTERPRETATION	19
LABSNA	SPECIFIC ANA PANEL	CENQUL	ANTI-CENTROMERE RESULT	19
LABERUCRY	EMERGENCY RELEASE CRYO	CRSTA	CRYOPRECIPITATE UNITS	19
LABSNA	SPECIFIC ANA PANEL	DNAINT	INTERPRETATION	19
LABSNA	SPECIFIC ANA PANEL	DNAQUL	ANTI-DSDNA RESULT	19
LABEAIGG	EBV EARLY ANTIGEN IGG	EAGDES	EAGDES	19
LABEAIGG	EBV EARLY ANTIGEN IGG	EAGQUL	EAGQUL	19
LABYEBPCR	"EPSTEIN BARR VIRUS PCR, FLUIDS"	EBV	EBV BY PCR	19
LABFEHRC	EHRLICHIA CHAFFEENSIS AB	ECIGG	E.CHAFFEENSIS IGG TITER	19
LABFEHRC	EHRLICHIA CHAFFEENSIS AB	ECIGM	E.CHAFFEENSIS IGM TITER	19
LABADIFF	DIFFERENTIAL	EOS	"EOS, %"	19
LABADIFF	DIFFERENTIAL	EOSAB	"EOS, ABS"	19
LABCBCD	CBC WITH DIFF	HAIRY	HAIRY CELLS	19
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	ICDBRAMSRT	BRADY AMS RATE	19
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	ICDTAVFDTD	ICD TACHY VF DETECTION DURATION	19
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	ICDTLIMPHV	ICD TEL LEAD IMPEDANCE HIGH VOLT	19
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	ICDTLIMPLV	ICD TEL LEAD IMPEDANCE LEFT VENT	19
LABSNA	SPECIFIC ANA PANEL	JO1INT	ANTI-JO1 INTERPRETATION	19
LABSNA	SPECIFIC ANA PANEL	JO1QUL	ANTI-JO1 RESULT	19
LABADIFF	DIFFERENTIAL	LYM	"LYM, %"	19
LABADIFF	DIFFERENTIAL	LYMAB	"LYM, ABS"	19
LABCDIFF	"DIFFERENTIAL, CSF"	LYMCSF	"LYMPHOCYTES, CSF"	19
LABADIFF	DIFFERENTIAL	MONO	"MONO, %"	19
LABADIFF	DIFFERENTIAL	MONOAB	"MONO, ABS"	19
LABCDIFF	"DIFFERENTIAL, CSF"	MONOCSF	"MONOCYTOID CELLS, CSF"	19
LABMTHFR	METHYLENE- THF REDUCTASE	MTHCMT	COMMENT	19
LABMTHFR	METHYLENE- THF REDUCTASE	MTHDIS	DISCLAIMER	19
LABMTHFR	METHYLENE- THF REDUCTASE	MTHMET	METHOD	19
LABMTHFR	METHYLENE- THF REDUCTASE	MTHPRM	PRIMERS	19
LABMTHFR	METHYLENE- THF REDUCTASE	MTHRES	RESULTS	19
LABADIFF	DIFFERENTIAL	NEUT	"NEUT, %"	19
LABADIFF	DIFFERENTIAL	NEUTAB	"NEUT, ABS"	19
LABCDIFF	"DIFFERENTIAL, CSF"	NEUTCSF	"NEUTROPHILS, CSF"	19
LABCGD	NEUTROPHIL FUNC. OXI. BURST	OXIDNEUTPC	% OXIDATION POSITIVE NEUTROPHILS	19
LABSNA	SPECIFIC ANA PANEL	RNPINT	ANTI-RNP INTERPRETATION	19
LABSNA	SPECIFIC ANA PANEL	RNPQUL	ANTI-RNP RESULT	19
LABSNA	SPECIFIC ANA PANEL	SCLINT	ANTI-SCL70 INTERPRETATION	19
LABSNA	SPECIFIC ANA PANEL	SCLQUL	ANTI-SCL70 RESULT	19
LABSNA	SPECIFIC ANA PANEL	SNAINT	SPECIFIC ANA INTERPRETATION	19
LABSNA	SPECIFIC ANA PANEL	SSAIN	ANTI-RO INTERPRETATION	19
LABSNA	SPECIFIC ANA PANEL	SSAQUL	ANTI-RO RESULT	19
LABSNA	SPECIFIC ANA PANEL	SSBINT	ANTI-LA INTERPRETATION	19
LABSNA	SPECIFIC ANA PANEL	SSBQUL	ANTI-LA RESULT	19
LABTBP59	TRANSFUSION BLOOD PRODUCT 60	UBT	UNIT BLOOD TYPE  	19
LABTBP59	TRANSFUSION BLOOD PRODUCT 60	UNT	UNIT NUMBER  	19
LABTBP19	TRANSFUSION BLOOD PRODUCT 20	VL	PRODUCT VOLUME	19
210993283	"ICD DEVICE EVAL,DUAL,W/REPROGRAMMING"	VSLWVTTDTD	VSLOWVT TACHY ZONE DETECTION DURATION	19
LABUAPRN	"URINALYSIS, SCREEN FOR CULTURE"	WAXCST	WAXY CASTS	19
LABYAMEB	E. HISTOLYTICA AB	YAMEB1	E. HISTOLYTICA AB	19
LABYEBPCR	"EPSTEIN BARR VIRUS PCR, FLUIDS"	YEBP1	SPECIMEN SOURCE	19
LABYEBPCR	"EPSTEIN BARR VIRUS PCR, FLUIDS"	YEBP3	SPECIAL INFORMATION	19
LABYEBPCR	"EPSTEIN BARR VIRUS PCR, FLUIDS"	YEPB4	REPORT STATUS	19
LAB11617R	"CMV PCR, AQUEOUS FLUID"	11776R	"CMV PCR, AQUEOUS FLUID"	18
10370R	HLA - DSA BY C1Q	9634R	REFERENCE SERUM DESCRIPTION	18
LABYDGIGA	"GLIADIN (DEAMIDATED) IGA,SERUM"	ADGPT	IGA ANTI DGP ANTIBODY LEVEL	18
LABYAFCSF	"ALPHA FETOPROTEIN, CSF"	AFPCSF	"ALPHA FETOPROTEIN, CSF"	18
LABASPPCP	ASPERGILLUS AB PRECIPITINS	ASPIGG	ASPERGILLUS IGG ABY	18
LABASPPCP	ASPERGILLUS AB PRECIPITINS	ASPINT	INTERPRETATION	18
LABSWTCL	"CHLORIDE, SWEAT"	CLSWT	SWEAT CHLORIDE	18
LABBMPTP	BMT PRETRANSPLANT PANEL	CMGDES	CMV IGG TEST DESCRIPTION	18
LABBMPTP	BMT PRETRANSPLANT PANEL	CMGQUL	CMV IGG RESULT	18
LABBMPTP	BMT PRETRANSPLANT PANEL	CMMDES	CMV IGM TEST DESCRIPTION	18
LABBMPTP	BMT PRETRANSPLANT PANEL	CMMQUL	CMV IGM RESULT	18
LABBMPTP	BMT PRETRANSPLANT PANEL	CMV	CMV ANTIBODY	18
LABBMPTP	BMT PRETRANSPLANT PANEL	CMVIGM	CMV IGM AB	18
LABFUNIDS	FUNGAL ID BY SEQUENCING FROM SPECIMEN	CULT	CULT/OTHER RSLT:	18
LABHGBS	"HEMOGLOBIN, SERUM"	HGB	"HEMOGLOBIN, SERUM"	18
LABHPVHR2	HPV DNA PROBE HIGH RISK	HPTI	TEST INFORMATION	18
LABHPVHR2	HPV DNA PROBE HIGH RISK	HPV	HPV DNA PROBE RESULT:	18
210993283	"ICD DEVICE EVAL,DUAL,W/REPROGRAMMING"	ICDDTAMSEP	ICD DETECTIONS AND TREATMENTS AMS EPISODES	18
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	ICDDTNNSVT	ICD DETECTIONS AND TREATMENTS NON SUS VENT DETECT	18
210993288	PM DEVICE EVAL W/OUT REPROGRAMMING	LEADIMPDTE	LEAD IMPLANT DATE	18
210993288	PM DEVICE EVAL W/OUT REPROGRAMMING	LEADSERNUM	LEAD SERIAL NUMBER	18
LABMTHFR	METHYLENE- THF REDUCTASE	MTHDIR	INTERPRETED BY	18
POC12	POC GASTRIC - OCCULT BLOOD EXAM (UNIT PERFORMED)	PHLOC	LOCATION	18
210993280	"PM DEVICE EVAL,DUAL,W/REPROGRAMMING"	PMTLBATIMP	PM TELEMETRY BATTERY IMPEDANCE	18
LABTBP64	TRANSFUSION BLOOD PRODUCT 65	PRO	PRODUCT ID  	18
LABTBP65	TRANSFUSION BLOOD PRODUCT 66	PRO	PRODUCT ID  	18
LABTBP66	TRANSFUSION BLOOD PRODUCT 67	PRO	PRODUCT ID  	18
LABQFTBG	QUANTIFERON FOR LATENT TB INFECTION	QTFNIN	QUANTIFERON INTERPRETATION	18
LABQFTBG	QUANTIFERON FOR LATENT TB INFECTION	QTFNRS	QUANTIFERON-TB	18
LABFUNIDS	FUNGAL ID BY SEQUENCING FROM SPECIMEN	RPT	RPT	18
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	RVTHRSENAM	RV THRESHOLD SENSING AMPLITUDE	18
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	RVTHRSENPO	RV THRESHOLD SENSING POLARITY	18
LABSWTCL	"CHLORIDE, SWEAT"	SCLW	SWEAT COLLECTED	18
LABFUNIDS	FUNGAL ID BY SEQUENCING FROM SPECIMEN	SDES	SPECIMEN	18
LABHPVHR2	HPV DNA PROBE HIGH RISK	SDES6	SPECIMEN	18
LABTBP64	TRANSFUSION BLOOD PRODUCT 65	SI	<<STATUS>>  	18
LABTBP65	TRANSFUSION BLOOD PRODUCT 66	SI	<<STATUS>>  	18
LABTBP66	TRANSFUSION BLOOD PRODUCT 67	SI	<<STATUS>>  	18
LABTBP25	TRANSFUSION BLOOD PRODUCT 26	SPEXP	SPECIMEN EXPIRATION DATE/TIME	18
LABFUNIDS	FUNGAL ID BY SEQUENCING FROM SPECIMEN	SREQ	COMMENTS	18
LABBMPTP	BMT PRETRANSPLANT PANEL	VGGDES	VZV IGG TEST DESCRIPTION	18
LABBMPTP	BMT PRETRANSPLANT PANEL	VGGQNT	VZV IGG LEVEL	18
LABBMPTP	BMT PRETRANSPLANT PANEL	VGGQUL	VZV IGG RESULT	18
LABBMPTP	BMT PRETRANSPLANT PANEL	VZAB	VARICELLA ZOSTER AB IGG	18
LABTBP47	TRANSFUSION BLOOD PRODUCT 48	XMR	UNIT CROSSMATCH  	18
LABYIGF2	INSULIN LIKE GROWTH FACTOR II	YIGF2A	IFG-II	18
LABYMYCRB	"MYCOPLASMA CULTURE, RESPIRATORY"	YMYCR1	STATUS	18
LABYMYCRB	"MYCOPLASMA CULTURE, RESPIRATORY"	YMYCR2	MYCOPLASMA PNEUMONIAE CULTURE	18
LABFQFVR	COXIELLA BURNETII AB	12012R	Q FEVER IGG PHASE L TITER	17
LAB12586R	THIAMIN (VITAMIN B1)	12588R	THIAMIN (VITAMIN B1)	17
10375R	HLA - STR/CHIMERISM TESTING	9480R	LOCUS 6	17
10375R	HLA - STR/CHIMERISM TESTING	9481R	LOCUS 7	17
LABYTADID	TRICYCLIC ANTIDEPRESSANT SCREEN	AMINOR	AMITRIPTYLINE & NORTRIPTYLINE	17
LABYTADID	TRICYCLIC ANTIDEPRESSANT SCREEN	AMITRP	AMITRIPTYLINE	17
LABCGD	NEUTROPHIL FUNC. OXI. BURST	CGDA	SPECIMEN AGE	17
POC12	POC GASTRIC - OCCULT BLOOD EXAM (UNIT PERFORMED)	CONRES	CONTROL RESULTS	17
LABISOSR	ISOLATOR CULTURE SPECIAL REQUEST	CULT	CULT/OTHER RSLT:	17
LABYTADID	TRICYCLIC ANTIDEPRESSANT SCREEN	DESIP	DESIPRAMINE	17
LABYTADID	TRICYCLIC ANTIDEPRESSANT SCREEN	DOXEPIN	DOXEPIN	17
LABYTADID	TRICYCLIC ANTIDEPRESSANT SCREEN	DOXEPINNOR	DOXEPIN & NORDOXEPIN	17
LAB11198R	VIT A & VIT E	FREEVITA	FREE RETINOL(VIT A)	17
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	ICDBRMDACR	BRADY MODULATION ACCELERATION REACTION	17
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	ICDBRMDDCR	BRADY MODULATION DECELERATION RECOVERY	17
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	ICDBRMDTHR	BRADY MODULATION THRESHOLD	17
LABYTADID	TRICYCLIC ANTIDEPRESSANT SCREEN	IMI	IMIPRAMINE	17
LABYTADID	TRICYCLIC ANTIDEPRESSANT SCREEN	IMIDESI	IMIPRAMINE/DESPRAMINE	17
210993284	"ICD DEVICE EVAL,BIV,W/REPROGRAMMING"	LVBRSENA	LV BRADY SENSING AMPLITUDE	17
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	MEGA	MEGAKARY/100WBC	17
LABYTADID	TRICYCLIC ANTIDEPRESSANT SCREEN	NORDOX	NORDOXEPIN	17
LABYTADID	TRICYCLIC ANTIDEPRESSANT SCREEN	NORTRP	NORTRIPTYLINE	17
IMG11AR1	CAR CATH HEART RT 1	PDF	PDF RESULT	17
LABTBP67	TRANSFUSION BLOOD PRODUCT 68	PRO	PRODUCT ID  	17
LABISOSR	ISOLATOR CULTURE SPECIAL REQUEST	RPT	RPT	17
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	RVBRSENR	RV BRADY SENSING REFRACTORY PERIOD	17
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	RVTHRAMP	RV THRESHOLD AMPLITUDE	17
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	RVTHRDUR	RV THRESHOLD DURATION	17
LABISOSR	ISOLATOR CULTURE SPECIAL REQUEST	SDES	SPECIMEN	17
LABTBP67	TRANSFUSION BLOOD PRODUCT 68	SI	<<STATUS>>  	17
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	SLWVTTDTDU	SLOWVT TACHY ZONE DETECTION DURATION	17
LABISOSR	ISOLATOR CULTURE SPECIAL REQUEST	SREQ	COMMENTS	17
LABUA	URINALYSIS WITH MICROSCOPIC	TRICHOMONAS	TRICHOMONAS	17
LAB11198R	VIT A & VIT E	VITE	"A-TOCOPHEROL, VITAMIN E"	17
LABYTESFB	"TESTOSTERONE, TOTAL, BIO, FREE"	YTESHD	FREE TESTOSTERONE	17
LAB11179R	"NICOTINE & METABOLITES, U"	11180R	"NICOTINE, U"	16
LAB11179R	"NICOTINE & METABOLITES, U"	11181R	"COTININE, U"	16
LAB11179R	"NICOTINE & METABOLITES, U"	11197R	"ANABASINE, U"	16
LAB11340R	ADAMTS 13 PROFILE	11341R	ADAMTS 13 ACTIVITY	16
LAB11340R	ADAMTS 13 PROFILE	11342R	ADAMTS 13 INHIBITOR	16
LAB11179R	"NICOTINE & METABOLITES, U"	11511R	"NORNICOTINE, U"	16
LAB11576R	COBALAMIN C DEFICIENCY(MMACHC)	11691R	COBALAMIN C DEFICIENCY(MMACHC)	16
LAB12811R	"MYOGLOBIN, URINE"	12812R	"MYOGLOBIN, URINE"	16
LAB13002R	COCCIDIOIDES AB IMMUNODIFF CSF	13001R	COCCIDIOIDES AB IMMUNODIFF CSF	16
10305R	HLA - ALLO T FLOW CROSSMATCH	9140R	SERUM DATE 3	16
10305R	HLA - ALLO T FLOW CROSSMATCH	9142R	RESULT  MCS 3	16
10305R	HLA - ALLO T FLOW CROSSMATCH	9144R	RESULT 3	16
10310R	HLA - ALLO B FLOW CROSSMATCH	9170R	SERUM DATE 3	16
10310R	HLA - ALLO B FLOW CROSSMATCH	9172R	RESULT  MCS 3	16
10310R	HLA - ALLO B FLOW CROSSMATCH	9174R	RESULT 3	16
LABATHAL	ALPHA THALASSEMIA PCR	ATHCT	COMMENT	16
LABATHAL	ALPHA THALASSEMIA PCR	ATHDI	DISCLAIMER	16
LABATHAL	ALPHA THALASSEMIA PCR	ATHDX	CLINICAL INDICATION	16
LABATHAL	ALPHA THALASSEMIA PCR	ATHET	ETHNICITY (PROVIDED BY MD)	16
LABATHAL	ALPHA THALASSEMIA PCR	ATHIN	INTERPRETATION	16
LABATHAL	ALPHA THALASSEMIA PCR	ATHMD	INTERPRETED BY	16
LABATHAL	ALPHA THALASSEMIA PCR	ATHME	METHOD	16
LABATHAL	ALPHA THALASSEMIA PCR	ATHRE	RESULT	16
LAB11026R	"C1 INHIBITOR, FUNCT"	C1INHF	C1 ESTERASE INHIB FN	16
LABUCORT	"FREE CORTISOL, URINE (TIMED)"	CORTU	"CORTISOL, URINE"	16
LABTBP57	TRANSFUSION BLOOD PRODUCT 58	DI	ISSUE DATE/TIME	16
EKG6	ECG SIGNAL AVERAGED	ECGIMPRESS	ECG IMPRESSION	16
LABFEHRC	EHRLICHIA CHAFFEENSIS AB	ECINT	INTERPRETATION	16
LAB11037R	FLECAINIDE LEVEL	FLEC	FLECAINIDE	16
210993284	"ICD DEVICE EVAL,BIV,W/REPROGRAMMING"	FSTVTTDTNT	FASTVT TACHY ZONE DETECTION INTERVAL	16
LABVP4	COMPREHENSIVE HEPATITIS PANEL	HATINT	INTERPRETATION	16
LABVP4	COMPREHENSIVE HEPATITIS PANEL	HATR	ANTI-HAV ANTIBODY	16
LABVP4	COMPREHENSIVE HEPATITIS PANEL	HBSINT	INTERPRETATION	16
LABVP4	COMPREHENSIVE HEPATITIS PANEL	HBSR	HEP B SURFACE ANTIGEN	16
LABVP4	COMPREHENSIVE HEPATITIS PANEL	HBTINT	INTERPRETATION	16
LABVP4	COMPREHENSIVE HEPATITIS PANEL	HBTR	ANTI-HBC ANTIBODY	16
LABVP4	COMPREHENSIVE HEPATITIS PANEL	HCVI	INTERPRETATION	16
LABVP4	COMPREHENSIVE HEPATITIS PANEL	HCVR	ANTI-HCV	16
EKG6	ECG SIGNAL AVERAGED	HEARTRATE	HEART RATE	16
LABHEVG	HEPATITIS E AB IGG PANEL	HEVG1	HEPATITIS E AB IGG	16
LABVP4	COMPREHENSIVE HEPATITIS PANEL	HQLINT	INTERPRETATION	16
LABVP4	COMPREHENSIVE HEPATITIS PANEL	HQLR	ANTI-HBS ANTIBODY QUALITATIVE	16
LABHTLVB	 HTLV-1/2 AB WESTERN BLOT	HTWB	"HTLV I/II AB, WESTERN BLOT"	16
LABIFEDE	"IMMUNOFIXATION IGD AND IGE, SERUM"	IFED	IMMUNOFIXATION IGD	16
LABIFEDE	"IMMUNOFIXATION IGD AND IGE, SERUM"	IFEE	IMMUNOFIXATION IGE	16
LABKRAS	KRAS MUTATION DETECTION	KRASTI	SOURCE	16
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	LEADIMPDTE	LEAD IMPLANT DATE	16
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	LEADMFR	LEAD MANUFACTURER	16
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	LEADMODEL	LEAD MODEL	16
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	LEADTYPE	LEAD TYPE	16
EKG6	ECG SIGNAL AVERAGED	PRINTERVAL	P-R INTERVAL	16
LABTBP68	TRANSFUSION BLOOD PRODUCT 69	PRO	PRODUCT ID  	16
EKG6	ECG SIGNAL AVERAGED	QRSAXIS	QRS AXIS	16
EKG6	ECG SIGNAL AVERAGED	QRSDINTERVAL	QRSD INTERVAL	16
EKG6	ECG SIGNAL AVERAGED	QTCINTERVAL	QTC INTERVAL	16
EKG6	ECG SIGNAL AVERAGED	QTINTERVAL	QT INTERVAL	16
LABRDATBC	REVERSE TO COOMBS B CELLS	RDATB	REVERSE TO COOMBS B CELLS	16
EKG6	ECG SIGNAL AVERAGED	RR	RR	16
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	RVBRSENP	RV BRADY SENSING BLANKING PERIOD	16
LABYSCL70	AUTOANTIBODIES TO SCL 70	SCL70	"SCL 70 AB, IGG, SERUM"	16
LABTBP68	TRANSFUSION BLOOD PRODUCT 69	SI	<<STATUS>>  	16
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	SLWVTTZNRT	SLOWVT TACHY ZONE RATE STABILITY CRITERIA	16
LABTBP26	TRANSFUSION BLOOD PRODUCT 27	SPEXP	SPECIMEN EXPIRATION DATE/TIME	16
LABTBP27	TRANSFUSION BLOOD PRODUCT 28	SPEXP	SPECIMEN EXPIRATION DATE/TIME	16
LABUCORT	"FREE CORTISOL, URINE (TIMED)"	TCORTU	CORTISOL EXCRETION	16
LABYUVMA	"VANILLYMANDELIC ACID, URINE"	TIMEU	COLLECTION PERIOD	16
LABTBP60	TRANSFUSION BLOOD PRODUCT 61	UBT	UNIT BLOOD TYPE  	16
LABTBP64	TRANSFUSION BLOOD PRODUCT 65	UBT	UNIT BLOOD TYPE  	16
LABTBP65	TRANSFUSION BLOOD PRODUCT 66	UBT	UNIT BLOOD TYPE  	16
LABYUVMA	"VANILLYMANDELIC ACID, URINE"	UCR	"CREATININE, URINE"	16
LABYUVMA	"VANILLYMANDELIC ACID, URINE"	UCR	"CREATININE, URN"	16
LABTBP60	TRANSFUSION BLOOD PRODUCT 61	UNT	UNIT NUMBER  	16
LABTBP64	TRANSFUSION BLOOD PRODUCT 65	UNT	UNIT NUMBER  	16
LABTBP65	TRANSFUSION BLOOD PRODUCT 66	UNT	UNIT NUMBER  	16
LABUCORT	"FREE CORTISOL, URINE (TIMED)"	UT52	COLLECTION PERIOD	16
LABYUVMA	"VANILLYMANDELIC ACID, URINE"	UVOL	VOLUME	16
LABYUVMA	"VANILLYMANDELIC ACID, URINE"	VMA	VMA	16
LABYUVMA	"VANILLYMANDELIC ACID, URINE"	VMAINT	VMA INTRP	16
LABYUVMA	"VANILLYMANDELIC ACID, URINE"	VMAUR	"VMA, URINE"	16
LABUCORT	"FREE CORTISOL, URINE (TIMED)"	VOL52	VOLUME	16
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	VSLWVTTDTT	VSLOWVT TACHY ZONE DETECTION INTERVAL	16
LABXIGF1	PEDIATRIC IGF-1	XIG1	IGF-1	16
LABYENTE	YERSINIA ENTEROCOLITICA AB	YEN3	Y ENTERCOCLITICA 03	16
LABYENTE	YERSINIA ENTEROCOLITICA AB	YEN5	Y ENTERCOCLITICA 05	16
LABYENTE	YERSINIA ENTEROCOLITICA AB	YEN8	Y ENTERCOCLITICA 08	16
LABYENTE	YERSINIA ENTEROCOLITICA AB	YEN9	Y ENTERCOCLITICA 09	16
LABYINH	INHIBIN B	YINH1	INHIBIN B	16
LAB11090R	PARIETAL CELL AB	YPCA	PARIETAL CELL AB	16
LABYENTE	YERSINIA ENTEROCOLITICA AB	YPSEU	Y.PSEUDOTUBERCULOSIS	16
LAB12050R	RICKETTSIA AB PNL W/RFLX TITER	12051R	RMSF IGG	15
LAB12212R	WA1 IGG AB	12213R	12213R	15
LAB12236R	IBUPROFEN	12237R	12237R	15
LAB12607R	"N-METHYL-D-ASPARTATE RECEPTOR AB, CSF"	12606R	"N-METHYL-D-ASPARTATE RECEPTOR AB, CSF"	15
LABFAMYA	"AMYLASE, ASCITES"	AMYLASEFLD	"AMYLASE, ASCITES FLUID"	15
LABBARSAB	BARTONELLA SPECIES AB	BHIGGT	B.HENSELAE IGG TITER	15
LABBM1114	"T(11	14) BY PCR,BONE MARROW"	BM11CT	COMMENT	15
LABBM1114	"T(11	14) BY PCR,BONE MARROW"	BM11DS	DISCLAIMER	15
LABBM1114	"T(11	14) BY PCR,BONE MARROW"	BM11DX	CLINICAL INDICATION	15
LABBM1114	"T(11	14) BY PCR,BONE MARROW"	BM11MD	INTERPRETED BY	15
LABBM1114	"T(11	14) BY PCR,BONE MARROW"	BM11MT	METHOD	15
LABBM1114	"T(11	14) BY PCR,BONE MARROW"	BM11RS	RESULT	15
LABYUCC	COCAINE CONFIRMATION	COCAINE	COCAINE	15
LABDCMVL	DONOR CMV- TOTAL AB	DCMVL1	DONOR CMV- TOTAL AB	15
LABSYDIFF	"DIFFERENTIAL, SYNOVIAL FLUID"	EOSFLD	"EOSINOPHILS, SYN FLD"	15
LABYESTRO	ESTROGENS E1 AND E2 FRACTIONATED	ESTRADIOL	ESTRADIOL	15
LABYESTRO	ESTROGENS E1 AND E2 FRACTIONATED	ESTRONE	ESTRONE	15
210993283	"ICD DEVICE EVAL,DUAL,W/REPROGRAMMING"	FSTVTTDTNT	FASTVT TACHY ZONE DETECTION INTERVAL	15
LABDVEIAR	FLU A DFA-REFLEX PCR	IAR	INFLUENZA A	15
LABDVEIAR	FLU A DFA-REFLEX PCR	IARIP	TEST DESCRIPTION	15
LABDVEIAR	FLU A DFA-REFLEX PCR	IARSP	SPECIMEN	15
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	ICDBRAVDLS	BRADY ADAPTIVE AV DELAY STATUS	15
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	ICDBRAVMAX	BRADY ADAPTIVE AV RATE MAXIMUM	15
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	ICDDTATPVT	ICD DETECTIONS AND TREATMENTS ATP EPISODES VENTRICULAR	15
LAB11044R	IL6	IL6	INTERLEUKIN 6	15
LABINHA	INHIBIN A DIMER	INHAR	INHIBIN-A (DIMER)	15
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	LEADSERNUM	LEAD SERIAL NUMBER	15
LABUORG	"ORGANIC ACIDS, URINE"	ORGU	"ORGANIC ACIDS, URINE"	15
LABUORG	"ORGANIC ACIDS, URINE"	ORGUIN	INTERPRETATION	15
LAB11054R	PM1 AB	PM1AB	PM-1 ANTIBODY	15
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	RVBRSENB	RA BRADY SENSING BLANKING PERIOD	15
LABSSBABY	LA AB	SSB	"SS-B/LA AB, IGG, SERUM"	15
EKG6	ECG SIGNAL AVERAGED	TWAVEAXIS	T WAVE AXIS	15
LABTBP61	TRANSFUSION BLOOD PRODUCT 62	UBT	UNIT BLOOD TYPE  	15
LABTBP62	TRANSFUSION BLOOD PRODUCT 63	UBT	UNIT BLOOD TYPE  	15
LABTBP63	TRANSFUSION BLOOD PRODUCT 64	UBT	UNIT BLOOD TYPE  	15
LABTBP66	TRANSFUSION BLOOD PRODUCT 67	UBT	UNIT BLOOD TYPE  	15
LABTBP61	TRANSFUSION BLOOD PRODUCT 62	UNT	UNIT NUMBER  	15
LABTBP62	TRANSFUSION BLOOD PRODUCT 63	UNT	UNIT NUMBER  	15
LABTBP63	TRANSFUSION BLOOD PRODUCT 64	UNT	UNIT NUMBER  	15
LABTBP66	TRANSFUSION BLOOD PRODUCT 67	UNT	UNIT NUMBER  	15
LABTBP18	TRANSFUSION BLOOD PRODUCT 19	VL	PRODUCT VOLUME	15
LABTBP20	TRANSFUSION BLOOD PRODUCT 21	VL	PRODUCT VOLUME	15
LABTBP28	TRANSFUSION BLOOD PRODUCT 29	VL	PRODUCT VOLUME	15
LABYCLAMP	CHLAMYDIA SPECIES SEROLOGY FOR RESPIRATORY	YCLAM1	"CHLAMYDIA SEROLOGY, S"	15
LABYEB	"EBV AB PROFILE, SERUM"	YEB1	EBV VCA IGG AB	15
LABYEB	"EBV AB PROFILE, SERUM"	YEB2	EBV VCA IGM AB	15
