base_name	description	display_name	count
LABMASSTP	MASSIVE TRANSFUSION PEDIATRIC (<50 KG)	Massive Transfusion Pediatric (<50 Kg)	14
LABMB	CK, MB (MASS)	CK, MB (Mass)	52062
LABMB	CK, MB (MASS)	CK-MB	25689
LABMB	CK, MB (MASS)		12986
LABMDXMIS	MOLECULAR PATHOLOGY MISCELLANEOUS TEST	Molecular Pathology Miscellaneous Test	111
LABMDXMIS	MOLECULAR PATHOLOGY MISCELLANEOUS TEST		28
LABME	RUBEOLA VIRAL AB	Rubeola Viral Ab	1
LABMEAIGG	RUBEOLA VIRAL AB	Rubeola Viral Ab	1
LABMEARC	MEASLES RAPID CULTURE	Measles Rapid Culture	10
LABMECAPC	MECA BY PCR	mecA by PCR	10
LABMELAS	MELAS MTDNA PROFILE	Melas MtDNA Profile	2
LABMELAS	MELAS MTDNA PROFILE		2
LABMEP	MEDICAL EMERGENCY PANEL		30
LABMEP	MEDICAL EMERGENCY PANEL	Medical Emergency Panel	28
LABMERC	MERCURY, WHOLE BLOOD	Mercury, Whole Blood	33
LABMERC	MERCURY, WHOLE BLOOD		4
LABMETB	METABOLIC PANEL, BASIC	Metabolic Panel, Basic	707555
LABMETB	METABOLIC PANEL, BASIC	Metabolic Panel, Basic in AM	35927
LABMETB	METABOLIC PANEL, BASIC		35116
LABMETB	METABOLIC PANEL, BASIC	Metabolic panel, basic	8667
LABMETB	METABOLIC PANEL, BASIC	Metabolic Panel, Basic: POD # 1	3926
LABMETB	METABOLIC PANEL, BASIC	Metabolic Panel, Basic: Evening of surgery	2460
LABMETB	METABOLIC PANEL, BASIC	Metabolic Panel, Basic (LABMETB)	124
LABMETB	METABOLIC PANEL, BASIC	Metabolic Panel, Basic [LABMETB]	12
LABMETB	METABOLIC PANEL, BASIC	Basic Metabolic Panel, Comprehensive	2
LABMETB	METABOLIC PANEL, BASIC	METABOLIC PANEL, BASIC IN 1 MONTH	2
LABMETB	METABOLIC PANEL, BASIC	* Metabolic Panel, Basic	1
LABMETB	METABOLIC PANEL, BASIC	METABOLIC PANEL, BASIC IN 3 MONTHS	1
LABMETC	METABOLIC PANEL, COMPREHENSIVE	Metabolic Panel, Comprehensive	301082
LABMETC	METABOLIC PANEL, COMPREHENSIVE	Metabolic panel, comprehensive	90547
LABMETC	METABOLIC PANEL, COMPREHENSIVE		19806
LABMETC	METABOLIC PANEL, COMPREHENSIVE	Metabolic Panel, Comprehensive in AM	16610
LABMETC	METABOLIC PANEL, COMPREHENSIVE	Metabolic Panel, Comprehensive :POD # 1	1656
LABMETC	METABOLIC PANEL, COMPREHENSIVE	Metabolic Panel, Comprehensive (LABMETC)	206
LABMETC	METABOLIC PANEL, COMPREHENSIVE	Comprehensive Metabolic Panel	10
LABMETC	METABOLIC PANEL, COMPREHENSIVE	Metabolic Panel, Comprehensive [LABMETC]	4
LABMETC	METABOLIC PANEL, COMPREHENSIVE	METABOLIC PANEL, COMPREHENSIVE IN 1 MONTH	4
LABMETC	METABOLIC PANEL, COMPREHENSIVE	Metabolic Panel, Comprehensive  [LABMETC]	3
LABMETC	METABOLIC PANEL, COMPREHENSIVE	Int Metabolic Panel, Comprehensive - 2 Times A Week	2
LABMETC	METABOLIC PANEL, COMPREHENSIVE	Int Metabolic Panel, Comprehensive Every 3 Months	2
LABMETC	METABOLIC PANEL, COMPREHENSIVE	Int Metabolic Panel, Comprehensive Every 4 Weeks	2
LABMETC	METABOLIC PANEL, COMPREHENSIVE	METABOLIC PANEL, COMPREHENSIVE IN 6 MONTHS	2
LABMETC	METABOLIC PANEL, COMPREHENSIVE	* Metabolic Panel, Comprehensive	1
LABMETC	METABOLIC PANEL, COMPREHENSIVE	Ext Metabolic Panel, Comprehensive - 2 Times A Week	1
LABMETHB	METHEMOGLOBIN	Methemoglobin	676
LABMETHB	METHEMOGLOBIN		94
LABMGMT	MGMT, METHYLATION SPECIFIC PCR		146
LABMGMT	MGMT, METHYLATION SPECIFIC PCR	MGMT, Methylation Specific PCR	65
LABMGMT	MGMT, METHYLATION SPECIFIC PCR	MGMT, Methylation Specific PCR  (molecular diagnostic)	30
LABMGMTB	MGMT, METHYLATION SPECIFIC PCR, BLOOD	MGMT, METHYLATION SPECIFIC PCR, BLOOD	10
LABMGMTB	MGMT, METHYLATION SPECIFIC PCR, BLOOD	MGMT, Methylation Specific PCR, Blood	4
LABMGN	MAGNESIUM, SERUM/PLASMA	Magnesium, Serum/Plasma	554763
LABMGN	MAGNESIUM, SERUM/PLASMA		51056
LABMGN	MAGNESIUM, SERUM/PLASMA	Magnesium, Serum/Plasma in AM	25392
LABMGN	MAGNESIUM, SERUM/PLASMA	Magnesium, serum/plasma	5324
LABMGN	MAGNESIUM, SERUM/PLASMA	Magnesium, Serum/Plasma (for autologous patients only)	36
LABMGN	MAGNESIUM, SERUM/PLASMA	Int Magnesium, Serum/Plasma Every 4 Weeks	2
LABMISCH	MISCELLANEOUS HEMATOLOGY	Miscellaneous Hematology	2
LABMISCH	MISCELLANEOUS HEMATOLOGY		2
LABMISPRO	MISCELLANEOUS PROCESSING	Miscellaneous Processing	46
LABMISPRO	MISCELLANEOUS PROCESSING		40
LABMMAS	METHYLMALONIC ACID, SERUM	Methylmalonic Acid	777
LABMMAS	METHYLMALONIC ACID	Methylmalonic Acid	184
LABMMAS	METHYLMALONIC ACID		26
LABMMAS	METHYLMALONIC ACID, SERUM		20
LABMMIC	UNLISTED MICROBIOLOGY ORDER		4
LABMMIC	UNLISTED MICROBIOLOGY ORDER	Unlisted Microbiology Order	2
LABMOLDS	MOLDS ALLERGY SCREEN	Molds Allergy Screen	8
LABMONEBV	MONO SCREEN WITH REFLEX EBV AB	Mono Screen With Reflex EBV Ab	455
LABMONEBV	MONO SCREEN WITH REFLEX EBV AB		30
LABMONOSC	INFECTIOUS MONO SCREEN	Infectious Mono Screen	144
LABMONOSC	INFECTIOUS MONO SCREEN		24
LABMPOPR3	ANCA MPO / PR - 3M IGG		66
LABMPOPR3	ANCA MPO / PR - 3M IGG	ANCA MPO/PR-3M IgG	2
LABMPSQNT	MUCOPOLYSACCHARIDES QUANTITATIVE, URINE	Mucopolysaccharides Quantitative, Urine	4
LABMPSQNT	MUCOPOLYSACCHARIDES QUANTITATIVE, URINE		2
LABMPSTLC	MUCOPOLYSACCHARIDES TLC, URINE	Mucopolysaccharides TLC, Urine	2
LABMPVPCR	MPV PCR	MPV PCR	4
LABMPVPCR	MPV PCR		2
LABMTHFR	METHYLENE- THF REDUCTASE	Methylene-THF Reductase	38
LABMTHFR	METHYLENE- THF REDUCTASE		6
LABMTHFR	METHYLENE- THF REDUCTASE	Methylene- THF Reductase	2
LABMTXL	METHOTREXATE	Methotrexate	4742
LABMTXL	METHOTREXATE		356
LABMTXL	METHOTREXATE	Methotrexate Level	1
LABMTXL	METHOTREXATE	Methotrexate Level Start of infusion	1
LABMUMPSG	MUMPS IGG	MUMPS IGG	26
LABMUMPSG	MUMPS IGG	Mumps IgG	2
LABMUMRC	MUMPS RAPID CULTURE	Mumps Rapid Culture	12
LABMVSOB	UNLISTED MICROBIOLOGY/VIROLOGY TEST		1324
LABMVSOB	UNLISTED MICROBIOLOGY/VIROLOGY TEST	Unlisted Microbiology/Virology Test	949
LABMVSOB	UNLISTED MICROBIOLOGY/VIROLOGY TEST	UNLISTED VIROLOGY SENDOUT SEROLOGY	309
LABMYCOC	MYCOPLASMA CULTURE, FASTIDIOUS	Mycoplasma Culture, Fastidious	26
LABMYCOC	MYCOPLASMA CULTURE, FASTIDIOUS		10
LABMYCPA	MYCOPHENOLIC ACID	Mycophenolic Acid	3338
LABMYCPA	MYCOPHENOLIC ACID		227
LABMYCPA	MYCOPHENOLIC ACID	Cellcept/Mycophenolic Acid (Target Level:  2-5 mcg/ml during the first year)	6
LABMYD88	MYD88 MUTATION ANALYSIS	MyD88 Mutation Analysis	2
LABMYO	MYOGLOBIN, SERUM / PLASMA	Myoglobin, Serum/Plasma	1709
LABMYO	MYOGLOBIN, SERUM / PLASMA		328
LABMYO	MYOGLOBIN, SERUM / PLASMA	Myoglobin, serum/plasma	34
LABNA	SODIUM, SERUM / PLASMA	Sodium, Serum/Plasma	64620
LABNA	SODIUM, SERUM / PLASMA		2472
LABNA	SODIUM, SERUM / PLASMA	SODIUM, SERUM / PLASMA	1
LABNASC	NP / NASAL CULTURE		42
LABNASC	NP / NASAL CULTURE	NP/Nasal Culture	30
LABNBTS	NITROBLUE TETRAZOLIUM RED	Nitroblue Tetrazolium Red	12
LABNBTS	NITROBLUE TETRAZOLIUM RED		2
LABND816V	KIT D816V MUT., AS-PCR, NON-BLOOD	KIT D816V Mut., AS-PCR, Non-blood	2
LABND816V	KIT D816V MUT., AS-PCR, NON-BLOOD	KIT D816V MUT., AS-PCR, NON-BLOOD	2
LABNEURON	NEURONAL CELL AB, SERUM	Neuronal Cell Ab, Serum	1
LABNEURSP	NEURON SPEC ENOLASE	Neuron Spec Enolase	21
LABNEURSP	NEURON SPEC ENOLASE		1
LABNH3	AMMONIA, PLASMA	Ammonia, Plasma	14094
LABNH3	AMMONIA, PLASMA		1350
LABNH3	AMMONIA, PLASMA	Ammonia, plasma	4
LABNJAK2	JANUS KINASE 2 V617F MUTATION, NON-BLOOD	Janus Kinase 2 V617F Mutation, Non-Blood	84
LABNJAK2	JANUS KINASE 2 V617F MUTATION, NON-BLOOD	Janus Kinase 2 V617F Mutation, Non-Blood  (molecular diagnostic)	24
LABNJAK2	JANUS KINASE 2 V617F MUTATION, NON-BLOOD		8
LABNONGYN	NON-GYN CYTOLOGY EXAM		7192
LABNONGYN	NON-GYN CYTOLOGY EXAM	Non-Gyn Cytology Exam	5194
LABNORW	NOROVIRUS ANTIGEN, STOOL EIA	Norovirus Antigen, Stool EIA	840
LABNORW	NOROVIRUS ANTIGEN, STOOL EIA	NOROVIRUS ANTIGEN	372
LABNORW	NOROVIRUS ANTIGEN, STOOL EIA		120
LABNPM1	NPM1, NUCLEOPHOSMIN 1 MUTATION	NPM1, NUCLEOPHOSMIN 1 MUTATION	112
LABNPM1	NPM1, NUCLEOPHOSMIN 1 MUTATION	NPM1, Nucleophosmin 1 Mutation	36
LABNSF3B1	SF3B1 MUTATION ANALYSIS, NON-BLOOD	SF3B1 Mutation Analysis, Non-blood	2
LABNTBNP	NT - PROBNP	NT-proBNP	23128
LABNTBNP	NT - PROBNP	NT-ProBNP	4983
LABNTBNP	NT - PROBNP		4000
LABNTBNP	NT - PROBNP	BNP (NT-proBNP)	29
LABNVHHA	VH HYPERMUTATION ASSAY, NON-BLOOD	VH Hypermutation Assay, Non-Blood	16
LABNVHHA	VH HYPERMUTATION ASSAY, NON-BLOOD	VH Hypermutation Assay, Non-Blood  (molecular diagnostic)	6
LABNVHHA	VH HYPERMUTATION ASSAY, NON-BLOOD		6
LABOAPE	OVA AND PARASITES	Ova and Parasites	5286
LABOAPE	OVA AND PARASITES		1648
LABOAPE	OVA AND PARASITES	Ova and Parasites, Stool	892
LABOF	OSMOTIC FRAGILITY	Osmotic Fragility	35
LABOF	OSMOTIC FRAGILITY		2
LABOGTT	GLUCOSE TOLERANCE FOR CYSTIC FIBROSIS	Glucose Tolerance for Cystic Fibrosis	7
LABOLIG	CSF PROTEIN & IMMUNOFIX ELECT.	Oligoclonal Banding, CSF	458
LABOLIG	CSF PROTEIN & IMMUNOFIX ELECT.	CSF Protein & Immunofix Elect.	402
LABOLIG	CSF PROTEIN & IMMUNOFIX ELECT.		214
LABOLIG	CSF PROTEIN & IMMUNOFIX ELECT.	Oligoclonal Banding CSF	29
LABOLIG	CSF PROTEIN & IMMUNOFIX ELECT.	CSF Protein And Oligoclonal Bands	2
LABORAERO	ORTHOPEDIC AEROBIC CULT W/GS	Orthopedic Aerobic Cult w/GS	1050
LABORANER	ORTHOPEDIC ANAEROBIC CULTURE	Orthopedic Anaerobic Culture	1044
LABORSHOR	ORTHOPEDIC CULT MULT SPECIMENS	Orthopedic Cult Mult Specimens	1028
LABOSM	OSMOLALITY, SERUM	Osmolality, Serum	20189
LABOSM	OSMOLALITY, SERUM		1862
LABOSM	OSMOLALITY, SERUM	Osmolality, serum	35
LABOSR	OUTSIDE SLIDE REVIEW		530
LABOSR	OUTSIDE SLIDE REVIEW	Outside Slide Review	514
LABOSTLC	OLIGOSACCHARIDES TLC, URINE	Oligosaccharides TLC, Urine	6
LABOSTLC	OLIGOSACCHARIDES TLC, URINE		2
LABOXCMET	OXCARBAZEPINE METABOLITE LEVEL	Oxcarbazepine Metabolite Level	263
LABOXCMET	OXCARBAZEPINE METABOLITE LEVEL		12
LABP20210	PROTHROMBIN 20210A	Prothrombin 20210A	751
LABP20210	PROTHROMBIN 20210A	Prothrombin-20210A	420
LABP20210	PROTHROMBIN 20210A		70
LABP20210	PROTHROMBIN 20210A	Prothrombin - 20210a	10
LABP20210	PROTHROMBIN 20210A	PROTHROMBIN-20210A	2
LABPABN	POLIO AB, NEUTRALIZATION	Polio Ab, Neutralization	5
LABPABN	POLIO AB, NEUTRALIZATION		2
LABPAI1AG	PAI-1 AG	PAI-1 Ag	2
LABPAI1AT	PAI-1 ACTIVITY	PAI-1 Activity	11
LABPALB	PREALBUMIN	Prealbumin	6217
LABPALB	PREALBUMIN		5
LABPALL	PROCAINAMIDE	Procainamide	8
LABPANANC	NEUTROPHIL COUNT, ABSOLUTE	Neutrophil Count, Absolute	4
LABPANAPL	PROCAINAMIDE AND NAPA	Procainamide and Napa	56
LABPANHCT	HEMATOCRIT	Hematocrit	118
LABPANHGB	HEMOGLOBIN	Hemoglobin	100
LABPANPLT	PLATELET COUNT	Platelet Count	2
LABPANWBC	WBC COUNT	WBC Count	12
LABPARAG	PARAGONIMIASIS ANTIBODY, ELISA	Paragonimiasis Antibody, ELISA	2
LABPATHR	REVIEW BY PATHOLOGIST		7292
LABPATHR	REVIEW BY PATHOLOGIST	Review By Pathologist	5072
LABPB	PHENOBARBITAL LEVEL	Phenobarbital Level	922
LABPB	PHENOBARBITAL LEVEL		56
LABPB	PHENOBARBITAL LEVEL	Phenobarbital	6
LABPBGD	PBG DEAMINASE, RBC	PBG Deaminase, RBC	2
LABPBXTG	AUTOPSY BX/TISSUE/GENERAL		2
LABPCACT	ACTIVATED CLOTTING TIME (POCT)		876
LABPCACT	ACTIVATED CLOTTING TIME (POCT)	Activated Clotting Time (POCT)	1
LABPCACTK	ISTAT ACTIVATED CLOTTING TIME	iSTAT Activated Clotting Time	2726
LABPCACTK	ISTAT ACTIVATED CLOTTING TIME		2384
LABPCCG4	ISTAT CG4, ARTERIAL		1486
LABPCCG4	ISTAT CG4, ARTERIAL	iSTAT Arterial Blood Gases And Lactate	1092
LABPCCG4O	ISTAT CG4, OTHER		4510
LABPCCG4O	ISTAT CG4, OTHER	iSTAT Others Blood Gases And Lactate	3750
LABPCCG4V	ISTAT CG4,VENOUS		15788
LABPCCG4V	ISTAT CG4,VENOUS	iSTAT Venous Blood Gases And Lactate	14688
LABPCCH8	ISTAT CR, HCT/HB, CL , BUN, NA, K, GLUCOSE, ICA, TCO2	iSTAT Cr, Hct/Hb, Cl , BUN, Na, K, Glucose, iCa, TCO2	1690
LABPCCH8	ISTAT CR, HCT/HB, CL , BUN, NA, K, GLUCOSE, ICA, TCO2	POC ISTAT, HCT/Hb,NA,K,CHL,BUN,CR,GLUCOSE,ICA,TCO2	234
LABPCCH8	POC ISTAT, HCT/HB,NA,K,CHL,BUN,CR,GLUCOSE,ICA,TCO2	POC ISTAT, HCT/Hb,NA,K,CHL,BUN,CR,GLUCOSE,ICA,TCO2	8
LABPCCR	ISTAT CREATININE		12966
LABPCCR	ISTAT CREATININE	iSTAT Creatinine	7082
LABPCEC4	ISTAT EC4, ARTERIAL		100
LABPCEC4	ISTAT EC4, ARTERIAL	iSTAT Arterial Na, K, Glucose, HCT, Hemoglobin	54
LABPCEC4O	ISTAT EC4, OTHER		552
LABPCEC4O	ISTAT EC4, OTHER	iSTAT Other Na, K, Glucose, HCT, Hemoglobin	424
LABPCEC4V	ISTAT EC4, VENOUS		4408
LABPCEC4V	ISTAT EC4, VENOUS	iSTAT Venous Na, K, Glucose, HCT, Hemoglobin	2496
LABPCEG7	ISTAT EG7, ARTERIAL		15900
LABPCEG7	ISTAT EG7, ARTERIAL	iSTAT Arterial Na, K, Blood Gases, Ionized Calcium, HCT, Hemoglobin	11236
LABPCEG7O	ISTAT EG7, OTHER		456
LABPCEG7O	ISTAT EG7, OTHER	iSTAT Other Na, K, Blood Gases, Ionized Calcium, HCT, Hemoglobin	446
LABPCEG7V	ISTAT EG7, VENOUS		14092
LABPCEG7V	ISTAT EG7, VENOUS	iSTAT Venous Na, K, Blood Gases, Ionized Calcium, HCT, Hemoglobin	10628
LABPCG3	ISTAT G3+, ARTERIAL		223676
LABPCG3	ISTAT G3+, ARTERIAL	iSTAT Arterial Blood Gases	159628
LABPCG3O	ISTAT G3+, OTHER		3948
LABPCG3O	ISTAT G3+, OTHER	iSTAT Other Blood Gases	3368
LABPCG3V	ISTAT G3+, VENOUS		10050
LABPCG3V	ISTAT G3+, VENOUS	iSTAT Venous Blood Gases	7032
LABPCINR	ISTAT INR AND PROTIME		3294
LABPCINR	ISTAT INR AND PROTIME	iSTAT PT And INR	2763
LABPCTNI	ISTAT TROPONIN I		28864
LABPCTNI	ISTAT TROPONIN I	iSTAT Troponin I	18682
LABPCYS	PNEUMOCYSTIS STAIN	Pneumocystis Stain	1983
LABPCYS	PNEUMOCYSTIS STAIN		1684
LABPCYS	PNEUMOCYSTIS STAIN	Pneumocystis Stain, Induced Sputum	551
LABPCYS	PNEUMOCYSTIS STAIN	Pneumocystis Stain, Bronchoalveolar Lavage	155
LABPENALL	PENICILLIN ALLERGY SCREEN	Penicillin Allergy Screen	76
LABPENTO	PENTOBARBITAL LEVEL	Pentobarbital Level	21
LABPENTO	PENTOBARBITAL LEVEL		6
LABPETSIN	PETROSAL SINUS TEST		2
LABPFCATE	CATECHOLAMINES FRACTIONATED	CATECHOLAMINES,PLASMA	73
LABPFCATE	CATECHOLAMINES FRACTIONATED		14
LABPFCATE	CATECHOLAMINES FRACTIONATED	CATECHOLAMINES FRACTIONATED	4
LABPGN	PROGESTERONE	Progesterone	29
LABPGN	PROGESTERONE		2
LABPHATYR	PHENYLALANINE AND TYROSINE	Phenylalanine and Tyrosine	2
LABPHEN	PHENYTOIN LEVEL	Phenytoin Level	9440
LABPHEN	PHENYTOIN LEVEL		870
LABPHEN	PHENYTOIN LEVEL	Phenytoin	196
LABPHEN	PHENYTOIN LEVEL	Phenytoin : QAM	23
LABPHEN	PHENYTOIN LEVEL	Phenytoin : After Load	12
LABPHEN	PHENYTOIN LEVEL	Phenytoin: QAM	7
LABPHME	PH BY METER	pH By Meter Fluid	1156
LABPHME	PH BY METER		906
LABPHME	PH BY METER	pH By Meter	530
LABPHME	PH BY METER	pH By Meter Fluid (specify source in quesiont #2)	502
LABPHME	PH BY METER	pH By Meter Urine	392
LABPHME	PH BY METER	pH By Meter Whole Blood	2
LABPHOS	PHOSPHORUS, SERUM/PLASMA	Phosphorus, Serum/Plasma	276882
LABPHOS	PHOSPHORUS, SERUM/PLASMA		23742
LABPHOS	PHOSPHORUS, SERUM/PLASMA	Phosphorus, Serum/Plasma in AM	16748
LABPHOS	PHOSPHORUS, SERUM/PLASMA	Phosphorus, serum/plasma	4335
LABPHOS	PHOSPHORUS, SERUM/PLASMA	Phosphorus, serum/Plasma	49
LABPHOS	PHOSPHORUS, SERUM/PLASMA	PHOSPHORUS, SERUM/PLASMA	1
LABPLAG	PLAGUE AB	Plague Ab	4
LABPLASMN	PLASMINOGEN	Plasminogen	95
LABPLASMN	PLASMINOGEN		2
LABPLTAGG	PLATELET AGGREGATION	Platelet Aggregation	88
LABPLTAGG	PLATELET AGGREGATION		6
LABPLTFUN	PLATELET FUNCTION SCREEN	Platelet Function Screen	362
LABPLTFUN	PLATELET FUNCTION SCREEN		46
LABPLTFUN	PLATELET FUNCTION SCREEN	Platlet Function Screen	8
LABPLTMAP	PLATELET MAPPING	Platelet Mapping	435
LABPLTMAP	PLATELET MAPPING		38
LABPLTS	PLATELET COUNT	Platelet Count	61386
LABPLTS	PLATELET COUNT		2282
LABPLTS	PLATELET COUNT	PLATELET COUNT	2
LABPNAB	PNEUMOCOCCAL AB (PNEUMOVAX RESPONSE)	Pneumococcal AB (Pneumovax Response)	31
LABPNET2	PNEUMOCOCCAL AB (PREVNAR RESPONSE)	Pneumococcal Ab (Prevnar Response)	8
LABPOCGLU	GLUCOSE BY METER		1295992
LABPOCGLU	GLUCOSE BY METER	Glucose By Meter	984493
LABPOLYNS	NASAL SMEAR FOR PMN	Nasal Smear for PMN	2
LABPOLYSP	SPUTUM FOR PMNS	Sputum For PMNs	26
LABPORFEC	PORPHYRINS FRACTIONATED, FECAL	Porphyrins Fractionated, Fecal	26
LABPORFEC	PORPHYRINS FRACTIONATED, FECAL		10
LABPORFEC	PORPHYRINS FRACTIONATED, FECAL	Porphyrins, Fecal Fract	6
LABPORS	PORPHYRINS, SERUM	Porphyrins, Serum	60
LABPORS	PORPHYRINS, SERUM		2
LABPREG	PREGNANCY TEST, SERUM	Pregnancy Test, Serum	3341
LABPREG	PREGNANCY TEST, SERUM		438
LABPREG	PREGNANCY TEST, SERUM	Pregnancy Test, Sr	354
LABPREG	PREGNANCY TEST, SERUM	Pregnancy Test, serum, Qualitative	40
LABPREG	PREGNANCY TEST, SERUM	Pregnancy Test, Serum (LABPREG)	4
LABPREG	PREGNANCY TEST, SERUM	Pregnancy Test - serum	2
LABPRO6MP	PRO-PREDICT ENZACT	Pro-Predict Enzact	29
LABPRO6MP	PRO-PREDICT ENZACT		6
LABPROC	SPECIMEN PROCESSING	Specimen Processing	1572
LABPROC	SPECIMEN PROCESSING		672
LABPROCT	PROCALCITONIN	Procalcitonin	7022
LABPROCT	PROCALCITONIN		462
LABPROINS	PROINSULIN, PLASMA		137
LABPROL	PROLACTIN	Prolactin	1040
LABPROL	PROLACTIN		128
LABPROPAF	PROPAFENONE	Propafenone	4
LABPROTC	PROTEIN C ACTIVITY	Protein C Activity	822
LABPROTC	PROTEIN C ACTIVITY		62
LABPROTPM	PRO-PREDICT TPMT	Pro-Predict TPMT	194
LABPROTPM	PRO-PREDICT TPMT		10
LABPROTS	PROTEIN S ACTIVITY	Protein S Activity	803
LABPROTS	PROTEIN S ACTIVITY		58
LABPROTSF	PROTEIN S, FREE		58
LABPROTSF	PROTEIN S, FREE	Protein S, Free	28
LABPSA	PSA	PSA	1650
LABPSA	PSA		194
LABPSA	PSA	PSA Ultrasensitive	64
LABPSA	PSA	PSA (men over 50)	8
LABPSA	PSA	PSA (LABPSA)	1
LABPSA	PSA	PSA IN 3 MONTHS	1
LABPSACX	PSA WITH REFLEX COMPLEXED PSA	PSA W/ Reflex Complexed PSA	10
LABPSACX	PSA WITH REFLEX COMPLEXED PSA		2
LABPSARX	PSA WITH REFLEX FREE PSA	PSA With Reflex Free PSA	17
LABPSAU	POST-THERAPY PSA	Post-Therapy PSA	9
LABPSAU	POST-THERAPY PSA		4
LABPT	PROTHROMBIN TIME	Prothrombin Time	433312
LABPT	PROTHROMBIN TIME	Prothrombin time	42844
LABPT	PROTHROMBIN TIME		36824
LABPT	PROTHROMBIN TIME	Prothrombin Time in AM	14402
LABPT	PROTHROMBIN TIME	PT Prothrombin Time	1227
LABPT	PROTHROMBIN TIME	Prothrombin Time - Q6H	1116
LABPT	PROTHROMBIN TIME	Prothrombin Time - Recheck INR immediately after completion of FFP infusion	214
LABPT	PROTHROMBIN TIME	Prothrombin Time, No Therapy	205
LABPT	PROTHROMBIN TIME	Prothrombin Time (LABPT)	76
LABPT	PROTHROMBIN TIME	Prothrombin Time (PT)	67
LABPT	PROTHROMBIN TIME	Prothrombin Time - 15 minutes after completion of FFP infusion	32
LABPT	PROTHROMBIN TIME	Prothrombin Time, Heparin Therapy	20
LABPT	PROTHROMBIN TIME	Prothrombin Time, Warfarin Therapy	19
LABPT	PROTHROMBIN TIME	PT/INR	15
LABPT	PROTHROMBIN TIME	Prothrombin Time, Unknown Therapy	13
LABPT	PROTHROMBIN TIME	Prothrombin Time, LMW Heparin Therapy	8
LABPT	PROTHROMBIN TIME	Prothrombin Time, Other Therapy	4
LABPT	PROTHROMBIN TIME	Prothrombin Time [LABPT]	3
LABPT	PROTHROMBIN TIME	Int Prothrombin Time - 2 Times A Week	2
LABPT	PROTHROMBIN TIME	Int Prothrombin Time Every 3 Months	2
LABPT	PROTHROMBIN TIME	Lab PT/INR	2
LABPT	PROTHROMBIN TIME	PROTHROMBIN TIME	2
LABPT	PROTHROMBIN TIME	Prothrombin Time (INR)	1
LABPT12	PROTHROMBIN FRAGMENT 1 AND 2	Prothrombin Fragment 1 And 2	11
LABPTEG	TEG, PERIOPERATIVE	TEG, Perioperative	2450
LABPTH	PARATHYROID HORMONE	Parathyroid Hormone	3245
LABPTH	PARATHYROID HORMONE		242
LABPTH	PARATHYROID HORMONE	Parathyroid Hormone (LABPTH)	4
LABPTINH	PT INHIBITOR SCREEN	PT Inhibitor Screen	427
LABPTINH	PT INHIBITOR SCREEN		46
LABPTT	PTT PARTIAL THROMBOPLASTIN TIME	PTT Partial Thromboplastin Time	345540
LABPTT	PTT PARTIAL THROMBOPLASTIN TIME		36174
LABPTT	PTT PARTIAL THROMBOPLASTIN TIME	PTT Partial Thromboplastin Time in AM	3912
LABPTT	PTT PARTIAL THROMBOPLASTIN TIME	PTT Partial thromboplastin time	1908
LABPTT	PTT PARTIAL THROMBOPLASTIN TIME	PTT Partial Thromboplastin Time, No Therapy	198
LABPTT	PTT PARTIAL THROMBOPLASTIN TIME	PTT Partial Thromboplastin Tme	34
LABPTT	PTT PARTIAL THROMBOPLASTIN TIME	PTT Partial Thromboplastin Time, Heparin Therapy	24
LABPTT	PTT PARTIAL THROMBOPLASTIN TIME	Prothrombin Time	20
LABPTT	PTT PARTIAL THROMBOPLASTIN TIME	PTT Partial Thromboplastin Time, Warfarin Therapy	15
LABPTT	PTT PARTIAL THROMBOPLASTIN TIME	PTT Partial Thromboplastin Time (LABPTT)	13
LABPTT	PTT PARTIAL THROMBOPLASTIN TIME	PTT Partial Thromboplastin Time, Unknown Therapy	11
LABPTT	PTT PARTIAL THROMBOPLASTIN TIME	PTT partial thromboplastin time	10
LABPTT	PTT PARTIAL THROMBOPLASTIN TIME	PTT Partial Thromboplastin Time, Other Therapy	10
LABPTT	PTT PARTIAL THROMBOPLASTIN TIME	PTT Partial Thromboplastin Time, LMW Heparin Therapy	8
LABPTT	PTT PARTIAL THROMBOPLASTIN TIME	Partial Thromboplastin Time	4
LABPTT	PTT PARTIAL THROMBOPLASTIN TIME	Partial Thromboplastin Time (PTT )	2
LABPTT	PTT PARTIAL THROMBOPLASTIN TIME	PTT PARTIAL THROMBOPLASTIN TIME	2
LABPTTINH	PTT INHIBITOR SCREEN	PTT Inhibitor Screen	900
LABPTTINH	PTT INHIBITOR SCREEN		78
LABQFTB	QUANTIFERON TEST FOR LATENT TB	Quantiferon Test For Latent TB	3755
LABQFTB	QUANTIFERON FOR LATENT TB INFECTION	QUANTIFERON FOR LATENT TB INFECTION	542
LABQFTB	QUANTIFERON TEST FOR LATENT TB		389
LABQFTB	QUANTIFERON TEST FOR LATENT TB	Quantiferon test for latent TB	120
LABQFTB	QUANTIFERON FOR LATENT TB INFECTION	Quantiferon for Latent TB Infection	39
LABQFTB	QUANTIFERON FOR LATENT TB INFECTION	Quantiferon Test For Latent TB	4
LABQFTBG	QUANTIFERON TEST FOR LATENT TB	QuantiFERON TEST FOR LATENT TB	2018
LABQFTBG	TB BY QUANTIFERON	TB by QuantiFERON	119
