features,indices
ACETAMINOPHEN-ISOMETHEPTEN-CAF PO,12364
AMLODIPINE-VALSARTAN 10-160 MG PO TABS,12365
EXFORGE 10-160 MG PO TABS,12366
F14.20,12367
I86.1,12368
M77.8,12369
"PAIN MANGMT PROFILE 4 W/CONF,U",12370
"MPM FOAM DRESSING 4 X 4 "" TP BNDG",12371
M24.529,12372
G83.10,12373
NATURE-THROID 195 MG PO TABS,12374
WARFARIN PER PHARMACY PROTOCOL,12375
CEFTAZIDIME 2 GRAM/50 ML MINI-BAG PLUS,12376
J95.811,12377
VASCEPA 1 GRAM PO CAPS,12378
BRILINTA 90 MG PO TABS,12379
BROVANA 15 MCG/2 ML INH NEBU,12380
MEROPENEM CUSTOM IVPB - NS,12381
MAGNESIUM L-LACTATE 84 MG PO TBSR,12382
TROMETHAMINE 36 MG/ML (0.3 M) IV SOLN,12383
BICARB DIALY SOLN W-O CA NO.16 K (4 MEQ/L) -MG (1.5 MEQ/L) HEMODIAL SOLN,12384
T39.391A,12385
BICARB DIALY SOLN W-O CA NO.15 K (4 MEQ/L) -MG (1.2 MEQ/L) HEMODIAL SOLN,12386
SODIUM GLYCEROPHOSPHATE (GLYCOPHOS) IN NS IVPB (CRRT),12387
J15.211,12388
ALUMINUM HYDROXIDE GEL 600 MG/5 ML PO SUSP,12389
PALIPERIDONE 1.5 MG PO TR24,12390
T39.011A,12391
"CALCIUM GLUCONATE 107.6 MEQ NS 1,000 ML (CRRT)",12392
Q65.9,12393
M16.31,12394
BELIMUMAB IV INFUSION,12395
H16.429,12396
H31.109,12397
M48.8X2,12398
CETIRIZINE 5 MG/5 ML PO SOLN,12399
N48.6,12400
"ZOSTER VACCINE LIVE (PF) 19,400 UNIT SC SUSR",12401
C49.11,12402
FLECAINIDE 150 MG PO TABS,12403
SEROQUEL XR 400 MG PO TB24,12404
F50.89,12405
SUTURE REMOVAL,12406
CSF SHUNT REPROGRAM,12407
L03.311,12408
O99.814,12409
PERTUZUMAB IV INFUSION,12410
E89.40,12411
"M79.671, M79.672",12412
AEROCHAMBER Z-STAT PLUS-FLW SG MISC SPCR,12413
GUAIATUSSIN AC 10-100 MG/5 ML PO LIQD,12414
DEXTROMETHORPHAN HBR PO,12415
LEUPROLIDE 3.75 MG IM SYKT,12416
A15.5,12417
DIPHENHYDRAMINE 25 MG/50 ML NS IVPB (CANCER CENTER ONLY),12418
S01.419A,12419
PHENYTOIN IVPB (> 500 MG),12420
"S66.829A, S61.409A",12421
C44.319,12422
NORTREL 1/35 (28) PO,12423
AMPICILLIN 2 GRAM/100 ML MINI-BAG PLUS,12424
CITRACAL REGULAR PO,12425
REVLIMID 5 MG PO CAPS,12426
ZOMETA 4 MG/100 ML IV SOLN,12427
K29.40,12428
A08.11,12429
RIVASTIGMINE 4.6 MG/24 HOUR TD PT24,12430
C50.929,12431
S22.029A,12432
C86.6,12433
"R19.8, Z93.2",12434
S06.0X1A,12435
ASPIRIN 81 MG PO TBEF,12436
"AMIODARONE IN DEXTROSE,ISO-OSM 150 MG/100 ML (1.5 MG/ML) IV SOLN",12437
H18.899,12438
"EXPLORE/IRRIGATE PROBING OF LACRIMAL CANALICULI, WITH OR WITHOUT IRRIGATION",12439
"NEOMYCIN-POLYMYXIN-DEXAMETH 3.5-10,000-0.1 MG-UNIT/G-% OPHT OINT",12440
"A41.51, R65.21",12441
J35.1,12442
"D69.59, T45.1X5A",12443
EPIDURAL PLACEMENT,12444
CBC W/O DIFF,12445
Z15.89,12446
C62.91,12447
NEVIRAPINE 400 MG PO TB24,12448
N70.93,12449
LEVOTHYROXINE 150 MCG PO CAPS,12450
R06.3,12451
S53.004A,12452
H81.09,12453
Q67.4,12454
M26.4,12455
"I77.1, L98.499",12456
G56.01,12457
C79.71,12458
D13.6,12459
T40.3X1A,12460
"I69.398, R20.9",12461
ARIPIPRAZOLE 10 MG PO TBDL,12462
DICLOFENAC POTASSIUM 50 MG PO PWPK,12463
M75.110,12464
E80.1,12465
CALCIUM PHOSPHATE-VITAMIN D3 250 MG CALCIUM- 500 UNIT PO CHEW,12466
"L97.919, L97.929",12467
VITAMIN B-6 25 MG PO TABS,12468
"Z90.710, Z90.79, Z90.721",12469
T88.6XXA,12470
SPRYCEL 100 MG PO TABS,12471
VIRTUSSIN AC 10-100 MG/5 ML PO LIQD,12472
MORPHINE (PF) (1 MG/ML) IV PCA CONTINUOUS INFUSION,12473
DIPHENHYDRAMINE 50 MG/50 ML NS IVPB (CANCER CENTER ONLY),12474
DIPHENHYDRAMINE IVPB (INPATIENT),12475
CENTRUM ULTRA WOMEN'S 18-400 MG-MCG PO TABS,12476
VICKS NYQUIL NIGHTTIME RELIEF 6.25-15-325 MG/15 ML PO LIQD,12477
AZITHROMYCIN 600 MG PO TABS,12478
C05.0,12479
ARTIFICIAL TEARS(HYPROMELLOSE) 0.2 % OPHT DROP,12480
PRAMIPEXOLE 0.25 MG PO TABS,12481
RASAGILINE 0.5 MG PO TABS,12482
"R10.31, G89.29",12483
PIPERACILLIN-TAZOBACTAM 2.25 GRAM/50 ML MINI-BAG PLUS,12484
ESCITALOPRAM OXALATE 20 MG PO TABS,12485
TIMOLOL MALEATE 0.5 % OPHT SOLG,12486
PHENOBARBITAL 64.8 MG PO TABS,12487
Q89.7,12488
LANSOPRAZOLE 3 MG/ML PO SUSR,12489
Z79.02,12490
Q52.0,12491
Q61.4,12492
CEFOXITIN 1 GRAM/50 ML MINI-BAG PLUS,12493
E63.8,12494
MIDAZOLAM (PF) 1 MG/ML INJ SOLN,12495
"ZOSTAVAX (PF) 19,400 UNIT SC SUSR",12496
GENTLE LAXATIVE 5 MG PO TBEC,12497
PNEUMOVAX 23 25 MCG/0.5 ML INJ INJ,12498
K94.19,12499
AMLODIPINE-OLMESARTAN 5-40 MG PO TABS,12500
ARTIFICIAL TEARS(HYPROMELLOSE) 0.5 % OPHT DROP,12501
NITROGLYCERIN 0.6 MG/HR TD PT24,12502
PULMICORT 0.25 MG/2 ML INH NBSP,12503
LYSINE 500 MG PO TABS,12504
"MGMT, METHYLATION SPECIFIC PCR, BLOOD",12505
FORTESTA 10 MG/0.5 GRAM /ACTUATION TD GLPM,12506
FORTESTA TD,12507
ANDRODERM 4 MG/24 HR TD PT24,12508
H35.89,12509
F40.248,12510
NITROGLYCERIN 100 MCG/ML IN D5W 30 ML (SHC OR),12511
HEPARIN + PHYSIOSOL FLUSH MIXTURE (SHC OR),12512
Q89.09,12513
FENTANYL 50 MCG/ML PEDIATRIC INTRANASAL SOLN,12514
ARTERIAL BLOOD GAS,12515
EPOPROSTENOL (VELETRI) IV INFUSION (READMIT HELP ORDER),12516
T82.514A,12517
R43.2,12518
"GLUCOSE, URINE (TIMED)",12519
"PHOSPHORUS, URINE (TIMED)",12520
BEVACIZUMAB (AVASTIN) 7.5MG/0.3ML 1.25MG,12521
"N18.6, D63.1, Z99.2",12522
LACTOBAC CMB #3-FOS-PANTETHINE 300-250 MILLION CELL-MG PO CAPS,12523
"INSULIN SYRINGE,SAFETYNEEDLE 0.3 ML 30 X 5/16"" MISC SYRG",12524
PIPERACILLIN-TAZOBACTAM 3.375 GRAM/50 ML MINI-BAG PLUS EXTENDED INF,12525
PAXIL 10 MG/5 ML PO SUSP,12526
CIPRO IN D5W 400 MG/200 ML IV PGBK,12527
L02.415,12528
NAFCILLIN 2 GRAM IV SOLR,12529
NAMENDA XR 28 MG PO CSPX,12530
LEVOMILNACIPRAN 40 MG PO CS24,12531
C82.00,12532
"T86.49, I81",12533
"T86.49, K83.1",12534
L97.919,12535
MEROPENEM IN NS 500 MG/100 ML MINI-BAG PLUS,12536
L89.154,12537
CARBIDOPA-LEVODOPA-ENTACAPONE 37.5-150-200 MG PO TABS,12538
CEFPODOXIME 100 MG/5 ML PO SUSR,12539
L89.609,12540
"Z90.710, Z90.79, Z90.722",12541
ENZALUTAMIDE 40 MG PO CAPS,12542
"T83.511A, N39.0",12543
BACITRACIN 500 UNIT/GRAM OPHT OINT,12544
"BACITRACIN-POLYMYXIN B 500-10,000 UNIT/GRAM TP PACK",12545
SPRINTEC (28) 0.25-35 MG-MCG PO TABS,12546
PROCAINAMIDE IVPB,12547
CEFOTAXIME 2 GRAM/50 ML MINI-BAG PLUS,12548
LURASIDONE 20 MG PO TABS,12549
K91.86,12550
MAGNESIUM CHLORIDE PO,12551
SOTALOL AF 120 MG PO TABS,12552
"Z51.81, Z79.899",12553
M79.644,12554
R93.0,12555
BRIMONIDINE 0.1 % OPHT DROP,12556
H33.8,12557
H66.92,12558
PROGESTERONE MICRONIZED 200 MG PO CAPS,12559
TESTOSTERONE 10 MG/0.5 GRAM /ACTUATION TD GLPM,12560
"G70.00, Z90.89",12561
ETONOGESTREL SUBDERM,12562
O20.0,12563
Z68.29,12564
HIGH-PROTEIN NUTRITIONAL SHAKE PO LIQD,12565
CHEWABLE MULTI VITAMIN PO CHEW,12566
"EPINEPHRINE 0.3 MG/0.3 ML (1:1,000) INJ ATIN",12567
ROXICET 5-325 MG/5 ML PO SOLN,12568
ACEBUTOLOL 200 MG PO CAPS,12569
M21.179,12570
LYSINE 500 MG PO CAPS,12571
G47.20,12572
Z72.821,12573
AMPICILLIN SODIUM 250 MG INJ SOLR,12574
SF 5000 PLUS 1.1 % DENTAL CREA,12575
"BETAMETHASONE, AUGMENTED 0.05 % TP CREA",12576
FENOFIBRIC ACID (CHOLINE) 135 MG PO CPDR,12577
H40.033,12578
"R07.9, G89.29",12579
DARBEPOETIN ALFA IN POLYSORBAT 25 MCG/0.42 ML INJ SYRG,12580
M21.372,12581
T81.42XA,12582
MAG OX-CALCIUM-POTASSIUM-E-BIL PO,12583
AFRIN (OXYMETAZOLINE) 0.05 % NASAL SPRA,12584
MUCINEX DM PO,12585
R69,12586
MICRO-K PO,12587
NEUPRO 8 MG/24 HOUR TD PT24,12588
"SOD PHOS,DI & MONO-K PHOS MONO 250 MG PO TABS",12589
C79.49,12590
NS + VANCOMYCIN MIXTURE (SHC OR),12591
NITROPRUSSIDE BOLUS 20 MCG/ML IN NS,12592
SIMBRINZA 1-0.2 % OPHT DRPS,12593
LITHATE 20 MG PO CAPS,12594
LATUDA 20 MG PO TABS,12595
VZV IGG IGM PANEL,12596
L98.429,12597
S27.899A,12598
"N14.1, T45.1X5A",12599
VANCOMYCIN 500 MG/100 ML MINI-BAG PLUS,12600
VANCOMYCIN 1 GRAM/100 ML CENTRAL LINE MINI-BAG PLUS,12601
GELNIQUE 10 % (100 MG /GRAM) TD GLPK,12602
H51.11,12603
Z83.79,12604
"ARSENIC, WHOLE BLOOD",12605
"ARSENIC, URINE (RANDOM)",12606
ENEMA PR,12607
INTRAOSSEOUS LINE INSERTION,12608
ISOSORBIDE DINITRATE 2.5 MG SL SUBL,12609
ATROVENT 0.03 % NASAL SPRY,12610
MONTELUKAST PO,12611
SYMBICORT INH,12612
NASACORT NASAL,12613
AZELASTINE NASAL,12614
R41.4,12615
CHEMODENERVATION EXTREMITY(S) AND/OR TRUNK MUSCLE(S),12616
F80.9,12617
NEEDLE ELECTROMYGRPHY W/CHEMODENERVATION,12618
S92.002A,12619
ESCITALOPRAM OXALATE 10 MG PO TABS,12620
I60.00,12621
M22.2X1,12622
S63.599A,12623
M62.50,12624
ESTRING VAG,12625
HIBICLENS 4 % TP LIQD,12626
N83.519,12627
BENZOCAINE 20 % MM SPRY,12628
LIALDA 1.2 GRAM PO TBEC,12629
ECHO - EXCERCISE STRESS ECHO,12630
ROBITUSSIN COLD-FLU NIGHT PO,12631
I27.82,12632
"C79.89, C43.9",12633
D23.4,12634
G72.81,12635
G62.81,12636
MOTOR NEUROPATHY AB SCREEN,12637
VANCOMYCIN 125 MG/2.5 ML PO SYRG,12638
CRANBERRY EXTRACT 425 MG PO CAPS,12639
N76.4,12640
"C78.00, C80.1",12641
"K76.6, K31.89",12642
CALTRATE 600+D PLUS MINERALS 600 MG CALCIUM- 800 UNIT-40 MG PO CHEW,12643
BISOPROLOL FUMARATE PO,12644
NITROGLYCERIN TL,12645
I72.1,12646
S48.922A,12647
Z80.8,12648
H81.4,12649
H80.90,12650
OXYBUTYNIN TD,12651
DIVALPROEX 125 MG PO TBEC,12652
"TESTOPEL PELLET, PER PELLET",12653
"REPAIR SUPERFICIAL WOUND(S) SCLP/NCK/GEN/TRNK/EXT., 2.5 CM OR LESS",12654
TESTOPEL 75 MG IMPLANT PLLT,12655
H35.3211,12656
S46.119A,12657
S62.211A,12658
S92.919B,12659
SODIUM CHLORIDE 1 GRAM PO CAPS          ,12660
H90.0,12661
ESTRADIOL-NORETHINDRONE ACET 1-0.5 MG PO TABS,12662
T88.3XXA,12663
H93.A9,12664
ZYRTEC 10 MG PO CAPS,12665
FEXOFENADINE-PSEUDOEPHEDRINE 180-240 MG PO TB24,12666
L-CARNITINE PO,12667
RYTHMOL SR 225 MG PO CP12,12668
L-TRYPTOPHAN MISC,12669
ZOFRAN (AS HYDROCHLORIDE) PO,12670
ASPIRIN,12671
"VITAMIN B-12 1,000 MCG SL SUBL",12672
MAXZIDE 75-50 MG PO TABS,12673
TYLENOL COLD PO,12674
H35.363,12675
RECLAST IV,12676
ACCU-CHEK SOFTCLIX LANCETS MISC MISC,12677
"A49.8, Z16.24",12678
DEXTROSE 5%-0.2 % SOD CHLORIDE IV SOLP,12679
Z22.321,12680
EPOPROSTENOL INHALATION BAG,12681
"CALCIUM CARBONATE-VITAMIN D2 500 MG(1,250MG) -200 UNIT PO TABS",12682
L85.9,12683
G POOL RESTRICTED,12684
OXYCODONE-ACETAMINOPHEN 2.5-325 MG PO TABS,12685
B05.9,12686
Z91.51,12687
Q64.10,12688
R29.91,12689
ALMOTRIPTAN MALATE 12.5 MG PO TABS,12690
HYDROCORTISONE ACETATE,12691
PEG 3350-ELECTROLYTES-VIT C 100-7.5-2.691 GRAM PO PWPK,12692
KETOROLAC IM,12693
POTASSIUM CITRATE PO,12694
CHANTIX 0.5 MG PO TABS,12695
O98.919,12696
MESALAMINE 1.2 GRAM PO TBEC,12697
RPR,12698
IRON SUCROSE IVPB (<300MG),12699
C21.8,12700
CALCIUM CARBONATE 600 MG (1.5 GRAM) PO CHEW,12701
C22.4,12702
D69.49,12703
SULFONYLUREA HYPOGLYCEMICS PNL,12704
D73.3,12705
Z79.890,12706
VANCOMYCIN 250 MG/5 ML PO SYRG,12707
S32.519A,12708
NAFCILLIN 10 GRAM INJ SOLR,12709
PATCH CHECK,12710
R45.86,12711
BIOTIN 1 MG PO TABS,12712
OMEPRAZOLE MAGNESIUM 20 MG PO CPDR,12713
GREEN TEA EXTRACT PO,12714
K70.31,12715
Z67.40,12716
VALSARTAN PO,12717
NEPHRO-VITE RX 1-60-300 MG-MG-MCG PO TABS,12718
F40.9,12719
ELIQUIS 2.5 MG PO TABS,12720
M21.612,12721
PRECOSE 25 MG PO TABS,12722
PRECOSE PO,12723
F91.1,12724
"R73.9, T38.0X5A",12725
SALIVA STIMULANT AGENTS COMB.3 MM SPRY,12726
DIAZEPAM INTENSOL 5 MG/ML PO CONC,12727
BMT HOME RX NS+KCL 20 MEQ/L+HEPARIN 100 UNITS/KG/DAY,12728
"SYRINGE WITH NEEDLE (DISP) 3 ML 25 X 5/8"" MISC SYRG",12729
ZOFRAN (AS HYDROCHLORIDE) 8 MG PO TABS,12730
"HEPARIN (PORCINE) IN 5 % DEX 25,000 UNIT/250 ML(100 UNIT/ML) IV SOLP",12731
C91.Z0,12732
S92.902A,12733
BENEFIBER S/F (WHEAT DEXTRIN) PO,12734
C44.529,12735
"BD INSULIN SYRINGE ULTRA-FINE 1/2 ML 31 X 5/16"" MISC SYRG",12736
"E11.622, L97.929",12737
CALCIUM CITRATE-VITAMIN D3 PO,12738
PENTOXIFYLLINE PO,12739
F31.12,12740
"ORGANIC ACIDS, URINE",12741
ACYLCARNITINE PROFILE QUANTITATIVE,12742
"AMINO ACIDS, PLASMA",12743
MY FAVORITE MULTIPLE PO LIQD,12744
ONE TOUCH BASIC SYSTEM MISC,12745
Z97.0,12746
D18.1,12747
K51.30,12748
HYDROGEL MISC GEL,12749
"KERLIX 14 X 3 "" TP SPGE",12750
GEL BASE NO.41 (BULK) MISC GEL,12751
"VITAMIN B1(THIAMINE),WHOLE BLOOD",12752
E65,12753
HYDROMORPHONE 1 MG/ML IV PCA CONTINUOUS INFUSION,12754
NALBUPHINE 20 MG/ML INJ SOLN,12755
C92.60,12756
L23.1,12757
G56.03,12758
"C79.9, C50.919",12759
Z87.718,12760
H30.91,12761
H35.029,12762
"D57.3, D56.3",12763
MINOCYCLINE 100 MG PO TABS,12764
L03.317,12765
Z79.1,12766
ADDERALL XR 20 MG PO CP24,12767
CLINDAMYCIN IN DEXTROSE 5 % 600 MG/50 ML IV PGBK,12768
"K28.9, B96.81",12769
CLINDAMYCIN IN 5 % DEXTROSE 600 MG/50 ML IV PGBK,12770
"URINALYSIS SCREEN, CULTURE IF POSITIVE",12771
M89.9,12772
T80.51XA,12773
ZADITOR OPHT,12774
TIOPRONIN 100 MG PO TABS,12775
H02.139,12776
RISPERDAL M-TAB 3 MG PO TBDL,12777
W07.XXXA,12778
M24.669,12779
M97.9XXA,12780
LIPID PANEL,12781
CIMZIA 400 MG/2 ML (200 MG/ML X 2) SC SYKT,12782
FROVATRIPTAN 2.5 MG PO TABS,12783
EXCEDRIN ASPIRIN FREE PO,12784
PEDIATRIC MULTIVITAMIN PO DROP,12785
M25.652,12786
CLONIDINE HCL 0.1 MG PO TABS,12787
J20.4,12788
"J20.8, B97.81",12789
CLONIDINE HCL 0.2 MG PO TABS,12790
COMPREHENSIVE METABOLIC PANEL 14,12791
REPORT COMMENTS  (QUEST),12792
FLUZONE HIGH-DOSE 2014-15 (PF) 180 MCG/0.5 ML IM SYRG,12793
T81.89XD,12794
"DONOR, T CRUZI AB (CHAGAS)",12795
E16.9,12796
GUANFACINE 1 MG PO TABS,12797
DEPO-TESTOSTERONE IM,12798
TOPIRAMATE 25 MG PO CP24,12799
S84.01XA,12800
LEVORA-28 0.15-30 MG-MCG PO TABS,12801
C56.1,12802
TPN ADULT CYCLIC,12803
TRANDATE 100 MG PO TABS,12804
CYSTATIN C WITH ESTIMATED GFR,12805
GLUCOPHAGE XR 750 MG PO TB24,12806
FOLBIC 2.5-25-2 MG PO TABS,12807
BETASEPT SURGICAL SCRUB 4 % TP LIQD,12808
PREPOPIK 10 MG-3.5-12 GRAM/16.1 GRAM PO PWPK,12809
"R07.89, G89.29",12810
T85.22XA,12811
M79.9,12812
"Q44.1, Q44.5, Q44.7",12813
ISOSORBIDE DINITRATE 40 MG PO CPSR,12814
"DIPHTH,PERTUS(ACELL),TETANUS 2.5-8-5 LF-MCG-LF/0.5ML IM INJ",12815
IRON SUCROSE 200 MG/10 ML IRON IV SOLN,12816
TESTOSTERONE TD,12817
"E11.22, Z79.4",12818
"Z98.890, Z94.4",12819
"G20, I95.1",12820
D69.0,12821
R11.14,12822
VAGISIL TP,12823
INTRAUTERINE DEVICE (IUD) INTRAUTER,12824
"I27.21, T50.905A",12825
PROTOPIC 0.1 % TP OINT,12826
MICONAZOLE 7 2 % VAG CREA,12827
BUTALBITAL-ACETAMINOP-CAF-COD 50-325-40-30 MG PO CAPS,12828
FLU VAC QS 2014-15(36MOS+)(PF) 60 MCG (15 MCG X 4)/0.5 ML IM SYRG,12829
PRESERVISION AREDS PO,12830
"T84.84XA, Z96.659",12831
"R11.2, R19.7",12832
S82.91XA,12833
PAMELOR 10 MG PO CAPS,12834
Z96.643,12835
HEPARIN INDUCED THROMBOCYTOPENIA PANEL,12836
O62.9,12837
MICONAZOLE NITRATE 2 % VAG CREA,12838
FLUOCINOLONE 0.01 % TP OIL,12839
FLUOCINOLONE-SHOWER CAP 0.01 % TP OIL,12840
M79.652,12841
"M32.19, I77.89",12842
H15.009,12843
B95.4,12844
T80.211A,12845
F12.21,12846
H53.149,12847
F51.3,12848
Z88.1,12849
"GLUCOSAMINE SULFATE 2KCL 1,000 MG PO TABS",12850
LIDOCAINE HCL 2 % JELLY (URO-JET),12851
J98.51,12852
PREGABALIN 300 MG PO CAPS,12853
TECFIDERA 120 MG PO CPDR,12854
DALFAMPRIDINE 10 MG PO TB12,12855
N60.09,12856
STALEVO 125 31.25-125-200 MG PO TABS,12857
"OM-3-DHA-EPA-FISH OIL-VIT D3 300-1,000-1,000 MG-MG-UNIT PO CAPS",12858
G96.89,12859
Z80.42,12860
PROBIOTIC 5 BILLION CELL PO CPSP,12861
POTASSIUM CHLORID-D5-0.45%NACL 10 MEQ/L IV SOLP,12862
"E83.52, D86.9",12863
S60.229A,12864
ONE-A-DAY WOMEN'S 50+ 400 MCG-500 MG CALCIUM-20 MCG PO TABS,12865
R39.9,12866
PREZISTA 800 MG PO TABS,12867
MEGARED PLANT-OMEGA-3 300 MG PO CAPS,12868
NAPROXEN SODIUM 220 MG PO CAPS,12869
LO LOESTRIN FE PO,12870
"E11.311, H35.81",12871
COLLAGENASE CLOSTRIDIUM HISTO. 250 UNIT/GRAM TP OINT,12872
"CREON 6,000-19,000 -30,000 UNIT PO CPDR",12873
VINCRISTINE CHEMO INFUSION BAG,12874
ST. JOHN'S WORT PO,12875
PROBIOTIC 4X PO,12876
"FERROUS SULFATE, DRIED 160 MG (50 MG IRON) PO TBSR",12877
ETANERCEPT 25 MG (1 ML) SC KIT,12878
EMOLLIENT COMBINATION NO.73 TP CREA,12879
T79.4XXA,12880
F43.29,12881
J10.00,12882
SPECTRAVITE PO,12883
ZOVIRAX 5 % TP CREA,12884
ZOFRAN (AS HYDROCHLORIDE) 4 MG PO TABS,12885
BETAMETHASONE PO,12886
VENLAFAXINE 225 MG PO TR24,12887
"H PYLORI ANTIBODY, IGM, IGG, IGA",12888
K27.5,12889
"B - CELL CLONALITY PCR, TISSUE",12890
"T-CELL CLONALITY PCR, TISSUE",12891
R49.8,12892
CALCIUM CARBONATE 648 MG CALCIUM PO TABS,12893
T83.091A,12894
K27.4,12895
E83.01,12896
"COPPER, URINE",12897
BREO ELLIPTA 100-25 MCG/DOSE INH DSDV,12898
K91.81,12899
FLUNISOLIDE NASAL,12900
"CALCIUM WITH CREATININE, URINE (RANDOM)",12901
CLINDAMYCIN IN DEXTROSE 5 % 900 MG/50 ML IV PGBK,12902
C7A.00,12903
C7A.012,12904
THEOPHYLLINE 100 MG PO TB12,12905
CLINDAMYCIN PEDIATRIC IV INFUSION,12906
GLYNASE PO,12907
RAPAMUNE 0.5 MG PO TABS,12908
"HEPATITIS C RNA, QUAL, PCR",12909
"OS-CAL 500 + D3 500 MG(1,250MG) -200 UNIT PO TABS",12910
FENOFIBRATE 150 MG PO CAPS,12911
R68.82,12912
Z80.9,12913
M77.40,12914
M20.20,12915
M20.60,12916
"OYSTER SHELL CALCIUM-VIT D3 500 MG(1,250MG) -200 UNIT PO TABS",12917
ARGATROBAN IN NACL (ISO-OS) 50 MG/50 ML (1 MG/ML) IV SOLN,12918
T46.5X1A,12919
MURINE OP,12920
HPV 16/18 TYPING,12921
C05.1,12922
G93.82,12923
"REMOVAL OF NAIL PLATE, SINGLE",12924
ACITRETIN 10 MG PO CAPS,12925
T81.10XA,12926
"S30.92XA, L08.9",12927
"BILIRUBIN, FRACTIONATED",12928
Z30.431,12929
"EPIPEN 0.3 MG/0.3 ML (1:1,000) INJ ATIN",12930
OMALIZUMAB 150 MG SC SOLR,12931
PROCRIT INJ,12932
METAMUCIL 0.52 GRAM PO CAPS,12933
PRESERVISION LUTEIN PO,12934
LINAGLIPTIN 5 MG PO TABS,12935
"CATECHOLAMINES FRACTIONATED FREE, 24H URINE",12936
NEPHROCAPS 1 MG PO CAPS,12937
"ALDOSTERONE, URINE",12938
Z85.41,12939
H93.13,12940
"M60.9, T46.6X5A",12941
PRENATAL VITAMIN PO TABS,12942
DIPHENHYDRAMINE-ACETAMINOPHEN 25-500 MG PO TABS,12943
M24.159,12944
NEULASTA 6 MG/0.6ML SC SYRG,12945
ERYTHROMYCIN 1 GM IVPB,12946
M54.32,12947
ACCU-CHEK SMARTVIEW TEST STRIP MISC STRP,12948
T82.312A,12949
SENNA (WITH SUGAR) PO,12950
HEPARIN LOCK FLUSH (PORCINE) 100 UNIT/ML IV SYRG,12951
DEPO-MEDROL INJ,12952
SAVELLA 100 MG PO TABS,12953
TRIBENZOR 40-10-25 MG PO TABS,12954
Q62.5,12955
LINZESS 290 MCG PO CAPS,12956
LAMOTRIGINE 100 MG PO TR24,12957
MINIVELLE 0.0375 MG/24 HR TD PTSW,12958
G56.22,12959
"K75.81, K74.60",12960
Z91.018,12961
MIRABEGRON 50 MG PO TB24,12962
T81.11XA,12963
"B99.9, D63.8",12964
S06.899A,12965
R41.842,12966
"OFIRMEV 1,000 MG/100 ML (10 MG/ML) IV SOLN",12967
N65.1,12968
M25.461,12969
R41.840,12970
"R23.2, T45.1X5A",12971
SENNOSIDES 25 MG PO TABS,12972
L30.2,12973
ANTI-SM ANTIBODY,12974
DICLOFENAC SODIUM 0.1 % OPHT DROP,12975
"L03.90, B95.62",12976
SIMEPREVIR 150 MG PO CAPS,12977
"K76.6, I85.00",12978
G47.62,12979
SOFOSBUVIR 400 MG PO TABS,12980
I69.393,12981
O22.30,12982
T82.858A,12983
Q93.2,12984
J96.02,12985
D84.89,12986
THIAMINE CUSTOM IVPB,12987
E89.41,12988
G56.30,12989
"PAIN MANAGEMENT PROFILE (13 DRUGS), URINE",12990
S14.129A,12991
BACLOFEN 50 MCG/ML IT SOLN,12992
HYALURONIC ACID (SODIUM) PO,12993
DOXYLAMINE SUCCINATE 25 MG PO TABS,12994
PT AND PTT,12995
C69.90,12996
I74.5,12997
DEBRIDEMENT OF SKIN/TISSUE,12998
L.ACIDOPH-B.LACTIS-B.LONGUM 460 MG (7.5-6- 1.5 BILL. CELL) PO CAPS,12999
LEECHES MEDICINAL,13000
IMIPENEM-CILASTATIN 500 MG IV SOLR,13001
FLORAJEN3 460 MG (7.5-6- 1.5 BILL. CELL) PO CAPS,13002
H30.132,13003
ROPIVACAINE (PF) 0.2 % 550 ML LINF ELPH,13004
T79.7XXA,13005
GARCINIA CAMBOGIA 500-200 MG-MCG PO TABS,13006
DYMISTA 137-50 MCG/SPRAY NASAL SPRY,13007
"HAIR,SKIN & NAILS PO TABS",13008
"DETECTION OF CEBPA, NON-BLOOD",13009
"KIT MUTATIONS, EXONS 8 & 17, BLOOD",13010
CENTRUM SILVER 400-250 MCG PO CHEW,13011
LIRAGLUTIDE SC,13012
MILRINONE IV,13013
"AMYLASE, ASCITES",13014
"IMMUNOGLOBULINS A/E/G/M, SERUM",13015
IRON AND IBC W/O REFLEX,13016
OMEPRAZOLE-SODIUM BICARBONATE 20-1.1 MG-GRAM PO CAPS,13017
SILACE 50 MG/5 ML PO LIQD,13018
"PARANEOPLASTIC AUTOANTIBODY EVAL, CSF",13019
R47.02,13020
M21.339,13021
BUTALBITAL-ASPIRIN-CAFFEINE PO,13022
PAROXETINE HCL 37.5 MG PO TB24,13023
ZANTAC 75 75 MG PO TABS,13024
BENZONATATE 200 MG PO CAPS,13025
OCEAN NASAL MIST NASAL,13026
T40.605A,13027
CARNITINE PO,13028
"CHROMIUM PICOLINATE 1,000 MCG PO TABS",13029
AMINO ACIDS PO,13030
"I27.29, I35.9",13031
C7A.1,13032
INV - CPX 351 (CYTARABINE : DAUNORUBICIN) LIPOSOMAL IV CHEMO INFUSION,13033
PRAMOXINE-MINERAL OIL-ZINC 1-46.6-12.5 % PR OINT,13034
T80.919A,13035
N60.02,13036
L70.8,13037
C44.711,13038
LEVSIN 0.125 MG PO TABS,13039
POTASSIUM CHLORIDE 20 MEQ/15 ML PO LIQD,13040
METHADONE 10 MG/ML PO CONC,13041
H31.002,13042
