clinical_item_category_id	source_table	description	external_id	clinical_item_id	name	description	item_count	patient_count
74	stride_order_med	Med (Subcutaneous)	139825	44314	RXCUI139825	Insulin Detemir (Subcutaneous)	1004	248
6	stride_order_proc	Lab	473720	48917	LABBUN	UREA NITROGEN, SERUM/PLASMA	531	247
83	stride_order_med	Med (Transdermal)	4337	46239	RXCUI4337	Fentanyl (Transdermal)	868	246
73	stride_order_med	Med (Oral)	200273	46427	MED200273	Polyethylene Glycol 3350-Potassium Chloride-Sodium Bicarbonate-Sodium Chloride-Sodium Sulfate (Oral)	349	246
6	stride_order_proc	Lab	978544	63845	LABPTEG	TEG, PERIOPERATIVE	514	244
8	stride_order_proc	Imaging	473956	45773	IMGDXSPL2	XR SPINE, LUMBAR 2V	296	243
34	stride_order_proc	Consult	647344	48940	CON421	CONSULT TO PHYSICAL MED REHAB	281	243
4	stride_order_proc	Nursing	472982	50537	NUR1070	ABDOMINAL BINDER	277	243
7	stride_order_proc	Respiratory Care	473360	46336	RT76	RESP - SPUTUM INDUCTION	337	242
6	stride_order_proc	Lab	471766	46048	LABDBIL	BILIRUBIN DIRECT, SERUM/PLASMA	385	241
25	stride_order_proc	Precaution	506899	48960	PRE12	NEUTROPENIC PRECAUTIONS	378	241
6	stride_order_proc	Lab	473472	46193	LABTRFN	TRANSFERRIN	277	241
4	stride_order_proc	Nursing	472386	46166	NUR872	FLAT IN BED	310	241
72	stride_order_med	Med (Intravenous)	8308	44001	RXCUI8308	Vitamin K 1 (Intravenous)	521	240
72	stride_order_med	Med (Intravenous)	1901	44691	RXCUI1901	Calcium Chloride (Intravenous)	482	240
72	stride_order_med	Med (Intravenous)	281	44615	RXCUI281	Acyclovir (Intravenous)	455	239
9	stride_order_proc	Diet	472167	48686	DIET106	DIET LOW MICROBIAL	591	239
4	stride_order_proc	Nursing	489061	49065	NUR1244	CERVICAL SPINE STATUS	364	236
15	stride_order_proc	Microbiology	472435	46033	LABFKOH	FUNGAL CULTURE AND KOH	399	235
6	stride_order_proc	Lab	473723	46209	LABURUN	UREA, URINE (RANDOM)	420	235
72	stride_order_med	Med (Intravenous)	114477	43995	RXCUI114477	Levetiracetam (Intravenous)	468	235
4	stride_order_proc	Nursing	519467	46161	NUR354	REINFORCE DRESSING	250	235
25	stride_order_proc	Precaution	624838	48966	PRE17	TOTAL HIP PRECAUTIONS	269	234
6	stride_order_proc	Lab	473133	45798	LABPREG	PREGNANCY TEST, SERUM	271	233
71	stride_order_med	Med (Topical)	855	44415	MED855	Bacitracin-Polymyxin B (Topical)	269	232
6	stride_order_proc	Lab	473172	49053	LABFTP	PROTEIN TOTAL, FLUID	491	232
72	stride_order_med	Med (Intravenous)	14862	44239	MED14862	Glucose-Potassium Chloride-Sodium Chloride (Intravenous)	249	231
22	stride_order_proc	Code Status	473066	48737	COD3	PARTIAL CODE	369	227
6	stride_order_proc	Lab	472528	62029	LABHCVA	HEPATITIS C AB IGG	259	226
3	stride_order_proc	Point of Care Testing	591294	46067	POC19	POC ISTAT, VENOUS NA, K, GLUCOSE, HCT, HEMOGLOBIN (EC4)	255	225
9	stride_order_proc	Diet	472174	49746	DIET110	DIET POST GASTRIC SURGERY	271	224
4	stride_order_proc	Nursing	519848	63719	NUR372	CDU VITAL SIGNS	244	224
4	stride_order_proc	Nursing	473447	46112	NUR1212	BEDREST POST SHEATH REMOVAL	247	222
4	stride_order_proc	Nursing	472889	61862	NUR1009	ANTIMICROBIAL SHOWER/BATH PREOP	268	222
87	stride_order_med	Med (Epidural)	4337	44311	RXCUI4337	Fentanyl (Epidural)	348	221
8	stride_order_proc	Imaging	474094	46256	IMGDXKN2RT	XR KNEE 1 OR 2V RT	294	221
39	stride_order_proc	Outpatient Referral	505839	49988	REF27	REFERRAL TO NEUROLOGY	238	221
73	stride_order_med	Med (Oral)	56512	44354	RXCUI56512	Sodium Polystyrene Sulfonate (Oral)	391	220
73	stride_order_med	Med (Oral)	301542	44312	RXCUI301542	Rosuvastatin (Oral)	321	219
6	stride_order_proc	Lab	472131	48871	LABDDIM	D - DIMER	308	218
4	stride_order_proc	Nursing	4.89E+05	61827	NUR1684	SHEATH TO BE REMOVED BY RN	239	218
3	stride_order_proc	Point of Care Testing	472692	46071	LABPCG3O	ISTAT G3+, OTHER	492	217
73	stride_order_med	Med (Oral)	11248	46419	RXCUI11248	Vitamin B 12 (Oral)	336	217
15	stride_order_proc	Microbiology	473049	48681	LABOAPE	OVA AND PARASITES	404	217
73	stride_order_med	Med (Oral)	197	44416	RXCUI197	Acetylcysteine (Oral)	306	216
7	stride_order_proc	Respiratory Care	472665	50116	RT100	RESP - INTRAPULMONARY PERCUSSIVE VENTILATION	458	216
4	stride_order_proc	Nursing	489287	46208	NUR1513	MAY HAVE ICE CHIPS	240	214
72	stride_order_med	Med (Intravenous)	3443	35846	RXCUI3443	Diltiazem (Intravenous)	570	214
73	stride_order_med	Med (Oral)	8928	46254	RXCUI8928	Psyllium (Oral)	320	213
80	stride_order_med	Med (Feeding Tube)	82003	46323	RXCUI82003	Docusate (Feeding Tube)	252	213
27	stride_order_proc	Neurology	624820	48943	NEUR25	EPILEPSY MONITORING EPM-EEG	236	211
73	stride_order_med	Med (Oral)	5940	46229	MED5940	Acetaminophen-Oxycodone (Oral)	279	211
4	stride_order_proc	Nursing	472963	49527	NUR1057	TAP WATER ENEMA	312	209
6	stride_order_proc	Lab	862881	62019	LABHITAB	HEPARIN (HIT) AB	284	208
72	stride_order_med	Med (Intravenous)	7396	44010	RXCUI7396	Nicardipine (Intravenous)	348	208
4	stride_order_proc	Nursing	624826	49027	NUR4077	TREATMENT PARAMETERS 1	415	208
30	stride_order_proc	Cast Room	473334	49120	CR107	SLING	229	207
4	stride_order_proc	Nursing	472921	48613	NUR1041	CHECK PUNCTURE SITE	234	206
4	stride_order_proc	Nursing	489466	46023	NUR1693	SITTER REQUIRED	238	205
6	stride_order_proc	Lab	497488	48812	LABDIGL	DIGOXIN, SERUM	512	205
72	stride_order_med	Med (Intravenous)	4177	44444	RXCUI4177	Etomidate (Intravenous)	251	205
73	stride_order_med	Med (Oral)	14966	44310	MED14966	Acetaminophen-Hydrocodone (Oral)	237	204
6	stride_order_proc	Lab	496776	46051	LABHGBX	HEMOGLOBIN	299	204
4	stride_order_proc	Nursing	489139	62001	NUR1365	FEEDING TUBE(KAO FEED)	284	204
36	stride_order_proc	Cath Angio	474726	62037	IMG11CCP	CAR CATH CORS POSSIBLE	247	203
73	stride_order_med	Med (Oral)	10355	46431	RXCUI10355	Temazepam (Oral)	274	202
6	stride_order_proc	Lab	472729	48548	LABFLDH	LDH TOTAL, FLUID	417	202
6	stride_order_proc	Lab	471644	48585	LABABIDI	AB ID	403	201
4	stride_order_proc	Nursing	668133	49235	NUR1156	BEACON NURSING COMMUNICATION 1	351	201
74	stride_order_med	Med (Subcutaneous)	8308	44382	RXCUI8308	Vitamin K 1 (Subcutaneous)	262	200
73	stride_order_med	Med (Oral)	39954	44435	RXCUI39954	Zinc Sulfate (Oral)	389	200
83	stride_order_med	Med (Transdermal)	2599	46253	RXCUI2599	Clonidine (Transdermal)	439	200
56	stride_order_proc	Vascular Ultrasound	519231	62070	VSC05	VSC VENOUS ULTRASOUND	243	199
4	stride_order_proc	Nursing	508686	46058	NUR2254	MONITOR PULMONARY ARTERY CATHETER	208	198
7	stride_order_proc	Respiratory Care	871225	62003	RT997	RESP - LUNG PROTECTIVE VENTILATION PROTOCOL	383	198
4	stride_order_proc	Nursing	644737	49975	NUR6143	DIABETES EDUCATION	241	198
71	stride_order_med	Med (Topical)	4917	44285	RXCUI4917	Nitroglycerin (Topical)	300	197
34	stride_order_proc	Consult	5.08E+05	49587	CON317	CONSULT TO NEUROSURGERY SERVICE	217	197
73	stride_order_med	Med (Oral)	4821	44825	RXCUI4821	Glipizide (Oral)	400	197
73	stride_order_med	Med (Oral)	88249	44321	RXCUI88249	Montelukast (Oral)	322	196
73	stride_order_med	Med (Oral)	7557	44390	MED7557	Sulfamethoxazole-Trimethoprim (Oral)	437	196
6	stride_order_proc	Lab	472619	48584	LABIGG	IGG, SERUM	305	196
34	stride_order_proc	Consult	589656	48980	CON351	CONSULT TO INFECTIOUS DISEASE	213	196
72	stride_order_med	Med (Intravenous)	36063	46298	MED36063	Potassium Chloride-Sodium Chloride (Intravenous)	242	196
4	stride_order_proc	Nursing	498234	50228	NUR2004	RECTAL TUBE	241	196
6	stride_order_proc	Lab	472522	65688	LABDGHBP	DIAG. HEPATITIS B PANEL	210	196
73	stride_order_med	Med (Oral)	8787	44646	RXCUI8787	Propranolol (Oral)	433	195
4	stride_order_proc	Nursing	473244	45907	NUR1139	RESTRICT FLUID INTAKE	288	195
4	stride_order_proc	Nursing	668134	49229	NUR1157	BEACON NURSING COMMUNICATION 2	347	195
28	stride_order_proc	GI	472052	50005	GICOLO	COLONOSCOPY	395	195
73	stride_order_med	Med (Oral)	25025	46230	RXCUI25025	Finasteride (Oral)	340	194
6	stride_order_proc	Lab	862879	57817	LABVD25H	VITAMIN D, 25-HYDROXYVITAMIN	273	194
8	stride_order_proc	Imaging	473963	65673	IMGDXAB2	ABDOMEN WITH DECUB AND/OR UPRIGHT	276	193
73	stride_order_med	Med (Oral)	2582	44410	RXCUI2582	Clindamycin (Oral)	348	192
6	stride_order_proc	Lab	497053	49008	LABRFRPT	REFERENCE REPORT	274	192
85	stride_order_med	Med (Nasal)	7812	46426	RXCUI7812	Oxymetazoline (Nasal)	237	191
4	stride_order_proc	Nursing	471979	51706	NUR770	RESPIRATORY ASSESSMENT	200	191
35	stride_order_proc	SLP	883986	62060	SLP50	SLP FEES SWALLOW EVALUATE AND TREAT	285	191
40	stride_order_proc	Legal	489264	48699	LEG2	LEGAL STATUS: 72 HR HOLD (5150)	243	190
73	stride_order_med	Med (Oral)	39786	44438	RXCUI39786	Venlafaxine (Oral)	422	189
6	stride_order_proc	Lab	472402	46359	LABRBCFOL	FOLATE, RBC	234	189
4	stride_order_proc	Nursing	472637	45898	NUR925	INCISION ASSESSMENT	202	188
72	stride_order_med	Med (Intravenous)	10154	44441	RXCUI10154	Succinylcholine (Intravenous)	230	188
4	stride_order_proc	Nursing	660691	62027	NUR3018	CIWA (CLINICAL INSTITUTE WITHDRAWAL ASSESSMENT OF ALCOHOL)	266	188
72	stride_order_med	Med (Intravenous)	6185	44247	RXCUI6185	Labetalol (Intravenous)	305	187
8	stride_order_proc	Imaging	473980	45923	IMGDXKN2LT	XR KNEE 1 OR 2V LT	249	187
8	stride_order_proc	Imaging	473817	46139	IMGCT3HN	CT ANGIO HEAD AND NECK	221	187
8	stride_order_proc	Imaging	898596	62235	IMGCTTROF	CT CHEST OUTSIDE STUDY FOR REFERENCE ONLY	222	187
72	stride_order_med	Med (Intravenous)	7617	43996	RXCUI7617	Octreotide (Intravenous)	346	187
6	stride_order_proc	Lab	472057	63720	LABVP4	COMP HEPATITIS PANEL	209	186
4	stride_order_proc	Nursing	669735	62030	NUR11518	BEACON NURSING TRANSFUSION PARAMETERS	228	185
4	stride_order_proc	Nursing	489303	49458	NUR1529	MONITOR CO/CI	194	185
73	stride_order_med	Med (Oral)	6581	46342	RXCUI6581	Magnesium Hydroxide (Oral)	207	184
71	stride_order_med	Med (Topical)	7597	46568	RXCUI7597	Nystatin (Topical)	260	183
6	stride_order_proc	Lab	898802	62134	LABEBVQP	EBV PCR QUANT, PLASMA	287	182
73	stride_order_med	Med (Oral)	275891	44350	RXCUI275891	Valganciclovir (Oral)	704	181
6	stride_order_proc	Lab	472108	48574	LABCR	CREATININE, SERUM/PLASMA	245	180
4	stride_order_proc	Nursing	668150	61860	NUR8000	BMT PROTOCOL OR TREATMENT PLAN	189	180
22	stride_order_proc	Code Status	472216	62911	COD5	DNR/DNE	279	180
30	stride_order_proc	Cast Room	472997	48673	CR103	ABDUCTION WEDGE (HIP)	197	179
6	stride_order_proc	Lab	472111	49867	LABBBPCRY	CRYOPRECIPITATE	340	179
73	stride_order_med	Med (Oral)	62427	44843	RXCUI62427	Ursodeoxycholate (Oral)	426	179
6	stride_order_proc	Lab	473062	49215	LABPTH	PARATHYROID HORMONE	277	179
4	stride_order_proc	Nursing	667699	49768	NUR2003	BMT NURSING INSTRUCTION	203	179
6	stride_order_proc	Lab	472193	45958	LABDATBSI	DIRECT COOMBS BROAD SPECTRUM	249	178
6	stride_order_proc	Lab	473301	45980	LABSPIE	PROTEIN IMMUNOFIX ELECTROPHORESIS, SERUM	208	177
6	stride_order_proc	Lab	472040	63716	LABCMVIGG	CMV IGG	199	177
72	stride_order_med	Med (Intravenous)	190376	46248	RXCUI190376	Linezolid (Intravenous)	293	176
4	stride_order_proc	Nursing	867751	61833	NUR1599	MONITOR CARDIAC ASSIST DEVICE	206	176
8	stride_order_proc	Imaging	516589	65656	IMGUSVULOLT	US RADIOLOGY VEIN LOWER EXTREMITY LEFT RULE OUT DVT	191	176
73	stride_order_med	Med (Oral)	540702	56498	MED540702	BLUE FOOD COLORING-FD&C BLUE1 (FEES PROTOCOL)	244	175
6	stride_order_proc	Lab	471531	45932	LABAHP2	ACUTE HEPATITIS PANEL	218	174
73	stride_order_med	Med (Oral)	139462	46445	RXCUI139462	Moxifloxacin (Oral)	330	174
73	stride_order_med	Med (Oral)	10156	46439	RXCUI10156	Sucralfate (Oral)	304	173
39	stride_order_proc	Outpatient Referral	505843	49995	REF29	REFERRAL TO CARDIOLOGY	190	173
4	stride_order_proc	Nursing	4.73E+05	62119	NUR900	ICE CHIPS & SIPS H20 WHEN AWAKE AND ALERT	187	173
6	stride_order_proc	Lab	472441	46105	LABGGT	GAMMA - GLUTAMYL TRANSFERASE	270	173
4	stride_order_proc	Nursing	473423	45943	NUR1210	BEDREST (STRICT)	193	172
25	stride_order_proc	Precaution	518499	46038	PRE14	HIP PRECAUTIONS	188	172
4	stride_order_proc	Nursing	870013	61835	NUR30013	COMFORT CARE MEASURES	188	171
6	stride_order_proc	Lab	471614	48721	LABFAMY	AMYLASE, FLUID	439	170
8	stride_order_proc	Imaging	517155	49408	IMGUSAB1L	US ABDOMEN LTD	185	170
73	stride_order_med	Med (Oral)	6058	44367	RXCUI6058	Isosorbide Dinitrate (Oral)	459	168
8	stride_order_proc	Imaging	473930	48948	IMGCTSL	CT SPINE LUMBAR	195	168
73	stride_order_med	Med (Oral)	40254	44437	RXCUI40254	Valproate (Oral)	534	168
8	stride_order_proc	Imaging	473958	45985	IMGDXSPC2	XR SPINE, CERVICAL 2V	218	168
73	stride_order_med	Med (Oral)	17128	46474	RXCUI17128	Lansoprazole (Oral)	239	168
104	stride_order_med	Med (Intranasal)	6387	54419	RXCUI6387	Lidocaine (Intranasal)	233	168
73	stride_order_med	Med (Oral)	208479	46596	MED208479	Magnesium Oxide-Magnesium Amino Acid Chelate (Oral)	410	168
34	stride_order_proc	Consult	519476	48819	CON359	CONSULT TO NEPHROLOGY	215	167
73	stride_order_med	Med (Oral)	28439	44266	RXCUI28439	Lamotrigine (Oral)	410	167
73	stride_order_med	Med (Oral)	32675	45052	RXCUI32675	Oxybutynin (Oral)	306	167
6	stride_order_proc	Lab	497368	61850	LABFLGL	GLUCOSE, FLUID	303	167
72	stride_order_med	Med (Intravenous)	6754	44224	RXCUI6754	Meperidine (Intravenous)	197	166
6	stride_order_proc	Lab	472317	45976	LABUEOS	EOSINOPHILS, URINE	330	166
39	stride_order_proc	Outpatient Referral	505849	49005	REF32	REFERRAL TO GASTROENTEROLOGY	186	166
84	stride_order_med	Med (Intramuscular)	204238	46629	MED204238	Acellular Pertussis Vaccine-Diphtheria Toxoid Vaccine-Tetanus Toxoid Vaccine (Intramuscular)	173	166
87	stride_order_med	Med (Epidural)	-5.40E+18	55965	RXCUI1815,4337,9863	Bupivacaine-Fentanyl-Sodium Chloride (Epidural)	227	166
8	stride_order_proc	Imaging	516591	65692	IMGUSVULORT	US RADIOLOGY VEIN LOWER EXTREMITY RIGHT RULE OUT DVT	182	166
34	stride_order_proc	Consult	647343	49156	CON420	CONSULT TO PAIN	182	165
6	stride_order_proc	Lab	668091	49072	LAB11125R	COCCI ID	197	165
4	stride_order_proc	Nursing	472094	50372	NUR813	VERIFY INFORMED CONSENT	186	165
4	stride_order_proc	Nursing	624824	48908	NUR4075	GUIDELINES FOR MD ORDERING 2	243	163
4	stride_order_proc	Nursing	872129	62013	NUR201019	HOLD TUBE FEEDING X1	305	163
71	stride_order_med	Med (Topical)	1291	44443	RXCUI1291	Bacitracin (Topical)	215	163
73	stride_order_med	Med (Oral)	18867	45035	RXCUI18867	Benazepril (Oral)	283	163
72	stride_order_med	Med (Intravenous)	68139	46486	RXCUI68139	Rocuronium (Intravenous)	211	162
4	stride_order_proc	Nursing	660471	48830	NUR6541	WARM PATIENT	207	162
4	stride_order_proc	Nursing	518292	45883	NUR352	SKIN GRAFT CARE	166	162
73	stride_order_med	Med (Oral)	35636	44400	RXCUI35636	Risperidone (Oral)	479	161
73	stride_order_med	Med (Oral)	121243	44867	RXCUI121243	Voriconazole (Oral)	549	161
8	stride_order_proc	Imaging	474111	49406	IMGMRSC	MR C-SPINE	204	159
4	stride_order_proc	Nursing	471883	62302	NUR716	CHECK TUBE FEEDING	229	159
73	stride_order_med	Med (Oral)	6057	44242	RXCUI6057	Isosorbide (Oral)	322	158
53	stride_order_proc	Nursing Transfusion	927934	65646	NUR701	TRANSFUSE PLATELETS	748	158
73	stride_order_med	Med (Oral)	214824	44399	RXCUI214824	Sevelamer (Oral)	385	157
72	stride_order_med	Med (Intravenous)	10454	45049	RXCUI10454	Thiamine (Intravenous)	245	157
72	stride_order_med	Med (Intravenous)	2396	44309	RXCUI2396	Chlorothiazide (Intravenous)	629	156
4	stride_order_proc	Nursing	489375	46145	NUR1601	PACING WIRE/GROUND PLATE IN SITU	171	156
6	stride_order_proc	Lab	473097	49334	LABPHEN	PHENYTOIN LEVEL	398	156
16	stride_order_proc	Blood Bank	889176	63759	LABERURBC	EMERGENCY RELEASE RBC	236	156
75	stride_order_med	Med (Inhalation)	92811	44330	MED92811	Albuterol-Ipratropium (Inhalation)	282	155
8	stride_order_proc	Imaging	473872	45762	IMGCTPEP	CT PULMONARY EMBOLISM & LOWER EXTREMITY	172	155
12	stride_order_proc	Procedures	885239	62144	2109388	LIMITED ULTRASOUND	157	155
8	stride_order_proc	Imaging	898644	62239	IMGUSABROF	US ABDOMEN OUTSIDE STUDY FOR REFERENCE ONLY	188	155
8	stride_order_proc	Imaging	473829	46084	IMGCT3TAP	CT ANGIO CHEST ABDOMEN PELVIS	207	155
22	stride_order_proc	Code Status	472217	62758	COD7	DNR/C	198	154
73	stride_order_med	Med (Oral)	6813	44591	RXCUI6813	Methadone (Oral)	498	154
4	stride_order_proc	Nursing	471962	45790	NUR755	GROIN PUNCTURE CHECKS (R AND/OR L)	204	153
8	stride_order_proc	Imaging	473816	46036	IMGCTFAC	CT FACIAL BONES OR SINUS	182	153
34	stride_order_proc	Consult	979722	65695	CON468	CONSULT TO HEART FAILURE CNS	184	153
73	stride_order_med	Med (Oral)	11124	44872	RXCUI11124	Vancomycin (Oral)	459	153
73	stride_order_med	Med (Oral)	89013	45415	RXCUI89013	Aripiprazole (Oral)	402	153
73	stride_order_med	Med (Oral)	1292	44370	RXCUI1292	Baclofen (Oral)	298	152
28	stride_order_proc	GI	472324	46016	GIEERCP	ERCP PROCEDURE	363	152
4	stride_order_proc	Nursing	489399	49547	NUR1625	PRIVILEGES-LEVEL 2 (PSYCH UNIT)	178	152
8	stride_order_proc	Imaging	473975	48506	IMGDXFEMLT	XR FEMUR LT	238	152
8	stride_order_proc	Imaging	473917	45804	IMGCTHPRW	CT HEAD PERFUSION W CONTRAST	180	151
72	stride_order_med	Med (Intravenous)	4.71E+18	44649	RXCUI3264,4850,26225	Dexamethasone-Glucose-Ondansetron (Intravenous)	202	151
6	stride_order_proc	Lab	473173	48985	LABTP	PROTEIN TOTAL, SERUM/PLASMA	178	151
41	stride_order_proc	Isolation	506541	48728	ISO7	RESPIRATORY ISOLATION	205	150
6	stride_order_proc	Lab	471568	48745	LABFAL	ALBUMIN, FLUID	353	150
56	stride_order_proc	Vascular Ultrasound	519229	61865	VSC03	VSC ARTERIAL EXAM/ABI\'S	223	150
73	stride_order_med	Med (Oral)	35619	44424	RXCUI35619	Rifaximin (Oral)	383	150
80	stride_order_med	Med (Feeding Tube)	8591	46318	RXCUI8591	Potassium Chloride (Feeding Tube)	279	150
15	stride_order_proc	Microbiology	893889	65691	LABORAERO	ORTHOPEDIC AEROBIC CULT W/GS	298	149
6	stride_order_proc	Lab	473704	49290	LABREF1	LAB UNLISTED 1	232	148
4	stride_order_proc	Nursing	489365	50614	NUR1591	OROGASTRIC TUBE	201	148
72	stride_order_med	Med (Intravenous)	99	43994	RXCUI99	6-Aminocaproic Acid (Intravenous)	172	147
75	stride_order_med	Med (Inhalation)	197	46562	RXCUI197	Acetylcysteine (Inhalation)	297	147
15	stride_order_proc	Microbiology	893884	65654	LABORANER	ORTHOPEDIC ANAEROBIC CULTURE	295	147
85	stride_order_med	Med (Nasal)	9863	44413	RXCUI9863	Sodium Chloride (Nasal)	210	146
8	stride_order_proc	Imaging	473815	46072	IMGCTA	CT ABDOMEN	180	146
73	stride_order_med	Med (Oral)	10689	46837	RXCUI10689	Tramadol (Oral)	230	146
72	stride_order_med	Med (Intravenous)	8745	46586	RXCUI8745	Promethazine (Intravenous)	175	145
42	stride_order_proc	Pharmacy Consult	541711	48490	CON377	CONSULT TO PHARMACY	156	145
3	stride_order_proc	Point of Care Testing	472690	48732	LABPCEG7V	ISTAT EG7, VENOUS	1520	144
72	stride_order_med	Med (Intravenous)	121243	44643	RXCUI121243	Voriconazole (Intravenous)	310	143
6	stride_order_proc	Lab	472106	49442	LABFCR	CREATININE, FLUID	370	143
73	stride_order_med	Med (Oral)	6703	45130	RXCUI6703	Megestrol (Oral)	310	143
8	stride_order_proc	Imaging	474145	46077	IMGMRHSDX	MR DIAGNOSIS STROKE PROTOCOL	149	143
17	stride_order_proc	ECG	792931	62057	EKG29	CARDIAC PATCH RHYTHM MONITOR	177	142
73	stride_order_med	Med (Oral)	214688	46259	RXCUI214688	Magnesium Lactate (Oral)	204	142
6	stride_order_proc	Lab	473170	49534	LABUTPRAN	PROTEIN WITH CREATININE, URINE (RANDOM)	270	142
35	stride_order_proc	SLP	473338	48608	SLP5	SLP VIDEO SWALLOW EVALUATE AND TREAT	167	141
4	stride_order_proc	Nursing	668427	48602	NUR823	INFUSE HCT/P	150	141
6	stride_order_proc	Lab	471770	48645	LABTBIL	BILIRUBIN TOTAL, SERUM/PLASMA	183	140
73	stride_order_med	Med (Oral)	704	44810	RXCUI704	Amitriptyline (Oral)	235	140
8	stride_order_proc	Imaging	473995	48817	IMGFLDYSS	XR DYSPHAGIA WITH SPEECH PATHOLOGIST	165	139
73	stride_order_med	Med (Oral)	3423	44735	RXCUI3423	Hydromorphone (Oral)	238	139
24	stride_order_proc	Pathology	669501	58184	PATH16	BONE MARROW BIOPSY, ASPIRATE	229	139
8	stride_order_proc	Imaging	473932	48722	IMGCTST	CT SPINE THORACIC	149	138
15	stride_order_proc	Microbiology	473804	48696	LABWDCS	WOUND CULTURE AND GRAM STAIN, DEEP / SURGICAL / ASP	181	138
73	stride_order_med	Med (Oral)	5032	46355	RXCUI5032	Guaifenesin (Oral)	204	137
15	stride_order_proc	Microbiology	473117	45843	LABPCYS	PNEUMOCYSTIS STAIN	280	137
4	stride_order_proc	Nursing	519225	62032	NUR353	BEDSIDE PROCEDURE	170	137
72	stride_order_med	Med (Intravenous)	3251	44575	RXCUI3251	Desmopressin (Intravenous)	222	137
73	stride_order_med	Med (Oral)	3640	46261	RXCUI3640	Doxycycline (Oral)	235	137
41	stride_order_proc	Isolation	506544	50841	ISO11	CONTACT AND DROPLET ISOLATION	175	137
6	stride_order_proc	Lab	472321	63718	LABEBVPAN	EPSTEIN-BARR VIRUS AB PANEL	153	137
72	stride_order_med	Med (Intravenous)	42386	46219	RXCUI42386	Immunoglobulins, Intravenous (Intravenous)	313	136
79	stride_order_med	Med (Injection)	15955	46472	MED15955	Epinephrine-Lidocaine (Injection)	151	136
8	stride_order_proc	Imaging	473916	50241	IMGCTHWWO	CT HEAD WWO CONTRAST	144	136
4	stride_order_proc	Nursing	489513	49477	NUR1740	THORACIC SPINE STATUS	232	136
72	stride_order_med	Med (Intravenous)	14866	46505	MED14866	Glucose-Potassium Chloride-Sodium Chloride (Intravenous)	158	136
73	stride_order_med	Med (Oral)	1596	46241	RXCUI1596	Bisacodyl (Oral)	179	135
43	stride_order_proc	NSG PICC Refer	660627	51048	NUR6145	PICC EVALUATION	156	135
4	stride_order_proc	Nursing	489272	49238	NUR1498	LUMBAR SPINE STATUS	235	135
4	stride_order_proc	Nursing	870012	62090	NUR9002	LIBERALIZE VISITATION POLICY	145	133
72	stride_order_med	Med (Intravenous)	10582	45397	RXCUI10582	Thyroxine (Intravenous)	203	133
75	stride_order_med	Med (Inhalation)	89401	44409	MED89401	Fluticasone-Salmeterol (Inhalation)	218	132
73	stride_order_med	Med (Oral)	32937	44403	RXCUI32937	Paroxetine (Oral)	240	132
8	stride_order_proc	Imaging	474118	45889	IMGMRAH	MR ANGIO HEAD	151	132
3	stride_order_proc	Point of Care Testing	472681	49301	LABPCCG4	ISTAT CG4, ARTERIAL	178	132
72	stride_order_med	Med (Intravenous)	3002	44605	RXCUI3002	Cyclophosphamide (Intravenous)	197	132
39	stride_order_proc	Outpatient Referral	505897	62166	REF56	REFERRAL TO STANFORD INTERNAL MEDICINE	142	132
72	stride_order_med	Med (Intravenous)	107044	43999	RXCUI107044	Rabbit Anti-Human T-Lymphocyte Globulin (Intravenous)	303	131
8	stride_order_proc	Imaging	474016	46175	IMGDXHIP2RT	XR HIP 2V RT	170	131
8	stride_order_proc	Imaging	474088	46172	IMGDXFEMRT	XR FEMUR RT	261	131
98	stride_order_med	Med (Sublingual)	4917	44256	RXCUI4917	Nitroglycerin (Sublingual)	155	130
72	stride_order_med	Med (Intravenous)	3616	44251	RXCUI3616	Dobutamine (Intravenous)	258	130
4	stride_order_proc	Nursing	668136	48835	NUR1159	BEACON NURSING COMMUNICATION 3	171	130
4	stride_order_proc	Nursing	861125	50913	NUR5500	CMV STATUS	195	130
4	stride_order_proc	Nursing	4.89E+05	61851	NUR1377	FOLEY RETENTION CATHETER 2-WAY	138	130
16	stride_order_proc	Blood Bank	889178	63746	LABERUFFP	EMERGENCY RELEASE PLASMA	206	130
4	stride_order_proc	Nursing	472983	46116	NUR1071	ABDUCTION PILLOW	136	129
36	stride_order_proc	Cath Angio	589694	46352	CON106	CONSULT TO IR - TUBE DRAIN	156	129
8	stride_order_proc	Imaging	473964	46018	IMGDXAB3	XR ABDOMEN W AP, UPRIGHT, DECUB & DIAPHRAGM	152	128
6	stride_order_proc	Lab	910608	63778	LABCMVIGT	CMV IGG (TRANSFUSION)	130	127
72	stride_order_med	Med (Intravenous)	-5.50E+18	44003	RXCUI4511,4850,89905,10454,8308	Folic Acid-Glucose-Multivitamin Preparation-Thiamine-Vitamin K 1 (Intravenous)	173	127
8	stride_order_proc	Imaging	474108	46142	IMGMRAK	MR ANGIO NECK	159	126
73	stride_order_med	Med (Oral)	21949	46304	RXCUI21949	Cyclobenzaprine (Oral)	212	126
73	stride_order_med	Med (Oral)	7454	46320	RXCUI7454	Nitrofurantoin (Oral)	213	126
88	stride_order_med	Med (Both Eyes)	43611	46443	RXCUI43611	Latanoprost (Both Eyes)	197	126
39	stride_order_proc	Outpatient Referral	505855	51481	REF35	REFERRAL TO INFECTIOUS DISEASE	144	126
4	stride_order_proc	Nursing	624784	46127	NUR6020	TEDS BILATERAL THIGH HIGH	131	125
