item_collection_id	collection_type_id	value	comment	clinical_item_id
1000017	3	2	implied for patients being admitted	45758
1000017	1	2		45921
1000017	3	1	page 9 don't routinely offer it but give if hypoxic	45921
1000017	1	1		44206
1000017	1	1		44315
1000017	3	1	page 9 ASA for suspected ACS	44206
1000017	3	1	page 9 ASA for suspected ACS	44315
1000017	1	2.1		44212
1000017	3	2	page 9 "other antiplatelet agents"	44212
1000017	1	2.1		44319
1000017	3	1	page 9 re: "offer intravenous opioids such as morphine"	44319
1000017	1	2.5		44236
1000017	3	2	page 16 consider non-cardiac causes CP, which would include GERD	44236
1000017	1	2.5		44241
1000017	1	1	page 9	44256
1000017	1	2.5		44285
1000017	3	2	page 9, although only sublingual/buccal mentioned	44241
1000017	3	1	page 9 	44256
1000017	3	2	page 9, although only sublingual/buccal mentioned	44285
1000017	1	2.1		44222
1000017	3	2	implied for admit	44222
1000017	1	2.1		47006
1000017	3	2	page 9 "other antiplatelet agents"	47006
1000017	1	2.1		44294
1000017	3	1	page 9 re: "offer intravenous opioids such as morphine"	44294
1000017	1	2.1		44240
1000017	3	2	page 15 HL as risk factor	44240
1000017	1	2.1		44198
1000017	3	2	as part of admission, might be needed i.e. if pre-renal or hypotensive etc. 	44198
1000018	1	1		49207
1000018	3	2	page 347	49207
1000018	1	2.5	page 346 risk stratification	49055
1000018	3	2.5		49055
1000018	1	1		49481
1000018	3	2	page 346	49481
1000018	1	2.5	page 346 risk stratification	48502
1000018	3	2.5		48502
1000018	1	2.1		45784
1000018	3	2	page 348 peri-EGD time period	45784
1000018	1	1		45811
1000018	3	2	page 351 plan EGD	45811
1000018	1	1		46008
1000018	3	2	page 351 plan EGD	46008
1000018	1	2		45866
1000018	3	2	page 346, 347 risk stratification, including cardiac disease changing transfusion thresholds	45866
1000018	1	1		45969
1000018	3	1	page 346	45969
1000018	1	2.5		46072
1000018	3	2.5	page 346 risk stratification	46072
1000018	1	2.5		45858
1000018	3	2.5	page 346 risk stratification	45858
1000018	1	2.5		45852
1000018	3	2.5	page 346 risk stratification	45852
1000018	1	2.5		45818
1000018	3	2	page 347 discusses risk of aspiration	45818
1000018	1	1		45823
1000018	3	2	page 346	45823
1000018	1	1		45927
1000018	3	2	page 346	45927
1000018	1	2.5		45788
1000018	3	2	page 345	45788
1000018	1	1		45793
1000018	3	1	page 345 "laboratory tests"	45793
1000018	1	1		63759
1000018	3	2	page 346, 347	63759
1000018	1	1		45891
1000018	3	1	page 345 "laboratory tests"	45891
1000018	1	2.1		45948
1000018	3	2	page 346, 355 = explicitly discuss H pylori biopsy testing, but earlier state low risk patients can be discharged without endoscopy, ?implies using non-invasive testing in those patients?	45948
1000018	1	2.1		48724
1000018	3	2	page 346, 355	48724
1000018	1	2.1		45918
1000018	3	2	page 346 risk stratification	45918
1000018	1	2.1		45894
1000018	3	2	page 345	45894
1000018	1	2.1		45763
1000018	3	2	page 346 risk stratification	45763
1000018	1	2.1		45771
1000018	3	2	page 346 risk stratification	45771
1000018	1	2.1		45806
1000018	3	2	page 346 risk stratification	45806
1000018	1	2.1		46020
1000018	3	2	page 346 risk stratification	46020
1000018	1	2.1		45888
1000018	3	2	page 346 risk stratification	45888
1000018	1	2		45838
1000018	3	2	page 346, 347 risk stratification, including cardiac disease changing transfusion thresholds	45838
1000018	1	2.1		45759
1000018	3	2	page 346 risk stratification	45759
1000018	1	2.1		45770
1000018	3	2	page 346 risk stratification	45770
1000018	1	2.5	page 346 risk stratification	45879
1000018	3	2.5		45879
1000018	1	2		45870
1000018	3	2	page 346, 347 risk stratification, including cardiac disease changing transfusion thresholds	45870
1000018	1	1		45945
1000018	3	2	page 346	45945
1000018	1	2.1		44233
1000018	3	2		44233
1000018	1	1		65640
1000018	3	2	page 346	65640
1000018	1	2.1		61993
1000018	3	2	page 346 risk stratification	61993
1000018	1	1		61975
1000018	3	2	page 346	61975
1000018	1	2.5	page 346 risk stratification	46192
1000018	3	2.5		46192
1000018	1	2.1		45955
1000018	3	2	page 346 risk stratification	45955
1000018	1	2		45914
1000018	3	2	page 346, 347 risk stratification, including cardiac disease changing transfusion thresholds	45914
1000018	1	2.1		50267
1000018	3	2	risk stratification -> not so much for occult blood but for assessment of brown stool, melena, BRBPR	50267
1000018	1	2.5		45832
1000018	3	2	page 347 discussing intubation	45832
1000018	1	3		47146
1000018	3	1	page 347 - don't use in acute setting so should not be on admission order set	47146
1000018	1	2.1		44319
1000018	3	2	page 347 discussing admission	44319
1000018	1	2		44592
1000018	3	1	page 346	44592
1000018	1	1	evidence weaker for pre-endoscopic, but strong recommendation post endoscopy)	44219
1000018	1	1	page 346 strong rec	44236
1000018	3	1	page 346	44219
1000018	3	1	page 346	44236
1000018	1	2.5		52294
1000018	3	2	page 347 risk stratification	52294
1000018	1	2.5		46722
1000018	3	2	page 347 risk stratification	46722
1000018	1	3		44222
1000018	3	2	page 347	44222
1000018	1	2.5		44001
1000018	3	2	page 347 risk stratification	44001
1000018	1	2.1		44198
1000018	3	2	page 347 risk strafication including BP, volume depletion	44198
1000019	1	1		49207
1000019	3	2	page 1-2, implied by need for admission	49207
1000019	1	1		49055
1000019	3	2	implied by possible need for surgery (page 2) if IR not available, pendign what was seen	49055
1000019	1	1		49481
1000019	3	2	page 1-2, need for endoscopy	49481
1000019	1	1		48502
1000019	3	2	page 1-2, implied by recommendation for IR procedure in unstable patient, etc.	48502
1000019	1	1		45811
1000019	3	2	implied by need for various procedures	45811
1000019	1	1		46008
1000019	3	2	implied by need for various procedures	46008
1000019	1	2.1		45866
1000019	3	2	page 1/2, assess hemodynamic stability	45866
1000019	1	1		50005
1000019	3	1	page 1	50005
1000019	1	1		45969
1000019	3	1	page 1 "upper endoscopy should also be considered in patients with brisk bleeding"	45969
1000019	1	2.5		46072
1000019	3	2	page 1 and 2	46072
1000019	1	2.5		45858
1000019	3	2	page 1 and 2	45858
1000019	1	1		45852
1000019	3	2	page 1 and 2 -> actually specifically a CTA	45852
1000019	1	1		45823
1000019	3	2	page 2 discussing units of blood required	45823
1000019	1	1		45927
1000019	3	2	page 2 discussing units of blood required	45927
1000019	1	2.1		45788
1000019	3	2		45788
1000019	1	1		45793
1000019	3	2	page 1 and 2, need to risk stratify	45793
1000019	1	1		63759
1000019	3	2	page 2 discussing units of blood required	63759
1000019	1	1		45891
1000019	3	2	page 1 and 2, need to risk stratify	45891
1000019	1	2.1	page 1 if brisk bleeding consider UGIB	45948
1000019	3	2		45948
1000019	1	2.1	page 1 if brisk bleeding consider UGIB	48724
1000019	3	2		48724
1000019	1	2.1		45918
1000019	3	2	page 1nad 2 regarding hemodynamic stability	45918
1000019	1	2.1		45763
1000019	3	2	page 1nad 2 regarding hemodynamic stability	45763
1000019	1	2.1		45771
1000019	3	2	page 1nad 2 regarding hemodynamic stability	45771
1000019	1	2.1		45806
1000019	3	2	page 1nad 2 regarding hemodynamic stability	45806
1000019	1	2.1		46020
1000019	3	2	page 1nad 2 regarding hemodynamic stability	46020
1000019	1	2.1		45888
1000019	3	2	page 1nad 2 regarding hemodynamic stability	45888
1000019	1	2.1		45838
1000019	3	2	page 1nad 2 regarding hemodynamic stability	45838
1000019	1	2.1		45759
1000019	3	2	page 1nad 2 regarding hemodynamic stability	45759
1000019	1	2.1		45770
1000019	3	2	page 1nad 2 regarding hemodynamic stability	45770
1000019	1	2.1		45879
1000019	3	1	page 2	45879
1000019	1	2.1		45870
1000019	3	2	page 1nad 2 regarding hemodynamic stability	45870
1000019	1	1		45945
1000019	3	2	page 2 discussing units of blood required	45945
1000019	1	1		46427
1000019	3	2	implied by page 1-2, colonoscopy recommended	46427
1000019	1	2.1		44233
1000019	3	2	many possible procedures possible	44233
1000019	1	1		65640
1000019	3	2	page 2 discussing units of blood required	65640
1000019	1	2.1		61993
1000019	3	2	as part of overall effort to stop bleeding	61993
1000019	1	1		61975
1000019	3	2	page 2 discussing units of blood required	61975
1000019	1	2.1		46192
1000019	3	1	page 2	46192
1000019	1	2.1		45955
1000019	3	2	page 1nad 2 regarding hemodynamic stability	45955
1000019	1	2.1		45914
1000019	3	2	page 1nad 2 regarding hemodynamic stability	45914
1000019	1	2.1		35733
1000019	3	2	page 1 consider UGIB if brisk bleeding, of UGIB, variceal bleed is one of those that can be most severe	35733
1000019	1	2.1		44249
1000019	1	2.1		44262
1000019	3	2	page 1 consider UGIB if brisk bleeding, of UGIB, variceal bleed is one of those that can be most severe	44249
1000019	3	2	page 1 consider UGIB if brisk bleeding, of UGIB, variceal bleed is one of those that can be most severe	44262
1000019	1	2.1		44319
1000019	3	2		44319
1000019	1	2.1		44592
1000019	3	2	page 1 consider UGIB	44592
1000019	1	2.1		44219
1000019	1	2.1	page 1 consider UGIB if brisk bleeding	44236
1000019	3	2		44219
1000019	3	2	page 1 consider UGIB if brisk bleeding	44236
1000019	1	2.5		52294
1000019	3	2	implied in catastrophic settings	52294
1000019	1	2.5		46722
1000019	3	2	implied in catastrophic settings	46722
1000019	1	2.1		43996
1000019	3	2	page 1 consider UGIB if brisk bleeding, of UGIB, variceal bleed is one of those that can be most severe	43996
1000019	1	2.1		44001
1000019	3	2		44001
1000019	1	1		44198
1000019	3	2	p1, p2, discussing hemodynamic stability	44198
1000020	1	2.1		49867
1000020	3	1	page 8	49867
1000020	1	2.1		46028
1000020	3	1	page 8 	46028
1000020	1	1		49207
1000020	3	2	page 4 almost everyone treated as inpatient	49207
1000020	1	1		49055
1000020	3	2	page 4 "emergency surgery may be needed	49055
1000020	1	1		49481
1000020	3	2	page 4 EGD primary test	49481
1000020	1	1		48502
1000020	3	2	"IR may be needed"	48502
1000020	1	2.1		45784
1000020	3	2	peri-procedure?	45784
1000020	1	1		45811
1000020	3	2	pre-procedure	45811
1000020	1	1		46008
1000020	3	2	pre-procedure	46008
1000020	1	2.1		45866
1000020	3	2	page 8 risk assessment 	45866
1000020	1	1		45969
1000020	3	1	page 4	45969
1000020	1	2.5		46072
1000020	3	2	discussion of surgery and or IR in intro, but would need contrast ideally	46072
1000020	1	2.5		45858
1000020	3	2	discussion of surgery and or IR in intro, but would need contrast ideally	45858
1000020	1	2.1		45852
1000020	3	2	discussion of surgery and or IR in intro, but would need contrast ideally, would actually be CTA?	45852
1000020	1	1		45823
1000020	3	2	page 8 discussion of blood transfusion	45823
1000020	1	1		45927
1000020	3	1	page 8 discussion of blood transfusion	45927
1000020	1	1		45788
1000020	3	1	page 8 risk assessment with blatchford score	45788
1000020	1	1		45793
1000020	3	1	page 8 risk assessment with blatchford score	45793
1000020	1	1		63759
1000020	3	1	page 8 discussion of blood transfusion	63759
1000020	1	1		45891
1000020	3	1	page 8 risk assessment with blatchford score	45891
1000020	1	2.1		45948
1000020	3	2	discussion that ulcers most common cause of bleed in intro	45948
1000020	1	2.1		48724
1000020	3	2		48724
1000020	1	2		45918
1000020	3	1	page 8 risk assessment	45918
1000020	1	1		45763
1000020	3	1	page 8 risk assessment with blatchford score	45763
1000020	1	1		45771
1000020	3	1	page 8 risk assessment with blatchford score	45771
1000020	1	2.1		45806
1000020	3	2	page 8 risk assessment with blatchford score	45806
1000020	1	2.1		46020
1000020	3	1	page 8 risk assessment with blatchford score	46020
1000020	1	2.1		45888
1000020	3	1	page 8 risk assessment with blatchford score	45888
1000020	1	2.1		45838
1000020	3	1	page 8 risk assessment with blatchford score	45838
1000020	1	2.1		45759
1000020	3	1	page 8 discussion of indiications for FFP	45759
1000020	1	2.1		45770
1000020	3	1	page 8 discussion of indiications for FFP	45770
1000020	1	2.5	would wait for surgery consult first	45879
1000020	3	2	emergency surgery may be needed	45879
1000020	1	2.1		45870
1000020	3	1	page 8 risk assessment with blatchford score	45870
1000020	1	1		45945
1000020	3	1	page 8 discussion of blood transfusion	45945
1000020	1	2.1		44233
1000020	3	2	implied if needed for EGD	44233
1000020	1	1		65640
1000020	3	1	page 8 discussion of blood transfusion	65640
1000020	1	2.1		61993
1000020	3	1	page 8 FFP with active bleeding	61993
1000020	1	1		61975
1000020	3	1	page 8 discussion of blood transfusion	61975
1000020	1	2.1		45787
1000020	3	2	as part of hospitalization, particularly if elderly or other co-morbidities	45787
1000020	1	2.1		45854
1000020	3	2	as part of hospitalization, particularly if elderly or other co-morbidities	45854
1000020	1	2.5		46192
1000020	3	1	emergency surgery may be needed	46192
1000020	1	2.1		45955
1000020	3	1	page 8 risk assessment with blatchford score	45955
1000020	1	2.1		45914
1000020	3	1	page 8 risk assessment with blatchford score	45914
1000020	1	2.5		50267
1000020	3	2	risk stratification (not so much to look for occult blood though, more to actually do rectal)	50267
1000020	1	2.1		45776
1000020	3	2	as part of hospitalization, particularly if elderly or other co-morbidities	45776
1000020	1	2.1		45758
1000020	3	2	as part of hospitalization, particularly if elderly or other co-morbidities	45758
1000020	1	2.5		45832
1000020	3	2	subset of critically ill pts	45832
1000020	1	2.5		47146
1000020	3	1	page 7, continue ASA if not bleeding and need it for CV risk prevention	47146
1000020	1	2.1		35733
1000020	3	2	page 10 prophylactic abx if suspect bleeding	35733
1000020	1	2.5		44249
1000020	1	2.1		44262
1000020	3	2.5	page 10 prophylactic abx if suspect bleeding	44249
1000020	3	2	page 10 prophylactic abx if suspect bleeding	44262
1000020	1	2.1		44319
1000020	3	2	as part of admission	44319
1000020	1	2.1		44592
1000020	3	2	implied since EGD so important on page 1	44592
1000020	1	2		44219
1000020	1	2		44236
1000020	3	1	page 9 and 11, PPI use depends on risk	44219
1000020	3	1	page 9 and 11, PPI use depends on risk	44236
1000020	1	2.1		52294
1000020	3	2	Page 8 PCC recommended if taking warfarin and actively bleeding (actually would be quite a few patients, PCC not part of our practice in US but this recommendaiton sounds pretty clear	52294
1000020	1	2.5		46722
1000020	3	2	Page 8 PCC recommended if taking warfarin and actively bleeding but page 9 don't use 7a unless all other methods failed	46722
1000020	1	3		44222
1000020	3	2	as part of admission, presumably hold in setting of acute bleeding	44222
1000020	1	2.1		43996
1000020	3	2	terlipressin mentioned in EV section, octreotide ?equivalent in outcomes	43996
1000020	1	2.1		44001
1000020	3	2	implied page 8 discussing FFP, PCC, not clear that IV is preferred route	44001
1000020	1	2		44198
1000020	3	2	implied in terms of admission	44198
1000021	1	1		49207
1000021	3	2	page 4 (implied, for inpatient management)	49207
1000021	1	2.5		49055
1000021	3	2	page 6 splenorenal shunt	49055
1000021	1	1		49481
1000021	3	2	page 2 (EGD is gold standard)	49481
1000021	1	1		48502
1000021	3	2	page 4, TIPS in some instances	48502
1000021	1	2.5		45784
1000021	3	2		45784
1000021	1	1		45811
1000021	3	2	page 2 (EGD is gold standard)	45811
1000021	1	1		46008
1000021	3	2	page 2 (EGD is gold standard)	46008
1000021	1	2.1		45866
1000021	3	2	page 5 variceal bleed, risk stratification	45866
1000021	1	1		45969
1000021	3	1	page 2 (EGD is gold standard)	45969
1000021	1	2.5		46072
1000021	3	2	page 6 (considering TIPs)	46072
1000021	1	2.5		45858
1000021	3	2	page 6 (considering TIPs)	45858
1000021	1	2.5		45852
1000021	3	2	page 6 (considering TIPs)	45852
1000021	1	2.1		45818
1000021	3	2	page 6 re: "bronchial aspiration of blood"	45818
1000021	1	1		45823
1000021	3	1	page 5, "blood transfusion"	45823
1000021	1	1		45927
1000021	3	1	page 5, "blood transfusion"	45927
1000021	1	1		45788
1000021	3	2	page 5 variceal bleed, risk stratification, also often associated with bacterial infection	45788
1000021	1	1		45793
1000021	3	2	page 5 variceal bleed, risk stratification	45793
1000021	1	1		63759
1000021	3	1	page 5, "blood transfusion"	63759
1000021	1	1		45891
1000021	3	2	page 5 variceal bleed, risk stratification	45891
1000021	1	2.1		45948
1000021	3	2	page3 PUD more common in cirrhotics	45948
1000021	1	2.1		48724
1000021	3	2	page3 PUD more common in cirrhotics	48724
1000021	1	1		45918
1000021	3	2	page 5 variceal bleed, risk stratification	45918
1000021	1	1		45763
1000021	3	2	page 5 variceal bleed, risk stratification	45763
1000021	1	1		45771
1000021	3	2	page 5 variceal bleed, risk stratification	45771
1000021	1	1		45806
1000021	3	2	page 5 variceal bleed, risk stratification	45806
1000021	1	2.1		46020
1000021	3	2	page 5 variceal bleed, risk stratification	46020
1000021	1	2.1		45888
1000021	3	2	page 5 variceal bleed, risk stratification	45888
1000021	1	2.1		45838
1000021	3	2	page 5 variceal bleed, risk stratification	45838
1000021	1	1		45759
1000021	3	2	page 5 variceal bleed, risk stratification, also mention in intro re: INR elevations in variceal bleed patients	45759
1000021	1	1		45770
1000021	3	2	page 5 variceal bleed, risk stratification, also mention in intro re: INR elevations in variceal bleed patients	45770
1000021	1	2.5		45879
1000021	3	2	page 6 splenorenal shunt	45879
1000021	1	2.1		45870
1000021	3	2	page 5 variceal bleed, risk stratification	45870
1000021	1	1		45945
1000021	3	1	page 5, "blood transfusion"	45945
1000021	1	1		44233
1000021	3	2	page 2 (EGD is gold standard)	44233
1000021	1	1		65640
1000021	3	1	page 5, "blood transfusion"	65640
1000021	1	1		61993
1000021	3	2	page 5, "blood transfusion", prior discussion page 2 INR elevations	61993
1000021	1	1		61975
1000021	3	1	page 5, "blood transfusion"	61975
1000021	1	2.5		46192
1000021	3	2	page 6 splenorenal shunt	46192
1000021	1	2.1		45955
1000021	3	2	page 5 variceal bleed, risk stratification	45955
1000021	1	2.1		45914
1000021	3	2	page 5 variceal bleed, risk stratification	45914
1000021	1	2.5		45832
1000021	3	2	page 6 tracheal intubation mentioned	45832
1000021	1	1	mortality benefit	35733
1000021	3	1	page 6	35733
1000021	1	1		44249
1000021	1	1		44262
1000021	3	2	PO norfloxacin mentioned, IV copro mentioned	44249
1000021	3	1	page 6	44262
1000021	1	2.1		44319
1000021	3	2	if admitted	44319
1000021	1	2.1		44592
1000021	3	2	EGD recommended	44592
1000021	1	2.1		44219
1000021	1	2.1		44236
1000021	3	2	page 3 PUD more common in cirrhotics	44219
1000021	3	2	page 3 PUD more common in cirrhotics	44236
1000021	1	2.5		52294
1000021	3	2	variceal bleed	52294
1000021	1	2.5		46722
1000021	3	2	variceal bleed	46722
1000021	1	3	(if acute bleeding)	44222
1000021	3	2		44222
1000021	1	2	somatostatin ?better	43996
1000021	3	1	page 4	43996
1000021	1	2.1		44001
1000021	3	2	variceal bleed, INR may be high	44001
1000021	1	1		44198
1000021	3	1	page 5	44198
1000025	1	1		49251
1000025	3	2	page 29 implied for inpatients	49251
1000025	1	1		65695
1000025	3	2	page 43	65695
1000025	1	2.5		45811
1000025	3	2	page 37 if cardiac biopsy needed	45811
1000025	1	2		61989
1000025	3	2	page 44	61989
1000025	1	2		45824
1000025	3	2	page 44, 45	45824
1000025	1	2		61832
1000025	3	1	page 33	61832
1000025	1	2		45866
1000025	3	1	page 29 initial evaluation	45866
1000025	1	2		45818
1000025	3	1	page 33	45818
1000025	1	2		45801
1000025	3	1	page 33	45801
1000025	1	2.5		45823
1000025	3	2	page 101	45823
1000025	1	2		45788
1000025	3	1	page 29 initial lab evaluation	45788
1000025	1	2		45793
1000025	3	1	page 29 initial lab evaluation	45793
1000025	1	2		45910
1000025	3	1	page 29 initial lab evaluation	45910
1000025	1	2		61837
1000025	3	1	page 29 initial lab evaluation	61837
1000025	1	2		45763
1000025	3	1	page 29 initial lab evaluation	45763
1000025	1	2		45771
1000025	3	1	page 29 initial lab evaluation	45771
1000025	1	2		45806
1000025	3	1	page 29 initial lab evaluation	45806
1000025	1	1		45853
1000025	3	1	page 29	45853
1000025	1	1		45838
1000025	3	1	page 29	45838
1000025	1	2		45778
1000025	3	1	page 29 initial lab evaluation	45778
1000025	1	2		45759
1000025	3	1	page 29 initial lab evaluation includes "liver function tests"	45759
1000025	1	2		45770
1000025	3	1	page 29 initial lab evaluation includes "liver function tests"	45770
1000025	1	2.5		45879
1000025	3	2	page 37 if cardiac biopsy needed	45879
1000025	1	1		45870
1000025	3	1	page 29	45870
1000025	1	2.1		45772
1000025	3	2	page 20 thyroid disease implicated in DCM	45772
1000025	1	2.5		45945
1000025	3	2	page 101	45945
1000025	1	2		45751
1000025	3	1	page 29 initial lab evaluation	45751
1000025	1	1		45787
1000025	3	2	page 46 exercise training	45787
1000025	1	1		45854
1000025	3	2	page 46 exercise training	45854
1000025	1	2		50370
1000025	3	1	page 29 initial lab evaluation	50370
1000025	1	1		45914
1000025	3	1	page 29	45914
1000025	1	1		45776
1000025	3	2	page 46 exercise training	45776
1000025	1	1		45758
1000025	3	2	page 46 exercise training	45758
1000025	1	2.5		46030
1000025	3	2	critically ill	46030
1000025	1	3		44296
1000025	3	2	page 64	44296
1000025	1	2.1		44206
1000025	3	2	page 17 risk factors for HF	44206
1000025	1	1		45035
1000025	3	1	page 49-52	45035
1000025	1	1		44686
1000025	3	1	page 90	44686
1000025	1	1		44340
1000025	3	1	page 53	44340
1000025	1	2		44309
1000025	3	1	page 47-49	44309
1000025	1	1		44357
1000025	3	1	page 49-52	44357
1000025	1	3		44428
1000025	3	2	page 64	44428
1000025	1	2		44389
1000025	3	1	page 59 	44389
1000025	1	2.5		44319
1000025	3	2	as part of admission	44319
1000025	1	3		44393
1000025	3	2	page 64	44393
1000025	1	2		46614
1000025	3	1	page 93	46614
1000025	1	3		44301
1000025	3	2	page 64	44301
1000025	1	2		44251
1000025	3	1	page 81	44251
1000025	1	2		44323
1000025	3	1	page 81	44323
1000025	1	1		45190
1000025	3	1	page 49-52	45190
1000025	1	2.5		44297
1000025	3	2	as part of admission	44297
1000025	1	2		44004
1000025	3	1	page 47-49	44004
1000025	1	1		44241
1000025	1	2.5		44256
1000025	1	2.5		44285
1000025	3	1	page 90	44241
1000025	3	2	page 90	44256
1000025	3	2	page 90	44285
1000025	1	1		44374
1000025	3	1	page 49-52	44374
1000025	1	1		44222
1000025	3	2	91	44222
1000025	1	2		45427
1000025	3	1	page 81	45427
1000025	1	1		44412
1000025	3	1	page 58	44412
1000025	1	3		44271
1000025	3	2	page 64	44271
1000025	1	2.5		44242
1000025	3	2	page 58	44242
1000025	1	1		44367
1000025	3	1	page 58	44367
1000025	1	1		44250
1000025	3	2	91	44250
1000025	1	1		44005
1000025	3	1	page 53	44005
1000025	1	1		44347
1000025	3	1	page 49-52	44347
1000025	1	2.5		44352
1000025	3	1	page 65	44352
1000025	1	2.5		44294
1000025	3	2	as part of admission	44294
1000025	1	3		44341
1000025	3	2	page 64	44341
1000025	1	1		35133
1000025	3	1	page 90	35133
1000025	1	2.5		44023
1000025	3	2	as part of admission	44023
1000025	1	2.5		44198
1000025	3	2	discussion of volume overload	44198
1000025	1	2		44430
1000025	3	1	page 55	44430
1000024	1	1		49251
1000024	3	1	page 8, should have cardiology team	49251
1000024	1	1		65695
1000024	3	2	page 8 "team" (should include CNS), page 10 re: f/u	65695
1000024	1	2.1		61989
1000024	3	2	page 12, as part of non-pharmacologic treatment, in patients who may be volume overloaded, etc.	61989
1000024	1	2.1		45824
1000024	3	2	page 12, as part of non-pharmacologic treatment, in patients who may be volume overloaded, etc.	45824
1000024	1	1		61832
1000024	3	1	page 8 	61832
1000024	1	2.1		45866
1000024	3	2	page 8 work-up for suspected HF	45866
1000024	1	2.1		45818
1000024	3	2	page 8 work-up for suspected HF	45818
1000024	1	2.1		45801
1000024	3	2	page 8 work-up for suspected HF	45801
1000024	1	2.1		45788
1000024	3	2	page 8 work-up for suspected HF	45788
1000024	1	2.1		45793
1000024	3	2	page 8 work-up for suspected HF	45793
1000024	1	1		45763
1000024	3	2	page 11 re: monitoring during diuresis	45763
1000024	1	2.1		45771
1000024	3	2	page 8 work-up for suspected HF	45771
1000024	1	1		45806
1000024	3	2	page 11 re: monitoring during diuresis	45806
1000024	1	1		45853
1000024	3	1	page 8	45853
1000024	1	2.1		45838
1000024	3	2	page 8 work-up for suspected HF	45838
1000024	1	2.5		45778
1000024	3	2	page 8 work-up for suspected HF	45778
1000024	1	2.1		45770
1000024	3	2	page 8 work-up for suspected HF - assess for hepatic congestion/dysfunction	45770
1000024	1	2.1		45770
1000024	3	2	page 8 work-up for suspected HF - assess for hepatic congestion/dysfunction	45770
1000024	1	2.5		45879
1000024	3	1	page 13, valvular sugery, etc.	45879
1000024	1	2.1		45870
1000024	3	2	page 8 work-up for suspected HF	45870
1000024	1	2.5		45772
1000024	3	2	page 8 work-up for suspected HF	45772
1000024	1	2.1		45787
1000024	3	1	page 8 "multi-disc care"	45787
1000024	1	2.1		45854
1000024	3	1	page 8 "multi-disc care"	45854
1000024	1	2.1		45914
1000024	3	2	page 8 work-up for suspected HF	45914
1000024	1	2.1		45776
1000024	3	1	page 8 "multi-disc care"	45776
1000024	1	2.1		45758
1000024	3	1	page 8 "multi-disc care"	45758
1000024	1	2.5		46030
1000024	3	1	page 12, do not routinely use	46030
1000024	1	2.5		44296
1000024	3	2	page 13, discusses beta blockers, calcium chanell blockers not indicated in most instances	44296
1000024	1	2.1		44206
1000024	3	2	discussion of overall management	44206
1000024	1	1		45035
1000024	3	1	page 13 discusses ACEi, ARB, aldosterone antagonist after stabilization	45035
1000024	1	2.5		44686
1000024	3	1	page 12 - do not routinely offer, although clearly indicated if "potentially reversible cardiogenic shock"	44686
1000024	1	1		44340
1000024	3	1	page 13 - if stable, continue beta blockers or start them during admission	44340
1000024	1	1		44309
1000024	3	1	page 11	44309
1000024	1	1		44357
1000024	3	1	page 13 discusses ACEi, ARB, aldosterone antagonist after stabilization	44357
1000024	1	3		44428
1000024	3	2	page 11 - avoid narcotics, there are other medications that should be avoided too	44428
1000024	1	2.1		44389
1000024	3	2	discussion of overall management	44389
1000024	1	2.5		44319
1000024	3	1	page 11	44319
1000024	1	2.5		44393
1000024	3	2	page 13, discusses beta blockers, calcium chanell blockers not indicated in most instances	44393
1000024	1	3		44301
1000024	3	2	page 11 - avoid narcotics, there are other medications that should be avoided too	44301
1000024	1	2.5		44251
1000024	3	1	page 12 - do not routinely offer, although clearly indicated if "potentially reversible cardiogenic shock"	44251
1000024	1	2.5		44323
1000024	3	1	page 12 - do not routinely offer, although clearly indicated if "potentially reversible cardiogenic shock"	44323
1000024	1	1		45190
1000024	3	1	page 13 discusses ACEi, ARB, aldosterone antagonist after stabilization	45190
1000024	1	2.5		44297
1000024	3	1	page 11	44297
1000024	1	1		44004
1000024	3	1	page 11	44004
1000024	1	2.5		44241
1000024	1	2.5		44256
1000024	1	2.5		44285
1000024	3	1	page 12 (do not routinely offer)	44241
1000024	3	1	page 12	44256
1000024	3	1	page 12	44285
1000024	1	1		44374
1000024	3	1	page 13 discusses ACEi, ARB, aldosterone antagonist after stabilization	44374
1000024	1	1		44222
1000024	3	2	intro - likely admission	44222
1000024	1	2.5		45427
1000024	3	1	page 12 - do not routinely offer, although clearly indicated if "potentially reversible cardiogenic shock"	45427
1000024	1	2.1		44412
1000024	3	2	pharmacologic therapy - > i.e., if need afterload reduction but ACE or ARB contraindicated due to AKI	44412
1000024	1	3		44271
1000024	3	2	page 11 - avoid narcotics, there are other medications that should be avoided too	44271
1000024	1	2.1		44242
1000024	3	2	pharmacologic therapy - > i.e., if need afterload reduction but ACE or ARB contraindicated due to AKI	44242
1000024	1	2.1		44367
1000024	3	2	pharmacologic therapy - > i.e., if need afterload reduction but ACE or ARB contraindicated due to AKI	44367
1000024	1	1		44250
1000024	3	2	intro - likely admission	44250
1000024	1	1		44005
1000024	3	1	page 13 - if stable, continue beta blockers or start them during admission	44005
1000024	1	1		44347
1000024	3	1	page 13 discusses ACEi, ARB, aldosterone antagonist after stabilization	44347
1000024	1	2.5		44294
1000024	3	1	page 11	44294
1000024	1	3		44341
1000024	3	2	page 11 - avoid narcotics, there are other medications that should be avoided too	44341
1000024	1	3		35133
1000024	3	3	page 12	35133
1000024	1	2.5		44023
1000024	3	1	page 11	44023
1000024	1	3		44198
1000024	3	2	discussion of diuresis in intro	44198
1000024	1	1		44430
1000024	3	1	page 13 discusses ACEi, ARB, aldosterone antagonist after stabilization	44430
