2018 Clinical Diagnostic Laboratory Fee Schedule ,,,,,,
"CPT codes, descriptions and other data only are copyright 2018 American Medical Association. All rights reserved. CPT is a registered trademark of the American Medical Association (AMA).",,,,,,
2018,86316,,20180101,N,00025.70,Immunoassay tumor other
2018,86317,,20180101,N,00018.50,Immunoassay infectious agent
2018,86318,,20180101,N,00018.09,Immunoassay infectious agent
2018,86318,QW,20180101,N,00018.09,Immunoassay infectious agent
2018,86320,,20180101,N,00029.92,Serum immunoelectrophoresis
2018,86325,,20180101,N,00027.61,Other immunoelectrophoresis
2018,86327,,20180101,N,00029.92,Immunoelectrophoresis assay
2018,86329,,20180101,N,00017.34,Immunodiffusion nes
2018,86331,,20180101,N,00014.79,Immunodiffusion ouchterlony
2018,86332,,20180101,N,00030.09,Immune complex assay
2018,86334,,20180101,N,00027.59,Immunofix e-phoresis serum
2018,86335,,20180101,N,00036.23,Immunfix e-phorsis/urine/csf
2018,86336,,20180101,N,00019.24,Inhibin a
2018,86337,,20180101,N,00026.43,Insulin antibodies
2018,86340,,20180101,N,00018.61,Intrinsic factor antibody
2018,86341,,20180101,N,00024.43,Islet cell antibody
2018,86343,,20180101,N,00015.38,Leukocyte histamine release
2018,86344,,20180101,N,00010.39,Leukocyte phagocytosis
2018,86352,,20180101,N,00167.73,Cell function assay w/stim
2018,86353,,20180101,N,00060.53,Lymphocyte transformation
2018,86355,,20180101,N,00046.58,B cells total count
2018,86356,,20180101,N,00033.06,Mononuclear cell antigen
2018,86357,,20180101,N,00046.58,Nk cells total count
2018,86359,,20180101,N,00046.58,T cells total count
2018,86360,,20180101,N,00058.01,T cell absolute count/ratio
2018,86361,,20180101,N,00033.06,T cell absolute count
2018,86367,,20180101,N,00077.78,Stem cells total count
2018,86376,,20180101,N,00017.96,Microsomal antibody each
2018,86382,,20180101,N,00020.88,Neutralization test viral
2018,86384,,20180101,N,00014.06,Nitroblue tetrazolium dye
2018,86386,,20180101,N,00021.78,Nuclear matrix protein 22
2018,86386,QW,20180101,N,00021.78,Nuclear matrix protein 22
2018,86403,,20180101,N,00012.58,Particle agglut antbdy scrn
2018,86406,,20180101,N,00013.13,Particle agglut antbdy titr
2018,86430,,20180101,N,00007.00,Rheumatoid factor test qual
2018,86431,,20180101,N,00007.00,Rheumatoid factor quant
2018,86480,,20180101,N,00076.52,Tb test cell immun measure
2018,86481,,20180101,N,00100.00,Tb ag response t-cell susp
2018,86590,,20180101,N,00013.64,Streptokinase antibody
2018,86592,,20180101,N,00005.27,Syphilis test non-trep qual
2018,86593,,20180101,N,00005.44,Syphilis test non-trep quant
2018,86602,,20180101,N,00012.56,Antinomyces antibody
2018,86603,,20180101,N,00015.89,Adenovirus antibody
2018,86606,,20180101,N,00018.59,Aspergillus antibody
2018,86609,,20180101,N,00015.90,Bacterium antibody
2018,86611,,20180101,N,00012.56,Bartonella antibody
2018,86612,,20180101,N,00015.93,Blastomyces antibody
2018,86615,,20180101,N,00016.28,Bordetella antibody
2018,86617,,20180101,N,00019.13,Lyme disease antibody
2018,86618,,20180101,N,00021.02,Lyme disease antibody
2018,86618,QW,20180101,N,00021.02,Lyme disease antibody
2018,86619,,20180101,N,00016.52,Borrelia antibody
2018,86622,,20180101,N,00011.03,Brucella antibody
2018,86625,,20180101,N,00016.20,Campylobacter antibody
2018,86628,,20180101,N,00014.82,Candida antibody
2018,86631,,20180101,N,00014.60,Chlamydia antibody
2018,86632,,20180101,N,00015.66,Chlamydia igm antibody
2018,86635,,20180101,N,00014.17,Coccidioides antibody
2018,86638,,20180101,N,00014.97,Q fever antibody
2018,86641,,20180101,N,00017.79,Cryptococcus antibody
2018,86644,,20180101,N,00017.77,Cmv antibody
2018,86645,,20180101,N,00020.80,Cmv antibody igm
2018,86648,,20180101,N,00018.77,Diphtheria antibody
2018,86651,,20180101,N,00016.28,Encephalitis californ antbdy
2018,86652,,20180101,N,00016.28,Encephaltis east eqne anbdy
2018,86653,,20180101,N,00016.28,Encephaltis st louis antbody
2018,86654,,20180101,N,00016.28,Encephaltis west eqne antbdy
2018,86658,,20180101,N,00016.08,Enterovirus antibody
2018,86663,,20180101,N,00016.20,Epstein-barr antibody
2018,86664,,20180101,N,00018.88,Epstein-barr nuclear antigen
2018,86665,,20180101,N,00022.40,Epstein-barr capsid vca
2018,86666,,20180101,N,00012.56,Ehrlichia antibody
2018,86668,,20180101,N,00014.16,Francisella tularensis
2018,86671,,20180101,N,00015.13,Fungus nes antibody
2018,86674,,20180101,N,00018.17,Giardia lamblia antibody
2018,86677,,20180101,N,00017.91,Helicobacter pylori antibody
2018,86682,,20180101,N,00016.06,Helminth antibody
2018,86684,,20180101,N,00019.56,Hemophilus influenza antibdy
2018,86687,,20180101,N,00010.36,Htlv-i antibody
2018,86688,,20180101,N,00017.29,Htlv-ii antibody
2018,86689,,20180101,N,00023.90,Htlv/hiv confirmj antibody
2018,86692,,20180101,N,00021.19,Hepatitis delta agent antbdy
2018,86694,,20180101,N,00017.77,Herpes simplex nes antbdy
2018,86695,,20180101,N,00016.28,Herpes simplex type 1 test
2018,86696,,20180101,N,00023.90,Herpes simplex type 2 test
2018,86698,,20180101,N,00015.43,Histoplasma antibody
2018,86701,,20180101,N,00010.97,Hiv-1antibody
2018,86701,QW,20180101,N,00010.97,Hiv-1antibody
2018,86702,,20180101,N,00016.69,Hiv-2 antibody
2018,86703,,20180101,N,00016.92,Hiv-1/hiv-2 1 result antbdy
2018,86704,,20180101,N,00014.88,Hep b core antibody total
2018,86705,,20180101,N,00014.54,Hep b core antibody igm
2018,86706,,20180101,N,00013.26,Hep b surface antibody
2018,86707,,20180101,N,00014.28,Hepatitis be antibody
2018,86708,,20180101,N,00015.29,Hepatitis a antibody
2018,86709,,20180101,N,00013.90,Hepatitis a igm antibody
2018,86710,,20180101,N,00016.73,Influenza virus antibody
2018,86711,,20180101,N,00017.77,John cunningham antibody
2018,86713,,20180101,N,00018.89,Legionella antibody
2018,86717,,20180101,N,00015.12,Leishmania antibody
2018,86720,,20180101,N,00016.28,Leptospira antibody
2018,86723,,20180101,N,00016.28,Listeria monocytogenes
2018,86727,,20180101,N,00015.89,Lymph choriomeningitis ab
2018,86732,,20180101,N,00016.28,Mucormycosis antibody
2018,86735,,20180101,N,00016.11,Mumps antibody
2018,86738,,20180101,N,00016.34,Mycoplasma antibody
2018,86741,,20180101,N,00016.28,Neisseria meningitidis
2018,86744,,20180101,N,00016.28,Nocardia antibody
2018,86747,,20180101,N,00018.56,Parvovirus antibody
2018,86750,,20180101,N,00016.28,Malaria antibody
2018,86753,,20180101,N,00015.29,Protozoa antibody nos
2018,86756,,20180101,N,00015.91,Respiratory virus antibody
2018,86757,,20180101,N,00023.90,Rickettsia antibody
2018,86759,,20180101,N,00018.23,Rotavirus antibody
2018,86762,,20180101,N,00017.77,Rubella antibody
2018,86765,,20180101,N,00015.90,Rubeola antibody
2018,86768,,20180101,N,00016.28,Salmonella antibody
2018,86771,,20180101,N,00024.48,Shigella antibody
2018,86774,,20180101,N,00018.27,Tetanus antibody
2018,86777,,20180101,N,00017.77,Toxoplasma antibody
2018,86778,,20180101,N,00017.78,Toxoplasma antibody igm
2018,86780,,20180101,N,00016.34,Treponema pallidum
2018,86780,QW,20180101,N,00016.34,Treponema pallidum
2018,86784,,20180101,N,00015.51,Trichinella antibody
2018,86787,,20180101,N,00015.90,Varicella-zoster antibody
2018,86788,,20180101,N,00020.80,West nile virus ab igm
2018,86789,,20180101,N,00017.77,West nile virus antibody
2018,86790,,20180101,N,00015.90,Virus antibody nos
2018,86793,,20180101,N,00016.28,Yersinia antibody
2018,86794,,20180101,N,00020.80,Zika virus igm antibody
2018,86800,,20180101,N,00019.64,Thyroglobulin antibody
2018,86803,,20180101,N,00017.61,Hepatitis c ab test
2018,86803,QW,20180101,N,00017.61,Hepatitis c ab test
2018,86804,,20180101,N,00019.13,Hep c ab test confirm
2018,86805,,20180101,N,00189.51,Lymphocytotoxicity assay
2018,86806,,20180101,N,00058.75,Lymphocytotoxicity assay
2018,86807,,20180101,N,00078.65,Cytotoxic antibody screening
2018,86808,,20180101,N,00036.64,Cytotoxic antibody screening
2018,86812,,20180101,N,00031.86,Hla typing a b or c
2018,86813,,20180101,N,00071.60,Hla typing a b or c
2018,86816,,20180101,N,00034.39,Hla typing dr/dq
2018,86817,,20180101,N,00106.14,Hla typing dr/dq
2018,86821,,20180101,N,00045.14,Lymphocyte culture mixed
2018,86825,,20180101,N,00109.49,Hla x-math non-cytotoxic
2018,86826,,20180101,N,00036.53,Hla x-match noncytotoxc addl
2018,86828,,20180101,N,00064.19,Hla class i&ii antibody qual
2018,86829,,20180101,N,00064.19,Hla class i/ii antibody qual
2018,86830,,20180101,N,00099.68,Hla class i phenotype qual
2018,86831,,20180101,N,00085.44,Hla class ii phenotype qual
2018,86832,,20180101,N,00323.75,Hla class i high defin qual
2018,86833,,20180101,N,00325.80,Hla class ii high defin qual
2018,86834,,20180101,N,00441.43,Hla class i semiquant panel
2018,86835,,20180101,N,00398.72,Hla class ii semiquant panel
2018,86850,,20180101,N,00009.77,Rbc antibody screen
2018,86880,,20180101,N,00006.65,Coombs test direct
2018,86885,,20180101,N,00007.07,Coombs test indirect qual
2018,86886,,20180101,N,00006.39,Coombs test indirect titer
2018,86900,,20180101,N,00003.69,Blood typing serologic abo
2018,86901,,20180101,N,00003.69,Blood typing serologic rh(d)
2018,86902,,20180101,N,00006.35,Blood type antigen donor ea
2018,86904,,20180101,N,00016.34,Blood typing patient serum
2018,86905,,20180101,N,00004.73,Blood typing rbc antigens
2018,86906,,20180101,N,00009.57,Bld typing serologic rh phnt
2018,86940,,20180101,N,00010.13,Hemolysins/agglutinins auto
2018,86941,,20180101,N,00014.95,Hemolysins/agglutinins
2018,87003,,20180101,N,00020.79,Small animal inoculation
2018,87015,,20180101,N,00008.24,Specimen infect agnt concntj
2018,87040,,20180101,N,00012.74,Blood culture for bacteria
2018,87045,,20180101,N,00011.66,Feces culture aerobic bact
2018,87046,,20180101,N,00011.66,Stool cultr aerobic bact ea
2018,87070,,20180101,N,00010.64,Culture othr specimn aerobic
2018,87071,,20180101,N,00011.66,Culture aerobic quant other
2018,87073,,20180101,N,00011.66,Culture bacteria anaerobic
2018,87075,,20180101,N,00011.69,Cultr bacteria except blood
2018,87076,,20180101,N,00009.97,Culture anaerobe ident each
2018,87077,,20180101,N,00009.97,Culture aerobic identify
2018,87077,QW,20180101,N,00009.97,Culture aerobic identify
2018,87081,,20180101,N,00008.18,Culture screen only
2018,87084,,20180101,N,00027.07,Culture of specimen by kit
2018,87086,,20180101,N,00009.96,Urine culture/colony count
2018,87088,,20180101,N,00009.99,Urine bacteria culture
2018,87101,,20180101,N,00009.51,Skin fungi culture
2018,87102,,20180101,N,00010.38,Fungus isolation culture
2018,87103,,20180101,N,00020.46,Blood fungus culture
2018,87106,,20180101,N,00012.74,Fungi identification yeast
2018,87107,,20180101,N,00012.74,Fungi identification mold
2018,87109,,20180101,N,00019.00,Mycoplasma
2018,87110,,20180101,N,00024.19,Chlamydia culture
2018,87116,,20180101,N,00013.34,Mycobacteria culture
2018,87118,,20180101,N,00014.61,Mycobacteric identification
2018,87140,,20180101,N,00006.88,Culture type immunofluoresc
2018,87143,,20180101,N,00015.46,Culture typing glc/hplc
2018,87147,,20180101,N,00006.39,Culture type immunologic
2018,87149,,20180101,N,00024.76,Dna/rna direct probe
2018,87150,,20180101,N,00043.33,Dna/rna amplified probe
2018,87152,,20180101,N,00007.74,Culture type pulse field gel
2018,87153,,20180101,N,00142.42,Dna/rna sequencing
2018,87158,,20180101,N,00007.74,Culture typing added method
2018,87164,,20180101,N,00013.26,Dark field examination
2018,87166,,20180101,N,00013.95,Dark field examination
2018,87168,,20180101,N,00005.27,Macroscopic exam arthropod
2018,87169,,20180101,N,00005.27,Macroscopic exam parasite
2018,87172,,20180101,N,00005.27,Pinworm exam
2018,87176,,20180101,N,00007.26,Tissue homogenization cultr
2018,87177,,20180101,N,00010.99,Ova and parasites smears
2018,87181,,20180101,N,00005.86,Microbe susceptible diffuse
2018,87184,,20180101,N,00008.51,Microbe susceptible disk
2018,87185,,20180101,N,00005.86,Microbe susceptible enzyme
2018,87186,,20180101,N,00010.67,Microbe susceptible mic
2018,87187,,20180101,N,00040.17,Microbe susceptible mlc
2018,87188,,20180101,N,00008.20,Microbe suscept macrobroth
2018,87190,,20180101,N,00007.31,Microbe suscept mycobacteri
2018,87197,,20180101,N,00018.55,Bactericidal level serum
2018,87205,,20180101,N,00005.27,Smear gram stain
2018,87206,,20180101,N,00006.65,Smear fluorescent/acid stai
2018,87207,,20180101,N,00007.40,Smear special stain
2018,87209,,20180101,N,00022.19,Smear complex stain
2018,87210,,20180101,N,00005.82,Smear wet mount saline/ink
2018,87210,QW,20180101,N,00005.82,Smear wet mount saline/ink
2018,87220,,20180101,N,00005.27,Tissue exam for fungi
2018,87230,,20180101,N,00024.37,Assay toxin or antitoxin
2018,87250,,20180101,N,00024.15,Virus inoculate eggs/animal
2018,87252,,20180101,N,00032.18,Virus inoculation tissue
2018,87253,,20180101,N,00024.94,Virus inoculate tissue addl
2018,87254,,20180101,N,00024.15,Virus inoculation shell via
2018,87255,,20180101,N,00041.81,Genet virus isolate hsv
2018,87260,,20180101,N,00014.80,Adenovirus ag if
2018,87265,,20180101,N,00014.80,Pertussis ag if
2018,87267,,20180101,N,00014.80,Enterovirus antibody dfa
2018,87269,,20180101,N,00014.80,Giardia ag if
2018,87270,,20180101,N,00014.80,Chlamydia trachomatis ag if
2018,87271,,20180101,N,00014.80,Cytomegalovirus dfa
2018,87272,,20180101,N,00014.80,Cryptosporidium ag if
2018,87273,,20180101,N,00014.80,Herpes simplex 2 ag if
2018,87274,,20180101,N,00014.80,Herpes simplex 1 ag if
2018,87275,,20180101,N,00014.80,Influenza b ag if
2018,87276,,20180101,N,00016.07,Influenza a ag if
2018,87278,,20180101,N,00015.60,Legion pneumophilia ag if
2018,87279,,20180101,N,00016.43,Parainfluenza ag if
2018,87280,,20180101,N,00014.80,Respiratory syncytial ag if
2018,87281,,20180101,N,00014.80,Pneumocystis carinii ag if
2018,87283,,20180101,N,00060.80,Rubeola ag if
2018,87285,,20180101,N,00014.80,Treponema pallidum ag if
2018,87290,,20180101,N,00014.80,Varicella zoster ag if
2018,87299,,20180101,N,00016.10,Antibody detection nos if
2018,87300,,20180101,N,00014.80,Ag detection polyval if
2018,87301,,20180101,N,00014.80,Adenovirus ag ia
2018,87305,,20180101,N,00014.80,Aspergillus ag ia
2018,87320,,20180101,N,00015.00,Chylmd trach ag ia
2018,87324,,20180101,N,00014.80,Clostridium ag ia
2018,87327,,20180101,N,00014.80,Cryptococcus neoform ag ia
2018,87328,,20180101,N,00014.80,Cryptosporidium ag ia
2018,87329,,20180101,N,00014.80,Giardia ag ia
2018,87332,,20180101,N,00014.80,Cytomegalovirus ag ia
2018,87335,,20180101,N,00014.80,E coli 0157 ag ia
2018,87336,,20180101,N,00016.00,Entamoeb hist dispr ag ia
2018,87337,,20180101,N,00014.80,Entamoeb hist group ag ia
2018,87338,,20180101,N,00017.76,Hpylori stool ia
2018,87338,QW,20180101,N,00017.76,Hpylori stool ia
2018,87339,,20180101,N,00016.00,H pylori ag ia
2018,87340,,20180101,N,00012.75,Hepatitis b surface ag ia
2018,87341,,20180101,N,00012.75,Hepatitis b surface ag ia
2018,87350,,20180101,N,00014.23,Hepatitis be ag ia
2018,87380,,20180101,N,00020.26,Hepatitis delta ag ia
2018,87385,,20180101,N,00014.80,Histoplasma capsul ag ia
2018,87389,,20180101,N,00029.73,Hiv-1 ag w/hiv-1 & hiv-2 ab
2018,87389,QW,20180101,N,00029.73,Hiv-1 ag w/hiv-1 & hiv-2 ab
2018,87390,,20180101,N,00024.06,Hiv-1 ag ia
2018,87391,,20180101,N,00021.90,Hiv-2 ag ia
2018,87400,,20180101,N,00014.80,Influenza a/b ag ia
2018,87420,,20180101,N,00014.80,Resp syncytial ag ia
2018,87425,,20180101,N,00014.80,Rotavirus ag ia
2018,87427,,20180101,N,00014.80,Shiga-like toxin ag ia
2018,87430,,20180101,N,00016.81,Strep a ag ia
2018,87449,,20180101,N,00014.80,Ag detect nos ia mult
2018,87449,QW,20180101,N,00014.80,Ag detect nos ia mult
2018,87450,,20180101,N,00011.84,Ag detect nos ia single
2018,87451,,20180101,N,00011.84,Ag detect polyval ia mult
2018,87471,,20180101,N,00043.33,Bartonella dna amp probe
2018,87472,,20180101,N,00052.88,Bartonella dna quant
2018,87475,,20180101,N,00024.76,Lyme dis dna dir probe
2018,87476,,20180101,N,00043.33,Lyme dis dna amp probe
2018,87480,,20180101,N,00024.76,Candida dna dir probe
2018,87481,,20180101,N,00043.33,Candida dna amp probe
2018,87482,,20180101,N,00055.74,Candida dna quant
2018,87483,,20180101,N,00514.55,Cns dna amp probe type 12-25
2018,87485,,20180101,N,00024.76,Chylmd pneum dna dir probe
2018,87486,,20180101,N,00043.33,Chylmd pneum dna amp probe
2018,87487,,20180101,N,00052.88,Chylmd pneum dna quant
2018,87490,,20180101,N,00024.76,Chylmd trach dna dir probe
2018,87491,,20180101,N,00043.33,Chylmd trach dna amp probe
2018,87492,,20180101,N,00053.47,Chylmd trach dna quant
2018,87493,,20180101,N,00043.33,C diff amplified probe
2018,87495,,20180101,N,00030.03,Cytomeg dna dir probe
2018,87496,,20180101,N,00043.33,Cytomeg dna amp probe
2018,87497,,20180101,N,00052.88,Cytomeg dna quant
2018,87498,,20180101,N,00043.33,Enterovirus probe&revrs trns
2018,87500,,20180101,N,00043.33,Vanomycin dna amp probe
2018,87501,,20180101,N,00063.35,Influenza dna amp prob 1+
2018,87502,,20180101,N,00105.06,Influenza dna amp probe
2018,87502,QW,20180101,N,00105.06,Influenza dna amp probe
2018,87503,,20180101,N,00029.22,Influenza dna amp prob addl
2018,87505,,20180101,N,00158.38,Nfct agent detection gi
2018,87506,,20180101,N,00263.49,Iadna-dna/rna probe tq 6-11
2018,87507,,20180101,N,00514.55,Iadna-dna/rna probe tq 12-25
2018,87510,,20180101,N,00024.76,Gardner vag dna dir probe
2018,87511,,20180101,N,00043.33,Gardner vag dna amp probe
2018,87512,,20180101,N,00051.55,Gardner vag dna quant
2018,87516,,20180101,N,00043.33,Hepatitis b dna amp probe
2018,87517,,20180101,N,00052.88,Hepatitis b dna quant
2018,87520,,20180101,N,00031.22,Hepatitis c rna dir probe
2018,87521,,20180101,N,00043.33,Hepatitis c probe&rvrs trnsc
2018,87522,,20180101,N,00052.88,Hepatitis c revrs trnscrpj
2018,87525,,20180101,N,00029.80,Hepatitis g dna dir probe
2018,87526,,20180101,N,00043.33,Hepatitis g dna amp probe
2018,87527,,20180101,N,00051.55,Hepatitis g dna quant
2018,87528,,20180101,N,00024.76,Hsv dna dir probe
2018,87529,,20180101,N,00043.33,Hsv dna amp probe
2018,87530,,20180101,N,00052.88,Hsv dna quant
2018,87531,,20180101,N,00058.00,Hhv-6 dna dir probe
2018,87532,,20180101,N,00043.33,Hhv-6 dna amp probe
2018,87533,,20180101,N,00051.55,Hhv-6 dna quant
2018,87534,,20180101,N,00024.76,Hiv-1 dna dir probe
2018,87535,,20180101,N,00043.33,Hiv-1 probe&reverse trnscrpj
2018,87536,,20180101,N,00105.06,Hiv-1 quant&revrse trnscrpj
2018,87537,,20180101,N,00024.76,Hiv-2 dna dir probe
2018,87538,,20180101,N,00043.33,Hiv-2 probe&revrse trnscripj
2018,87539,,20180101,N,00058.62,Hiv-2 quant&revrse trnscripj
2018,87540,,20180101,N,00024.76,Legion pneumo dna dir prob
2018,87541,,20180101,N,00043.33,Legion pneumo dna amp prob
2018,87542,,20180101,N,00051.55,Legion pneumo dna quant
2018,87550,,20180101,N,00024.76,Mycobacteria dna dir probe
2018,87551,,20180101,N,00048.24,Mycobacteria dna amp probe
2018,87552,,20180101,N,00052.88,Mycobacteria dna quant
2018,87555,,20180101,N,00026.88,M.tuberculo dna dir probe
2018,87556,,20180101,N,00043.33,M.tuberculo dna amp probe
2018,87557,,20180101,N,00052.88,M.tuberculo dna quant
2018,87560,,20180101,N,00027.29,M.avium-intra dna dir prob
2018,87561,,20180101,N,00043.33,M.avium-intra dna amp prob
2018,87562,,20180101,N,00052.88,M.avium-intra dna quant
2018,87580,,20180101,N,00024.76,M.pneumon dna dir probe
2018,87581,,20180101,N,00043.33,M.pneumon dna amp probe
2018,87582,,20180101,N,00302.62,M.pneumon dna quant
2018,87590,,20180101,N,00026.88,N.gonorrhoeae dna dir prob
2018,87591,,20180101,N,00043.33,N.gonorrhoeae dna amp prob
2018,87592,,20180101,N,00052.88,N.gonorrhoeae dna quant
2018,87623,,20180101,N,00043.33,Hpv low-risk types
2018,87624,,20180101,N,00043.33,Hpv high-risk types
2018,87625,,20180101,N,00043.33,Hpv types 16 & 18 only
2018,87631,,20180101,N,00158.38,Resp virus 3-5 targets
2018,87631,QW,20180101,N,00158.38,Resp virus 3-5 targets
2018,87632,,20180101,N,00263.49,Resp virus 6-11 targets
2018,87633,,20180101,N,00514.55,Resp virus 12-25 targets
2018,87633,QW,20180101,N,00514.55,Resp virus 12-25 targets
2018,87634,,20180101,N,00086.66,Rsv dna/rna amp probe
2018,87640,,20180101,N,00043.33,Staph a dna amp probe
2018,87641,,20180101,N,00043.33,Mr-staph dna amp probe
2018,87650,,20180101,N,00024.76,Strep a dna dir probe
2018,87650,QW,20180101,N,00024.76,Strep a dna dir probe
2018,87651,,20180101,N,00043.33,Strep a dna amp probe
2018,87651,QW,20180101,N,00043.33,Strep a dna amp probe
2018,87652,,20180101,N,00051.55,Strep a dna quant
2018,87653,,20180101,N,00043.33,Strep b dna amp probe
2018,87660,,20180101,N,00024.76,Trichomonas vagin dir probe
2018,87661,,20180101,N,00043.33,Trichomonas vaginalis amplif
2018,87662,,20180101,N,00063.35,Zika virus dna/rna amp probe
2018,87797,,20180101,N,00030.03,Detect agent nos dna dir
2018,87798,,20180101,N,00043.33,Detect agent nos dna amp
2018,87799,,20180101,N,00052.88,Detect agent nos dna quant
2018,87800,,20180101,N,00049.53,Detect agnt mult dna direc
2018,87801,,20180101,N,00086.66,Detect agnt mult dna ampli
2018,87801,QW,20180101,N,00086.66,Detect agnt mult dna ampli
2018,87802,,20180101,N,00014.80,Strep b assay w/optic
2018,87803,,20180101,N,00016.00,Clostridium toxin a w/optic
2018,87804,,20180101,N,00016.55,Influenza assay w/optic
2018,87804,QW,20180101,N,00016.55,Influenza assay w/optic
2018,87806,,20180101,N,00032.77,Hiv antigen w/hiv antibodies
2018,87806,QW,20180101,N,00032.77,Hiv antigen w/hiv antibodies
2018,87807,,20180101,N,00014.80,Rsv assay w/optic
2018,87807,QW,20180101,N,00014.80,Rsv assay w/optic
2018,87808,,20180101,N,00015.29,Trichomonas assay w/optic
2018,87808,QW,20180101,N,00015.29,Trichomonas assay w/optic
2018,87809,,20180101,N,00021.76,Adenovirus assay w/optic
2018,87809,QW,20180101,N,00021.76,Adenovirus assay w/optic
2018,87810,,20180101,N,00035.29,Chylmd trach assay w/optic
2018,87850,,20180101,N,00024.56,N. gonorrhoeae assay w/optic
2018,87880,,20180101,N,00016.53,Strep a assay w/optic
2018,87880,QW,20180101,N,00016.53,Strep a assay w/optic
2018,87899,,20180101,N,00016.07,Agent nos assay w/optic
2018,87899,QW,20180101,N,00016.07,Agent nos assay w/optic
2018,87900,,20180101,N,00160.92,Phenotype infect agent drug
2018,87901,,20180101,N,00317.84,Genotype dna hiv reverse t
2018,87902,,20180101,N,00317.84,Genotype dna/rna hep c
2018,87903,,20180101,N,00603.28,Phenotype dna hiv w/culture
2018,87904,,20180101,N,00032.18,Phenotype dna hiv w/clt add
2018,87905,,20180101,N,00015.08,Sialidase enzyme assay
2018,87905,QW,20180101,N,00015.08,Sialidase enzyme assay
2018,87906,,20180101,N,00158.92,Genotype dna/rna hiv
2018,87910,,20180101,N,00317.84,Genotype cytomegalovirus
2018,87912,,20180101,N,00317.84,Genotype dna hepatitis b
2018,88130,,20180101,N,00022.19,Sex chromatin identification
2018,88140,,20180101,N,00009.86,Sex chromatin identification
2018,88142,,20180101,N,00025.01,Cytopath c/v thin layer
2018,88143,,20180101,N,00025.01,Cytopath c/v thin layer redo
2018,88147,,20180101,N,00050.56,Cytopath c/v automated
2018,88148,,20180101,N,00018.76,Cytopath c/v auto rescreen
2018,88150,,20180101,N,00014.65,Cytopath c/v manual
2018,88152,,20180101,N,00027.64,Cytopath c/v auto redo
2018,88153,,20180101,N,00024.03,Cytopath c/v redo
2018,88155,,20180101,N,00014.65,Cytopath c/v index add-on
2018,88164,,20180101,N,00014.65,Cytopath tbs c/v manual
2018,88165,,20180101,N,00042.22,Cytopath tbs c/v redo
2018,88166,,20180101,N,00014.65,Cytopath tbs c/v auto redo
2018,88167,,20180101,N,00014.65,Cytopath tbs c/v select
2018,88174,,20180101,N,00026.38,Cytopath c/v auto in fluid
2018,88175,,20180101,N,00032.71,Cytopath c/v auto fluid redo
2018,88230,,20180101,N,00143.82,Tissue culture lymphocyte
2018,88233,,20180101,N,00173.74,Tissue culture skin/biopsy
2018,88235,,20180101,N,00181.81,Tissue culture placenta
2018,88237,,20180101,N,00155.93,Tissue culture bone marrow
2018,88239,,20180101,N,00182.12,Tissue culture tumor
2018,88240,,20180101,N,00013.07,Cell cryopreserve/storage
2018,88241,,20180101,N,00012.47,Frozen cell preparation
2018,88245,,20180101,N,00213.80,Chromosome analysis 20-25
2018,88248,,20180101,N,00213.80,Chromosome analysis 50-100
2018,88249,,20180101,N,00213.80,Chromosome analysis 100
2018,88261,,20180101,N,00264.34,Chromosome analysis 5
2018,88262,,20180101,N,00153.88,Chromosome analysis 15-20
2018,88263,,20180101,N,00185.54,Chromosome analysis 45
2018,88264,,20180101,N,00153.88,Chromosome analysis 20-25
2018,88267,,20180101,N,00221.95,Chromosome analys placenta
2018,88269,,20180101,N,00205.34,Chromosome analys amniotic
2018,88271,,20180101,N,00026.44,Cytogenetics dna probe
2018,88272,,20180101,N,00040.70,Cytogenetics 3-5
2018,88273,,20180101,N,00039.66,Cytogenetics 10-30
2018,88274,,20180101,N,00042.98,Cytogenetics 25-99
2018,88275,,20180101,N,00051.19,Cytogenetics 100-300
2018,88280,,20180101,N,00033.47,Chromosome karyotype study
2018,88283,,20180101,N,00084.69,Chromosome banding study
2018,88285,,20180101,N,00026.91,Chromosome count additional
2018,88289,,20180101,N,00042.51,Chromosome study additional
2018,88371,,20180101,N,00027.44,Protein western blot tissue
2018,88372,,20180101,N,00028.08,Protein analysis w/probe
2018,88720,,20180101,N,00006.19,Bilirubin total transcut
2018,88738,,20180101,N,00006.19,Hgb quant transcutaneous
2018,88740,,20180101,N,00009.37,Transcutaneous carboxyhb
2018,88741,,20180101,N,00009.37,Transcutaneous methb
2018,89050,,20180101,N,00005.83,Body fluid cell count
2018,89051,,20180101,N,00006.80,Body fluid cell count
2018,89055,,20180101,N,00005.27,Leukocyte assessment fecal
2018,89060,,20180101,N,00008.83,Exam synovial fluid crystals
2018,89125,,20180101,N,00005.88,Specimen fat stain
2018,89160,,20180101,N,00004.85,Exam feces for meat fibers
2018,89190,,20180101,N,00005.86,Nasal smear for eosinophils
2018,89300,,20180101,N,00011.03,Semen analysis w/huhner
2018,89300,QW,20180101,N,00011.03,Semen analysis w/huhner
2018,89310,,20180101,N,00010.63,Semen analysis w/count
2018,89320,,20180101,N,00014.88,Semen anal vol/count/mot
2018,89321,,20180101,N,00014.88,Semen anal sperm detection
2018,89321,QW,20180101,N,00014.88,Semen anal sperm detection
2018,89322,,20180101,N,00019.13,Semen anal strict criteria
2018,89325,,20180101,N,00013.18,Sperm antibody test
2018,89329,,20180101,N,00024.18,Sperm evaluation test
