billing_code,price_description,price
28001862,HC IMP HOOK OFFSET RIGHT MEDIUM," 6,134 "
28001863,HC IMP HOOK OFFSET LEFT LARGE," 6,134 "
28001864,HC IMP HOOK OFFSET RIGHT LARGE," 6,134 "
28001865,HC IMP HOOK ANGLED BLADE SMALL," 6,134 "
28001866,HC IMP HOOK ANGLED BLADE MEDIUM," 6,134 "
28001867,HC IMP HOOK ANGLED BLADE LARGE," 6,134 "
28001868,HC IMP HOOK EXTENDED SMALL," 6,134 "
28001869,HC IMP HOOK EXTENDED MEDIUM," 6,134 "
28001870,HC IMP HOOK EXTENDED LARGE," 6,134 "
28001871,HC IMPL SCREW MULTI AXIAL 6.5X60MM," 8,741 "
28001872,HC IMPL SCREW MULTI AXIAL 6.5X70MM," 8,741 "
28001874,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 5.5X50MM," 8,741 "
28001875,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 5.5X55MM," 8,741 "
28001876,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 6.5X30MM," 8,741 "
28001877,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 6.5X55MM," 8,741 "
28001878,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 7.5X30MM," 8,741 "
28001879,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 7.5X35MM," 8,741 "
28001880,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 7.5X50MM," 8,741 "
28001881,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 7.5X55MM," 8,741 "
28001882,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 8.5X30MM," 8,741 "
28001883,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 8.5X35MM," 8,741 "
28001884,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 8.5X40MM," 8,741 "
28001885,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 8.5X45MM," 8,741 "
28001886,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 8.5X50MM," 8,741 "
28001887,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 8.5X55MM," 8,741 "
28001888,HC IMPL SCREW EXTENDED 5.5X30MM," 10,600 "
28001889,HC IMPL SCREW EXTENDED 5.5X35MM," 10,600 "
28001890,HC IMPL SCREW EXTENDED 5.5X40MM," 10,600 "
28001891,HC IMPL SCREW EXTENDED 5.5X45MM," 10,600 "
28001892,HC IMPL SCREW EXTENDED 5.5X50MM," 10,600 "
28001893,HC IMPL SCREW EXTENDED 6.5X30MM," 10,600 "
28001894,HC IMPL SCREW EXTENDED 6.5X35MM," 10,600 "
28001895,HC IMPL SCREW EXTENDED 6.5X40MM," 10,600 "
28001896,HC IMPL SCREW EXTENDED 6.5X45MM," 7,863 "
28001897,HC IMPL SCREW EXTENDED 6.5X50MM," 7,863 "
28001898,HC IMPL SCREW EXTENDED 7.5X35MM," 10,600 "
28001899,HC IMPL SCREW EXTENDED 7.5X40MM," 10,600 "
28001900,HC IMPL SCREW EXTENDED 7.5X45MM," 10,600 "
28001901,HC IMPL SCREW EXTENDED 7.5X50MM," 10,600 "
28001902,HC IMPL SCREW EXTENDED 7.5X55MM," 10,600 "
28001903,HC IMP ROD ALLOY TI PRE CURVED 30MM," 3,005 "
28001904,HC IMP ROD ALLOY TI PRE CURVED 35MM," 3,005 "
28001905,HC IMP ROD ALLOY TI PRE CURVED 40MM," 3,005 "
28001906,HC IMP ROD ALLOY TI PRE CURVED 45MM," 2,125 "
28001907,HC IMP ROD ALLOY TI PRE CURVED 50MM," 3,005 "
28001908,HC IMP ROD ALLOY TI PRE CURVED 55MM," 3,005 "
28001909,HC IMP ROD ALLOY TI PRE CURVED 60MM," 2,125 "
28001910,HC IMP ROD ALLOY TI PRE CURVED 65MM," 2,125 "
28001911,HC IMP ROD ALLOY TI PRE CURVED 70MM," 2,125 "
28001912,HC IMP ROD ALLOY TI PRE CURVED 75MM," 3,005 "
28001913,HC IMP ROD ALLOY TI PRE CURVED 80MM," 2,125 "
28001914,HC IMP ROD ALLOY TI PRE CURVED 90MM," 3,005 "
28001915,HC IMP ROD ALLOY TI PRE CURVED 100MM," 2,125 "
28001916,HC IMP ROD ALLOY TI PRE CURVED 105MM," 3,005 "
28001917,HC IMP ROD ALLOY TI PRE CURVED 110MM," 3,005 "
28001918,HC IMP ROD ALLOY TI PRE CURVED 115MM," 3,005 "
28001919,HC IMP ROD ALLOY TI PRE CURVED 120MM," 3,005 "
28001920,HC IMPL SCREW MULTI AXIAL 6.5X80MM," 8,741 "
28001921,HC IMPL SCREW MULTI AXIAL 6.5X90MM," 8,741 "
28001922,HC IMPL SCREW MULTI AXIAL 7.5X60MM," 8,741 "
28001923,HC IMPL SCREW MULTI AXIAL 7.5X70MM," 8,741 "
28001924,HC IMPL SCREW MULTI AXIAL 7.5X80MM," 8,741 "
28001925,HC IMPL SCREW MULTI AXIAL 7.5X90MM," 8,741 "
28001926,HC IMPL SCREW MULTI AXIAL 8.5X60MM," 8,741 "
28001927,HC IMPL SCREW MULTI AXIAL 8.5X70MM," 8,741 "
28001928,HC IMPL SCREW MULTI AXIAL 8.5X80MM," 8,741 "
28001929,HC IMPL SCREW MULTI AXIAL 8.5X90MM," 8,741 "
28001930,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 4X20MM," 8,741 "
28001931,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 4X25MM," 8,741 "
28001932,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 4X30MM," 8,741 "
28001933,HC IMPL PLATE TIBIAL LOW BEND LEFT 3.5," 11,476 "
28001935,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 4X35MM," 8,741 "
28001937,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 4X40MM," 8,741 "
28001938,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 4X45MM," 8,741 "
28001939,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 5.5X25MM," 8,741 "
28001942,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 5.5X45MM," 7,013 "
28001945,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 6.5X30 MM," 8,820 "
28001946,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 6.5X35 MM," 8,820 "
28001947,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 6.5X40 MM," 8,820 "
28001948,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 6.5X45 MM," 8,820 "
28001949,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 6.5X50 MM," 8,820 "
28001950,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 6.5X55 MM," 8,820 "
28001951,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 6.5X60 MM," 8,820 "
28001955,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 7.5X45MM," 8,820 "
28001958,HC IMPL SCREW SPINAL MULTI AXIAL POLARIS 7.5X60MM," 8,820 "
28001959,HC IMP ROD ALLOY TI PRE CURVED 125MM," 2,125 "
28001960,HC IMP ROD ALLOY TI PRE CURVED 130MM," 3,005 "
28001961,HC IMP ROD SPINAL EXTRA HARD COBALT CHROME 510MM," 5,355 "
28001962,HC IMP CONNECTOR FIXED CROSS 35MM," 7,949 "
28001963,HC IMP CONNECTOR LATERAL 50MM," 7,949 "
28001964,HC IMP CONNECTOR LATERAL 75MM," 7,949 "
28001965,HC IMP CONNECTOR FIXED CROSS 12MM," 9,770 "
28001966,HC IMP CONNECTOR FIXED CROSS 14MM," 9,770 "
28001967,HC IMP CONNECTOR FIXED CROSS 16MM," 9,770 "
28001968,HC IMP CONNECTOR FIXED CROSS 18MM," 9,770 "
28001969,HC IMP CONNECTOR FIXED CROSS 20MM," 9,770 "
28001970,HC IMP CONNECTOR FIXED CROSS 22MM," 9,770 "
28001971,HC IMP SCREW FIXED 4.0X20MM," 8,401 "
28001972,HC IMP SCREW FIXED 4.0X25MM," 8,401 "
28001973,HC IMP SCREW FIXED 4.0X30MM," 8,401 "
28001974,HC IMP WIRE KIRSCHNER 2X150MM, 159 
28001975,HC IMP WIRE KIRSCHNER SPADE 2.8X200MM, 340 
28001976,HC IMP SCREW FIXED 4.0X35MM," 8,401 "
28001977,HC IMP SCREW FIXED 4.0X40MM," 8,401 "
28001978,HC IMP SCREW FIXED 4.0X45MM," 8,401 "
28001979,HC IMP SCREW FIXED 4.75X20MM," 8,401 "
28001980,HC IMP SCREW FIXED 4.75X35MM," 7,013 "
28001981,HC IMP SCREW FIXED 4.75X40MM," 8,401 "
28001982,HC IMP SCREW FIXED 4.75X45MM," 8,401 "
28001984,HC IMP SCREW FIXED 5.5X30MM," 7,013 "
28001985,HC IMP SCREW FIXED 5.5X50MM," 8,401 "
28001986,HC IMP SCREW FIXED 5.5X55MM," 8,401 "
28001988,HC IMP SCREW FIXED 6.5X35MM," 8,401 "
28001992,HC IMPL FINGER INTERPHALANGEAL PROXIMAL SZ10D," 11,070 "
28001993,HC IMPL FINGER INTERPHALANGEAL PROXIMAL SZ10P," 11,070 "
28001994,HC IMPL FINGER INTERPHALANGEAL PROXIMAL SZ20D," 11,070 "
28001995,HC IMPL FINGER INTERPHALANGEAL PROXIMAL SZ20P," 11,070 "
28001996,HC IMPL FINGER INTERPHALANGEAL PROXIMAL SZ30D," 11,070 "
28001997,HC IMPL FINGER INTERPHALANGEAL PROXIMAL SZ30P," 11,070 "
28001998,HC IMPL FINGER INTERPHALANGEAL PROXIMAL SZ40D," 11,070 "
28001999,HC IMPL FINGER INTERPHALANGEAL PROXIMAL SZ40P," 11,070 "
28002001,HC IMPL PLATE PEANUT STEPPED 16MM," 3,009 "
28002002,HC IMPL PLATE CLAVICLE LATERAL ANTERIOR LAT 8HOLE," 6,333 "
28002003,HC IMPL PLATE CLAVICLE LATERAL ANTERIOR MEDIUM 8HOLE," 6,333 "
28002004,HC IMPL PLATE CLAVICLE LATERAL ANTERIOR MEDIUM 6HOLE," 6,333 "
28002005,HC IMPL PLATE CLAVICLE LATERAL ANTERIOR 10HOLE," 6,333 "
28002006,HC IMPL PLATE CLAVICLE LATERAL ANTERIOR LAT 6HOLE," 6,333 "
28002007,HC IMP COLLAR TI FOR 5.0MM RODS," 1,525 "
28002008,HC IMP NUT POINT TITANIUM 12X10.5MM, 618 
28002009,HC IMPL SCREW CANCELLOUS 4.0X12MM, 272 
28002010,HC IMPL SCREW CANCELLOUS 4.0X14MM, 272 
28002011,HC IMPL SCREW CANCELLOUS 4.0X16MM, 272 
28002012,HC IMPL SCREW CANCELLOUS 4.0X18MM, 272 
28002013,HC IMPL SCREW CANCELLOUS 4.0X20MM, 272 
28002014,HC IMPL SCREW CANCELLOUS 4.0X22MM, 272 
28002015,HC IMPL SCREW CANCELLOUS 4.0X24MM, 272 
28002016,HC IMPL SCREW CANCELLOUS 4.0X26MM, 272 
28002017,HC IMP SCREW CORTICAL 2.7X8MM, 255 
28002018,HC IMP SCREW CORTICAL 2.7X10MM, 255 
28002019,HC IMP SCREW CORTICAL 2.7X12MM, 255 
28002020,HC IMP SCREW CORTICAL 2.7X14MM, 255 
28002021,HC IMP SCREW CORTICAL 2.7X16MM, 255 
28002022,HC IMP SCREW CORTICAL 2.7X18MM, 255 
28002023,HC IMP SCREW CORTICAL 2.7X20MM, 255 
28002024,HC IMP SCREW CORTICAL 2.7X22MM, 255 
28002025,HC IMP SCREW CORTICAL 2.7X24MM, 255 
28002026,HC IMP SCREW CORTICAL 2.7X26MM, 255 
28002037,HC IMP SCREW CORTICAL LOCKING 3.5X8MM, 125 
28002038,HC IMP SCREW CORTICAL LOCKING NS 2.3X8MM, 133 
28002039,HC IMP SCREW CORTICAL LOCKING NS 2.3X10MM, 133 
28002040,HC IMP SCREW CORTICAL LOCKING NS 2.3X12MM, 133 
28002041,HC IMP SCREW CORTICAL LOCKING NS 2.3X14MM, 133 
28002042,HC IMP SCREW CORTICAL LOCKING NS 2.3X16MM, 133 
28002043,HC IMP SCREW CORTICAL LOCKING NS 2.3X18MM, 133 
28002044,HC IMP SCREW CORTICAL LOCKING NS 2.3X20MM, 133 
28002045,HC IMPL SCREW NON TOGGLING 8MM, 128 
28002046,HC IMPL SCREW NON TOGGLING 10MM, 133 
28002047,HC IMPL SCREW NON TOGGLING 12MM, 133 
28002048,HC IMPL SCREW NON TOGGLING 14MM, 133 
28002049,HC IMPL SCREW NON TOGGLING 16MM, 133 
28002050,HC IMPL SCREW NON TOGGLING 18MM, 133 
28002051,HC IMPL SCREW NON TOGGLING 20MM, 133 
28002056,HC  GUIDEWIRE TROCAR SINGLE 59X5IN, 94 
28002057,HC IMPL PLATE LCP LATERAL DISTAL FIBUL LATERAL 7HOLE," 5,908 "
28002059,HC  CATHETER BALLOON OCCLUSION CODA 10FX40MM," 3,545 "
28002060,HC  CATHETER BALLOON OCCLUSION CODA 10FX32MM," 3,545 "
28002061,HC  INTRODUCER CHECK FLO FLEXOR 9FX55CM, 425 
28002062,HC IMP STENT BILIARY LUMINEXX 12X100X135," 10,493 "
28002064,HC CATHETER EPIDURAL, 340 
28002065,HC IMP SHOULDER STEM AEQUALIS PARTIAL 6.5MM," 27,195 "
28002066,HC IMP SHOULDER STEM AEQUALIS PARTIAL 9.0MM," 27,195 "
28002067,HC IMP SHOULDER STEM AEQUALIS PARTIAL 12.0MM," 27,195 "
28002068,HC DEVICE VASCULAR LIGASURE 5MM," 4,038 "
28002069,HC BLADE SHAVER CURVED 60X4MM," 2,193 "
28002070,HC CATHETER MICRO CRANIOPLASTY," 6,758 "
28002071,HC STAPLER ENDOS ECHELON LNG 60MM," 2,940 "
28002073,HC IMP STENT PERIPHERAL LIFESTENT 6X80X80," 10,500 "
28002074,HC IMP STAPLE BONE COMPRESS QUICK 9MM," 1,972 "
28002075,HC IMP WIRE KIRSCHNER TROCAR POINT 1.6X150MM, 264 
28002076,HC IMP GRAFT MIX POWER MINI IGNITE 4ML," 14,250 "
28002081,HC IMP ANCHOR BIO SUTURETAK 3.7X14MM," 2,083 "
28002082,HC IMPL PACEMAKER DUAL ACCENT PM2110," 33,250 "
28002083,HC  INTRODUCER GUID CPS DIRECT XWIDE 47X50.7X2.44X3," 5,908 "
28002086,HC IMP SCREW FIXED 5.5 TITANIUM 5.0X25MM," 8,408 "
28002087,HC IMP HOOK ANGLED LEFT," 11,288 "
28002088,HC IMP HOOK ANGLED RIGHT," 11,288 "
28002089,HC IMP ROD SPINAL 5.5X300MM," 5,279 "
28002091,HC  SHEATH URETERAL ACCESS FLEXOR AQ 9.5FX13 CM," 1,505 "
28002092,HC IMP SHUNT EXTERNAL SUNDT 3X4MM," 2,890 "
28002093,HC IMP SHUNT EXTERNAL SUNDT 4X5MM," 3,035 "
28002094,HC IMP SHUNT EXTERNAL SUNDT 3X5MM," 2,890 "
28002095,HC IMP PATCH BOVINE VERITAS 8CM," 1,335 "
28002096,HC IMP ANCHOR SUTURE BIO SUTURETAK SZ1," 2,508 "
28002097,HC IMP STENT GRAFT TAA TAG 37X10 PTFE," 74,250 "
28002098,HC IMP STENT GRAFT TAA TAG 37X15 PTFE," 76,500 "
28002099,HC IMP STENT GRAFT TAA TAG 37X20 PTFE," 74,250 "
28002100,HC IMP STENT GRAFT TAA TAG PTFE 40X20," 76,500 "
28002101,HC PROCESSOR SOUND PONTO 3MM," 8,186 "
28002102,HC IMP ABUTMENT CONNECTION SCREW 6MM," 9,788 "
28002103,HC IMP LAP BAND GASTRIC LAPAROSCOPIC 10CM," 23,149 "
28002104,HC IMP LAP BAND GASTRIC LAPAROSCOPIC 11CM," 23,149 "
28002105,HC IMP LAP BAND GASTRIC LAP ADJUSTABLE SMALL," 22,652 "
28002106,HC IMP LAP BAND GASTRIC LAP ADJUSTABLE LARGE," 22,652 "
28002107,HC LAP BAND REALIZE KIT," 21,908 "
28002108,HC  SHEATH VASCULAR FLEXOR ANSEL 7FX.35INX55CM, 553 
28002109,HC  SHEATH VASCULAR FLEXOR ANSEL 7FX.35INX110CM," 1,386 "
28002110,HC  SHEATH VASCULAR FLEXOR ANSEL 8FX.35INX55CM2, 553 
28002111,HC  SHEATH VASCULAR FLEXOR ANSEL 10FX.35INX45CM, 553 
28002112,HC  INTRODUCER CHECK FLO FLEXOR 12F, 553 
28002113,HC  SHEATH VASCULAR FLEXOR ANSEL 5FX.35INX65CM, 315 
28002114,HC CLAMP ADJUSTABLE OPEN LARGE," 5,705 "
28002115,HC  GUIDEWIRE FATHOM 200CM," 2,579 "
28002116,HC IMP SCREW FIXED 5.5 TITANIUM 5.0X35MM," 8,408 "
28002117,HC IMPL SCREW POLYAXIAL 5.5 TI 5.0X30MM," 8,500 "
28002118,HC IMPL SCREW POLYAXIAL 5.5 TITANIUM 5.5X40MM," 8,500 "
28002119,HC IMPL TISSUE ALLOGRAFT 11MM," 24,689 "
28002120,HC IMP ROD 35MM," 3,674 "
28002121,HC IMPL SCREW POLYAXIAL 5.5 TITANIUM 5.5X35MM," 8,500 "
28002122,HC IMP CONNECTOR CROSS FIXED 30MM," 10,373 "
28002123,HC  CATHETER DILATATION POWERFLEX PTA 7X4X135, 978 
28002124,HC  CATHETER GUIDING ATTAIN SHEATH STR 50CM," 1,632 "
28002125,HC  CATHETER GUIDING ATTAIN SELECT II," 1,360 "
28002126,HC IMPL POWERPORT MRI 8 FR," 3,713 "
28002127,HC IMP SPACER ARTELON LARGE," 17,250 "
28002128,HC PROCESSOR SOUND PONTO 4MM," 15,525 "
28002129,HC IMPL FINGER PROXIMAL INTERPHALANGEAL SZ 1," 7,980 "
28002130,HC IMPL FINGER PROXIMAL INTERPHALANGEAL SZ2," 8,459 "
28002131,HC IMPL FINGER PROXIMAL INTERPHALANGEAL SZ3," 7,980 "
28002132,HC IMPL FINGER PROXIMAL INTERPHALANGEAL SZ4," 7,980 "
28002133,HC IMPL FINGER PROXIMAL INTERPHALANGEAL SZ5," 7,980 "
28002134,HC IMPL FINGER METACARPOPHALANGEAL SZ0," 7,980 "
28002135,HC IMPL FINGER METACARPOPHALANGEAL SZ10," 7,980 "
28002136,HC IMPL FINGER METACARPOPHALANGEAL SZ20," 7,980 "
28002137,HC IMPL FINGER METACARPOPHALANGEAL SZ30," 7,980 "
28002138,HC IMPL FINGER METACARPOPHALANGEAL SZ40," 7,980 "
28002139,HC IMPL FINGER METACARPOPHALANGEAL SZ50," 7,980 "
28002140,HC IMPL COIL EMBOLIZATION MICRO NESTER 3X2MM, 674 
28002141,HC IMPL COIL EMBOLIZATION MICRO NESTER 5X2MM, 674 
28002142,HC IMPL COIL EMBOLIZATION MICRO NESTER 7X2MM, 691 
28002143,HC IMPL COIL EMBOLIZATION MICRO NESTER 20X18MM, 956 
28002144,HC IMPL COIL EMBOLIZATION MICRO NESTER 20X20MM, 913 
28002145,HC  CATHETER SUPPORT CXI STRAIGHT TIP 2.6FX150CM," 1,403 "
28002146,HC  CATHETER SUPPORT CXI ANGLED TIP 2.6FX150CM," 1,403 "
28002147,HC  CATHETER SUPPORT CXI STRAIGHT TIP 4.0X90CM," 1,403 "
28002148,HC  CATHETER SUPPORT CXI STRAIGHT TIP 4.0X135CM," 1,403 "
28002149,HC IMP GRAFT BONE OP1," 35,000 "
28002150,HC  CATHETER DILATATION POWERFLEX PTA 6X4X13," 1,517 "
28002151,HC CARTRIDGE CEMENT CORTOSS 5 ML," 6,800 "
28002155,HC IMPL SCREW SAG CD HORIZON 6.5X30MM," 8,273 "
28002156,HC IMP PLATE ORBITAL RESORBABLE 31X106MM," 11,175 "
28002157,HC IMPL PLATE DOUBLE Y SHAPED RESORBABLE," 2,168 "
28002158,HC  CATHETER BALLOON PTA 12X20X135," 1,615 "
28002159,HC IMP FIXATOR MANDIBULAR CRANIO," 30,793 "
28002160,HC IMP PIN BI DIRECTIONAL 2.7X62MM," 1,981 "
28002161,HC IMPL SCREW 2.0MMX5MM, 459 
28002162,HC IMP EMBOLIC TRUFILL NBCA 1 GRAM KIT," 18,455 "
28002163,HC  CATHETER GUIDING ATTAIN MPR 45CM," 2,040 "
28002164,HC  INTRODUCER SHEATH 5F 25CM, 131 
28002165,HC  INTRODUCER SHEATH PINNACLE 6F 25CM, 131 
28002166,HC  CATH BALLOON RX RAPID EXCHANGE LEGEND 3X12MM," 1,488 "
28002169,HC IMP PLUG FISTULA ENTEROCUTANEOU 7MM," 23,800 "
28002170,HC BUR DRILL BIT 6MM," 3,078 "
28002171,HC BUR DRILL BIT 8MM," 3,078 "
28002172,HC BUR DRILL BIT 10MM," 3,078 "
28002173,HC BUR DRILL BIT 12 MM," 3,078 "
28002174,HC CARTRIDGE ARTICULATING DUET 45 4.8MM," 3,464 "
28002175,HC IMP CARTRIDGE ARTICULATING TRS 45MM," 3,464 "
28002195,HC COCHLEAR PROCESSOR SOUND NUCLEUS BLACK," 52,000 "
28002231,HC IMPL SCREW POLYAXIAL EXPEDIUM 5X6X40MM," 8,641 "
28002234,HC IMPL SCREW POLYAXIAL EXPEDIUM 5X5.5X40MM," 14,058 "
28002236,HC IMP HOOK REDUCED 10MM," 6,543 "
28002252,HC  CATHETER GUIDING ATTAIN EHXL 57.5CM," 1,632 "
28002253,HC  CATHETER BALLOON 5X20MM," 1,615 "
28002254,HC  CATHETER DILATATION PTA FOXCROSS 3X20MX135CM," 1,530 "
28002255,HC GUIDE PIN FLEXIBLE ACL," 3,307 "
28002256,HC  CATHETER BALLOON 5X40MM," 1,615 "
28002258,HC  CATHETER BALLOON 6X40MM," 1,615 "
28002259,HC  CATHETER BALLOON 7X20MM," 1,615 "
28002260,HC  CATHETER BALLOON 7X40MM," 1,615 "
28002261,HC  CATHETER BALLOON 3X20MM," 1,615 "
28002262,HC  CATHETER DILATATION PTA FOXCROSS 3X40MX80CM," 1,530 "
28002263,HC  CATHETER DILATATION PTA FOXCROSS 3X80MMX80CM," 1,615 "
28002264,HC  CATHETER DILATATION PTA FOXCROSS 4X20MMX80CM," 1,530 "
28002265,HC  CATHETER DILATATION PTA FOXCROSS 4X40MMX80CM," 1,530 "
28002266,HC  CATHETER DILATATION PTA FOXCROSS 4X60MX80CM," 1,530 "
28002267,HC  CATHETER DILATATION PTA FOXCROSS 4X80MMX80CM," 1,530 "
28002268,HC  CATHETER DILATATION PTA FOXCROSS 4X100MMX80CM," 1,615 "
28002269,HC  CATHETER DILATATION PTA FOXCROSS 4X120MMX80CM," 1,530 "
28002270,HC  CATHETER DILATATION PTA FOXCROSS 5X20MMX80CM," 1,530 "
28002271,HC  CATHETER DILATATION PTA FOXCROSS 5X30MMX80CM," 1,615 "
28002272,HC  CATHETER DILATATION PTA FOXCROSS 5X40MMX80CM," 1,530 "
28002273,HC  CATHETER DILATATION PTA FOXCROSS 5X60MMX80CM," 1,530 "
28002274,HC  CATHETER DILATATION PTA FOXCROSS 5X80MMX80CM," 1,530 "
28002275,HC  CATHETER DILATATION PTA FOXCROSS 5X100MMX80CM," 1,530 "
28002276,HC  CATHETER DILATATION PTA FOXCROSS 5X120MMX80CM," 1,615 "
28002277,HC  CATHETER DILATATION PTA FOXCROSS 6X20MMX80CM," 1,530 "
28002278,HC  CATHETER DILATATION PTA FOXCROSS 6X30MMX80CM," 1,615 "
28002279,HC  CATHETER DILATATION PTA FOXCROSS 6X40MMX80CM," 1,530 "
28002280,HC  CATHETER DILATATION PTA FOXCROSS 6X60MMX80CM," 1,530 "
28002281,HC  CATHETER DILATATION PTA FOXCROSS 6X80MMX80CM," 1,530 "
28002282,HC  CATHETER DILATATION PTA FOXCROSS 6X100MMX80CM," 1,530 "
28002283,HC  CATHETER DILATATION PTA FOXCROSS 6X120MMX80CM," 1,615 "
28002284,HC  CATHETER DILATATION PTA FOXCROSS 7X20MMX80CM," 1,530 "
28002285,HC  CATHETER DILATATION PTA FOXCROSS 7X30MMX80CM," 1,615 "
28002286,HC  CATHETER DILATATION PTA FOXCROSS 7X40MMX80CM," 1,530 "
28002287,HC  CATHETER DILATATION PTA FOXCROSS 7X60MMX80CM," 1,530 "
28002288,HC  CATHETER DILATATION PTA FOXCROSS 7X80MMX80CM," 1,530 "
28002289,HC  CATHETER DILATATION PTA FOXCROSS 7X100MMX80CM," 1,530 "
28002290,HC  CATHETER DILATATION PTA FOXCROSS 7X120MMX80CM," 1,530 "
28002291,HC  CATHETER DILATATION PTA FOXCROSS 8X20MMX80CM," 1,530 "
28002292,HC  CATHETER DILATATION PTA FOXCROSS 8X30MMX80CM," 1,615 "
28002293,HC  CATHETER DILATATION PTA FOXCROSS 8X40MMX80CM," 1,530 "
28002294,HC  CATHETER DILATATION PTA FOXCROSS 8X60MMX80CM," 1,530 "
28002295,HC  CATHETER DILATATION PTA FOXCROSS 8X80MMX80CM," 1,530 "
28002296,HC  CATHETER DILATATION PTA FOXCROSS 9X20MMX80CM," 1,615 "
28002297,HC  CATHETER DILATATION PTA FOXCROSS 9X30MMX80CM," 1,615 "
28002298,HC  CATHETER DILATATION PTA FOXCROSS 9X40MMX80CM," 1,530 "
28002299,HC  CATHETER DILATATION PTA FOXCROSS 9X60MMX80CM," 1,530 "
28002300,HC  CATHETER DILATATION PTA FOXCROSS 3X40MMX135CM," 1,615 "
28002301,HC  CATHETER DILATATION PTA FOXCROSS 3X80MMX135CM," 1,615 "
28002302,HC  CATHETER DILATATION PTA FOXCROSS 4X20MMX135CM," 1,615 "
28002303,HC  CATHETER DILATATION PTA FOXCROSS 4X40MMX135CM," 1,530 "
28002304,HC  CATHETER DILATATION PTA FOXCROSS 4X60MMX135CM," 1,615 "
28002305,HC  CATHETER DILATATION PTA FOXCROSS 4X80MMX135CM," 1,615 "
28002306,HC  CATHETER DILATATION PTA FOXCROSS 4X100MMX135CM," 1,615 "
28002307,HC  CATHETER DILATATION PTA FOXCROSS 4X120MMX135CM," 1,530 "
28002308,HC  CATHETER DILATATION PTA FOXCROSS 5X20MMX135CM," 1,530 "
28002309,HC  CATHETER DILATATION PTA FOXCROSS 5X30MMX135CM," 1,615 "
28002310,HC  CATHETER DILATATION PTA FOXCROSS 5X40MMX135CM," 1,615 "
28002311,HC  CATHETER DILATATION PTA FOXCROSS 5X60MMX135CM," 1,530 "
28002312,HC  CATHETER DILATATION PTA FOXCROSS 5X80MMX135CM," 1,530 "
28002313,HC  CATHETER DILATATION PTA FOXCROSS 5X100MMX135CM," 1,615 "
28002314,HC  CATHETER DILATATION PTA FOXCROSS 5X120MMX135CM," 1,530 "
28002315,HC  CATHETER BALLOON 6X20X50," 1,615 "
28002316,HC  CATHETER DILATATION PTA FOXCROSS 6X30MMX135CM," 1,615 "
28002317,HC  CATHETER DILATATION PTA FOXCROSS 6X40MMX135CM," 1,530 "
28002318,HC  CATHETER DILATATION PTA FOXCROSS 6X60MMX135CM," 1,615 "
28002319,HC  CATHETER DILATATION PTA FOXCROSS 6X80MMX135CM," 1,615 "
28002320,HC  CATHETER BALLOON 6X100MM," 1,615 "
28002321,HC  CATHETER DILATATION PTA FOXCROSS 6X120MX135CM," 1,530 "
28002322,HC  CATHETER DILATATION PTA FOXCROSS 7X20MMX135CM," 1,615 "
28002323,HC  CATHETER DILATATION PTA FOXCROSS 7X30MMX135CM," 1,615 "
28002324,HC  CATHETER DILATATION PTA FOXCROSS 7X40MMX135CM," 1,530 "
28002325,HC  CATHETER DILATATION PTA FOXCROSS 7X60MMX135CM," 1,615 "
28002326,HC  CATHETER DILATATION PTA FOXCROSS 7X100MMX135CM," 1,615 "
28002327,HC  CATHETER DILATATION PTA FOXCROSS 7X120MMX135CM," 1,530 "
28002328,HC IMP CABLE EP INTERFACE 9FT," 1,530 "
28002329,HC  CATHETER DILATATION PTA FOXCROSS 8X30MMX135CM," 1,615 "
