proc_code	base_name
LABC4C8	CD3PC
LABC4C8	CD4AB
LABC4C8	CD4PC
LABC4C8	CD8AB
LABC4C8	CD8PC
LABCSMPB	GBRAFB
LABCSMPB	GCTNNB
LABCSMPB	GEGFRB
LABCSMPB	GIDH1B
LABCSMPB	GIDH2B
LABCSMPB	GKRASB
LABCSMPB	GNOTCB
LABCSMPB	GNRASB
LABCSMPB	GPIK3B
LABCSMPB	GPTENB
LABCSMPB	GTP53B
LABC4C8	HNS
LABC4C8	HSABS
LABC4C8	HSRATIO
LABC4C8	LYM
LABC4C8	LYMAB
LABRF	RHFINT
LABRF	RHFR
LABUNAT	TNAU
LABUNAT	UNA
LABUNAT	UT1
LABVANPOL	VANCOPEAK
LABVANPOL	VANPO2
LABVANPOL	VANPO3
LABVANPOL	VANPO4
LABUNAT	VOL1
LABC4C8	WBC
LABTBP24	XMR
LAB11013R	11015R
LAB11013R	11016R
LABCBCS	ABNWBC
LABTOXGM	TOXGQT
LABYSTONE	2NDCONST
LABFBILA	BILIRUBINFLD
LABSTLCP	CULT
LABFBILA	FSC2
LAB11106R	HBEAB
LABREF2	LAB2
LABTBP38	PRO
LABREF2	RESUL2
LABSTLCP	RPT
LABSTLCP	SDES
LABTBP38	SI
LABREF2	SPTY2
LABSTLCP	SREQ
LABREF2	TEST2
LABCRFA	CULT
LABCRFA	RPT
LABCRFA	SDES
LABCRFA	SREQ
LABTBP25	XMR
LAB11343R	11344R
10390R	9663R
LABUAPRN	OTHCRY
LABTBP39	PRO
LABTBP39	SI
LABTOXIG	TOXGDS
LABTOXIG	TOXGQL
LABYBSAP	ALKPO4BONE
LABFACT10	FACTOR10
LABFBBURG	BANDPRSNT
LABCRCL	CORCL
LABCRCL	COREXC
LABCRCL	CR
LABCRCL	CRCL
LABCRCL	CRE
LABCRCL	CRUCL
LABCRCL	FLOWURN
LABCRCL	HT
LABBCRQT	LR210
LABBCRQT	P210Q
LABTBP34	UBT
LABTBP34	UNT
LABCRCL	UT3
LABCRCL	VOL3
LABCRCL	WT
LAB11145R	11146R
LAB12238R	12239R
LAB12238R	12240R
LAB11145R	11147R
LAB11145R	11148R
LAB11145R	11149R
LABTBP31	DI
LABHSVQL	HSV1PC
LABHSVQL	HSV2PC
LABHSVQL	HSVIN
LABHSVQL	SDES11
LABABTITI	ABTITER
LABB2GP1	B2GP1IGA
LABB2GP1	B2GP1IGG
LABB2GP1	B2GP1IGM
LABMGMT	MGMCO
LABMGMT	MGMDI
LABMGMT	MGMDX
LABMGMT	MGMIN
LABMGMT	MGMMD
LABMGMT	MGMME
LABMGMT	MGMRE
LABMGMT	MGMSO
LABTOXGM	TOXMQT
LABYSTNA	YSTNA1
10305R	9135R
10305R	9137R
10305R	9139R
10310R	9165R
10310R	9167R
10310R	9169R
10365R	9433R
LAB11096R	A1AANTITRYPF
LABB2GP1	B2GPCM
LABSTOBLD	DATE1
LABSTOBLD	OCCGU
LABYTOPIR	TOPIRAMATE
LAB11097R	TSIG
LABTBP26	XMR
LABYSTONE	3RDCONST
LABRIST	RIST
LABYSTK	YSTK1
LABAVRT	CULT
LABFACT7	FACTOR7
LABAVRT	RPT
LABAVRT	SDES
LABAVRT	SREQ
LABYSTFR	YSTFRR
LABUAMY	AMUCRU
LABUAMY	AMYLASE
LABYUOPC	CODEINE
LABYUOPC	HYCD
LABYUOPC	OXYCOD
LABIBD	PANCA
IMG11CCP	PDF
LABTBP40	PRO
LABIBD	SACIGA
LABIBD	SACIGG
LABTBP40	SI
LABTBP35	UBT
LABUAMY	UCR
LABTBP35	UNT
LABYUOPC	YUHMGC
LABYUOPC	YUMOGC
LABYUOPC	YUOPIM
LABYUOPC	YUOPIN
LAB11145R	11150R
LAB11145R	11152R
LABG6PD	G6PD
LABHIVAB	HIVAB
LAB11531R	11641R
LABANERB	CULT
LABBSME	CULT
LABANERB	RPT
LABBSME	RPT
LABANERB	SDES
LABBSME	SDES
LABANERB	SREQ
LABBSME	SREQ
LABATTG	ATTGT
LABGCCR2	DCL5
LABGCCR2	GC
LABGCCR2	SDES5
LABHCVGEN	CULT
LABTBP32	DI
LABHCVGEN	RPT
LAB11093R	SCL70
LABHCVGEN	SDES
LABHCVGEN	SREQ
10290R	9033R
10290R	9034R
LABISOHTI	ISOHTR
LABCHMISC	CHMISC
210993280	LEADIMPDTE
210993280	LEADMFR
210993280	LEADMODEL
210993280	LEADTYPE
LABTOXO	TOXO
LABYSTONE	YSTON
10290R	9031R
10290R	9032R
LABFCHOLA	CHOLFLD
LABSYCT	DX
LABYFLUZ	FLUCOZ
LABSYCT	JOINT
LABSYCT	MALIG
LABURPHOS	PHOSU
LABSYCT	SCOLOR
LABSYCT	SRBC
LABSYCT	STURB
LABSYCT	SWBC
LABTBP36	UBT
LABTBP36	UNT
LABVWAG	VWAG
LABYSTONE	YSTNCO
LABYSTONE	YSTNNJ
LABYSTONE	YSTNNM
LABYSTONE	YSTNSJ
LABYSTONE	YSTNSM
LABAPC	APC
LAB11039R	GBMIGG
210993280	LEADSERNUM
LABTBP10	SPEXP
10295R	9081R
10295R	9082R
10295R	9083R
10295R	9085R
10295R	9100R
10295R	9101R
10300R	9102R
10300R	9103R
10300R	9104R
10300R	9106R
10300R	9121R
10300R	9122R
10295R	9462R
10295R	9595R
10300R	9599R
LABMMAS	MMA
LABIBD	PANCA
LABTBP41	PRO
LABIBD	SACIGA
LABIBD	SACIGG
LABTBP41	SI
LABTBP27	XMR
LABYCENT	YCENTA
10270R	10049R
LABY25VD	25OHD2
LABY25VD	25OHD3
LABY25VD	25OHDT
LABCDAS	ATTGR
LABCDAS	ATTINT
LABFENTA	ENTA
LABCDAS	GDGPR
LABCSMPB	GDNM3B
LABCSMPB	GERHRB
LABGH	GH
LABHSVGM	HSVSL6
LABCDAS	IGACDS
LABCDAS	IGAINT
10270R	RINFO
LABYTESFT	YTESHD
10170R	10049R
10335R	9280R
10370R	9450R
10300R	9600R
LABASTRO	ASTRO
LABABG	O2SATA
LABBCRQT	P190Q
10170R	RINFO
LABDVERV3	RSV3
LABDVERV3	RSV3SP
LABDVERV3	RV3IP
10170R	UNRDID
LAB11199R	11200R
LABYAMISO	AMYLASE
LABYITRA	YITR1
LABYITRA	YITR2
LAB11199R	11201R
LAB11199R	11202R
LAB11199R	11203R
LAB11199R	11204R
LAB11199R	11205R
LAB11199R	11206R
LAB11199R	11207R
LAB11199R	11208R
LAB11199R	11209R
LAB11199R	11210R
LAB11199R	11211R
LAB11199R	11212R
LAB11199R	11213R
10290R	9025R
LABFBBURG	BBIGG
LABFBBURG	BBIGM
LABCMVG	CUL54
LABCMVG	CUL97
LABIGGSUB	IGG
LABIGGSUB	IGGS1
LABIGGSUB	IGGS2
LABIGGSUB	IGGS3
LABIGGSUB	IGGS4
LABJO1ABY	JO1INT
LABJO1ABY	JO1QUL
LABPROTPM	PRTPMR
LABTBP11	SPEXP
LABTCLON	TCDX
LABTCLON	TDIR
LABTCLON	TDIS
LABTCLON	TMET
LABTCLON	TPRM
LABTCLON	TRES
LABTBP37	UBT
LABTBP37	UNT
LAB11199R	YARBIN
LABYHEMOC	YHEMID
LABYHEMOC	YHEMIN
LABYHEMOC	YHEMME
LABYHEMOC	YHEMOD
LABYHEMOC	YHEMRD
LABYHEMOC	YHEMRS
LABYHEMOC	YHEMRV
LABYHEMOC	YHEMSP
LAB11199R	YSTA
10305R	10460R
10305R	10461R
LABBRASP	ASPIGE
LABBRASP	ASPIGG
LABBRASP	ASPINT
LABBRASP	IGEASP
210993289	LEADIMPDTE
210993289	LEADMFR
210993289	LEADMODEL
210993289	LEADTYPE
LABTCLON	TCMT
LABVZVQL	VZQLDN
LABVZVQL	VZQLIP
LABVZVQL	VZQLSP
LABYUMETF	YUMECO
10310R	10462R
10310R	10463R
LAB11250R	11251R
LAB11250R	11252R
LAB12573R	12574R
LABTBP33	DI
LABFACT5	FACTOR5
LABFMYAB	12431R
LABRITUX	C5616A
LABRITUX	C5616P
LABCBCS	CCNT
LABYUHYME	MERURN
LABTBP42	PRO
LABTBP42	SI
LABTBP29	XMR
LABYUHYME	YUHYM2
10370R	9464R
LABYSTNA	YSTNA3
LABYSTNA	YSTNA4
10365R	9426R
LABYU5HIA	5HIAAURN
LABPCEC4	GLU
LABFHVIG	HVIG
210993289	LEADSERNUM
LABPCEC4	PCCOM
LABRBCPH	PHLET
LABRF	RHFT
LABTBP38	UBT
LABTBP38	UNT
LABYU5HIA	VOLUMEURN
LABYSTK	YSTK3
LABYSTK	YSTK4
LABYU5HIA	YU5HUT
10365R	9420R
10410R	9706R
LABTTM	CD19AB
LABTTM	CD19PC
LABTTM	CD3AB
LABTTM	CD3PC
LABTTM	CD5AB
LABTTM	CD5PC
LABDSDNA	DNAQNT
LABKRAS	KRASDI
LABKRAS	KRASDX
LABKRAS	KRASME
LABKRAS	KRASRE
210993283	LEADIMPDTE
210993283	LEADMFR
210993283	LEADMODEL
210993283	LEADTYPE
LAB11045R	LKMAB
LABTTM	LYM
LABTTM	LYMAB
LABRBCPH	PHLCT
LABTBP43	PRO
LABBMBCRQ	QBMBRM
LABBMBCRQ	QBMBRP
LABBMBCRQ	QBMBRR
LABBMBCRQ	QBMBRS
LABBMBCRQ	QBMBRX
LABTTM	RTXFDA
LABTBP43	SI
LABUA	TRPHOS
LABTTM	WBC
LABYUHYME	YUHYM5
LAB11199R	11200R
LAB11199R	11201R
LAB11199R	11202R
LAB11199R	11203R
LAB11199R	11204R
LAB11199R	11205R
LAB11199R	11206R
LAB11199R	11207R
LAB11199R	11208R
LAB11199R	11209R
LAB11199R	11210R
LAB11199R	11211R
LAB11199R	11212R
LAB11199R	11213R
LAB12232R	12233R
10375R	9467R
10375R	9468R
10375R	9470R
10375R	9472R
10375R	9473R
10375R	9474R
10375R	9475R
10375R	9476R
10375R	9477R
10375R	9575R
10375R	9576R
10375R	9611R
10375R	9636R
LABYPROIN	PROINSULIN
LABDVERTV	RTVR
LABDVERTV	RTVTD
LABTBP28	XMR
LAB11199R	YARBIN
LAB11199R	YSTA
LABYUHYME	YUHYM6
10370R	9442R
10375R	9478R
LABTBP34	DI
LABPCEC4	HCT
LABPCEC4	HGB
LABPCEC4	K
LABKRAS	KRASMD
LABLUT	LH
LABPCEC4	NA
LABRBCPH	PHCT
LABRBCPH	PHST
LABTBP44	PRO
LABTBP44	SI
10000R	10049R
LABEBVPAN	COM
LABBACIDS	CULT
LABCYLX	CYLX1
LABKRAS	KRASMU
LABRBCPH	PHET
LABRBCPH	PHJKBT
LABRBCPH	PHKT
10000R	RINFO
LABBACIDS	RPT
LABBACIDS	SDES
LABBACIDS	SREQ
LABUMYOSC	UMYOG
LABYSDA	11832R
LABYUHYME	11896R
LABYA1APH	A1APHEN
LABCD34	CD34AB
LABCD34	CD34DS
LABCD34	CD34PC
LABLPDPC	CHOL
LABLPDPC	CHOLHDL
LABYDIGT	DIGT
LABYFRUCM	FRUCTM
LABLPDPC	HDL
LABLPDPC	HMCY
LABLPDPC	HSCRP
LABLPDPC	LDL
LABLPDPC	LDLHDL
210993283	LEADSERNUM
LABLPDPC	LPA
LABLWBCS2	LYMEIGGAB
LABLWBCS2	LYMEIGMAB
LABLPDPC	NHDL
LAB11086R	NORTRP
LABLPDPC	RCRSK
LABLPDPC	TGL
LABCD34	WBC
LABYDIGT	YDIGT2
LABANTNEU	ANA
LABTBP35	DI
LABVWSCN	FACTOR7
LABH1N1PC	H1N1DI
LABH1N1PC	H1N1IN
LABH1N1PC	H1N1M
LABH1N1PC	H1N1MT
LABH1N1PC	H1N1R
LABH1N1PC	H1N1SP
LABYHABQ	HBSAB
LABYHABQ	HBSABQUAL
LABVWSCN	RIST
LABTBP12	SPEXP
LABVWSCN	VWAG
LABLUT	LH
VSC05	PDF
LABRBCPH	PHJKAT
LABUCL	UCL
LABUCL	UCLCR
LABUCL	UCR
LABVISC	VISCOS
LABYA1APH	YA1A
LABYBLAS	YBLAS3
LAB11028R	ACE
LABDFA	DFIGG
LABDFA	DFIGM
LABDFA	DFINT
LABTBP36	DI
LABKRAS	KRASIN
LABRBCPH	PHLST
LABTBP45	PRO
LABTBP45	SI
LABTBP39	UBT
LABTBP39	UNT
LAB12631R	VORI
10235R	10049R
LABADAMTS	ADMACT
LABADAMTS	ADMINT
LABCMVIGG	CMV
LABCSMPBM	GDNM3M
LABCSMPBM	GERHRM
LABHEPC	HEPCAB
LABNPM1	NPMDI
LABNPM1	NPMDX
LABNPM1	NPMIN
LABNPM1	NPMMD
LABNPM1	NPMME
LABNPM1	NPMRE
LABNPM1	NPMRF
10235R	RINFO
LABTBP30	XMR
LABGENC	CULT
LABYEBPCR	EBV
LABFACT2	FACTOR2
LABRBCPH	PHFYAT
LABRBCPH	PHFYBT
LABRBCPH	PHLEAT
LABRBCPH	PHMT
LABRBCPH	PHP1T
LABGENC	RPT
LABGENC	SDES
LABGENC	SREQ
LABTBP2	VL
LAB11077R	YCALCI
LABYEBPCR	YEBP1
LABYEBPCR	YEBP3
LABYEBPCR	YEPB4
LABEBVPAN	11165R
LABEBVPAN	11166R
LABEBVPAN	12001R
LABEBVPAN	12002R
LABIBD	12215R
LABADAMTS	ADMINH
LABTHG	ATGA
LABBKVQU	BKQ
LABBMNPM1	BMNPDI
LABBMNPM1	BMNPDX
LABBMNPM1	BMNPIN
LABBMNPM1	BMNPMD
LABBMNPM1	BMNPME
LABBMNPM1	BMNPRE
LABBMNPM1	BMNPRF
LABBACIDS	CULT
LABFACT11	FACTOR11
LABHHV6QL	HV6QLD
LABHHV6QL	HV6QLI
LABHHV6QL	HV6QLS
LABBACIDS	RPT
LABBACIDS	SDES
LABSPAGD	SOURC4
LABBKVQU	SOURC6
LABTBP13	SPEXP
LABSPAGD	SPNAG
LABBACIDS	SREQ
LABTHG	TG
LABTOXIG	TOXGQT
LABCOXPNL	TYP10
LABCOXPNL	TYP16
LABCOXPNL	TYP2
LABCOXPNL	TYP4
LABCOXPNL	TYP7
LABCOXPNL	TYP9
LABTBP40	UBT
LABTBP40	UNT
LABTTM	CD4AB
LABTTM	CD4PC
LABTTM	CD8AB
LABTTM	CD8PC
LABCSMP	CSCI
LABCSMP	CSDI
LABCSMP	CSME
LABCSMP	CSREF
LABABG	FIO2
LABTTM	HNS
LABTTM	HSABS
LABTTM	HSRATIO
LABRBCPH	PHLEBT
LABRBCPH	PHNT
LABTOTALC	PROTCAGT
LAB11214R	11215R
LABMALSC	MALSCD
LABMALSC	MALSCR
LABVBG	O2SV
LABYSES	SELENIUM
LABUHEMO	UHEMO
10365R	9413R
10375R	9495R
10375R	9535R
LABCSMP	CSSP
LABFLUAPC	FLUADI
LABFLUAPC	FLUAMT
LABFLUAPC	FLUAR
LABFLUAPC	FLUASP
LABCSMP	GAPC
LABMALSC	MAL
LABYMPA	MPACID
LABBMBCRQ	QBMBRD
LABTOXPCR	TOXGG
LABTOXPCR	TOXRES
LABTOXPCR	TOXSP
LABYMPA	YMPAG
LAB11101R	YVITC
10370R	9632R
LABYHMS	ARSENIC
LABYHMS	CADMIUM
LABF8INH	F8INH
LABHGBSQ	HGBS
LABBMTP	HSAB
LABBMTP	HTLVS
210993284	ICDBRLOWRT
210993284	ICDBRPACMD
210993284	ICDEVLDATE
210993284	ICDTAVFTXC
LABYHMS	LEAD
LABMONOSC	MONOSC
LABTBP46	PRO
LABPROINS	PROINSULIN
LABBMTP	RPRQ
LABBMTP	RPRQIN
LABTBP46	SI
LABT1517	17) PML/RAR, BLOOD"
LABT1517	17) PML/RAR, BLOOD"
LABT1517	17) PML/RAR, BLOOD"
LABT1517	17) PML/RAR, BLOOD"
LABT1517	17) PML/RAR, BLOOD"
LABT1517	17) PML/RAR, BLOOD"
LABTBP41	UBT
LABTBP41	UNT
LABADGM	ADG1
LABADGM	ADM1
LABARGI	ARG
LABVCULF	CULT
LABTBP37	DI
LABBMTP	HATINT
LABBMTP	HATR
LABBMTP	HBSINT
LABBMTP	HBSR
LABBMTP	HBTINT
LABBMTP	HBTR
LABBMTP	HCVI
LABBMTP	HCVR
210993284	ICDTAVFDTI
LABMALSC	MALCON
LABTBP47	PRO
LABVCULF	RPT
210993284	RVBRPACA
210993284	RVBRPACW
LABVCULF	SDES
LABTBP47	SI
LABVCULF	SREQ
LABYLEPT	YLEP1
LABBMTP	CMV
LABBMTP	CMVIGM
LABYUCOP	COPPERURN
210993284	DEVTYPE
LABYUFCAT	DOPA
LABYUFCAT	EPINEP
210993284	MFR
210993284	MOD
LABYUFCAT	NOREPH
LABSYDIFF	SLYM
LABSYDIFF	SMONO
LABSYDIFF	SNEUT
LABTOBPOL	TOBPO2
LABTOBPOL	TOBPO3
LABTOBPOL	TOBPO4
LABTOBPOL	TOBRAPEAK
LABYVITB6	VITB6
LABYUFCAT	VOLUMEURN
LABBMTP	VZAB
LABYUFCAT	YUFCUT
LABYVB1W	YVB1W1
LABCSMP	CSMD
LABBPERP	CULT
LAB11079R	GABAP
LABCSMP	GBRAF
LABCSMP	GCTNN
LABCSMP	GEGFR
LABCSMP	GIDH1
LABCSMP	GIDH2
LABCSMP	GKRAS
LABCSMP	GNOTCH
LABCSMP	GNRAS
LABCSMP	GPIK3
LABCSMP	GPTEN
LABCSMP	GTP53
LABPANHCT	HCT
LABFHTLVQ	HTLI
LABFHTLVQ	HTLII
210993284	IMPDATE
210993284	LVBRPACA
210993284	LVBRPACW
VSC03	PDF
LABBMBCRQ	QBMBRC
LABBPERP	RPT
LABBPERP	SDES
210993284	SERNUM
LABBPERP	SREQ
LABYLACTS	YLACT1
LABYUCOP	YUCOP2
LABYZONIS	ZONIS
LABHSVM	HSV1M
LABHSVM	HSV2M
210993284	ICDTLIMPRV
LABYLEADB	LEA
LABYLEADB	LEADSO
LAB11085R	MPO
LABVCAIGM	VMDES
LABVCAIGM	VMQUL
LABTBP31	XMR
LABYUHYME	12200R
LABYUHYME	12201R
LABYUHYME	12202R
LABYUHYME	12203R
LABYUHYME	12204R
210993284	ICDRHYTHM
LABTBP48	PRO
210993284	RVBRSENA
LABTBP48	SI
LABTBP42	UBT
LABTBP42	UNT
LABVZVIGG	VZAB
LABYENPCR	YENP3
LAB11153R	11154R
LAB11153R	11155R
LABABODIS	ABODIS
LABCDAS	ATTGT
LABCOHB	COHB
LABTBP38	DI
LABEB	EA
LABDVEHVR	HERPR
LABDVEHVR	HVIP
LABDVEHVR	HVSP
210993284	ICDDTPACVT
210993284	ICDTLIMPAT
210993284	ICDTLIMPLV
LABLWBCS2	LYMEIGGBAND
LABYHMS	MER
LABTBP43	UBT
LABTBP43	UNT
LABDVEHVR	VZR
LAB11551R	11661R
LAB11824R	11826R
LAB11824R	11827R
LAB11824R	11828R
10365R	9627R
10400R	9662R
LABDHBP	HBCAB
LABDHBP	HBCABIGM
LABDHBP	HBSAB
LABDHBP	HBSAG
LABPLASMN	PLASMN
210993284	RABRSENA
LABQFTBG	TBAG
LABQFTBG	TBAGNI
LABQFTBG	TBGINT
LABQFTBG	TBGNIL
LABQFTBG	TBGRES
LABQFTBG	TBMINI
LABYUBZC	YUBZIM
LABYUBZC	7NHCLONAZEPM
LABYUBZC	7NHFLUNITRAZ
LABLWBCC	BBIGG
LABLWBCC	BBIGM
LABBARTPC	BHENPC
LABBARTPC	BQUIPC
LABFTBLYM	F1656A
LABFTBLYM	F1656P
LABFTBLYM	FCD19A
LABFTBLYM	FCD19P
LABFTBLYM	FCD3AB
LABFTBLYM	FCD3PC
LABFTBLYM	FCD4AB
LABFTBLYM	FCD4PC
LABFTBLYM	FCD8AB
LABFTBLYM	FCD8PC
LABFTBLYM	FCSOUR
LABFTBLYM	FHNS
LABFTBLYM	FHSAB
LABCDAS	GDGPT
LABHGBSQ	HGSMD
LABFTBLYM	HSRATIOFLD
LABYUBZC	LORAZ
LABFTBLYM	LYMABFLD
LABFTBLYM	LYMPCFLD
LABYUBZC	NORDIAZ
LABYUBZC	OXAZEPAM
LABRDATAC	RDATA
LABBARTPC	SDES10
LABABG	TEMP
LABVCAIGG	VGDES
LABVCAIGG	VGQNT
LABVCAIGG	VGQUL
LABTBP6	VL
LABYUCOP	VOLUMEURN
LABFTBLYM	WBCFLD
LABYHEMOC	YHEMAM
LABYHEMOC	YHEMSO
LABYINFAB	YINF2
LABYINFAB	YINF3
LABYINFAB	YINF5
LABYINFAB	YINF6
LABYUBZC	YUAAGC
LABYUBZC	YUATGC
LABYUBZC	YUBZIN
LABYUBZC	YUEFGC
LABYUBZC	YUTZGC
10375R	9496R
10375R	9507R
10375R	9536R
10375R	9547R
LABB2GPCO	B2GP1IGG
LABURCA	CAURN
LABLEGD	CULT
LABVBG	FIO2
LABGLWB	GLU
LABHITPNL	HITI1
LABHITPNL	HITI2
210993284	ICDBRADYDP
LABHITPNL	PF4COM
LABHITPNL	PF4ENH
LABTBP49	PRO
LABTBP50	PRO
LABLEGD	RPT
LABLEGD	SDES
LABTBP49	SI
LABTBP50	SI
LABTBP14	SPEXP
LABLEGD	SREQ
LABABG	TSITE
LABYANRNP	U1RNPAB
LABVIRSO1	VIROR
LABVIRSO1	VIROS
LABVIRSO1	VIROTN
LABYCHAGA	YCHAG1
10375R	9500R
10375R	9540R
LABB2GPCO	B2GP1IGA
LABB2GPCO	B2GP1IGM
LABHITPNL	HIPDIR
210993284	ICDBRMAXRT
210993284	ICDTLIMPHV
LABSCHIG	SCHIG1
LABUAPRN	TRPHOS
LABWNVRNA	WNRNA
LABYSTNA	YSTNA2
LAB12330R	12339R
LAB12330R	12500R
LAB12330R	12501R
LAB12330R	12502R
LABCHOHDL	CHOL
LABVCULS	CULT
LABEB	EBNA
LABCHOHDL	HDL
LABHDL	HDL
210993284	ICDDTVFIB
210993284	LVTHRAMP
210993284	LVTHRDUR
LABUPBGQT	PBGDAY
LABUPBGQT	PBGL
LABVCULS	RPT
LABVCULS	SDES
LABYSEROT	SEROTONIN
LABVCULS	SREQ
LABUPBGQT	TIMEU
LABUPBGQT	UCR
LABUPBGQT	UCR
LABUPIET	UPIEI
LABUPIET	UPIER
LABUPIET	UT3
LABUPBGQT	UVOL
LABEB	VCA
LABEB	VCAM
LAB11099R	VIP
LABUPIET	VOL3
LABYCLOZ	YCLOZ1
LABYCLOZ	YCOMT
LABYCLOZ	YNORC
LAB11265R	11266R
LAB11523R	11633R
10375R	9501R
10375R	9541R
LABCDTPCR	CULT
LABYCYANI	CYAN
LABTBP39	DI
LABGBMIFA	GBMIGA
LABGBMIFA	GBMIGG
LABABG	NAC
LABSTOBIC	OCCIMM
PFT59	PDF
LABCDTPCR	RPT
LABCDTPCR	SDES
LABCDTPCR	SREQ
LABVBG	TEMP
LABTBP10	VL
LABTBP33	XMR
LABTBP34	XMR
LABFCD34	CD34DS
LABFCD34	CD34FL
LABFCD34	CD34FLDPC
LABHSCUL	CULT
LABTBP40	DI
LABEGFRP	EGFDI
LABEGFRP	EGFDX
LABEGFRP	EGFME
LABEGFRP	EGFRE
LABEGFRP	EGFSO
LABPANHGB	HGB
210993284	ICDBRTRKRT
LABTBP51	PRO
LABHSCUL	RPT
LABHSCUL	SDES
LABTBP51	SI
LABHSCUL	SREQ
LABTBP44	UBT
LABTBP44	UNT
LABTBP32	XMR
LABYAHA	YAHA1
LABYSTK	YSTK2
LAB11019R	11164R
LABEGFRP	EGFIN
LABEGFRP	EGFMD
210993284	ICDTLTSTTI
LABVBG	NAC
210993284	RABRPACA
210993284	RABRPACW
LABYUTHC	THC
LABTBP45	UBT
LABTBP45	UNT
LABTBP14	VL
LABYUTHC	YUTHIM
LABYUTHC	YUTHIN
LAB11549R	11659R
LAB12230R	12231R
10290R	9026R
LABBONC	CULT
LABTBP41	DI
LABE2O	ESTRADIOL
LABBONC	GS
LABHEPDAB	HEPD
210993284	ICDBRAVPCD
210993284	ICDBRAVSND
LABBONC	RPT
LABBONC	SDES
210993284	SLWVTTDTNT
LABBONC	SREQ
LABVBG	TSITE
LAB11175R	11176R
LAB11175R	11177R
LABYSTNA	12506R
10370R	9456R
LABASPID	AFLAV
LABASPID	AFLUMI
LABAMIPOL	AMIKACINPK
LABAMIPOL	AMIPO2
LABAMIPOL	AMIPO3
LABAMIPOL	AMIPO4
LABASPID	ANIGE
LABSYNCT	CCNT
LABCDPLTI	CDPLT
LABLPDP	CHOL
LABLPDP	CHOLHDL
LABUPOR	COPROU
10260R	DDNOT
LABLPDP	HDL
LABUPOR	HEPCOH
LABLPDP	HMCY
LABHIVDS	HNOT
LABLPDP	HSCRP
210993284	ICDDTNNSVT
LABLPDP	LDL
LABLPDP	LPA
LABLPDP	NHDL
LABSTPH	PHSTL
LABUPOR	PORU
LABTBP52	PRO
LABLPDP	RCRSK
LABTBP52	SI
LABTBP15	SPEXP
LABLPDP	TGL
LABUPOR	TIMEU
LABUPOR	UCR
LABUPOR	UCR
LABUPOR	UPORIN
LABUPOR	UVOL
LABHIVDS	VDS1
LABHIVDS	VDS3
LABTBP4	VL
LABTBP35	XMR
LABYCLAMP	YCLAM2
LABYCLAMP	YCLAM3
LABYCLAMP	YCLAM4
LABYCLAMP	YCLAM5
LABYCLAMP	YCLAM6
LABYCLAMP	YCLAM7
LABCMVIGG	CMV
210993280	ICDBRLOWRT
210993280	ICDBRPACMD
210993284	ICDDTPACAT
LABLDLD	LDL
210993280	PMDEVMFR
210993280	PMDEVMODEL
210993280	PMDEVSERNM
210993280	PMDEVTYPE
210993280	PMEVDATE
210993280	RVBRPACA
210993280	RVBRPACW
210993280	RVBRSENA
LABYTESFB	TESTOSFREE
LABYNMOG	YNMOG1
LABYSTK	12504R
LAB11128R	FMIC
LABFQFVR	QFVG1
LABFQFVR	QFVG2
LABFQFVR	QFVIN
LABFQFVR	QFVM1
LABFQFVR	QFVM2
LABTBP8	VL
LABBRAF	BRAFDI
LABBRAF	BRAFMT
LABBRAF	BRAFRE
LABBRAF	BRAFSP
210993284	ICDDTSLWVT
LABYPENTO	PENTO
210993280	PMDEVIMPDT
210993280	PMRHYTHM
LABPROTSF	PROTSF
210993284	RVTHRAMP
210993284	RVTHRDUR
LABMISPRO	SEN
LABYLEGS	YLEGS1
10335R	9279R
10365R	9628R
LABVBG	BGSPRC
LABBRAF	BRAFMD
LABCF32	CF32CM
LABCF32	CF32DI
LABCF32	CF32DX
LABCF32	CF32ET
LABCF32	CF32IN
LABCF32	CF32ME
LABCF32	CF32R1
LABCMVIGM	CMVIGM
LABECHIG	ECHIND
LABHEPAR	HEPAR
210993280	ICDBRADYDP
210993280	PMRVLDBIPO
LABTBP53	PRO
210993284	RATHRSENMP
210993284	RATHRSPOL
210993284	RVTHRSENAM
210993284	RVTHRSENPO
LABTBP53	SI
LABTBP46	UBT
LABTBP46	UNT
LABTBP36	XMR
10273R	10049R
10395R	9661R
LAB12809R	BBFRAC
LAB12809R	CKEP
LABCSFCT	CNRBC
LABTBP43	DI
LABFTRIGA	FSC1
LABHB	HBSAG
LABDVEIAV	IAV
LABDVEIAV	IAVIP
LABDVEIAV	IAVSP
210993284	ICDDTSKDVT
210993284	ICDTAVFDTD
210993280	PMTLPCPACV
10273R	RINFO
LABTBP16	SPEXP
LABTBP17	SPEXP
10275R	SPINN
LABTBP47	UBT
LABTBP47	UNT
LAB12809R	YCKMB
LAB12809R	YCKMM
LAB12809R	YCKTOT
LAB11566R	11679R
LAB11566R	11680R
10365R	9432R
LABBMBCRQ	BP190
LABCRYEIA	CULT
LABTBP42	DI
LABCSMPB	GMYD8B
LABCSMPB	GSF3BB
LABYHABQ	HBSAB
LABYHABQ	HBSABQUAL
210993284	ICDBRAMSRT
210993280	ICDBRAVPCD
210993284	ICDDTSVTAC
LABLWBCS2	LYMEIGMBAND
LABYPLAB	PLTAB
210993280	RABRPACA
210993280	RABRPACW
210993280	RABRSENA
